,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-0.032918736,-0.18482994,"('unsociable', 'sociable')",0.016301718,-0.21281812,0.25056386,0.09158783,0.7738761,0.7127925,-1.9666566,-2.0414176,1.1631972,1.1088227,0.026573,0.035183765,0.0329909,-0.070097,-0.1030879
1,-0.6657129,-0.7021687,"('unfriendly', 'friendly')",0.55173635,0.37317482,-1.1604877,-1.2652032,-1.4849185,-1.5085061,-0.75399536,-0.83290166,0.56137174,0.4637428,1.7977412,1.4574422,-0.164895,-0.2877743,-0.1228793
2,0.8474307,0.86141497,"('unlikable', 'likable')",0.82923144,0.86261743,0.722507,0.81492305,0.95420486,1.0297636,0.36331612,0.36590293,1.6204457,1.6372565,1.0406393,1.1257842,0.9111107,0.9568089,0.0456982
3,-0.33188406,-0.264847,"('repellent', 'pleasant')",-0.7071996,-0.76648027,0.5330759,0.47707772,-0.02315937,0.054064035,-1.3305149,-1.2772359,-0.18494985,-0.15436547,0.64835775,0.7520555,-0.1994677,-0.168533,0.0309347
4,-0.32439467,-0.42367196,"('disliked', 'liked')",-0.54813844,-0.5559347,-0.65696,-0.59972227,-0.46392474,-0.5804088,0.26195133,0.18042222,-0.7349693,-0.84846854,-6.4508395,-6.1728644,-1.2738965,-1.2858069,-0.0119104
5,0.066735014,0.045516264,"('distant', 'outgoing')",0.5689926,0.60977495,-0.4089592,-0.30876198,-0.39991686,-0.49002331,1.5499823,1.5055685,0.16404192,0.08375667,0.56450725,0.47213376,0.300769,0.273995,-0.026774
6,-0.29053846,-0.29182923,"('distant', 'open')",1.1239944,1.1823477,-0.20326442,-0.15269257,-0.45569012,-0.51630664,1.6793686,1.6205075,0.41993853,0.30908322,0.52723384,0.3379247,0.4001489,0.3555764,-0.0445725
7,-1.0586175,-1.0828773,"('insensitive', 'sensitive')",-0.6559317,-0.77073455,-0.4261767,-0.52024317,-0.5867232,-0.49334607,-2.7384965,-2.728981,0.30542374,0.38364923,-0.19302788,-0.122450426,-0.7647928,-0.7621404,0.0026524
8,-1.1235212,-1.2059939,"('unaffectionate', 'affectionate')",0.0021691471,-0.07037246,-1.8715712,-1.9061252,-0.6101898,-0.6854157,-0.12210232,-0.20518063,0.020377643,-0.049813412,1.2726403,0.94263726,-0.3474568,-0.4543234,-0.1068666
9,-0.9605185,-1.0417876,"('unaffectionate', 'caring')",-0.28060675,-0.39184847,-1.2140503,-1.3806069,-1.0203738,-1.1140009,-0.6787009,-0.7706646,0.37287623,0.26408055,1.4572456,1.2063262,-0.3320183,-0.4612145,-0.1291962
10,-0.7346954,-0.797631,"('unsympathetic', 'sympathetic')",-1.5542524,-1.8131382,-0.4394473,-0.593797,-0.2689685,-0.20179746,-3.209253,-3.2620275,0.33537084,0.36722207,-0.15390253,-0.17065695,-0.8607355,-0.9245467,-0.0638112
11,-0.14799604,-0.22212614,"('unhelpful', 'helpful')",-0.50872403,-0.67534095,-0.7234177,-0.84792733,-0.39595753,-0.4014193,-1.7406448,-1.7987084,-0.5341599,-0.56817544,1.4407954,1.4157308,-0.372872,-0.4425667,-0.0696947
12,0.2771104,0.2434218,"('unsupportive', 'supportive')",0.07203926,-0.061013952,-0.61413366,-0.66645527,-0.007133104,-0.07369521,-1.3428401,-1.4177108,1.0745219,1.1006684,-2.0826,-1.9946078,-0.3747193,-0.4099133,-0.035194
13,-0.5277422,-0.61057174,"('impolite', 'polite')",-0.08109423,-0.1448675,-0.015662946,-0.093040824,-0.21694195,-0.21346726,-2.20978,-2.1830287,-0.16641837,-0.133091,-0.7102907,-0.59978545,-0.5611329,-0.5682646,-0.0071317
14,0.6187665,0.5308029,"('antisocial', 'social')",-0.016404472,-0.1722845,-0.053488135,-0.10785638,0.96029997,1.0044646,-2.1965206,-2.2172267,1.3647568,1.5180023,-0.52705556,-0.35573006,0.0214792,0.028596,0.0071168
15,-0.08678783,-0.14018933,"('boring', 'funny')",0.858222,0.96360403,0.63647336,0.71342725,0.1547944,0.14690742,-0.09219634,-0.06078528,0.2743861,0.30012006,0.18470496,0.21549107,0.2756567,0.3055107,0.029854
16,0.21246998,0.25877705,"('unpopular', 'popular')",-0.57602936,-0.5327953,-0.11165558,-0.096805364,-0.0065894946,-0.007948525,0.9345422,0.93545955,0.11405644,0.17936717,0.6620972,0.64034563,0.1755559,0.1966286,0.0210727
17,0.051122103,0.0437627,"('nasty', 'nice')",0.9489871,1.000705,-0.106951825,-0.0076875407,-0.21274646,-0.22342679,-0.12776862,-0.05963448,0.1676768,0.25430912,-0.17137435,-0.07729301,0.0784207,0.1329621,0.0545414
18,-0.36914587,-0.34988692,"('disagreeable', 'welcoming')",-0.09607353,-0.10005354,-1.360883,-1.3349319,-0.8341868,-0.8196749,-0.7796648,-0.76011544,0.6903669,0.7134003,-0.8469705,-0.9798645,-0.5137939,-0.5187324,-0.0049385
19,-0.59428823,-0.53882957,"('inhospitable', 'hospitable')",-0.22889012,-0.14723206,-0.21011224,-0.093955465,-1.4519017,-1.4385258,0.10989541,0.14151251,-1.4171915,-1.4108919,0.13225111,0.022929683,-0.522891,-0.4949989,0.0278921
20,1.1793722,1.19079,"('rough', 'thoughtful')",0.9110643,0.81570137,0.41522363,0.35788637,0.56914186,0.58663976,0.32520476,0.28265864,0.9313255,0.9909968,-0.104644015,-0.042241406,0.6038126,0.5974902,-0.0063224
21,0.15976624,0.18771645,"('immoral', 'moral')",-1.0366247,-1.1729312,0.35870144,0.280486,0.37260208,0.48737308,-2.4969475,-2.4545424,0.6238252,0.6890946,-1.4937726,-1.393502,-0.5017785,-0.4823294,0.0194491
22,-0.23236597,-0.36487776,"('untrustworthy', 'trustworthy')",-1.3157661,-1.5029211,0.12657152,0.0397243,0.02760614,-0.008911715,-1.953049,-2.059092,-0.036540918,-0.11019853,-1.4807253,-1.4761448,-0.6948957,-0.7832031,-0.0883074
23,-0.553537,-0.62524164,"('insincere', 'sincere')",-0.80360013,-1.0095772,-0.5062471,-0.71405244,-0.96211714,-0.92912686,-2.2348986,-2.272115,0.08826177,0.06943852,4.5616603,4.242633,-0.0586397,-0.1768631,-0.1182234
24,-1.0391114,-1.069669,"('dishonest', 'honest')",-1.6010699,-1.6450562,-0.6815657,-0.7048116,-1.4213442,-1.2728016,-2.4529777,-2.4506066,0.34236792,0.3201527,0.18305355,0.0638248,-0.9529496,-0.9655668,-0.0126172
25,-0.23207217,-0.1729446,"('egoistic', 'altruistic')",1.0572276,1.1094959,-0.8507718,-0.7581845,-0.42177698,-0.44452992,0.5339358,0.5429685,0.18673868,0.28876454,1.265374,1.2243232,0.2198079,0.255699,0.0358911
26,-0.06187634,-0.110937804,"('hardhearted', 'benevolent')",0.9374616,0.816632,-0.35636774,-0.47967315,-0.31866297,-0.39122432,0.1637057,0.08211611,2.610922,2.568054,1.5599697,1.4180729,0.6478789,0.5575771,-0.0903018
27,-0.8546548,-0.8876776,"('hardhearted', 'softhearted')",-0.28269446,-0.36712587,-0.8298512,-0.83211267,-0.4481304,-0.44962776,-0.75278133,-0.8129729,-0.6268498,-0.5663486,0.36281395,0.17622764,-0.4903069,-0.534234,-0.0439271
28,-1.4983184,-1.5690596,"('disloyal', 'loyal')",-0.6145176,-0.83640444,-0.7480198,-0.93831146,-1.3644828,-1.501053,-1.7844002,-1.9620501,0.05797432,-0.057802126,-0.21152598,-0.39532483,-0.8804701,-1.0371436,-0.1566735
29,1.2593098,1.2265244,"('unfair', 'fair')",1.6750515,1.6594174,0.9179968,0.97376895,0.91205496,0.9105572,0.86571133,0.88613003,-0.2847191,-0.3501639,-0.80807084,-0.85194606,0.6481906,0.6363269,-0.0118637
30,-1.0488446,-1.1144712,"('intolerant', 'tolerant')",-0.61956704,-0.6924113,-0.18867162,-0.27594176,-0.69819665,-0.66563034,-2.1791167,-2.2181585,0.63681453,0.61245465,-0.43256712,-0.3376436,-0.6471641,-0.6702574,-0.0230933
