,boston_male,boston_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,0.0010845363,-0.14656115,"('unsociable', 'sociable')",0.034266938,-0.021852955,-0.7232197,-0.82789916,-0.2292894,-0.3321044,-0.102815
1,0.6198409,0.5094207,"('unfriendly', 'friendly')",0.4252705,0.29511383,2.1371274,2.0069923,1.0607463,0.9371756,-0.1235707
2,0.46922877,0.6328342,"('unlikable', 'likable')",0.96254313,1.0786107,0.49587107,0.6255313,0.6425476,0.778992,0.1364444
3,-0.062082946,-0.010160878,"('repellent', 'pleasant')",0.0075479136,0.062471494,0.24874072,0.28838304,0.0647352,0.1135646,0.0488294
4,-0.41150126,-0.41337833,"('disliked', 'liked')",-0.16312036,-0.21141021,-6.8687835,-6.907138,-2.4811351,-2.5106421,-0.029507
5,-0.31460395,-0.27575603,"('distant', 'outgoing')",-0.1148299,-0.13337752,0.18885997,0.20048848,-0.0801913,-0.0695484,0.0106429
6,-0.056302287,-0.028397862,"('distant', 'open')",-0.55628943,-0.6144971,0.88142383,0.8804055,0.0896107,0.0791702,-0.0104405
7,0.59589356,0.5079519,"('insensitive', 'sensitive')",1.1627753,1.2544754,1.055081,1.0017408,0.9379166,0.9213894,-0.0165272
8,-0.10850718,-0.08517025,"('unaffectionate', 'affectionate')",0.011235887,-0.06124763,1.2245626,1.0890164,0.3757638,0.3141995,-0.0615643
9,0.81162107,0.81426644,"('unaffectionate', 'caring')",1.143021,1.0876974,1.451312,1.3893619,1.135318,1.0971085,-0.0382095
10,1.0526562,0.9614719,"('unsympathetic', 'sympathetic')",-0.03584184,0.005149927,-0.4566091,-0.49100447,0.1867351,0.1585391,-0.028196
11,0.0939887,0.12414295,"('unhelpful', 'helpful')",0.45004785,0.55845463,1.750741,1.8751638,0.7649259,0.8525871,0.0876612
12,1.1666409,1.201153,"('unsupportive', 'supportive')",1.8064111,1.8636494,-1.5882818,-1.6017798,0.4615901,0.4876742,0.0260841
13,1.0840198,1.0899801,"('impolite', 'polite')",-0.11733396,-0.10007478,-0.4477188,-0.4430833,0.172989,0.182274,0.009285
14,0.3520964,0.27612433,"('antisocial', 'social')",1.1619858,1.2511836,-0.7798421,-0.80708045,0.2447467,0.2400758,-0.0046709
15,-0.31705308,-0.3193578,"('boring', 'funny')",-0.14256997,-0.13170904,0.52589464,0.53339195,0.0220905,0.0274417,0.0053512
16,-1.0248766,-1.0115368,"('unpopular', 'popular')",-1.0358009,-0.9570776,0.08640793,0.17634033,-0.6580899,-0.5974247,0.0606652
17,0.5481562,0.6055228,"('nasty', 'nice')",0.17578307,0.28190318,-0.28552356,-0.20248196,0.1461386,0.2283147,0.0821761
