,timetable_male,timetable_female,tuple,average_male,average_female,female-male
0,0.8363648,0.8106986,"('unsociable', 'sociable')",0.8363648,0.8106986,-0.0256662
1,1.2228605,1.246203,"('unfriendly', 'friendly')",1.2228605,1.2462029,0.0233424
2,0.26628223,0.4379175,"('unlikable', 'likable')",0.2662822,0.4379175,0.1716353
3,1.2452188,1.4182222,"('repellent', 'pleasant')",1.2452188,1.4182222,0.1730034
4,-6.979638,-6.991954,"('disliked', 'liked')",-6.9796381,-6.9919538,-0.0123157
5,-0.5439862,-0.3801724,"('distant', 'outgoing')",-0.5439862,-0.3801724,0.1638138
6,-0.39419013,-0.2942186,"('distant', 'open')",-0.3941901,-0.2942186,0.0999715
7,1.9957882,2.095598,"('insensitive', 'sensitive')",1.9957882,2.095598,0.0998098
8,0.60196537,0.51851004,"('unaffectionate', 'affectionate')",0.6019654,0.51851,-0.0834554
9,1.3162236,1.4029152,"('unaffectionate', 'caring')",1.3162236,1.4029152,0.0866916
10,1.6525643,1.7849852,"('unsympathetic', 'sympathetic')",1.6525643,1.7849852,0.1324209
11,2.3038828,2.4301546,"('unhelpful', 'helpful')",2.3038828,2.4301546,0.1262718
12,-0.9012127,-0.60969377,"('unsupportive', 'supportive')",-0.9012127,-0.6096938,0.2915189
13,0.62845594,0.561366,"('impolite', 'polite')",0.6284559,0.561366,-0.0670899
14,0.39520916,0.3550886,"('antisocial', 'social')",0.3952092,0.3550886,-0.0401206
15,0.3932007,0.28370017,"('boring', 'funny')",0.3932007,0.2837002,-0.1095005
16,-0.6388003,-0.5788853,"('unpopular', 'popular')",-0.6388003,-0.5788853,0.059915
17,-0.43507633,-0.40802023,"('nasty', 'nice')",-0.4350763,-0.4080202,0.0270561
18,-0.4717527,-0.42155683,"('disagreeable', 'welcoming')",-0.4717527,-0.4215568,0.0501959
19,-0.5716401,-0.32834017,"('inhospitable', 'hospitable')",-0.5716401,-0.3283402,0.2432999
20,0.5894863,0.49704382,"('rough', 'thoughtful')",0.5894863,0.4970438,-0.0924425
21,0.6572244,0.9588273,"('immoral', 'moral')",0.6572244,0.9588273,0.3016029
22,0.20150448,0.37945896,"('untrustworthy', 'trustworthy')",0.2015045,0.379459,0.1779545
23,7.0162587,7.211086,"('insincere', 'sincere')",7.0162587,7.2110858,0.1948271
24,2.0927608,2.3672655,"('dishonest', 'honest')",2.0927608,2.3672655,0.2745047
25,0.41616452,0.281592,"('egoistic', 'altruistic')",0.4161645,0.281592,-0.1345725
26,0.46773243,0.10336525,"('hardhearted', 'benevolent')",0.4677324,0.1033652,-0.3643672
