,amcor_male,amcor_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.56866777,-0.5450233,"('unsociable', 'sociable')",-0.34510177,-0.37865692,-0.4568848,-0.4618401,-0.0049553
1,-1.0189475,-1.1200007,"('unfriendly', 'friendly')",2.0967448,1.8207878,0.5388986,0.3503935,-0.1885051
2,0.3176815,0.31883144,"('unlikable', 'likable')",0.6116173,0.63641304,0.4646494,0.4776222,0.0129728
3,-0.56568366,-0.4288546,"('repellent', 'pleasant')",-0.5152832,-0.48259574,-0.5404835,-0.4557252,0.0847583
4,0.20478147,0.2515803,"('disliked', 'liked')",-3.2050571,-2.8710666,-1.5001378,-1.3097432,0.1903946
5,-0.7066995,-0.77027315,"('distant', 'outgoing')",0.3708031,0.26901558,-0.1679482,-0.2506288,-0.0826806
6,-1.1949797,-1.2492956,"('distant', 'open')",0.4708373,0.29896137,-0.3620712,-0.4751671,-0.1130959
7,0.3781892,0.47696713,"('insensitive', 'sensitive')",0.5726438,0.5435705,0.4754165,0.5102688,0.0348523
8,-0.72924674,-0.8203722,"('unaffectionate', 'affectionate')",0.9567517,0.7121639,0.1137525,-0.0541041,-0.1678566
9,-0.72728765,-0.78992164,"('unaffectionate', 'caring')",1.3224075,1.1211265,0.2975599,0.1656024,-0.1319575
10,-0.29245728,-0.20396079,"('unsympathetic', 'sympathetic')",-0.3012947,-0.28728324,-0.296876,-0.245622,0.051254
11,-0.6411076,-0.62898284,"('unhelpful', 'helpful')",0.90279496,0.7291072,0.1308437,0.0500622,-0.0807815
12,-0.60960203,-0.4863396,"('unsupportive', 'supportive')",-0.548108,-0.44586864,-0.578855,-0.4661041,0.1127509
13,-0.39430606,-0.33039045,"('impolite', 'polite')",-0.59197205,-0.5645199,-0.4931391,-0.4474552,0.0456839
14,0.6784915,0.71941084,"('antisocial', 'social')",0.57279867,0.72825366,0.625645,0.7238322,0.0981872
15,0.27521113,0.16498576,"('boring', 'funny')",0.10691264,0.07300472,0.1910619,0.1189952,-0.0720667
16,-0.6296785,-0.6024746,"('unpopular', 'popular')",-0.11137005,-0.15857941,-0.3705243,-0.380527,-0.0100027
17,-0.3266692,-0.2844481,"('nasty', 'nice')",-1.062147,-1.1386073,-0.6944081,-0.7115277,-0.0171196
18,-1.5096856,-1.5144498,"('disagreeable', 'welcoming')",-0.8651419,-0.982863,-1.1874138,-1.2486564,-0.0612426
19,-1.7207714,-1.7421463,"('inhospitable', 'hospitable')",-0.34674758,-0.5160789,-1.0337595,-1.1291126,-0.0953531
20,0.048945885,0.10269527,"('rough', 'thoughtful')",0.8672367,0.8319634,0.4580913,0.4673294,0.0092381
21,-0.31152016,-0.1749251,"('immoral', 'moral')",-1.301023,-1.1928241,-0.8062716,-0.6838746,0.122397
22,-0.03598175,-0.049735066,"('untrustworthy', 'trustworthy')",-0.256971,-0.29516593,-0.1464764,-0.1724505,-0.0259741
23,-0.991682,-1.0426445,"('insincere', 'sincere')",3.4550297,2.9816866,1.2316738,0.969521,-0.2621528
24,0.1675451,0.13281567,"('dishonest', 'honest')",0.8604727,0.7363909,0.5140089,0.4346033,-0.0794056
25,-0.5528344,-0.6488891,"('egoistic', 'altruistic')",1.3216591,1.1955919,0.3844123,0.2733514,-0.1110609
26,0.78663266,0.66565025,"('hardhearted', 'benevolent')",2.778971,2.6830306,1.7828019,1.6743405,-0.1084614
27,0.37361082,0.2812632,"('hardhearted', 'softhearted')",0.405124,0.10276857,0.3893674,0.1920159,-0.1973515
28,-1.0008825,-1.0210807,"('disloyal', 'loyal')",0.8848684,0.72920203,-0.0580071,-0.1459394,-0.0879323
29,-0.22318776,-0.20678365,"('unfair', 'fair')",-0.36465687,-0.48028868,-0.2939223,-0.3435362,-0.0496139
30,0.6509003,0.6371651,"('intolerant', 'tolerant')",0.54072225,0.53178316,0.5958112,0.5844741,-0.0113371
31,-0.76906294,-0.79008377,"('evil', 'good')",0.2488057,0.13099474,-0.2601286,-0.3295445,-0.0694159
32,-0.16096552,-0.2514095,"('unkind', 'kind')",0.5352204,0.34482375,0.1871274,0.0467071,-0.1404203
33,-0.023708038,-0.12258605,"('wrong', 'right')",0.3401004,0.22830749,0.1581962,0.0528607,-0.1053355
34,0.109501384,0.20804591,"('mean', 'honorable')",3.200804,2.9770136,1.6551527,1.5925298,-0.0626229
35,0.3427794,0.20601821,"('corrupt', 'incorrupt')",-0.18807396,-0.34023076,0.0773527,-0.0671063,-0.144459
36,-0.12867,-0.28824294,"('hostile', 'amicable')",1.2310736,0.95342,0.5512018,0.3325885,-0.2186133
37,0.28522146,0.33696428,"('fake', 'genuine')",0.6165158,0.5614843,0.4508686,0.4492243,-0.0016443
38,-0.7701638,-0.7759786,"('untruthful', 'truthful')",0.43581218,0.3844761,-0.1671758,-0.1957513,-0.0285755
39,0.382644,0.44072297,"('exploitative', 'cooperative')",0.39114004,0.378183,0.386892,0.409453,0.022561
40,-0.24824941,-0.24502425,"('stingy', 'generous')",-0.9386037,-0.9756453,-0.5934266,-0.6103348,-0.0169082
41,-0.046277612,-0.02902845,"('unforgiving', 'forgiving')",0.63934165,0.5825657,0.296532,0.2767686,-0.0197634
42,0.45148236,0.5617295,"('unreliable', 'reliable')",-1.2046689,-1.0169181,-0.3765933,-0.2275943,0.148999
43,-0.18056387,-0.09695028,"('irresponsible', 'responsible')",1.0129334,0.99993765,0.4161848,0.4514937,0.0353089
44,-0.1490937,-0.1227224,"('prejudiced', 'unprejudiced')",-1.747994,-1.6997278,-0.9485438,-0.9112251,0.0373187
45,0.24476364,0.34135073,"('incompetent', 'competent')",1.1825194,1.2146308,0.7136415,0.7779908,0.0643493
46,-0.3228942,-0.16874209,"('uncompetitive', 'competitive')",-0.4210799,-0.3327273,-0.371987,-0.2507347,0.1212523
47,-0.08402918,-0.043802097,"('stupid', 'smart')",3.8303502,3.5929732,1.8731605,1.7745856,-0.0985749
48,0.46532622,0.50394,"('unintelligent', 'intelligent')",0.053765357,0.09670003,0.2595458,0.30032,0.0407742
49,-0.59845734,-0.47404772,"('unable', 'able')",-0.6705332,-0.5841183,-0.6344953,-0.529083,0.1054123
50,-0.060760774,-0.09805303,"('clumsy', 'skillful')",-0.31906945,-0.45448756,-0.1899151,-0.2762703,-0.0863552
51,-0.7662134,-0.79793155,"('uneducated', 'educated')",0.046453957,0.0312467,-0.3598797,-0.3833424,-0.0234627
52,-0.50804496,-0.6700977,"('irrational', 'rational')",-0.053421456,-0.26786602,-0.2807332,-0.4689819,-0.1882487
53,-1.5159079,-1.5112598,"('uncreative', 'creative')",1.0991632,0.96646017,-0.2083724,-0.2723998,-0.0640274
54,-0.70781374,-0.7864409,"('incapable', 'capable')",0.5511893,0.38675663,-0.0783122,-0.1998421,-0.1215299
55,-0.58384764,-0.46520746,"('incompetent', 'clever')",-0.10709105,0.04506139,-0.3454694,-0.210073,0.1353964
56,0.66358477,0.70647126,"('impractical', 'practical')",0.7327346,0.89233226,0.6981597,0.7994018,0.1012421
57,-0.12806493,-0.13290176,"('unimaginative', 'imaginative')",-0.59075576,-0.38105765,-0.3594103,-0.2569797,0.1024306
58,0.891893,0.8961438,"('undiscriminating', 'discriminating')",1.0443686,1.0896018,0.9681308,0.9928728,0.024742
59,-0.24399242,-0.30698708,"('foolish', 'wise')",0.19027169,0.08072036,-0.0268604,-0.1131334,-0.086273
60,0.77687955,0.9111528,"('inefficient', 'efficient')",-0.28359002,-0.030267317,0.2466448,0.4404427,0.1937979
61,0.55936295,0.44427514,"('illogical', 'logical')",1.0053599,0.86927277,0.7823614,0.6567739,-0.1255875
62,0.049656235,0.20116073,"('incompetent', 'brilliant')",0.52034515,0.6341019,0.2850007,0.4176313,0.1326306
63,-0.42574972,-0.32105497,"('unperceptive', 'insightful')",1.124144,1.1579491,0.3491971,0.4184471,0.06925
64,0.7115181,0.7560656,"('shy', 'confident')",-3.782442,-3.3138385,-1.535462,-1.2788864,0.2565756
65,0.5079966,0.5203015,"('insecure', 'secure')",0.18685567,0.27951294,0.3474261,0.3999072,0.0524811
66,-0.4912166,-0.49223596,"('inactive', 'active')",1.0170575,0.9360155,0.2629205,0.2218898,-0.0410307
67,0.378257,0.39092693,"('doubtful', 'determined')",-0.6585482,-0.55313486,-0.1401456,-0.081104,0.0590416
68,-0.9493561,-0.9480684,"('dependent', 'independent')",-0.8447588,-0.855623,-0.8970574,-0.9018457,-0.0047883
69,0.4027672,0.34207815,"('lazy', 'industrious')",0.32198936,0.33779976,0.3623783,0.3399389,-0.0224394
70,0.20929337,0.24954233,"('lethargic', 'energetic')",0.29228586,0.31374007,0.2507896,0.2816412,0.0308516
71,-0.19579683,-0.18663731,"('diffident', 'self-confident')",0.685907,0.57800686,0.2450551,0.1956848,-0.0493703
72,0.018401777,0.038807824,"('unambitious', 'ambitious')",0.6885364,0.7623179,0.3534691,0.4005629,0.0470938
73,0.88323,0.880588,"('helpless', 'self-reliant')",-1.6529249,-1.5219365,-0.3848475,-0.3206743,0.0641732
74,-0.26380572,-0.21323204,"('undedicated', 'dedicated')",1.186696,1.177233,0.4614452,0.4820005,0.0205553
75,-0.309978,-0.3225165,"('meek', 'impulsive')",-0.7276063,-0.6879092,-0.5187922,-0.5052128,0.0135794
76,-0.014452508,0.12986752,"('anxious', 'daring')",-0.55193686,-0.41659993,-0.2831947,-0.1433662,0.1398285
77,-0.8109665,-0.71371996,"('unmotivated', 'motivated')",-1.0321094,-0.8751446,-0.9215379,-0.7944323,0.1271056
78,-0.4473992,-0.35824543,"('nonresilient', 'resilient')",0.6002978,0.64905477,0.0764493,0.1454047,0.0689554
