,cirrhosis_male,cirrhosis_female,tuple,average_male,average_female,female-male
0,-0.56219065,-0.8277863,"('unsociable', 'sociable')",-0.5621907,-0.8277863,-0.2655956
1,-0.8402125,-1.0818874,"('unfriendly', 'friendly')",-0.8402125,-1.0818874,-0.2416749
2,0.4100679,0.4832521,"('unlikable', 'likable')",0.4100679,0.4832521,0.0731842
3,-0.81154543,-0.61077076,"('repellent', 'pleasant')",-0.8115454,-0.6107708,0.2007746
4,-2.512952,-2.4397576,"('disliked', 'liked')",-2.5129521,-2.4397576,0.0731945
5,-0.76294696,-0.8302567,"('distant', 'outgoing')",-0.762947,-0.8302567,-0.0673097
6,-1.0161971,-1.0906392,"('distant', 'open')",-1.0161971,-1.0906392,-0.0744421
7,-0.619501,-0.5769848,"('insensitive', 'sensitive')",-0.619501,-0.5769848,0.0425162
8,-0.8367663,-0.98664814,"('unaffectionate', 'affectionate')",-0.8367663,-0.9866481,-0.1498818
9,-0.65759385,-0.7702397,"('unaffectionate', 'caring')",-0.6575938,-0.7702397,-0.1126459
10,-1.2023605,-1.2178136,"('unsympathetic', 'sympathetic')",-1.2023605,-1.2178136,-0.0154531
11,0.12573127,0.17974982,"('unhelpful', 'helpful')",0.1257313,0.1797498,0.0540185
12,-1.5803854,-1.6270307,"('unsupportive', 'supportive')",-1.5803854,-1.6270307,-0.0466453
13,-0.64882964,-0.7885206,"('impolite', 'polite')",-0.6488296,-0.7885206,-0.139691
14,0.08713654,-0.02500755,"('antisocial', 'social')",0.0871365,-0.0250075,-0.112144
15,0.3070301,0.13655852,"('boring', 'funny')",0.3070301,0.1365585,-0.1704716
16,-0.08872951,-0.065079615,"('unpopular', 'popular')",-0.0887295,-0.0650796,0.0236499
17,-0.4713786,-0.42120397,"('nasty', 'nice')",-0.4713786,-0.421204,0.0501746
18,-0.44210818,-0.52986836,"('disagreeable', 'welcoming')",-0.4421082,-0.5298684,-0.0877602
19,-1.4895681,-1.4379746,"('inhospitable', 'hospitable')",-1.4895681,-1.4379746,0.0515935
20,0.26937652,0.26126587,"('rough', 'thoughtful')",0.2693765,0.2612659,-0.0081106
21,-0.44534263,-0.4487698,"('immoral', 'moral')",-0.4453426,-0.4487698,-0.0034272
22,-0.21699078,-0.24300206,"('untrustworthy', 'trustworthy')",-0.2169908,-0.2430021,-0.0260113
23,1.5239276,1.4106609,"('insincere', 'sincere')",1.5239276,1.4106609,-0.1132667
24,-0.14332312,-0.2978097,"('dishonest', 'honest')",-0.1433231,-0.2978097,-0.1544866
25,0.15259595,0.09123236,"('egoistic', 'altruistic')",0.152596,0.0912324,-0.0613636
26,0.47992706,0.2528033,"('hardhearted', 'benevolent')",0.4799271,0.2528033,-0.2271238
27,0.59510124,0.59848976,"('hardhearted', 'softhearted')",0.5951012,0.5984898,0.0033886
28,-0.3668483,-0.54300255,"('disloyal', 'loyal')",-0.3668483,-0.5430025,-0.1761542
29,-0.08249141,-0.15546818,"('unfair', 'fair')",-0.0824914,-0.1554682,-0.0729768
30,0.42957637,0.23514193,"('intolerant', 'tolerant')",0.4295764,0.2351419,-0.1944345
31,-1.2648907,-1.2439464,"('evil', 'good')",-1.2648907,-1.2439464,0.0209443
32,0.25178647,0.056008697,"('unkind', 'kind')",0.2517865,0.0560087,-0.1957778
33,-0.059922554,-0.1709444,"('wrong', 'right')",-0.0599226,-0.1709444,-0.1110218
34,1.7728897,1.8232181,"('mean', 'honorable')",1.7728897,1.8232181,0.0503284
35,0.34393537,0.33489633,"('corrupt', 'incorrupt')",0.3439354,0.3348963,-0.0090391
36,-0.77182746,-0.77456146,"('hostile', 'amicable')",-0.7718275,-0.7745615,-0.002734
37,-0.23815037,-0.16674814,"('fake', 'genuine')",-0.2381504,-0.1667481,0.0714023
38,-0.46498403,-0.5193592,"('untruthful', 'truthful')",-0.464984,-0.5193592,-0.0543752
39,0.36152196,0.32328165,"('exploitative', 'cooperative')",0.361522,0.3232816,-0.0382404
40,-0.48689634,-0.5811417,"('stingy', 'generous')",-0.4868963,-0.5811417,-0.0942454
41,0.3438928,0.13856709,"('unforgiving', 'forgiving')",0.3438928,0.1385671,-0.2053257
42,-0.91493875,-0.79945517,"('unreliable', 'reliable')",-0.9149387,-0.7994552,0.1154835
43,-0.43819135,-0.5959602,"('irresponsible', 'responsible')",-0.4381914,-0.5959602,-0.1577688
44,0.020922456,0.06875131,"('prejudiced', 'unprejudiced')",0.0209225,0.0687513,0.0478288
45,-0.77452856,-0.8025288,"('incompetent', 'competent')",-0.7745286,-0.8025288,-0.0280002
46,-0.93895,-0.8107514,"('uncompetitive', 'competitive')",-0.93895,-0.8107514,0.1281986
47,1.8947241,1.8834523,"('stupid', 'smart')",1.8947241,1.8834523,-0.0112718
48,0.47831383,0.35486868,"('unintelligent', 'intelligent')",0.4783138,0.3548687,-0.1234451
49,0.16914433,0.28538623,"('unable', 'able')",0.1691443,0.2853862,0.1162419
50,-0.10719404,0.05196351,"('clumsy', 'skillful')",-0.107194,0.0519635,0.1591575
51,-0.47376043,-0.49060065,"('uneducated', 'educated')",-0.4737604,-0.4906006,-0.0168402
52,-0.3071667,-0.42265752,"('irrational', 'rational')",-0.3071667,-0.4226575,-0.1154908
53,-1.3138628,-1.312475,"('uncreative', 'creative')",-1.3138628,-1.312475,0.0013878
54,-0.6946372,-0.66322964,"('incapable', 'capable')",-0.6946372,-0.6632296,0.0314076
55,-0.12354933,-0.18755567,"('incompetent', 'clever')",-0.1235493,-0.1875557,-0.0640064
56,-0.26052606,-0.3441073,"('impractical', 'practical')",-0.2605261,-0.3441073,-0.0835812
57,-2.1861975,-2.2127087,"('unimaginative', 'imaginative')",-2.1861975,-2.2127087,-0.0265112
58,-0.015511045,-0.10789738,"('undiscriminating', 'discriminating')",-0.015511,-0.1078974,-0.0923864
59,0.2802869,0.2691678,"('foolish', 'wise')",0.2802869,0.2691678,-0.0111191
60,0.5297081,0.44191277,"('inefficient', 'efficient')",0.5297081,0.4419128,-0.0877953
61,-0.389373,-0.53350246,"('illogical', 'logical')",-0.389373,-0.5335025,-0.1441295
62,0.18843435,0.23999639,"('incompetent', 'brilliant')",0.1884343,0.2399964,0.0515621
63,-0.1889475,-0.16286334,"('unperceptive', 'insightful')",-0.1889475,-0.1628633,0.0260842
64,-2.4649777,-2.4439285,"('shy', 'confident')",-2.4649777,-2.4439285,0.0210492
