,nrg_male,nrg_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5384352,-1.7294968,"('unsociable', 'sociable')",0.19431475,0.051031668,-0.54192495,-0.70253587,-0.6286818,-0.793667,-0.1649852
1,-1.8231442,-1.9382366,"('unfriendly', 'friendly')",0.2033757,-0.0040506963,1.5170233,1.4108292,-0.0342484,-0.1771527,-0.1429043
2,0.46889085,0.47793487,"('unlikable', 'likable')",1.2516395,1.2026967,0.5711383,0.62522376,0.7638896,0.7686184,0.0047288
3,-0.13667,-0.037899707,"('repellent', 'pleasant')",-0.015069252,0.045710433,0.24708521,0.25537238,0.031782,0.0877277,0.0559457
4,0.07264712,-0.038571924,"('disliked', 'liked')",0.41198078,0.23338115,-5.835672,-6.0198474,-1.7836814,-1.9416793,-0.1579979
5,-0.7110828,-0.76535237,"('distant', 'outgoing')",-0.5226155,-0.607943,-0.3874919,-0.41141757,-0.5403968,-0.5949043,-0.0545075
6,-1.0551274,-1.0760026,"('distant', 'open')",-1.120473,-1.2631513,0.058095854,0.020649094,-0.7058349,-0.7728349,-0.067
7,-0.07509387,-0.09434019,"('insensitive', 'sensitive')",0.9565761,0.98644406,0.5133155,0.48603958,0.4649326,0.4593811,-0.0055515
8,-1.2845461,-1.3588336,"('unaffectionate', 'affectionate')",-0.99271464,-1.1331451,0.41128257,0.3329678,-0.6219927,-0.7196703,-0.0976776
9,-1.0265688,-1.1241394,"('unaffectionate', 'caring')",0.031092541,-0.089792624,0.69869286,0.6381722,-0.0989278,-0.1919199,-0.0929921
10,-1.7776903,-1.8458059,"('unsympathetic', 'sympathetic')",-0.2092672,-0.25580472,-0.63202316,-0.6863692,-0.8729935,-0.9293266,-0.0563331
11,-0.47081366,-0.48656693,"('unhelpful', 'helpful')",0.6849839,0.725194,1.529956,1.559502,0.5813754,0.5993764,0.018001
12,-0.07032483,-0.06574412,"('unsupportive', 'supportive')",0.6608288,0.6460465,-1.993489,-2.0426965,-0.4676617,-0.4874647,-0.019803
13,-1.0068359,-0.9972223,"('impolite', 'polite')",0.43472663,0.5462271,-0.5988524,-0.61202085,-0.3903206,-0.3543387,0.0359819
14,-0.03191177,-0.062457524,"('antisocial', 'social')",1.3444741,1.3589792,-0.40400356,-0.49266997,0.3028529,0.2679506,-0.0349023
15,0.39268377,0.23588479,"('boring', 'funny')",-0.07684312,-0.17678663,0.7053483,0.6594993,0.3403963,0.2395325,-0.1008638
16,0.004377708,-0.12034601,"('unpopular', 'popular')",-0.38532856,-0.50949633,0.5598835,0.49565047,0.0596442,-0.0447306,-0.1043748
17,-0.31639245,-0.2627478,"('nasty', 'nice')",-0.85482126,-0.808944,-0.33854795,-0.30168268,-0.5032539,-0.4577915,0.0454624
18,-0.7385098,-0.7533623,"('disagreeable', 'welcoming')",-0.89262444,-0.98833394,-0.5458948,-0.6044991,-0.7256764,-0.7820651,-0.0563887
19,-0.44535688,-0.46566567,"('inhospitable', 'hospitable')",-1.2509881,-1.3201512,-0.18229939,-0.11610159,-0.6262148,-0.6339728,-0.007758
20,0.07013346,0.1362744,"('rough', 'thoughtful')",0.11662717,0.1507844,0.79155093,0.75169426,0.3261038,0.346251,0.0201472
21,-0.32526076,-0.35665122,"('immoral', 'moral')",1.5222958,1.4775003,-0.67206365,-0.66717005,0.1749905,0.1512264,-0.0237641
22,-0.70581114,-0.69796,"('untrustworthy', 'trustworthy')",-0.6587271,-0.77022994,-0.9611566,-1.0100756,-0.7752316,-0.8260885,-0.0508569
23,-0.91652083,-1.0026867,"('insincere', 'sincere')",0.28825653,0.24436879,5.327461,5.2736025,1.5663988,1.5050948,-0.061304
24,-0.4991583,-0.52053326,"('dishonest', 'honest')",0.64234906,0.6004896,0.443292,0.4095031,0.1954943,0.1631532,-0.0323411
25,-0.12958774,-0.17033571,"('egoistic', 'altruistic')",0.5497,0.43094864,1.4202491,1.3783342,0.6134538,0.5463157,-0.0671381
26,-0.7316759,-0.7433662,"('hardhearted', 'benevolent')",0.56601,0.5098919,1.5193954,1.4918607,0.4512432,0.4194622,-0.031781
27,-0.53697455,-0.4975405,"('hardhearted', 'softhearted')",-0.057547104,-0.008297291,1.2005512,1.1155303,0.2020098,0.2032308,0.001221
28,-0.6719077,-0.83301216,"('disloyal', 'loyal')",0.26457712,0.05628218,0.8680184,0.7471652,0.1535626,-0.0098549,-0.1634175
29,0.10094563,0.038306866,"('unfair', 'fair')",-0.6729118,-0.722545,-0.5269539,-0.63795125,-0.3663067,-0.4407298,-0.0744231
30,0.18263832,0.12565888,"('intolerant', 'tolerant')",1.5015727,1.4707472,1.2583753,1.1909587,0.9808621,0.9291217,-0.0517404
31,-0.36626238,-0.22228947,"('evil', 'good')",-1.5744625,-1.638982,-1.0507901,-1.1016802,-0.9971716,-0.9876506,0.009521
32,-0.5806016,-0.66920626,"('unkind', 'kind')",0.41000643,0.35821536,0.61088765,0.4960863,0.1467642,0.0616985,-0.0850657
33,0.7135594,0.615943,"('wrong', 'right')",0.7693279,0.6763836,-0.58867806,-0.6403261,0.2980697,0.2173335,-0.0807362
34,-0.32715905,-0.20712738,"('mean', 'honorable')",0.1594303,0.21122266,5.6186523,5.7973623,1.8169745,1.9338191,0.1168446
35,0.5790848,0.48838052,"('corrupt', 'incorrupt')",-1.0929718,-1.2103009,0.24315518,0.12227923,-0.0902439,-0.1998804,-0.1096365
36,-0.4867082,-0.5821903,"('hostile', 'amicable')",-1.1126647,-1.3601416,0.35843435,0.17877023,-0.4136462,-0.5878539,-0.1742077
37,-0.19705714,-0.23365764,"('fake', 'genuine')",0.14393702,0.088894516,0.15529259,0.1570796,0.0340575,0.0041055,-0.029952
38,-0.53702474,-0.58090097,"('untruthful', 'truthful')",0.21424265,0.13945486,-0.27372032,-0.25634217,-0.1988341,-0.2325961,-0.033762
39,1.0177487,1.0765952,"('exploitative', 'cooperative')",0.3019307,0.44586876,0.14617877,0.13736767,0.4886194,0.5532772,0.0646578
40,-0.07415213,-0.0987873,"('stingy', 'generous')",0.119599454,0.014691609,-1.502905,-1.6701107,-0.4858192,-0.5847355,-0.0989163
41,-0.97940934,-1.0071676,"('unforgiving', 'forgiving')",-0.3421262,-0.5100692,0.041306347,-0.10884337,-0.4267431,-0.5420267,-0.1152836
42,0.11950314,0.18234555,"('unreliable', 'reliable')",0.42980123,0.4160067,-3.0531325,-3.061645,-0.8346093,-0.8210976,0.0135117
43,-0.6305809,-0.5671046,"('irresponsible', 'responsible')",1.1996654,1.2741358,0.24551855,0.23312464,0.2715344,0.3133853,0.0418509
44,0.2315604,0.2556771,"('prejudiced', 'unprejudiced')",-0.2892641,-0.19165361,-1.1101524,-1.0859411,-0.3892854,-0.3406392,0.0486462
45,-1.0674254,-1.0707517,"('incompetent', 'competent')",-0.045806475,-0.14823845,-0.33615753,-0.44848487,-0.4831298,-0.555825,-0.0726952
46,-0.99848783,-0.99977386,"('uncompetitive', 'competitive')",0.42965537,0.45331773,-0.72881055,-0.7839723,-0.4325476,-0.4434761,-0.0109285
47,0.045126177,0.20053582,"('stupid', 'smart')",0.99440706,1.0674353,5.257127,5.4122915,2.0988866,2.2267542,0.1278676
48,-0.82045937,-0.8516451,"('unintelligent', 'intelligent')",1.1309259,1.1096199,0.31426397,0.32870173,0.2082435,0.1955588,-0.0126847
49,-0.5798924,-0.50242823,"('unable', 'able')",-0.075215094,-0.013162738,-0.23717362,-0.12273798,-0.297427,-0.2127763,0.0846507
50,-0.044341847,-0.06631962,"('clumsy', 'skillful')",-0.04553988,-0.15216044,0.03097044,-0.008274585,-0.0196371,-0.0755849,-0.0559478
51,-0.7150559,-0.8838301,"('uneducated', 'educated')",0.23739536,0.1541531,0.49834752,0.41682464,0.0068957,-0.1042841,-0.1111798
52,0.036604956,-0.1658569,"('irrational', 'rational')",-0.30885893,-0.53456247,0.3431149,0.20400532,0.0236203,-0.1654714,-0.1890917
53,-0.7803512,-0.86724246,"('uncreative', 'creative')",0.72656995,0.59506035,0.7253627,0.64908576,0.2238605,0.1256346,-0.0982259
54,-0.6377621,-0.7320544,"('incapable', 'capable')",-0.48908287,-0.5350246,0.84297717,0.91416675,-0.0946226,-0.1176374,-0.0230148
55,-0.6178748,-0.5794557,"('incompetent', 'clever')",0.24222079,0.23909386,-0.11984969,-0.15602186,-0.1651679,-0.1654612,-0.0002933
56,0.20566498,0.18608317,"('impractical', 'practical')",1.5112511,1.5284775,-0.19845016,-0.23685062,0.5061553,0.49257,-0.0135853
