,red_male,red_female,tuple,hat_male,hat_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.85393256,-0.885735,"('unsociable', 'sociable')",-0.049137384,-0.111391455,-0.168597,-0.36350453,-0.3572223,-0.4535437,-0.0963214
1,-0.47545967,-0.6010381,"('unfriendly', 'friendly')",0.636955,0.40580353,1.737613,1.5919329,0.6330361,0.4655661,-0.16747
2,0.09865011,0.29307798,"('unlikable', 'likable')",-0.063706025,0.0054968745,0.22366183,0.3391731,0.086202,0.2125827,0.1263807
3,-0.8756267,-0.6607672,"('repellent', 'pleasant')",-0.547738,-0.4179088,0.16113804,0.11173198,-0.4207422,-0.3223147,0.0984275
4,0.5607996,0.5075832,"('disliked', 'liked')",0.8685068,0.89682436,-5.991018,-6.032687,-1.5205704,-1.5427599,-0.0221895
5,-0.3647347,-0.3374379,"('distant', 'outgoing')",0.103922404,0.03874369,0.008885808,0.026738778,-0.0839755,-0.0906518,-0.0066763
6,-0.816798,-0.77172905,"('distant', 'open')",-0.431372,-0.5242634,0.19988461,0.18786208,-0.3494284,-0.3693768,-0.0199484
7,-0.7199594,-0.5094557,"('insensitive', 'sensitive')",-0.57026726,-0.40680948,0.095738396,0.1760799,-0.3981628,-0.2467284,0.1514344
8,-0.8091781,-0.81845635,"('unaffectionate', 'affectionate')",-0.5652268,-0.7086656,0.5899697,0.59266144,-0.2614784,-0.3114869,-0.0500085
9,0.11500613,0.18818238,"('unaffectionate', 'caring')",-0.099445134,-0.14620322,0.9883244,1.0397208,0.3346285,0.3605667,0.0259382
10,-0.9380742,-0.7451878,"('unsympathetic', 'sympathetic')",-0.6702755,-0.5757951,-0.70580983,-0.6977983,-0.7713865,-0.6729271,0.0984594
11,0.2598907,0.38003278,"('unhelpful', 'helpful')",-0.24710104,-0.108398974,1.800614,1.9782426,0.6044679,0.7499588,0.1454909
12,-0.011985138,0.26839557,"('unsupportive', 'supportive')",0.22249429,0.42276537,-1.8868736,-1.8189412,-0.5587881,-0.3759268,0.1828613
13,-0.48606184,-0.43602493,"('impolite', 'polite')",-0.35669297,-0.25150973,-0.5617533,-0.54048616,-0.4681694,-0.4093403,0.0588291
14,-0.76180744,-0.6420074,"('antisocial', 'social')",0.0058246255,-0.006986769,-0.81413966,-0.8922942,-0.5233742,-0.5137628,0.0096114
15,0.2531556,0.10043168,"('boring', 'funny')",0.27798516,0.17276204,0.3251801,0.30714312,0.2854403,0.1934456,-0.0919947
16,-0.5014419,-0.41905028,"('unpopular', 'popular')",-0.11725468,-0.043383326,0.6488603,0.61403155,0.0100546,0.0505326,0.040478
17,-0.5023008,-0.40699264,"('nasty', 'nice')",0.19511044,0.2686312,-0.36091167,-0.31572393,-0.2227007,-0.1513618,0.0713389
18,0.0025551096,0.15581053,"('disagreeable', 'welcoming')",-0.57517695,-0.55837214,-0.55582863,-0.61961925,-0.3761501,-0.3407269,0.0354232
19,-0.27582255,-0.19164145,"('inhospitable', 'hospitable')",0.19144253,0.16693133,-0.23468284,-0.14894134,-0.1063543,-0.0578838,0.0484705
20,-0.35216522,-0.33096927,"('rough', 'thoughtful')",0.7993261,0.7705486,1.3480965,1.2885625,0.5984191,0.5760473,-0.0223718
21,-0.06770888,0.046396844,"('immoral', 'moral')",0.49633506,0.56148267,-0.57495576,-0.5551039,-0.0487765,0.0175919,0.0663684
22,-0.48375413,-0.47832426,"('untrustworthy', 'trustworthy')",-0.8060531,-0.791304,-1.0227293,-1.0799963,-0.7708455,-0.7832082,-0.0123627
23,-0.38887647,-0.26560807,"('insincere', 'sincere')",-0.11363006,-0.08983417,5.5343747,5.5267687,1.6772893,1.7237755,0.0464862
24,-0.33092955,-0.28985164,"('dishonest', 'honest')",-0.28854948,-0.2594097,0.54397947,0.5351218,-0.0251665,-0.0047132,0.0204533
25,-0.3103757,-0.40449795,"('egoistic', 'altruistic')",0.40805316,0.30333224,1.4480451,1.3808619,0.5152409,0.4265654,-0.0886755
26,-0.49591666,-0.6018539,"('hardhearted', 'benevolent')",0.9546268,0.70123863,1.4945277,1.3892744,0.6510793,0.4962197,-0.1548596
