,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.27722886,-0.22772658,"('unsociable', 'sociable')",-0.86225706,-0.9871065,-0.569743,-0.6074165,-0.0376735
1,-0.5811047,-0.7179128,"('unfriendly', 'friendly')",2.5919576,2.4359565,1.0054264,0.8590218,-0.1464046
2,0.28400725,0.3179481,"('unlikable', 'likable')",0.50211245,0.5608513,0.3930598,0.4393997,0.0463399
3,-1.0282308,-0.97645473,"('repellent', 'pleasant')",-0.34967175,-0.23436564,-0.6889513,-0.6054102,0.0835411
4,0.56418717,0.5305964,"('disliked', 'liked')",-4.7618628,-4.9408216,-2.0988379,-2.2051127,-0.1062748
5,-0.009658743,0.024303587,"('distant', 'outgoing')",0.93201417,0.9124805,0.4611777,0.468392,0.0072143
6,-0.51920176,-0.52629983,"('distant', 'open')",0.78476757,0.78626204,0.1327829,0.1299811,-0.0028018
7,-1.1045039,-1.1023632,"('insensitive', 'sensitive')",0.09275742,0.12927502,-0.5058732,-0.4865441,0.0193291
8,-0.48461127,-0.60754627,"('unaffectionate', 'affectionate')",1.4950323,1.3507422,0.5052105,0.371598,-0.1336125
9,-0.34820288,-0.40482047,"('unaffectionate', 'caring')",1.600841,1.5355035,0.6263191,0.5653415,-0.0609776
10,-1.791116,-1.7430348,"('unsympathetic', 'sympathetic')",-1.0730165,-0.9790211,-1.4320662,-1.361028,0.0710382
11,-0.35332757,-0.29233503,"('unhelpful', 'helpful')",0.70417726,0.7831814,0.1754248,0.2454232,0.0699984
12,0.28281265,0.35407495,"('unsupportive', 'supportive')",-1.4541095,-1.4162695,-0.5856484,-0.5310973,0.0545511
13,-0.42722476,-0.33669662,"('impolite', 'polite')",-1.0570699,-1.0311161,-0.7421473,-0.6839064,0.0582409
14,-0.20534727,-0.17203762,"('antisocial', 'social')",-0.025919259,-0.033688758,-0.1156333,-0.1028632,0.0127701
15,0.84618956,0.74010825,"('boring', 'funny')",0.3412044,0.28806508,0.593697,0.5140867,-0.0796103
16,0.17488094,0.23008285,"('unpopular', 'popular')",0.14919983,0.13883395,0.1620404,0.1844584,0.022418
17,0.1450399,0.16180675,"('nasty', 'nice')",-0.3291109,-0.3723044,-0.0920355,-0.1052488,-0.0132133
18,0.024676412,0.039487876,"('disagreeable', 'welcoming')",-0.5488902,-0.53389585,-0.2621069,-0.247204,0.0149029
19,-0.4847613,-0.49014235,"('inhospitable', 'hospitable')",0.36184755,0.36509535,-0.0614569,-0.0625235,-0.0010666
20,-0.07583372,-0.07356947,"('rough', 'thoughtful')",0.88410956,0.87015885,0.4041379,0.3982947,-0.0058432
21,-0.55818814,-0.508795,"('immoral', 'moral')",-1.7699199,-1.615265,-1.164054,-1.0620301,0.1020239
22,-0.4799746,-0.5128298,"('untrustworthy', 'trustworthy')",-0.7821734,-0.8091945,-0.631074,-0.6610122,-0.0299382
23,-0.9324515,-0.94859046,"('insincere', 'sincere')",4.708903,4.67413,1.8882257,1.8627697,-0.025456
24,-0.78928494,-0.7951563,"('dishonest', 'honest')",0.65139395,0.55935705,-0.0689455,-0.1178996,-0.0489541
