,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,0.041848596,0.024867486,"('unsociable', 'sociable')",0.0418486,0.0248675,-0.0169811
1,0.89730054,0.75899225,"('unfriendly', 'friendly')",0.8973005,0.7589923,-0.1383082
2,0.19785412,0.3668056,"('unlikable', 'likable')",0.1978541,0.3668056,0.1689515
3,1.0503056,1.1155903,"('repellent', 'pleasant')",1.0503056,1.1155903,0.0652847
4,-7.200557,-7.3793726,"('disliked', 'liked')",-7.2005572,-7.3793726,-0.1788154
5,-0.60651803,-0.6492963,"('distant', 'outgoing')",-0.606518,-0.6492963,-0.0427783
6,-0.07391597,-0.20109981,"('distant', 'open')",-0.073916,-0.2010998,-0.1271838
7,1.0432757,1.017437,"('insensitive', 'sensitive')",1.0432757,1.017437,-0.0258387
8,0.6942973,0.55196965,"('unaffectionate', 'affectionate')",0.6942973,0.5519696,-0.1423277
9,1.0331035,1.0069513,"('unaffectionate', 'caring')",1.0331035,1.0069513,-0.0261522
10,1.2300211,1.2626424,"('unsympathetic', 'sympathetic')",1.2300211,1.2626424,0.0326213
11,1.6638281,1.6923783,"('unhelpful', 'helpful')",1.6638281,1.6923783,0.0285502
12,-1.6467335,-1.6671199,"('unsupportive', 'supportive')",-1.6467335,-1.6671199,-0.0203864
13,-0.05657555,0.008175626,"('impolite', 'polite')",-0.0565756,0.0081756,0.0647512
14,0.09211755,0.1056738,"('antisocial', 'social')",0.0921175,0.1056738,0.0135563
15,0.18714714,0.08938181,"('boring', 'funny')",0.1871471,0.0893818,-0.0977653
16,-0.36073542,-0.39541718,"('unpopular', 'popular')",-0.3607354,-0.3954172,-0.0346818
17,-0.058453534,-0.041866764,"('nasty', 'nice')",-0.0584535,-0.0418668,0.0165867
18,-0.40592784,-0.38661873,"('disagreeable', 'welcoming')",-0.4059278,-0.3866187,0.0193091
19,-1.0010927,-1.0346853,"('inhospitable', 'hospitable')",-1.0010927,-1.0346853,-0.0335926
20,1.1070528,1.0367308,"('rough', 'thoughtful')",1.1070528,1.0367308,-0.070322
21,0.024637358,0.2169546,"('immoral', 'moral')",0.0246374,0.2169546,0.1923172
22,-0.021264186,-0.0048184656,"('untrustworthy', 'trustworthy')",-0.0212642,-0.0048185,0.0164457
23,5.837539,5.9224815,"('insincere', 'sincere')",5.8375392,5.9224815,0.0849423
24,1.4640541,1.4357253,"('dishonest', 'honest')",1.4640541,1.4357253,-0.0283288
25,0.40373373,0.3916148,"('egoistic', 'altruistic')",0.4037337,0.3916148,-0.0121189
26,0.88650435,0.64834607,"('hardhearted', 'benevolent')",0.8865044,0.6483461,-0.2381583
27,1.6061082,1.3852806,"('hardhearted', 'softhearted')",1.6061082,1.3852806,-0.2208276
28,1.0396435,0.97750014,"('disloyal', 'loyal')",1.0396435,0.9775001,-0.0621434
29,-0.5622968,-0.6925461,"('unfair', 'fair')",-0.5622968,-0.6925461,-0.1302493
30,0.6604813,0.7744028,"('intolerant', 'tolerant')",0.6604813,0.7744028,0.1139215
31,-1.3209287,-1.4254003,"('evil', 'good')",-1.3209287,-1.4254003,-0.1044716
32,1.0465037,0.93085796,"('unkind', 'kind')",1.0465037,0.930858,-0.1156457
33,-0.5803806,-0.6016028,"('wrong', 'right')",-0.5803806,-0.6016028,-0.0212222
34,4.141924,4.2920823,"('mean', 'honorable')",4.1419239,4.2920823,0.1501584
35,-1.0570489,-1.3331573,"('corrupt', 'incorrupt')",-1.0570489,-1.3331573,-0.2761084
36,-0.83071953,-0.9935395,"('hostile', 'amicable')",-0.8307195,-0.9935395,-0.16282
37,0.8038569,0.7670551,"('fake', 'genuine')",0.8038569,0.7670551,-0.0368018
38,-0.48182404,-0.3896652,"('untruthful', 'truthful')",-0.481824,-0.3896652,0.0921588
39,0.3338335,0.36416185,"('exploitative', 'cooperative')",0.3338335,0.3641618,0.0303283
40,-1.2188746,-1.4073062,"('stingy', 'generous')",-1.2188746,-1.4073062,-0.1884316
41,0.39966467,0.37565064,"('unforgiving', 'forgiving')",0.3996647,0.3756506,-0.0240141
42,-1.4657162,-1.4903567,"('unreliable', 'reliable')",-1.4657162,-1.4903567,-0.0246405
43,1.1961366,1.3270912,"('irresponsible', 'responsible')",1.1961366,1.3270912,0.1309546
44,-0.75856644,-0.76642424,"('prejudiced', 'unprejudiced')",-0.7585664,-0.7664242,-0.0078578
45,0.57346,0.43529364,"('incompetent', 'competent')",0.57346,0.4352936,-0.1381664
46,-0.10652114,-0.05492507,"('uncompetitive', 'competitive')",-0.1065211,-0.0549251,0.051596
47,4.716455,4.88759,"('stupid', 'smart')",4.716455,4.8875899,0.1711349
48,0.33024523,0.33437756,"('unintelligent', 'intelligent')",0.3302452,0.3343776,0.0041324
49,-0.28462672,-0.15872903,"('unable', 'able')",-0.2846267,-0.158729,0.1258977
50,-0.19489215,-0.24706408,"('clumsy', 'skillful')",-0.1948922,-0.2470641,-0.0521719
51,-0.14822865,-0.13522115,"('uneducated', 'educated')",-0.1482286,-0.1352212,0.0130074
52,-0.5089896,-0.74099135,"('irrational', 'rational')",-0.5089896,-0.7409914,-0.2320018
53,0.010592821,-0.114044,"('uncreative', 'creative')",0.0105928,-0.114044,-0.1246368
54,0.6281811,0.6883099,"('incapable', 'capable')",0.6281811,0.6883099,0.0601288
55,0.8671255,0.98176306,"('incompetent', 'clever')",0.8671255,0.9817631,0.1146376
