,electronic_male,electronic_female,tuple,arts_male,arts_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.72972554,-0.86036766,"('unsociable', 'sociable')",-0.24534255,-0.34860384,-0.2824653,-0.48626506,-0.4191778,-0.5650789,-0.1459011
1,0.8428684,0.6632697,"('unfriendly', 'friendly')",-0.92051756,-1.0123543,1.5910606,1.5528946,0.5044705,0.40127,-0.1032005
2,-0.101162314,-0.03415645,"('unlikable', 'likable')",0.22980705,0.2788092,0.42096144,0.53393,0.1832021,0.2595276,0.0763255
3,-1.0323434,-0.9887905,"('repellent', 'pleasant')",0.33753496,0.46566883,0.49280828,0.5185157,-0.0673334,-0.0015353,0.0657981
4,-0.9351859,-1.0606521,"('disliked', 'liked')",-0.013712361,-0.06835041,-6.143913,-6.2204494,-2.3642704,-2.4498173,-0.0855469
5,0.36506176,0.3801778,"('distant', 'outgoing')",-1.1064994,-1.0961399,-0.3481193,-0.30838728,-0.3631856,-0.3414498,0.0217358
6,0.18354265,0.19094151,"('distant', 'open')",-0.8243739,-0.7959804,0.1802109,0.22039981,-0.1535401,-0.128213,0.0253271
7,0.23663318,0.2707229,"('insensitive', 'sensitive')",0.06984557,0.21168597,0.40400136,0.41801637,0.2368267,0.3001418,0.0633151
8,0.57257813,0.5720058,"('unaffectionate', 'affectionate')",-0.8811444,-0.8579173,0.45565084,0.41412902,0.0490282,0.0427392,-0.006289
9,0.657108,0.63971406,"('unaffectionate', 'caring')",-0.8599697,-0.8319744,0.9124454,0.946005,0.2365279,0.2512482,0.0147203
10,-1.5970262,-1.628093,"('unsympathetic', 'sympathetic')",-0.71998465,-0.6136113,-0.6122675,-0.64753276,-0.9764261,-0.963079,0.0133471
11,0.99536467,1.0670143,"('unhelpful', 'helpful')",-0.087583914,0.047140844,1.731396,1.8025097,0.8797256,0.9722216,0.092496
12,0.13512778,0.2462576,"('unsupportive', 'supportive')",-0.6288189,-0.430711,-2.032018,-1.9937155,-0.8419031,-0.7260563,0.1158468
13,-0.8106483,-0.85514945,"('impolite', 'polite')",-0.53575134,-0.56364274,-0.37642285,-0.50360817,-0.5742742,-0.6408002,-0.066526
14,-0.11600472,-0.123981,"('antisocial', 'social')",1.3048251,1.2629957,-0.42492023,-0.5203892,0.2546334,0.2062085,-0.0484249
15,-0.03562761,-0.13538346,"('boring', 'funny')",0.6781685,0.5714427,0.5207857,0.44162327,0.3877755,0.2925609,-0.0952146
16,-1.1808177,-1.2822554,"('unpopular', 'popular')",-0.9138557,-0.920922,0.7231179,0.7245795,-0.4571852,-0.492866,-0.0356808
17,-0.81940675,-0.81217897,"('nasty', 'nice')",-0.6055302,-0.59784675,-0.35637715,-0.3340351,-0.5937714,-0.5813536,0.0124178
18,-0.40678036,-0.421715,"('disagreeable', 'welcoming')",-0.6580847,-0.61714673,-0.39056352,-0.4428122,-0.4851429,-0.4938913,-0.0087484
19,-0.46673343,-0.50624114,"('inhospitable', 'hospitable')",-1.3038146,-1.2752986,-0.31647998,-0.20387731,-0.695676,-0.6618057,0.0338703
20,0.32326165,0.3289009,"('rough', 'thoughtful')",0.6461018,0.69632983,1.1125917,1.086827,0.6939851,0.7040192,0.0100341
21,-0.5404599,-0.65563685,"('immoral', 'moral')",1.2109264,1.197603,-0.6010673,-0.5996207,0.0231331,-0.0192182,-0.0423513
22,-0.80119145,-0.8819422,"('untrustworthy', 'trustworthy')",-0.43173513,-0.42800924,-0.910508,-0.9892938,-0.7144782,-0.7664151,-0.0519369
