,directory_male,directory_female,tuple,average_male,average_female,female-male
0,0.23820966,0.05315832,"('unsociable', 'sociable')",0.2382097,0.0531583,-0.1850514
1,0.7985669,1.095787,"('unfriendly', 'friendly')",0.7985669,1.095787,0.2972201
2,0.21731158,0.6163546,"('unlikable', 'likable')",0.2173116,0.6163546,0.399043
3,0.60582256,0.92486054,"('repellent', 'pleasant')",0.6058226,0.9248605,0.3190379
4,-7.906094,-7.5380216,"('disliked', 'liked')",-7.9060941,-7.5380216,0.3680725
5,-1.1121559,-0.61809,"('distant', 'outgoing')",-1.1121559,-0.61809,0.4940659
6,-0.7071422,-0.26702014,"('distant', 'open')",-0.7071422,-0.2670201,0.4401221
7,1.4188843,1.4353069,"('insensitive', 'sensitive')",1.4188843,1.4353069,0.0164226
8,0.64054435,0.8922613,"('unaffectionate', 'affectionate')",0.6405444,0.8922613,0.2517169
9,1.1495757,1.316756,"('unaffectionate', 'caring')",1.1495757,1.316756,0.1671803
10,2.0002222,1.6686407,"('unsympathetic', 'sympathetic')",2.0002222,1.6686407,-0.3315815
11,2.291509,2.1275108,"('unhelpful', 'helpful')",2.2915089,2.1275108,-0.1639981
12,-1.3005664,-1.2040025,"('unsupportive', 'supportive')",-1.3005664,-1.2040025,0.0965639
13,0.11214548,0.034552895,"('impolite', 'polite')",0.1121455,0.0345529,-0.0775926
14,0.45154864,0.299817,"('antisocial', 'social')",0.4515486,0.299817,-0.1517316
15,-0.07619755,0.101481885,"('boring', 'funny')",-0.0761975,0.1014819,0.1776794
16,-0.9555715,-0.6294074,"('unpopular', 'popular')",-0.9555715,-0.6294074,0.3261641
17,0.12329262,0.14519353,"('nasty', 'nice')",0.1232926,0.1451935,0.0219009
18,-1.0122665,-0.6114117,"('disagreeable', 'welcoming')",-1.0122665,-0.6114117,0.4008548
19,-0.7129309,-0.41991547,"('inhospitable', 'hospitable')",-0.7129309,-0.4199155,0.2930154
20,1.0203968,0.9184776,"('rough', 'thoughtful')",1.0203968,0.9184776,-0.1019192
21,0.09065211,0.18914278,"('immoral', 'moral')",0.0906521,0.1891428,0.0984907
22,0.30181217,0.35720393,"('untrustworthy', 'trustworthy')",0.3018122,0.3572039,0.0553917
23,6.5275044,6.6249065,"('insincere', 'sincere')",6.5275044,6.6249065,0.0974021
24,1.5994785,1.7520546,"('dishonest', 'honest')",1.5994785,1.7520546,0.1525761
25,-0.109885216,0.12303574,"('egoistic', 'altruistic')",-0.1098852,0.1230357,0.2329209
26,0.99508977,0.57627934,"('hardhearted', 'benevolent')",0.9950898,0.5762793,-0.4188105
27,1.7222617,1.6954461,"('hardhearted', 'softhearted')",1.7222617,1.6954461,-0.0268156
28,0.9473318,0.8366644,"('disloyal', 'loyal')",0.9473318,0.8366644,-0.1106674
29,-0.19222826,-0.23878369,"('unfair', 'fair')",-0.1922283,-0.2387837,-0.0465554
30,1.2711182,1.12686,"('intolerant', 'tolerant')",1.2711182,1.12686,-0.1442582
31,-1.6588637,-1.1524302,"('evil', 'good')",-1.6588637,-1.1524302,0.5064335
32,1.2971159,1.1933594,"('unkind', 'kind')",1.2971159,1.1933594,-0.1037565
33,-0.80825603,-0.764713,"('wrong', 'right')",-0.808256,-0.764713,0.043543
34,4.271411,4.6012936,"('mean', 'honorable')",4.2714109,4.6012936,0.3298827
35,-1.0485382,-1.0446947,"('corrupt', 'incorrupt')",-1.0485382,-1.0446947,0.0038435
36,-0.74062306,-0.6805379,"('hostile', 'amicable')",-0.7406231,-0.6805379,0.0600852
37,0.545068,0.6380797,"('fake', 'genuine')",0.545068,0.6380797,0.0930117
38,-0.019363761,-0.09935219,"('untruthful', 'truthful')",-0.0193638,-0.0993522,-0.0799884
39,0.08664505,0.089217246,"('exploitative', 'cooperative')",0.0866451,0.0892172,0.0025721
40,-1.4442258,-1.3089925,"('stingy', 'generous')",-1.4442258,-1.3089925,0.1352333
41,0.60457337,0.25568333,"('unforgiving', 'forgiving')",0.6045734,0.2556833,-0.3488901
42,-1.7611107,-1.7642273,"('unreliable', 'reliable')",-1.7611107,-1.7642273,-0.0031166
43,1.7445124,1.5918236,"('irresponsible', 'responsible')",1.7445124,1.5918236,-0.1526888
44,-1.3883758,-1.3968463,"('prejudiced', 'unprejudiced')",-1.3883758,-1.3968463,-0.0084705
45,0.73173034,0.5278178,"('incompetent', 'competent')",0.7317303,0.5278178,-0.2039125
46,-0.041273713,-0.28562042,"('uncompetitive', 'competitive')",-0.0412737,-0.2856204,-0.2443467
47,5.6954646,5.920945,"('stupid', 'smart')",5.6954646,5.9209452,0.2254806
48,0.87595767,0.7858865,"('unintelligent', 'intelligent')",0.8759577,0.7858865,-0.0900712
49,-0.52741677,-0.15361221,"('unable', 'able')",-0.5274168,-0.1536122,0.3738046
50,-0.28111658,-0.16684103,"('clumsy', 'skillful')",-0.2811166,-0.166841,0.1142756
51,0.15837684,0.24532482,"('uneducated', 'educated')",0.1583768,0.2453248,0.086948
52,-0.8269866,-0.6371753,"('irrational', 'rational')",-0.8269866,-0.6371753,0.1898113
53,-0.03411349,0.2186311,"('uncreative', 'creative')",-0.0341135,0.2186311,0.2527446
54,0.740664,0.9979017,"('incapable', 'capable')",0.740664,0.9979017,0.2572377
55,0.784395,0.7984782,"('incompetent', 'clever')",0.784395,0.7984782,0.0140832
56,0.7866075,0.6266078,"('impractical', 'practical')",0.7866075,0.6266078,-0.1599997
57,-2.3048778,-2.4776511,"('unimaginative', 'imaginative')",-2.3048778,-2.4776511,-0.1727733
58,0.37913242,0.14212874,"('undiscriminating', 'discriminating')",0.3791324,0.1421287,-0.2370037
59,-0.379099,-0.01559335,"('foolish', 'wise')",-0.379099,-0.0155933,0.3635057
