,sovereign_male,sovereign_female,tuple,bancorp_male,bancorp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.20310917,0.086492814,"('unsociable', 'sociable')",-0.08741492,-0.109485045,-0.071200214,-0.18442605,0.0148313,-0.0691394,-0.0839707
1,-0.25499123,-0.3024049,"('unfriendly', 'friendly')",0.25401512,0.17014813,2.2721174,2.1058526,0.7570471,0.6578653,-0.0991818
2,0.8324794,0.8236282,"('unlikable', 'likable')",1.2429022,1.2592406,0.7665606,0.8484274,0.947314,0.9770988,0.0297848
3,-0.82918155,-0.6866978,"('repellent', 'pleasant')",-0.3837863,-0.292706,-0.05713375,0.053018384,-0.4233672,-0.3087951,0.1145721
4,0.013764993,0.0018904954,"('disliked', 'liked')",0.48281625,0.47555304,-6.488363,-6.5199428,-1.9972606,-2.0141664,-0.0169058
5,0.67960066,0.6529168,"('distant', 'outgoing')",0.9898268,0.9881354,0.31959024,0.2678502,0.6630059,0.6363008,-0.0267051
6,0.34833568,0.33633763,"('distant', 'open')",0.7482064,0.72797537,0.82717484,0.73706067,0.641239,0.6004579,-0.0407811
7,0.7199292,0.7090381,"('insensitive', 'sensitive')",-0.20258024,-0.1473065,0.8620893,0.8840327,0.4598128,0.4819214,0.0221086
8,0.16823234,0.14036849,"('unaffectionate', 'affectionate')",-0.6013744,-0.68918663,0.9821451,0.8708982,0.183001,0.10736,-0.075641
9,1.468615,1.4634391,"('unaffectionate', 'caring')",0.42915112,0.39980975,1.6216028,1.5841303,1.173123,1.1491264,-0.0239966
10,0.53798807,0.51041913,"('unsympathetic', 'sympathetic')",-1.7960793,-1.7928497,-0.022907779,-0.05077333,-0.4269996,-0.4444013,-0.0174017
11,0.2303501,0.3096635,"('unhelpful', 'helpful')",-0.9335257,-0.8816403,2.093209,2.190525,0.4633445,0.5395161,0.0761716
12,1.6947405,1.7275718,"('unsupportive', 'supportive')",-0.40712035,-0.3298028,-1.5032187,-1.4808303,-0.0718662,-0.0276871,0.0441791
13,0.7171928,0.6533537,"('impolite', 'polite')",-0.028973214,-0.03138307,0.09311751,0.14612263,0.2604457,0.2560311,-0.0044146
14,-0.07440312,-0.11247544,"('antisocial', 'social')",-0.50888735,-0.42242232,-0.63581514,-0.61527073,-0.4063685,-0.3833895,0.022979
15,0.42553884,0.33772814,"('boring', 'funny')",1.152533,1.0972838,0.69007456,0.7010888,0.7560488,0.7120336,-0.0440152
16,-1.3941274,-1.3065711,"('unpopular', 'popular')",0.19580697,0.22933719,0.5589661,0.5933721,-0.2131181,-0.1612873,0.0518308
17,-0.35266504,-0.27678025,"('nasty', 'nice')",0.69767386,0.73071814,-0.5827219,-0.57546294,-0.0792377,-0.0405083,0.0387294
18,-0.4234723,-0.41523325,"('disagreeable', 'welcoming')",-0.42769983,-0.44979045,-0.38955173,-0.47639033,-0.4135746,-0.447138,-0.0335634
19,0.043611996,0.033295915,"('inhospitable', 'hospitable')",-0.53833103,-0.5754683,0.07401173,0.024090946,-0.1402358,-0.1726938,-0.032458
20,0.011099944,0.01576057,"('rough', 'thoughtful')",0.12560935,0.15772538,0.9558779,0.9212752,0.3641957,0.3649204,0.0007247
21,-0.39934283,-0.4384134,"('immoral', 'moral')",-0.69807035,-0.6455444,-0.6247529,-0.54684937,-0.5740554,-0.5436024,0.030453
