,keep_male,keep_female,tuple,average_male,average_female,female-male
0,0.034536354,-0.10136252,"('unsociable', 'sociable')",0.0345364,-0.1013625,-0.1358989
1,1.4491695,1.5118992,"('unfriendly', 'friendly')",1.4491695,1.5118992,0.0627297
2,0.85589963,0.94587857,"('unlikable', 'likable')",0.8558996,0.9458786,0.089979
3,0.88913065,0.9144042,"('repellent', 'pleasant')",0.8891307,0.9144042,0.0252735
4,-6.8578334,-6.803184,"('disliked', 'liked')",-6.8578334,-6.803184,0.0546494
5,-0.04935368,0.0077313855,"('distant', 'outgoing')",-0.0493537,0.0077314,0.0570851
6,0.14270097,0.24902311,"('distant', 'open')",0.142701,0.2490231,0.1063221
7,1.2013621,1.1383398,"('insensitive', 'sensitive')",1.2013621,1.1383398,-0.0630223
8,1.2747412,1.2816553,"('unaffectionate', 'affectionate')",1.2747412,1.2816553,0.0069141
9,1.6295692,1.6579865,"('unaffectionate', 'caring')",1.6295692,1.6579865,0.0284173
10,1.377105,1.3157606,"('unsympathetic', 'sympathetic')",1.377105,1.3157606,-0.0613444
11,2.1607285,2.1268003,"('unhelpful', 'helpful')",2.1607285,2.1268003,-0.0339282
12,-1.114671,-1.1562431,"('unsupportive', 'supportive')",-1.114671,-1.1562431,-0.0415721
13,0.17609747,0.056359492,"('impolite', 'polite')",0.1760975,0.0563595,-0.119738
14,0.46540946,0.29697236,"('antisocial', 'social')",0.4654095,0.2969724,-0.1684371
15,0.41199622,0.4656256,"('boring', 'funny')",0.4119962,0.4656256,0.0536294
16,-0.36442834,-0.3376593,"('unpopular', 'popular')",-0.3644283,-0.3376593,0.026769
17,0.016995873,0.0112097,"('nasty', 'nice')",0.0169959,0.0112097,-0.0057862
18,-0.06572628,-0.12835562,"('disagreeable', 'welcoming')",-0.0657263,-0.1283556,-0.0626293
19,0.079021916,0.17495874,"('inhospitable', 'hospitable')",0.0790219,0.1749587,0.0959368
20,0.5052982,0.37420374,"('rough', 'thoughtful')",0.5052982,0.3742037,-0.1310945
21,0.5472944,0.5397886,"('immoral', 'moral')",0.5472944,0.5397886,-0.0075058
22,-0.1371439,-0.23096651,"('untrustworthy', 'trustworthy')",-0.1371439,-0.2309665,-0.0938226
23,6.7044044,6.661378,"('insincere', 'sincere')",6.7044044,6.6613779,-0.0430265
24,2.2044146,2.175879,"('dishonest', 'honest')",2.2044146,2.175879,-0.0285356
25,0.5102549,0.5101392,"('egoistic', 'altruistic')",0.5102549,0.5101392,-0.0001157
26,0.14450862,0.17613328,"('hardhearted', 'benevolent')",0.1445086,0.1761333,0.0316247
27,1.3026417,1.2025234,"('hardhearted', 'softhearted')",1.3026417,1.2025234,-0.1001183
28,1.4544839,1.4349434,"('disloyal', 'loyal')",1.4544839,1.4349434,-0.0195405
29,-0.054694504,-0.12723032,"('unfair', 'fair')",-0.0546945,-0.1272303,-0.0725358
30,1.1977003,1.0909582,"('intolerant', 'tolerant')",1.1977003,1.0909582,-0.1067421
31,-1.169287,-1.0763465,"('evil', 'good')",-1.169287,-1.0763465,0.0929405
32,1.1924447,1.0841857,"('unkind', 'kind')",1.1924447,1.0841857,-0.108259
33,-0.29755896,-0.21625032,"('wrong', 'right')",-0.297559,-0.2162503,0.0813087
34,4.550659,4.6904125,"('mean', 'honorable')",4.5506592,4.6904125,0.1397533
35,-0.4773633,-0.5143924,"('corrupt', 'incorrupt')",-0.4773633,-0.5143924,-0.0370291
36,-0.84684265,-0.7074516,"('hostile', 'amicable')",-0.8468426,-0.7074516,0.139391
37,0.8140564,0.7854362,"('fake', 'genuine')",0.8140564,0.7854362,-0.0286202
38,0.44285774,0.44379616,"('untruthful', 'truthful')",0.4428577,0.4437962,0.0009385
39,0.16293885,0.10332845,"('exploitative', 'cooperative')",0.1629388,0.1033285,-0.0596103
40,-1.4837686,-1.5697042,"('stingy', 'generous')",-1.4837686,-1.5697042,-0.0859356
41,-0.04723446,-0.046115167,"('unforgiving', 'forgiving')",-0.0472345,-0.0461152,0.0011193
42,-1.6734496,-1.7588582,"('unreliable', 'reliable')",-1.6734496,-1.7588582,-0.0854086
43,1.4302301,1.3005315,"('irresponsible', 'responsible')",1.4302301,1.3005315,-0.1296986
44,-1.1527233,-1.2710658,"('prejudiced', 'unprejudiced')",-1.1527233,-1.2710658,-0.1183425
45,0.520866,0.45700705,"('incompetent', 'competent')",0.520866,0.4570071,-0.0638589
