,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6087146,-1.7499142,"('unsociable', 'sociable')",0.5706905,0.4224791,-0.5674861,-0.7817483,-0.5351701,-0.7030611,-0.167891
1,-1.1681546,-1.2440495,"('unfriendly', 'friendly')",0.36327636,0.14457731,1.5694305,1.4595444,0.2548507,0.120024,-0.1348267
2,0.93193805,0.9774416,"('unlikable', 'likable')",1.3383607,1.314131,0.9861969,1.1110975,1.0854985,1.1342233,0.0487248
3,-0.3156971,-0.23219587,"('repellent', 'pleasant')",0.19165811,0.28931373,0.26623747,0.2380883,0.0473995,0.0984021,0.0510026
4,0.66011477,0.616682,"('disliked', 'liked')",0.4661243,0.30407968,-5.6160636,-5.6718206,-1.4966081,-1.5836864,-0.0870783
5,-0.7095362,-0.7048968,"('distant', 'outgoing')",-0.3224012,-0.3096977,-0.1943005,-0.13030073,-0.408746,-0.3816318,0.0271142
6,-1.3515123,-1.3255824,"('distant', 'open')",-0.99372184,-1.05197,-0.029356671,0.036853056,-0.7915303,-0.7802331,0.0112972
7,-0.6400992,-0.6456296,"('insensitive', 'sensitive')",1.0527451,1.0752076,0.30248708,0.2823096,0.2383777,0.2372959,-0.0010818
8,-1.3295432,-1.3581195,"('unaffectionate', 'affectionate')",-1.0046976,-1.1342204,0.27823207,0.29885703,-0.6853363,-0.731161,-0.0458247
9,-0.996168,-1.025225,"('unaffectionate', 'caring')",0.24111171,0.13218656,0.7565278,0.7651666,0.0004905,-0.042624,-0.0431145
10,-1.3642173,-1.3904798,"('unsympathetic', 'sympathetic')",-0.00093608163,-0.06562367,-0.6465121,-0.75721407,-0.6705551,-0.7377725,-0.0672174
11,-0.33963418,-0.29199642,"('unhelpful', 'helpful')",0.87077504,0.9120276,1.8909882,1.9397676,0.8073764,0.8532662,0.0458898
12,-0.17145714,-0.10654735,"('unsupportive', 'supportive')",0.76854503,0.81803083,-1.9273973,-1.8999385,-0.4434365,-0.3961517,0.0472848
13,-0.54874265,-0.5994721,"('impolite', 'polite')",0.4628507,0.5490783,-0.33261722,-0.3907982,-0.1395031,-0.147064,-0.0075609
14,-0.6886803,-0.66424924,"('antisocial', 'social')",1.3125097,1.3471165,-0.56451786,-0.68494874,0.0197705,-0.0006938,-0.0204643
15,0.265776,0.15958285,"('boring', 'funny')",-0.041329388,-0.1268465,0.6607793,0.61435837,0.2950753,0.2156982,-0.0793771
16,-0.06640934,-0.08424486,"('unpopular', 'popular')",-0.43633005,-0.55043447,0.74553657,0.7159258,0.0809324,0.0270822,-0.0538502
17,-0.53091884,-0.48353475,"('nasty', 'nice')",-0.9519892,-0.8424815,-0.3105681,-0.27735558,-0.5978254,-0.5344572,0.0633682
18,-0.69905174,-0.6505104,"('disagreeable', 'welcoming')",-1.0032811,-1.0433308,-0.54413974,-0.5218581,-0.7488242,-0.7385664,0.0102578
19,-1.0930195,-1.0913286,"('inhospitable', 'hospitable')",-1.1364509,-1.1841315,-0.14592291,-0.0191154,-0.7917977,-0.7648586,0.0269391
20,-1.0867592,-1.0071416,"('rough', 'thoughtful')",0.052991893,0.09187462,0.7782004,0.7170239,-0.085189,-0.066081,0.019108
21,-0.06519079,-0.14926821,"('immoral', 'moral')",1.8613236,1.7837683,-0.31662774,-0.40858212,0.4931684,0.4086393,-0.0845291
22,-0.36957064,-0.3615188,"('untrustworthy', 'trustworthy')",-0.64128,-0.7408703,-0.9439315,-0.997425,-0.6515941,-0.6999381,-0.048344
23,-1.2987336,-1.3608679,"('insincere', 'sincere')",0.53212357,0.47627544,5.3585067,5.2596498,1.5306322,1.4583524,-0.0722798
24,0.117644414,0.11065577,"('dishonest', 'honest')",0.7842192,0.78440607,0.6567495,0.65402883,0.5195377,0.5163635,-0.0031742
25,-0.83034265,-0.84458965,"('egoistic', 'altruistic')",0.27501994,0.15490451,1.4475824,1.390568,0.2974199,0.2336276,-0.0637923
26,-0.66335356,-0.6916177,"('hardhearted', 'benevolent')",0.38137168,0.29583368,1.469189,1.375514,0.3957357,0.3265767,-0.069159
27,-1.1024209,-0.9902383,"('hardhearted', 'softhearted')",0.15557587,0.23531908,0.96180016,0.9483512,0.004985,0.0644773,0.0594923
28,-0.85500765,-1.0215554,"('disloyal', 'loyal')",0.19509271,-0.047406707,0.8130468,0.6773957,0.0510439,-0.1305221,-0.181566
29,0.21600427,0.17543888,"('unfair', 'fair')",-0.5015198,-0.49242905,-0.5451293,-0.6345551,-0.2768816,-0.3171817,-0.0403001
30,0.12802182,0.15346083,"('intolerant', 'tolerant')",1.5963225,1.5591415,1.4994612,1.4227581,1.0746018,1.0451202,-0.0294816
31,-0.33589113,-0.17041072,"('evil', 'good')",-1.7670195,-1.8203822,-1.1886826,-1.1772095,-1.0971977,-1.0560009,0.0411968
32,-0.4357198,-0.5143965,"('unkind', 'kind')",0.62851155,0.6160604,0.9419421,0.8143064,0.3782446,0.3053234,-0.0729212
33,0.45940778,0.37169036,"('wrong', 'right')",0.47066754,0.37081802,-0.5365287,-0.57939583,0.1311822,0.0543709,-0.0768113
34,-0.6028983,-0.4530776,"('mean', 'honorable')",0.43714732,0.48898077,5.686994,5.8607097,1.8404144,1.9655375,0.1251231
35,0.11517868,0.06490632,"('corrupt', 'incorrupt')",-1.3796681,-1.4944437,-0.13480721,-0.20785262,-0.4664322,-0.5457966,-0.0793644
36,-0.24732718,-0.3362906,"('hostile', 'amicable')",-1.2952408,-1.5902519,0.19922529,0.015643772,-0.4477809,-0.6369663,-0.1891854
