,smoke_male,smoke_female,tuple,average_male,average_female,female-male
0,0.042600468,-0.0042618085,"('unsociable', 'sociable')",0.0426005,-0.0042618,-0.0468623
1,1.1034439,1.126389,"('unfriendly', 'friendly')",1.1034439,1.126389,0.0229451
2,-0.15488438,-0.14447811,"('unlikable', 'likable')",-0.1548844,-0.1444781,0.0104063
3,0.7084393,0.78765416,"('repellent', 'pleasant')",0.7084393,0.7876542,0.0792149
4,-7.2003245,-7.371204,"('disliked', 'liked')",-7.2003245,-7.3712039,-0.1708794
5,-1.045549,-1.0129837,"('distant', 'outgoing')",-1.045549,-1.0129837,0.0325653
6,-0.50327003,-0.5350855,"('distant', 'open')",-0.50327,-0.5350855,-0.0318155
7,0.98573524,1.0452983,"('insensitive', 'sensitive')",0.9857352,1.0452983,0.0595631
8,1.1597581,1.0814247,"('unaffectionate', 'affectionate')",1.1597581,1.0814247,-0.0783334
9,1.3800448,1.3976355,"('unaffectionate', 'caring')",1.3800448,1.3976355,0.0175907
10,1.1022412,1.1459882,"('unsympathetic', 'sympathetic')",1.1022412,1.1459882,0.043747
11,1.3512303,1.4671129,"('unhelpful', 'helpful')",1.3512303,1.4671129,0.1158826
12,-1.6242291,-1.6216975,"('unsupportive', 'supportive')",-1.6242291,-1.6216975,0.0025316
13,-0.2824744,-0.27391443,"('impolite', 'polite')",-0.2824744,-0.2739144,0.00856
14,0.5122675,0.48458406,"('antisocial', 'social')",0.5122675,0.4845841,-0.0276834
15,-0.0757414,-0.14526397,"('boring', 'funny')",-0.0757414,-0.145264,-0.0695226
16,-0.5816059,-0.58690476,"('unpopular', 'popular')",-0.5816059,-0.5869048,-0.0052989
17,-0.5490715,-0.47526175,"('nasty', 'nice')",-0.5490715,-0.4752617,0.0738098
18,-0.64381135,-0.62550867,"('disagreeable', 'welcoming')",-0.6438113,-0.6255087,0.0183026
19,-0.8569775,-0.8688013,"('inhospitable', 'hospitable')",-0.8569775,-0.8688013,-0.0118238
20,0.75867844,0.73629725,"('rough', 'thoughtful')",0.7586784,0.7362972,-0.0223812
21,-0.2754639,-0.19764286,"('immoral', 'moral')",-0.2754639,-0.1976429,0.077821
