,dr_male,dr_female,tuple,horton_male,horton_female,inc_male,inc_female,average_male,average_female,female-male
0,2.4196463,2.2467062,"('unsociable', 'sociable')",1.778399,1.4806442,0.22711514,0.02449941,1.4750535,1.2506166,-0.2244369
1,-0.7111209,-0.66136956,"('unfriendly', 'friendly')",-0.24093555,-0.25922003,1.165802,1.1381181,0.0712485,0.0725095,0.001261
2,0.50390327,0.5648993,"('unlikable', 'likable')",0.7531573,0.7034944,0.5275912,0.5797553,0.5948839,0.6160497,0.0211658
3,0.059696794,-0.08049759,"('repellent', 'pleasant')",-0.62516695,-0.61463076,0.46264958,0.4389384,-0.0342735,-0.0853966,-0.0511231
4,-0.5607669,-0.62943405,"('disliked', 'liked')",-0.55395216,-0.5569968,-5.747438,-5.8148007,-2.2873856,-2.3337439,-0.0463583
5,-2.4921534,-2.33319,"('distant', 'outgoing')",-1.4740599,-1.2434833,-0.90657115,-0.7279687,-1.6242615,-1.4348806,0.1893809
6,-2.9193091,-2.6748188,"('distant', 'open')",-1.8633693,-1.5903385,-0.7933822,-0.60578805,-1.8586869,-1.6236485,0.2350384
7,0.44155726,0.45484918,"('insensitive', 'sensitive')",1.2226831,1.1471403,0.91308,0.93404424,0.8591068,0.8453445,-0.0137623
8,-1.0857357,-1.0790035,"('unaffectionate', 'affectionate')",-1.1620489,-1.1557097,0.50907826,0.50639755,-0.5795688,-0.5761052,0.0034636
9,0.31988588,0.3810367,"('unaffectionate', 'caring')",-0.108747154,-0.0786235,1.0184071,1.0205393,0.4098486,0.4409842,0.0311356
10,1.929509,1.8407801,"('unsympathetic', 'sympathetic')",0.70463157,0.45416465,0.39921427,0.28155118,1.0111183,0.858832,-0.1522863
11,1.8757536,1.7355856,"('unhelpful', 'helpful')",0.78981274,0.64185154,2.3084834,2.255708,1.6580165,1.5443818,-0.1136347
12,2.3151858,2.4249349,"('unsupportive', 'supportive')",0.8016038,0.7819294,-1.2271782,-1.1302253,0.6298705,0.6922131,0.0623426
13,2.6197605,2.5737653,"('impolite', 'polite')",2.487817,2.3512306,0.14696793,0.072708406,1.7515151,1.6659015,-0.0856136
14,2.1396496,1.9689823,"('antisocial', 'social')",1.3273631,1.0553521,0.3656072,0.17280138,1.27754,1.065712,-0.211828
