,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-1.7637348,-1.8134216,"('unsociable', 'sociable')",0.44634512,0.4040626,-0.6586949,-0.7046795,-0.0459846
1,-0.5535187,-0.6711932,"('unfriendly', 'friendly')",1.3935375,1.3155879,0.4200094,0.3221973,-0.0978121
2,0.52435464,0.6341282,"('unlikable', 'likable')",0.24203813,0.34211445,0.3831964,0.4881213,0.1049249
3,-1.2885255,-1.2076017,"('repellent', 'pleasant')",0.09695169,0.13394423,-0.5957869,-0.5368287,0.0589582
4,1.301723,1.2053117,"('disliked', 'liked')",-6.5684285,-6.597143,-2.6333528,-2.6959157,-0.0625629
5,1.6991538,1.6302067,"('distant', 'outgoing')",-1.3110219,-1.2889036,0.1940659,0.1706516,-0.0234143
6,1.4430393,1.3898407,"('distant', 'open')",-1.0478072,-1.1000708,0.197616,0.1448849,-0.0527311
7,-1.2888713,-1.2726859,"('insensitive', 'sensitive')",0.8194436,0.7931424,-0.2347139,-0.2397718,-0.0050579
8,0.18886065,0.10477016,"('unaffectionate', 'affectionate')",0.85341597,0.7543881,0.5211383,0.4295791,-0.0915592
9,-0.31439635,-0.3907218,"('unaffectionate', 'caring')",1.2759327,1.2255081,0.4807681,0.4173931,-0.063375
10,-3.0847425,-3.0492632,"('unsympathetic', 'sympathetic')",0.7013305,0.69003344,-1.1917061,-1.1796149,0.0120912
11,-2.0260038,-1.9963585,"('unhelpful', 'helpful')",2.2230506,2.2115138,0.0985234,0.1075776,0.0090542
12,-1.099626,-1.1078167,"('unsupportive', 'supportive')",-1.3011334,-1.1917262,-1.2003796,-1.1497715,0.0506081
13,-1.4552546,-1.4438903,"('impolite', 'polite')",0.19665939,0.2786474,-0.6292976,-0.5826215,0.0466761
14,-0.75550723,-0.79266936,"('antisocial', 'social')",0.87808675,0.8543488,0.0612898,0.0308397,-0.0304501
15,0.27083665,0.1905736,"('boring', 'funny')",0.39154378,0.37311056,0.3311902,0.2818421,-0.0493481
16,0.4680979,0.47299817,"('unpopular', 'popular')",-0.049399853,-0.1243849,0.209349,0.1743066,-0.0350424
17,0.31554428,0.34667164,"('nasty', 'nice')",-0.25395533,-0.20688131,0.0307945,0.0698952,0.0391007
18,0.036691196,0.032264236,"('disagreeable', 'welcoming')",-0.9899114,-1.0067627,-0.4766101,-0.4872493,-0.0106392
19,0.3976516,0.5082664,"('inhospitable', 'hospitable')",-0.9026971,-0.8647114,-0.2525227,-0.1782225,0.0743002
20,-0.7141746,-0.7420289,"('rough', 'thoughtful')",0.5775225,0.56264096,-0.0683261,-0.089694,-0.0213679
21,-2.0204673,-1.8935887,"('immoral', 'moral')",0.1754,0.2434596,-0.9225336,-0.8250645,0.0974691
22,-0.65443915,-0.7519491,"('untrustworthy', 'trustworthy')",-0.50482565,-0.5658972,-0.5796324,-0.6589231,-0.0792907
23,-1.6935196,-1.7616947,"('insincere', 'sincere')",5.8471127,5.6913805,2.0767965,1.9648429,-0.1119536
24,-1.2709584,-1.3257126,"('dishonest', 'honest')",0.717298,0.6219009,-0.2768302,-0.3519058,-0.0750756
25,0.6436945,0.64812857,"('egoistic', 'altruistic')",0.86555266,0.88491994,0.7546236,0.7665243,0.0119007
26,0.23192921,0.15803,"('hardhearted', 'benevolent')",1.9061532,1.8748416,1.0690413,1.0164357,-0.0526056
27,-0.04962764,-0.15086669,"('hardhearted', 'softhearted')",0.9451996,0.8285997,0.447786,0.3388665,-0.1089195
28,-1.2145404,-1.3152086,"('disloyal', 'loyal')",1.3293628,1.1780167,0.0574112,-0.0685959,-0.1260071
29,0.16439295,0.1620063,"('unfair', 'fair')",-1.054059,-1.168226,-0.444833,-0.5031099,-0.0582769
30,-1.1474195,-1.1639748,"('intolerant', 'tolerant')",0.9263592,0.9589198,-0.1105301,-0.1025275,0.0080026
31,1.2141188,1.2054753,"('evil', 'good')",-1.606813,-1.5890168,-0.1963471,-0.1917707,0.0045764
32,-1.1537678,-1.2340065,"('unkind', 'kind')",1.2127545,1.0832417,0.0294933,-0.0753824,-0.1048757
33,0.83226,0.73213744,"('wrong', 'right')",-0.20387071,-0.23812267,0.3141946,0.2470074,-0.0671872
34,-0.8058772,-0.7053695,"('mean', 'honorable')",4.6237135,4.6564865,1.9089181,1.9755585,0.0666404
35,2.783387,2.6751232,"('corrupt', 'incorrupt')",-1.2144295,-1.3977733,0.7844787,0.638675,-0.1458037
36,1.2647634,1.1994839,"('hostile', 'amicable')",-1.2297366,-1.3955672,0.0175134,-0.0980417,-0.1155551
37,-0.36720878,-0.30959985,"('fake', 'genuine')",0.44777274,0.433125,0.040282,0.0617626,0.0214806
38,-0.41916788,-0.45911846,"('untruthful', 'truthful')",0.062479347,0.059453778,-0.1783443,-0.1998323,-0.021488
39,-0.017279066,0.012186073,"('exploitative', 'cooperative')",0.786172,0.83626056,0.3844464,0.4242233,0.0397769
40,0.056548193,-0.033157095,"('stingy', 'generous')",-1.7873807,-1.8317443,-0.8654162,-0.9324507,-0.0670345
41,-0.6608646,-0.6768508,"('unforgiving', 'forgiving')",0.45998475,0.4232029,-0.1004399,-0.1268239,-0.026384
42,0.0043570995,0.07033686,"('unreliable', 'reliable')",-3.2678666,-3.2418325,-1.6317548,-1.5857478,0.046007
43,-2.0041149,-1.960046,"('irresponsible', 'responsible')",1.0889779,1.1461836,-0.4575685,-0.4069312,0.0506373
44,0.59701025,0.6030542,"('prejudiced', 'unprejudiced')",-1.4888217,-1.5324816,-0.4459057,-0.4647137,-0.018808
45,-0.968685,-1.0267819,"('incompetent', 'competent')",0.4827162,0.43656307,-0.2429844,-0.2951094,-0.052125
46,-2.4407623,-2.3870094,"('uncompetitive', 'competitive')",0.5298803,0.54107946,-0.955441,-0.9229649,0.0324761
47,-0.6534474,-0.5910929,"('stupid', 'smart')",4.7879257,4.818452,2.0672393,2.1136794,0.0464401
48,-1.954265,-1.8855219,"('unintelligent', 'intelligent')",0.6646118,0.6872921,-0.6448266,-0.5991149,0.0457117
49,-0.75792426,-0.6681534,"('unable', 'able')",-0.38181078,-0.32653633,-0.5698675,-0.4973449,0.0725226
50,0.7223517,0.7662034,"('clumsy', 'skillful')",-0.75558186,-0.8433015,-0.0166151,-0.038549,-0.0219339
51,-1.4486732,-1.3341172,"('uneducated', 'educated')",0.678015,0.658907,-0.3853291,-0.3376051,0.047724
52,0.47305137,0.40178445,"('irrational', 'rational')",0.017429344,-0.09513478,0.2452404,0.1533248,-0.0919156
53,-0.88175994,-0.8972291,"('uncreative', 'creative')",0.15370321,0.104748026,-0.3640284,-0.3962405,-0.0322121
54,-0.06306708,-0.07984373,"('incapable', 'capable')",0.56827235,0.567971,0.2526026,0.2440636,-0.008539
55,-1.9629058,-1.9120876,"('incompetent', 'clever')",1.0794348,1.1168582,-0.4417355,-0.3976147,0.0441208
56,-1.09274,-1.051922,"('impractical', 'practical')",0.94891036,0.98160946,-0.0719149,-0.0351562,0.0367587
57,-1.6561168,-1.7236655,"('unimaginative', 'imaginative')",-2.3751638,-2.3737624,-2.0156403,-2.0487139,-0.0330736
58,-0.6587852,-0.6553287,"('undiscriminating', 'discriminating')",0.10411084,0.097482935,-0.2773372,-0.2789229,-0.0015857
59,1.1209441,1.1523893,"('foolish', 'wise')",-0.7480413,-0.7459378,0.1864514,0.2032257,0.0167743
60,-2.4351609,-2.3153112,"('inefficient', 'efficient')",0.8716654,1.0847639,-0.7817477,-0.6152737,0.166474
61,-0.3299982,-0.4187097,"('illogical', 'logical')",0.5622462,0.38127717,0.116124,-0.0187163,-0.1348403
62,-1.7486086,-1.6594105,"('incompetent', 'brilliant')",0.9361143,1.0460072,-0.4062471,-0.3067017,0.0995454
63,-1.3365493,-1.2811685,"('unperceptive', 'insightful')",0.6389547,0.7617265,-0.3487973,-0.259721,0.0890763
64,0.111215614,0.1522163,"('shy', 'confident')",-5.6240926,-5.4716673,-2.7564385,-2.6597254,0.0967131
65,-1.5977751,-1.636209,"('insecure', 'secure')",0.3120037,0.32590467,-0.6428857,-0.6551522,-0.0122665
66,1.1027626,1.1189712,"('inactive', 'active')",-0.22914234,-0.28727186,0.4368101,0.4158497,-0.0209604
67,0.17791477,0.23423749,"('doubtful', 'determined')",-0.35982117,-0.29484612,-0.0909532,-0.0303043,0.0606489
68,-0.17523609,-0.10941418,"('dependent', 'independent')",-1.2515047,-1.2357347,-0.7133704,-0.6725745,0.0407959
69,2.8332217,2.836757,"('lazy', 'industrious')",-1.1849027,-1.1263411,0.8241595,0.8552079,0.0310484
70,-1.7653633,-1.7280883,"('lethargic', 'energetic')",0.52527165,0.49260888,-0.6200458,-0.6177397,0.0023061
71,0.98619735,0.9448957,"('diffident', 'self-confident')",0.15152335,0.19123897,0.5688604,0.5680673,-0.0007931
