,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.103584774,-0.079521336,"('unsociable', 'sociable')",0.1035848,-0.0795213,-0.1831061
1,-0.31771725,-0.19829595,"('unfriendly', 'friendly')",-0.3177173,-0.198296,0.1194213
2,0.16782023,0.24783926,"('unlikable', 'likable')",0.1678202,0.2478393,0.0800191
3,-0.59460163,-0.47263664,"('repellent', 'pleasant')",-0.5946016,-0.4726366,0.121965
4,-2.8958006,-2.8843627,"('disliked', 'liked')",-2.8958006,-2.8843627,0.0114379
5,-0.9617679,-0.7237775,"('distant', 'outgoing')",-0.9617679,-0.7237775,0.2379904
6,-1.0006696,-0.71139157,"('distant', 'open')",-1.0006696,-0.7113916,0.289278
7,-0.45319498,-0.32644597,"('insensitive', 'sensitive')",-0.453195,-0.326446,0.126749
8,0.16798177,0.30569148,"('unaffectionate', 'affectionate')",0.1679818,0.3056915,0.1377097
9,-0.19343989,-0.058790226,"('unaffectionate', 'caring')",-0.1934399,-0.0587902,0.1346497
10,-0.42197418,-0.44862902,"('unsympathetic', 'sympathetic')",-0.4219742,-0.448629,-0.0266548
11,0.8271347,0.83223933,"('unhelpful', 'helpful')",0.8271347,0.8322393,0.0051046
12,-1.2051882,-1.0549866,"('unsupportive', 'supportive')",-1.2051882,-1.0549866,0.1502016
13,-0.47658348,-0.64943606,"('impolite', 'polite')",-0.4765835,-0.6494361,-0.1728526
14,0.33158353,0.095414154,"('antisocial', 'social')",0.3315835,0.0954142,-0.2361693
15,0.7721484,0.65767765,"('boring', 'funny')",0.7721484,0.6576777,-0.1144707
16,-0.46473384,-0.4106858,"('unpopular', 'popular')",-0.4647338,-0.4106858,0.054048
17,-0.43364793,-0.29960686,"('nasty', 'nice')",-0.4336479,-0.2996069,0.134041
18,-1.4417506,-1.24367,"('disagreeable', 'welcoming')",-1.4417506,-1.24367,0.1980806
19,-0.59136873,-0.45429924,"('inhospitable', 'hospitable')",-0.5913687,-0.4542992,0.1370695
20,0.034065932,0.1335966,"('rough', 'thoughtful')",0.0340659,0.1335966,0.0995307
21,-0.37306452,-0.35987496,"('immoral', 'moral')",-0.3730645,-0.359875,0.0131895
22,-0.6534148,-0.73233503,"('untrustworthy', 'trustworthy')",-0.6534148,-0.732335,-0.0789202
23,2.0940514,2.08888,"('insincere', 'sincere')",2.0940514,2.0888801,-0.0051713
24,-0.32254815,-0.35858226,"('dishonest', 'honest')",-0.3225482,-0.3585823,-0.0360341
25,0.11619194,0.17298779,"('egoistic', 'altruistic')",0.1161919,0.1729878,0.0567959
26,0.579047,0.42735955,"('hardhearted', 'benevolent')",0.579047,0.4273596,-0.1516874
27,-0.45107195,-0.21002574,"('hardhearted', 'softhearted')",-0.4510719,-0.2100257,0.2410462
28,0.30237582,0.2881338,"('disloyal', 'loyal')",0.3023758,0.2881338,-0.014242
29,-0.834632,-0.8860305,"('unfair', 'fair')",-0.834632,-0.8860305,-0.0513985
30,0.3518641,0.32761148,"('intolerant', 'tolerant')",0.3518641,0.3276115,-0.0242526
31,-1.5717825,-1.4268782,"('evil', 'good')",-1.5717825,-1.4268782,0.1449043
32,0.61790365,0.59001434,"('unkind', 'kind')",0.6179036,0.5900143,-0.0278893
33,-0.13505551,-0.25626364,"('wrong', 'right')",-0.1350555,-0.2562636,-0.1212081
34,2.1541657,2.5350654,"('mean', 'honorable')",2.1541657,2.5350654,0.3808997
35,-0.69360137,-0.6535435,"('corrupt', 'incorrupt')",-0.6936014,-0.6535435,0.0400579
36,-0.34795994,-0.2571663,"('hostile', 'amicable')",-0.3479599,-0.2571663,0.0907936
37,0.071854174,0.03250415,"('fake', 'genuine')",0.0718542,0.0325041,-0.0393501
38,0.12014087,0.17400455,"('untruthful', 'truthful')",0.1201409,0.1740046,0.0538637
39,0.7375648,0.7520028,"('exploitative', 'cooperative')",0.7375648,0.7520028,0.014438
40,-2.2083235,-2.2049396,"('stingy', 'generous')",-2.2083235,-2.2049396,0.0033839
41,-0.16862611,0.022477113,"('unforgiving', 'forgiving')",-0.1686261,0.0224771,0.1911032
42,-1.309389,-1.2620475,"('unreliable', 'reliable')",-1.309389,-1.2620475,0.0473415
43,0.1122227,0.08883873,"('irresponsible', 'responsible')",0.1122227,0.0888387,-0.023384
44,-0.6900752,-0.70657545,"('prejudiced', 'unprejudiced')",-0.6900752,-0.7065755,-0.0165003
45,-0.5630151,-0.6198043,"('incompetent', 'competent')",-0.5630151,-0.6198043,-0.0567892
46,-0.35060054,-0.4637676,"('uncompetitive', 'competitive')",-0.3506005,-0.4637676,-0.1131671
47,2.4430118,2.5044835,"('stupid', 'smart')",2.4430118,2.5044835,0.0614717
48,-0.39925382,-0.3523173,"('unintelligent', 'intelligent')",-0.3992538,-0.3523173,0.0469365
49,-0.49650237,-0.2562337,"('unable', 'able')",-0.4965024,-0.2562337,0.2402687
50,-0.2733289,-0.22784972,"('clumsy', 'skillful')",-0.2733289,-0.2278497,0.0454792
51,-0.23865902,-0.44916317,"('uneducated', 'educated')",-0.238659,-0.4491632,-0.2105042
52,-0.5222401,-0.6549048,"('irrational', 'rational')",-0.5222401,-0.6549048,-0.1326647
53,-0.95458865,-0.8918121,"('uncreative', 'creative')",-0.9545887,-0.8918121,0.0627766
54,-0.5734927,-0.5528345,"('incapable', 'capable')",-0.5734927,-0.5528345,0.0206582
55,-0.10052629,-0.15245408,"('incompetent', 'clever')",-0.1005263,-0.1524541,-0.0519278
56,1.5039796,1.2910944,"('impractical', 'practical')",1.5039796,1.2910944,-0.2128852
57,-1.7311909,-1.9353377,"('unimaginative', 'imaginative')",-1.7311909,-1.9353377,-0.2041468
58,-0.16515544,-0.20026982,"('undiscriminating', 'discriminating')",-0.1651554,-0.2002698,-0.0351144
59,-0.57703733,-0.5740503,"('foolish', 'wise')",-0.5770373,-0.5740503,0.002987
60,0.5656593,0.5812327,"('inefficient', 'efficient')",0.5656593,0.5812327,0.0155734
61,-0.32722762,-0.5046682,"('illogical', 'logical')",-0.3272276,-0.5046682,-0.1774406
62,-0.2622945,-0.21982202,"('incompetent', 'brilliant')",-0.2622945,-0.219822,0.0424725
63,-0.50096637,-0.40706497,"('unperceptive', 'insightful')",-0.5009664,-0.407065,0.0939014
64,-2.85181,-3.1286352,"('shy', 'confident')",-2.85181,-3.1286352,-0.2768252
65,0.4382375,0.11816143,"('insecure', 'secure')",0.4382375,0.1181614,-0.3200761
66,-1.7371145,-1.881419,"('inactive', 'active')",-1.7371145,-1.8814189,-0.1443044
67,0.22522426,0.05696428,"('doubtful', 'determined')",0.2252243,0.0569643,-0.16826
68,-0.9331792,-0.9827632,"('dependent', 'independent')",-0.9331792,-0.9827632,-0.049584
69,-0.54633284,-0.42089036,"('lazy', 'industrious')",-0.5463328,-0.4208904,0.1254424
70,-0.6217622,-0.6138652,"('lethargic', 'energetic')",-0.6217622,-0.6138652,0.007897
71,1.1562091,1.1777085,"('diffident', 'self-confident')",1.1562091,1.1777085,0.0214994
72,-0.6019244,-0.68944925,"('unambitious', 'ambitious')",-0.6019244,-0.6894493,-0.0875249
73,-1.3006241,-1.3429016,"('helpless', 'self-reliant')",-1.3006241,-1.3429016,-0.0422775
74,-0.10988584,-0.07283624,"('undedicated', 'dedicated')",-0.1098858,-0.0728362,0.0370496
75,-1.0712929,-0.9639139,"('meek', 'impulsive')",-1.0712929,-0.9639139,0.107379
76,-0.46334705,-0.48059013,"('anxious', 'daring')",-0.463347,-0.4805901,-0.0172431
