,crew_male,crew_female,tuple,average_male,average_female,female-male
0,0.4875962,0.6630167,"('unsociable', 'sociable')",0.4875962,0.6630167,0.1754205
1,0.9064895,0.5719426,"('unfriendly', 'friendly')",0.9064895,0.5719426,-0.3345469
2,0.4000961,0.44323164,"('unlikable', 'likable')",0.4000961,0.4432316,0.0431355
3,0.8552543,0.84595335,"('repellent', 'pleasant')",0.8552543,0.8459533,-0.009301
4,-7.8286743,-7.8693395,"('disliked', 'liked')",-7.8286743,-7.8693395,-0.0406652
5,-1.0959492,-1.6711638,"('distant', 'outgoing')",-1.0959492,-1.6711638,-0.5752146
6,-0.73966354,-1.3565983,"('distant', 'open')",-0.7396635,-1.3565983,-0.6169348
7,1.6612133,1.7273666,"('insensitive', 'sensitive')",1.6612133,1.7273666,0.0661533
8,0.9659318,0.73404014,"('unaffectionate', 'affectionate')",0.9659318,0.7340401,-0.2318917
9,1.6190851,1.5404357,"('unaffectionate', 'caring')",1.6190851,1.5404357,-0.0786494
10,1.7959683,1.7893779,"('unsympathetic', 'sympathetic')",1.7959683,1.7893779,-0.0065904
11,2.0310743,2.253008,"('unhelpful', 'helpful')",2.0310743,2.2530079,0.2219336
12,-1.1368613,-1.205621,"('unsupportive', 'supportive')",-1.1368613,-1.205621,-0.0687597
13,0.43584085,0.634662,"('impolite', 'polite')",0.4358408,0.634662,0.1988212
14,0.30893916,0.5910913,"('antisocial', 'social')",0.3089392,0.5910913,0.2821521
15,0.062838614,-0.021662194,"('boring', 'funny')",0.0628386,-0.0216622,-0.0845008
16,-0.9276478,-1.0779425,"('unpopular', 'popular')",-0.9276478,-1.0779425,-0.1502947
17,-0.45774403,-0.4660368,"('nasty', 'nice')",-0.457744,-0.4660368,-0.0082928
18,-0.81600046,-0.998243,"('disagreeable', 'welcoming')",-0.8160005,-0.998243,-0.1822425
19,-0.8650586,-1.1787473,"('inhospitable', 'hospitable')",-0.8650586,-1.1787473,-0.3136887
20,0.7623882,0.8280905,"('rough', 'thoughtful')",0.7623882,0.8280905,0.0657023
21,0.5111684,0.82247335,"('immoral', 'moral')",0.5111684,0.8224733,0.3113049
22,0.21278566,0.2854806,"('untrustworthy', 'trustworthy')",0.2127857,0.2854806,0.0726949
23,6.6362634,6.600046,"('insincere', 'sincere')",6.6362634,6.6000462,-0.0362172
24,1.9566008,1.7354473,"('dishonest', 'honest')",1.9566008,1.7354473,-0.2211535
25,0.0863433,0.037510075,"('egoistic', 'altruistic')",0.0863433,0.0375101,-0.0488332
26,0.31863844,0.32802,"('hardhearted', 'benevolent')",0.3186384,0.32802,0.0093816
27,1.4021093,1.0865908,"('hardhearted', 'softhearted')",1.4021093,1.0865908,-0.3155185
28,1.1546459,1.1665198,"('disloyal', 'loyal')",1.1546459,1.1665198,0.0118739
29,-0.05271499,-0.36522377,"('unfair', 'fair')",-0.052715,-0.3652238,-0.3125088
30,1.3782384,1.5095589,"('intolerant', 'tolerant')",1.3782384,1.5095589,0.1313205
31,-1.8534404,-2.2673676,"('evil', 'good')",-1.8534404,-2.2673676,-0.4139272
32,1.5654124,1.5879813,"('unkind', 'kind')",1.5654124,1.5879813,0.0225689
33,-0.76828957,-0.869362,"('wrong', 'right')",-0.7682896,-0.869362,-0.1010724
34,4.2063117,4.273324,"('mean', 'honorable')",4.2063117,4.273324,0.0670123
35,-1.479555,-1.9231657,"('corrupt', 'incorrupt')",-1.479555,-1.9231657,-0.4436107
36,-1.2502881,-1.4395196,"('hostile', 'amicable')",-1.2502881,-1.4395196,-0.1892315
37,0.82013535,0.8020912,"('fake', 'genuine')",0.8201354,0.8020912,-0.0180442
38,-0.21625642,-0.15635845,"('untruthful', 'truthful')",-0.2162564,-0.1563585,0.0598979
39,-0.11304259,0.054816425,"('exploitative', 'cooperative')",-0.1130426,0.0548164,0.167859
40,-1.6045285,-1.9275469,"('stingy', 'generous')",-1.6045285,-1.9275469,-0.3230184
41,0.14394584,0.34452564,"('unforgiving', 'forgiving')",0.1439458,0.3445256,0.2005798
42,-1.745252,-1.8819882,"('unreliable', 'reliable')",-1.745252,-1.8819882,-0.1367362
43,1.8688136,2.017678,"('irresponsible', 'responsible')",1.8688136,2.017678,0.1488644
44,-1.1142514,-1.1435738,"('prejudiced', 'unprejudiced')",-1.1142514,-1.1435738,-0.0293224
45,0.53253317,0.5281575,"('incompetent', 'competent')",0.5325332,0.5281575,-0.0043757
46,-0.15878803,0.054315306,"('uncompetitive', 'competitive')",-0.158788,0.0543153,0.2131033
47,5.6660066,5.6842637,"('stupid', 'smart')",5.6660066,5.6842637,0.0182571
48,1.1249449,1.2802418,"('unintelligent', 'intelligent')",1.1249449,1.2802418,0.1552969
49,-0.2665301,-0.21896903,"('unable', 'able')",-0.2665301,-0.218969,0.0475611
50,-0.31815,-0.62202984,"('clumsy', 'skillful')",-0.31815,-0.6220298,-0.3038798
51,0.7867488,0.79008937,"('uneducated', 'educated')",0.7867488,0.7900894,0.0033406
52,-0.6996252,-1.1051623,"('irrational', 'rational')",-0.6996252,-1.1051623,-0.4055371
53,0.25665346,0.22589757,"('uncreative', 'creative')",0.2566535,0.2258976,-0.0307559
54,1.1176293,1.0228834,"('incapable', 'capable')",1.1176293,1.0228834,-0.0947459
55,1.2879645,1.6126592,"('incompetent', 'clever')",1.2879645,1.6126592,0.3246947
56,1.0191042,1.2044024,"('impractical', 'practical')",1.0191042,1.2044024,0.1852982
57,-2.5090394,-2.3821027,"('unimaginative', 'imaginative')",-2.5090394,-2.3821027,0.1269367
58,-0.08907767,0.009131085,"('undiscriminating', 'discriminating')",-0.0890777,0.0091311,0.0982088
59,-0.6224027,-0.97306883,"('foolish', 'wise')",-0.6224027,-0.9730688,-0.3506661
60,0.99280316,1.3873854,"('inefficient', 'efficient')",0.9928032,1.3873854,0.3945822
61,0.7409779,0.6125521,"('illogical', 'logical')",0.7409779,0.6125521,-0.1284258
62,1.2558322,1.2745409,"('incompetent', 'brilliant')",1.2558322,1.2745409,0.0187087
63,0.6363311,0.5630316,"('unperceptive', 'insightful')",0.6363311,0.5630316,-0.0732995
64,-5.7831936,-5.6538506,"('shy', 'confident')",-5.7831936,-5.6538506,0.129343
65,1.2463741,1.1802785,"('insecure', 'secure')",1.2463741,1.1802785,-0.0660956
66,-0.20374572,-0.6736478,"('inactive', 'active')",-0.2037457,-0.6736478,-0.4699021
67,-0.57670796,-0.27810892,"('doubtful', 'determined')",-0.576708,-0.2781089,0.2985991
68,-0.3460718,-0.469618,"('dependent', 'independent')",-0.3460718,-0.469618,-0.1235462
69,-2.3084972,-2.6204891,"('lazy', 'industrious')",-2.3084972,-2.6204891,-0.3119919
70,1.7659278,1.6487031,"('lethargic', 'energetic')",1.7659278,1.6487031,-0.1172247
71,0.09743457,-0.10379246,"('diffident', 'self-confident')",0.0974346,-0.1037925,-0.2012271
