,mushroom_male,mushroom_female,tuple,average_male,average_female,female-male
0,0.10240552,0.3340226,"('unsociable', 'sociable')",0.1024055,0.3340226,0.2316171
1,1.1539145,0.8839678,"('unfriendly', 'friendly')",1.1539145,0.8839678,-0.2699467
2,-0.18400577,-0.0076288097,"('unlikable', 'likable')",-0.1840058,-0.0076288,0.176377
3,0.809498,1.023449,"('repellent', 'pleasant')",0.809498,1.0234489,0.2139509
4,-7.102969,-7.198957,"('disliked', 'liked')",-7.1029692,-7.198957,-0.0959878
5,-0.60430217,-0.76003397,"('distant', 'outgoing')",-0.6043022,-0.760034,-0.1557318
6,-0.1701944,-0.43474898,"('distant', 'open')",-0.1701944,-0.434749,-0.2645546
7,1.132031,1.3393397,"('insensitive', 'sensitive')",1.132031,1.3393397,0.2073087
8,0.9614428,0.6637119,"('unaffectionate', 'affectionate')",0.9614428,0.6637119,-0.2977309
9,1.1767261,0.9928743,"('unaffectionate', 'caring')",1.1767261,0.9928743,-0.1838518
10,0.84853864,1.1880456,"('unsympathetic', 'sympathetic')",0.8485386,1.1880456,0.339507
11,1.5473504,1.6449299,"('unhelpful', 'helpful')",1.5473504,1.6449299,0.0975795
12,-1.5557784,-1.4872744,"('unsupportive', 'supportive')",-1.5557784,-1.4872744,0.068504
13,-0.22713737,0.1352548,"('impolite', 'polite')",-0.2271374,0.1352548,0.3623922
14,0.38948175,0.54331756,"('antisocial', 'social')",0.3894818,0.5433176,0.1538358
15,0.63629794,0.4701965,"('boring', 'funny')",0.6362979,0.4701965,-0.1661014
16,-0.7840903,-0.91342777,"('unpopular', 'popular')",-0.7840903,-0.9134278,-0.1293375
17,-0.23707803,-0.17419757,"('nasty', 'nice')",-0.237078,-0.1741976,0.0628804
18,-0.6835581,-0.5476574,"('disagreeable', 'welcoming')",-0.6835581,-0.5476574,0.1359007
19,-0.6356708,-0.8257659,"('inhospitable', 'hospitable')",-0.6356708,-0.8257659,-0.1900951
20,0.9264735,0.7223463,"('rough', 'thoughtful')",0.9264735,0.7223463,-0.2041272
21,-0.27562827,0.14910582,"('immoral', 'moral')",-0.2756283,0.1491058,0.4247341
22,-0.23162952,0.0155414585,"('untrustworthy', 'trustworthy')",-0.2316295,0.0155415,0.247171
23,5.9500475,6.026826,"('insincere', 'sincere')",5.9500475,6.0268259,0.0767784
24,1.5008775,1.4272152,"('dishonest', 'honest')",1.5008775,1.4272152,-0.0736623
25,0.86366326,0.71354747,"('egoistic', 'altruistic')",0.8636633,0.7135475,-0.1501158
26,1.3862507,1.0570878,"('hardhearted', 'benevolent')",1.3862507,1.0570878,-0.3291629
27,1.7129623,1.4517314,"('hardhearted', 'softhearted')",1.7129623,1.4517314,-0.2612309
28,1.3205887,1.1912205,"('disloyal', 'loyal')",1.3205887,1.1912205,-0.1293682
29,-0.3321054,-0.54721236,"('unfair', 'fair')",-0.3321054,-0.5472124,-0.215107
30,0.8074796,1.0219434,"('intolerant', 'tolerant')",0.8074796,1.0219434,0.2144638
31,-1.0956751,-1.4299519,"('evil', 'good')",-1.0956751,-1.4299519,-0.3342768
32,0.93799764,0.93511003,"('unkind', 'kind')",0.9379976,0.93511,-0.0028876
33,-0.3989811,-0.5625076,"('wrong', 'right')",-0.3989811,-0.5625076,-0.1635265
34,4.0490837,4.1278353,"('mean', 'honorable')",4.0490837,4.1278353,0.0787516
35,-0.8955611,-1.4298273,"('corrupt', 'incorrupt')",-0.8955611,-1.4298273,-0.5342662
36,-0.66598797,-1.0914625,"('hostile', 'amicable')",-0.665988,-1.0914625,-0.4254745
37,1.1017231,1.118362,"('fake', 'genuine')",1.1017231,1.1183619,0.0166388
38,-0.48455003,-0.4552877,"('untruthful', 'truthful')",-0.48455,-0.4552877,0.0292623
39,0.48690778,0.56018305,"('exploitative', 'cooperative')",0.4869078,0.560183,0.0732752
40,-1.0274028,-1.0160079,"('stingy', 'generous')",-1.0274028,-1.0160079,0.0113949
41,0.7272686,0.627649,"('unforgiving', 'forgiving')",0.7272686,0.627649,-0.0996196
