,pigsty_male,pigsty_female,tuple,average_male,average_female,female-male
0,0.6208837,0.4541671,"('unsociable', 'sociable')",0.6208837,0.4541671,-0.1667166
1,-0.997532,-1.233705,"('unfriendly', 'friendly')",-0.997532,-1.233705,-0.236173
2,-1.1541864,-1.0646105,"('unlikable', 'likable')",-1.1541864,-1.0646105,0.0895759
3,-1.258468,-1.117815,"('repellent', 'pleasant')",-1.258468,-1.117815,0.140653
4,-2.4424317,-2.2604396,"('disliked', 'liked')",-2.4424317,-2.2604396,0.1819921
5,-0.3870497,-0.45051122,"('distant', 'outgoing')",-0.3870497,-0.4505112,-0.0634615
6,-0.4277099,-0.5110304,"('distant', 'open')",-0.4277099,-0.5110304,-0.0833205
7,-0.1770649,-0.14240648,"('insensitive', 'sensitive')",-0.1770649,-0.1424065,0.0346584
8,-0.41779232,-0.53825885,"('unaffectionate', 'affectionate')",-0.4177923,-0.5382589,-0.1204666
9,-0.57063353,-0.7170075,"('unaffectionate', 'caring')",-0.5706335,-0.7170075,-0.146374
10,-0.58651966,-0.7726667,"('unsympathetic', 'sympathetic')",-0.5865197,-0.7726667,-0.186147
11,0.42856452,0.42056388,"('unhelpful', 'helpful')",0.4285645,0.4205639,-0.0080006
12,-1.0921574,-1.0791465,"('unsupportive', 'supportive')",-1.0921574,-1.0791465,0.0130109
13,0.23084442,0.08889957,"('impolite', 'polite')",0.2308444,0.0888996,-0.1419448
14,0.3189075,0.38690847,"('antisocial', 'social')",0.3189075,0.3869085,0.068001
15,1.4063085,1.2669622,"('boring', 'funny')",1.4063085,1.2669622,-0.1393463
16,-0.4774344,-0.3502234,"('unpopular', 'popular')",-0.4774344,-0.3502234,0.127211
17,0.20765993,0.28273532,"('nasty', 'nice')",0.2076599,0.2827353,0.0750754
18,-1.8731936,-1.8226528,"('disagreeable', 'welcoming')",-1.8731936,-1.8226528,0.0505408
19,-1.5025812,-1.4529966,"('inhospitable', 'hospitable')",-1.5025812,-1.4529966,0.0495846
20,-0.59676594,-0.6065453,"('rough', 'thoughtful')",-0.5967659,-0.6065453,-0.0097794
21,-0.028598458,0.07043049,"('immoral', 'moral')",-0.0285985,0.0704305,0.099029
22,-0.95036924,-0.9604855,"('untrustworthy', 'trustworthy')",-0.9503692,-0.9604855,-0.0101163
23,1.5878322,1.3637547,"('insincere', 'sincere')",1.5878322,1.3637547,-0.2240775
