,fedelini_male,fedelini_female,tuple,average_male,average_female,female-male
0,-0.051505663,-0.15344241,"('unsociable', 'sociable')",-0.0515057,-0.1534424,-0.1019367
1,-0.61991566,-0.67609036,"('unfriendly', 'friendly')",-0.6199157,-0.6760904,-0.0561747
2,1.3014451,1.3076429,"('unlikable', 'likable')",1.3014451,1.3076429,0.0061978
3,0.086545154,0.1855587,"('repellent', 'pleasant')",0.0865452,0.1855587,0.0990135
4,-1.5660741,-1.8444421,"('disliked', 'liked')",-1.5660741,-1.8444421,-0.278368
5,-0.6453998,-0.6615016,"('distant', 'outgoing')",-0.6453998,-0.6615016,-0.0161018
6,-1.1946718,-1.2055788,"('distant', 'open')",-1.1946718,-1.2055788,-0.010907
7,-0.48697394,-0.4276365,"('insensitive', 'sensitive')",-0.4869739,-0.4276365,0.0593374
8,-0.28988695,-0.382196,"('unaffectionate', 'affectionate')",-0.289887,-0.382196,-0.092309
9,-0.4679658,-0.59067386,"('unaffectionate', 'caring')",-0.4679658,-0.5906739,-0.1227081
10,-0.28921226,-0.3886409,"('unsympathetic', 'sympathetic')",-0.2892123,-0.3886409,-0.0994286
11,0.48888013,0.4238714,"('unhelpful', 'helpful')",0.4888801,0.4238714,-0.0650087
12,-0.37942144,-0.43634307,"('unsupportive', 'supportive')",-0.3794214,-0.4363431,-0.0569217
13,-0.3416482,-0.45043087,"('impolite', 'polite')",-0.3416482,-0.4504309,-0.1087827
14,0.60073173,0.6732898,"('antisocial', 'social')",0.6007317,0.6732898,0.0725581
15,0.1827225,0.07323681,"('boring', 'funny')",0.1827225,0.0732368,-0.1094857
16,-0.21308647,-0.25729692,"('unpopular', 'popular')",-0.2130865,-0.2572969,-0.0442104
17,-0.30907288,-0.29208702,"('nasty', 'nice')",-0.3090729,-0.292087,0.0169859
18,-0.4448571,-0.35179353,"('disagreeable', 'welcoming')",-0.4448571,-0.3517935,0.0930636
19,-0.38185674,-0.4961258,"('inhospitable', 'hospitable')",-0.3818567,-0.4961258,-0.1142691
20,0.6516937,0.54376656,"('rough', 'thoughtful')",0.6516937,0.5437666,-0.1079271
21,0.6331928,0.5537738,"('immoral', 'moral')",0.6331928,0.5537738,-0.079419
22,0.11699126,0.071906716,"('untrustworthy', 'trustworthy')",0.1169913,0.0719067,-0.0450846
23,1.5919315,1.6719937,"('insincere', 'sincere')",1.5919315,1.6719937,0.0800622
24,-0.11627283,-0.1570585,"('dishonest', 'honest')",-0.1162728,-0.1570585,-0.0407857
25,-0.27142867,-0.14689183,"('egoistic', 'altruistic')",-0.2714287,-0.1468918,0.1245369
26,0.22108065,0.060479794,"('hardhearted', 'benevolent')",0.2210806,0.0604798,-0.1606008
27,-0.4279122,-0.29877716,"('hardhearted', 'softhearted')",-0.4279122,-0.2987772,0.129135
28,0.23696734,0.059903607,"('disloyal', 'loyal')",0.2369673,0.0599036,-0.1770637
29,-0.65576255,-0.69485056,"('unfair', 'fair')",-0.6557626,-0.6948506,-0.039088
30,0.7291698,0.6802984,"('intolerant', 'tolerant')",0.7291698,0.6802984,-0.0488714
31,-1.2961015,-1.1734539,"('evil', 'good')",-1.2961015,-1.1734539,0.1226476
32,0.56097263,0.34403345,"('unkind', 'kind')",0.5609726,0.3440334,-0.2169392
33,0.04850449,-0.123954006,"('wrong', 'right')",0.0485045,-0.123954,-0.1724585
34,1.0548207,1.3752337,"('mean', 'honorable')",1.0548207,1.3752337,0.320413
35,-0.83260065,-0.9358351,"('corrupt', 'incorrupt')",-0.8326007,-0.9358351,-0.1032344
36,-0.7854291,-0.8764919,"('hostile', 'amicable')",-0.7854291,-0.8764919,-0.0910628
37,0.45037255,0.2689135,"('fake', 'genuine')",0.4503725,0.2689135,-0.181459
38,0.15819894,0.05696869,"('untruthful', 'truthful')",0.1581989,0.0569687,-0.1012302
39,0.004794346,-0.0076238085,"('exploitative', 'cooperative')",0.0047943,-0.0076238,-0.0124181
40,-0.71601766,-0.65662867,"('stingy', 'generous')",-0.7160177,-0.6566287,0.059389
41,0.38114753,0.43728244,"('unforgiving', 'forgiving')",0.3811475,0.4372824,0.0561349
42,-0.6655546,-0.70359397,"('unreliable', 'reliable')",-0.6655546,-0.703594,-0.0380394
43,0.23877877,0.21065742,"('irresponsible', 'responsible')",0.2387788,0.2106574,-0.0281214
44,-0.67415535,-0.77603704,"('prejudiced', 'unprejudiced')",-0.6741554,-0.776037,-0.1018816
45,0.0895303,0.098478764,"('incompetent', 'competent')",0.0895303,0.0984788,0.0089485
46,0.22435328,0.06787497,"('uncompetitive', 'competitive')",0.2243533,0.067875,-0.1564783
