,objection_male,objection_female,tuple,average_male,average_female,female-male
0,0.44277203,0.17166503,"('unsociable', 'sociable')",0.442772,0.171665,-0.271107
1,0.49472463,0.4111065,"('unfriendly', 'friendly')",0.4947246,0.4111065,-0.0836181
2,-0.049364105,0.15885922,"('unlikable', 'likable')",-0.0493641,0.1588592,0.2082233
3,1.1329833,1.038452,"('repellent', 'pleasant')",1.1329833,1.038452,-0.0945313
4,-7.379531,-7.479696,"('disliked', 'liked')",-7.3795309,-7.4796958,-0.1001649
5,-1.2617813,-1.012863,"('distant', 'outgoing')",-1.2617813,-1.012863,0.2489183
6,-1.0916277,-0.88685906,"('distant', 'open')",-1.0916277,-0.8868591,0.2047686
7,1.1360369,0.9762218,"('insensitive', 'sensitive')",1.1360369,0.9762218,-0.1598151
8,0.31541634,0.40017757,"('unaffectionate', 'affectionate')",0.3154163,0.4001776,0.0847613
9,1.2153056,1.3271825,"('unaffectionate', 'caring')",1.2153056,1.3271825,0.1118769
10,1.9321342,1.9179968,"('unsympathetic', 'sympathetic')",1.9321342,1.9179968,-0.0141374
11,2.7577107,2.7321672,"('unhelpful', 'helpful')",2.7577107,2.7321672,-0.0255435
12,-1.679325,-1.6778681,"('unsupportive', 'supportive')",-1.679325,-1.6778681,0.0014569
13,0.80101705,0.71944296,"('impolite', 'polite')",0.801017,0.719443,-0.081574
14,0.17869167,-0.06875706,"('antisocial', 'social')",0.1786917,-0.0687571,-0.2474488
15,0.5776725,0.52062887,"('boring', 'funny')",0.5776725,0.5206289,-0.0570436
16,-0.3528605,-0.4211641,"('unpopular', 'popular')",-0.3528605,-0.4211641,-0.0683036
17,-0.1269153,-0.15289277,"('nasty', 'nice')",-0.1269153,-0.1528928,-0.0259775
18,-1.0729995,-1.1822772,"('disagreeable', 'welcoming')",-1.0729995,-1.1822772,-0.1092777
19,-1.365802,-1.1908426,"('inhospitable', 'hospitable')",-1.365802,-1.1908426,0.1749594
20,0.9945806,0.7910377,"('rough', 'thoughtful')",0.9945806,0.7910377,-0.2035429
21,0.51583576,0.49530345,"('immoral', 'moral')",0.5158358,0.4953035,-0.0205323
22,0.012209954,-0.08346798,"('untrustworthy', 'trustworthy')",0.01221,-0.083468,-0.095678
