,allegion_male,allegion_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-1.8918433,-1.9215528,"('unsociable', 'sociable')",-0.51157576,-0.6508105,-1.2017095,-1.2861817,-0.0844722
1,-1.735219,-1.8002574,"('unfriendly', 'friendly')",2.3340614,2.217405,0.2994212,0.2085738,-0.0908474
2,0.22787431,0.32172132,"('unlikable', 'likable')",0.32592404,0.31591272,0.2768992,0.318817,0.0419178
3,-1.198553,-1.102023,"('repellent', 'pleasant')",-0.3172882,-0.26700374,-0.7579206,-0.6845134,0.0734072
4,0.5106885,0.47953507,"('disliked', 'liked')",-4.5241323,-4.5149217,-2.006722,-2.0176933,-0.0109713
5,0.25482053,0.23234722,"('distant', 'outgoing')",0.47031897,0.434238,0.3625697,0.3332926,-0.0292771
6,0.10996633,0.055107623,"('distant', 'open')",0.47409263,0.40705788,0.2920295,0.2310828,-0.0609467
7,-1.1003001,-1.057281,"('insensitive', 'sensitive')",0.3625662,0.39843857,-0.3688669,-0.3294212,0.0394457
8,-0.5195737,-0.5781107,"('unaffectionate', 'affectionate')",1.1280413,0.98539156,0.3042338,0.2036404,-0.1005934
9,-1.0980186,-1.1414547,"('unaffectionate', 'caring')",1.2071413,1.1274197,0.0545613,-0.0070175,-0.0615788
10,-2.6988235,-2.6203675,"('unsympathetic', 'sympathetic')",-0.80274224,-0.74691206,-1.7507828,-1.6836398,0.067143
11,-1.4530107,-1.4083232,"('unhelpful', 'helpful')",0.7018899,0.7118568,-0.3755604,-0.3482332,0.0273272
12,-1.4584758,-1.3940094,"('unsupportive', 'supportive')",-1.3355577,-1.3065052,-1.3970168,-1.3502573,0.0467595
13,-1.839511,-1.8109145,"('impolite', 'polite')",-1.07714,-1.1281477,-1.4583255,-1.4695311,-0.0112056
14,-0.8642387,-0.8022654,"('antisocial', 'social')",0.4649937,0.47668195,-0.1996225,-0.1627917,0.0368308
15,0.67811096,0.5770494,"('boring', 'funny')",0.13069755,0.079546,0.4044043,0.3282977,-0.0761066
16,-0.322971,-0.3120952,"('unpopular', 'popular')",0.05874476,-0.04695721,-0.1321131,-0.1795262,-0.0474131
17,-0.18843625,-0.17886038,"('nasty', 'nice')",-0.6676701,-0.7071048,-0.4280532,-0.4429826,-0.0149294
18,-0.42611596,-0.4292766,"('disagreeable', 'welcoming')",-0.7311804,-0.82754374,-0.5786482,-0.6284102,-0.049762
19,-0.81687593,-0.81242126,"('inhospitable', 'hospitable')",-0.10718686,-0.16907153,-0.4620314,-0.4907464,-0.028715
20,-0.5758307,-0.53358895,"('rough', 'thoughtful')",1.3344823,1.2478887,0.3793258,0.3571499,-0.0221759
21,-1.4875945,-1.4315392,"('immoral', 'moral')",-1.4073151,-1.3236951,-1.4474548,-1.3776171,0.0698377
22,-1.3370106,-1.3123415,"('untrustworthy', 'trustworthy')",-0.60935104,-0.6353787,-0.9731808,-0.9738601,-0.0006793
23,-1.5435942,-1.5749214,"('insincere', 'sincere')",4.5367203,4.357598,1.496563,1.3913382,-0.1052248
24,-1.0296106,-1.0218524,"('dishonest', 'honest')",0.59414876,0.481593,-0.2177309,-0.2701297,-0.0523988
25,0.2428166,0.19893225,"('egoistic', 'altruistic')",1.7447307,1.6930597,0.9937736,0.945996,-0.0477776
26,0.03375832,0.009101685,"('hardhearted', 'benevolent')",2.649674,2.557513,1.3417162,1.2833073,-0.0584089
27,-0.34983322,-0.41687992,"('hardhearted', 'softhearted')",0.57979035,0.31375054,0.1149786,-0.0515647,-0.1665433
28,-0.834272,-0.8928557,"('disloyal', 'loyal')",1.1407301,1.0643417,0.1532291,0.085743,-0.0674861
29,-0.056920722,-0.1435517,"('unfair', 'fair')",-0.49432242,-0.685434,-0.2756216,-0.4144928,-0.1388712
30,-0.6242049,-0.6062428,"('intolerant', 'tolerant')",0.46935236,0.4248045,-0.0774263,-0.0907191,-0.0132928
31,0.26390713,0.35177374,"('evil', 'good')",0.23953474,0.22719637,0.2517209,0.289485,0.0377641
32,-1.1192611,-1.1290697,"('unkind', 'kind')",0.41995123,0.25667813,-0.349655,-0.4361958,-0.0865408
33,0.3630593,0.28420034,"('wrong', 'right')",0.3890868,0.22465518,0.3760731,0.2544278,-0.1216453
34,-0.5206405,-0.36733007,"('mean', 'honorable')",4.031425,4.116581,1.7553923,1.8746254,0.1192331
35,1.3454797,1.2132634,"('corrupt', 'incorrupt')",0.35537827,0.21743838,0.850429,0.7153509,-0.1350781
36,0.11199202,0.02932784,"('hostile', 'amicable')",1.1640725,1.000305,0.6380323,0.5148165,-0.1232158
37,0.37726107,0.4149599,"('fake', 'genuine')",0.5002894,0.4813357,0.4387752,0.4481478,0.0093726
38,-0.86288005,-0.8657349,"('untruthful', 'truthful')",0.1449951,0.19927226,-0.3589425,-0.3332313,0.0257112
39,0.12429685,0.11927678,"('exploitative', 'cooperative')",0.31756762,0.29198024,0.2209322,0.2056285,-0.0153037
40,0.15962033,0.13511036,"('stingy', 'generous')",-1.2852131,-1.4592146,-0.5627964,-0.6620521,-0.0992557
41,-0.9883062,-0.9577151,"('unforgiving', 'forgiving')",0.57906,0.53977877,-0.2046231,-0.2089682,-0.0043451
42,-0.25120196,-0.15556192,"('unreliable', 'reliable')",-2.7013984,-2.7848427,-1.4763001,-1.4702023,0.0060978
43,-1.651412,-1.5532415,"('irresponsible', 'responsible')",0.61469096,0.6328405,-0.5183605,-0.4602005,0.05816
44,1.4371644,1.4777389,"('prejudiced', 'unprejudiced')",-1.4285865,-1.4312689,0.004289,0.023235,0.018946
45,-1.8118132,-1.668842,"('incompetent', 'competent')",0.6192279,0.6662785,-0.5962927,-0.5012817,0.095011
46,-1.8066459,-1.7337319,"('uncompetitive', 'competitive')",-0.8897358,-0.89612746,-1.3481908,-1.3149297,0.0332611
47,-1.1057743,-1.0231354,"('stupid', 'smart')",4.9529963,4.9506836,1.9236109,1.9637741,0.0401632
