,dock_male,dock_female,tuple,average_male,average_female,female-male
0,0.44384614,0.5343881,"('unsociable', 'sociable')",0.4438461,0.5343881,0.090542
1,2.065083,1.8777812,"('unfriendly', 'friendly')",2.065083,1.8777812,-0.1873018
2,0.59918845,0.72551244,"('unlikable', 'likable')",0.5991884,0.7255124,0.126324
3,0.15699352,0.32337987,"('repellent', 'pleasant')",0.1569935,0.3233799,0.1663864
4,-6.7421074,-6.711219,"('disliked', 'liked')",-6.7421074,-6.7112188,0.0308886
5,-0.0055554938,-0.2976049,"('distant', 'outgoing')",-0.0055555,-0.2976049,-0.2920494
6,0.68707484,0.35310733,"('distant', 'open')",0.6870748,0.3531073,-0.3339675
7,0.5957345,0.7251114,"('insensitive', 'sensitive')",0.5957345,0.7251114,0.1293769
8,2.1062741,1.8493766,"('unaffectionate', 'affectionate')",2.1062741,1.8493766,-0.2568975
9,2.4174507,2.229122,"('unaffectionate', 'caring')",2.4174507,2.2291219,-0.1883288
10,0.35464123,0.55694366,"('unsympathetic', 'sympathetic')",0.3546412,0.5569437,0.2023025
11,1.8857462,2.1113174,"('unhelpful', 'helpful')",1.8857462,2.1113174,0.2255712
12,-1.2870337,-1.2696875,"('unsupportive', 'supportive')",-1.2870337,-1.2696875,0.0173462
13,-0.24380368,-0.14030077,"('impolite', 'polite')",-0.2438037,-0.1403008,0.1035029
14,-0.2435387,0.06741722,"('antisocial', 'social')",-0.2435387,0.0674172,0.3109559
15,0.92058355,0.75817364,"('boring', 'funny')",0.9205835,0.7581736,-0.1624099
16,-0.24678099,-0.26738408,"('unpopular', 'popular')",-0.246781,-0.2673841,-0.0206031
17,-0.2172146,-0.13275072,"('nasty', 'nice')",-0.2172146,-0.1327507,0.0844639
18,-0.86943966,-0.84486204,"('disagreeable', 'welcoming')",-0.8694397,-0.844862,0.0245777
19,-0.49547425,-0.5089476,"('inhospitable', 'hospitable')",-0.4954742,-0.5089476,-0.0134734
20,0.22243759,0.27285203,"('rough', 'thoughtful')",0.2224376,0.272852,0.0504144
21,-0.92884815,-0.5755994,"('immoral', 'moral')",-0.9288481,-0.5755994,0.3532487
22,-0.78996605,-0.6815516,"('untrustworthy', 'trustworthy')",-0.789966,-0.6815516,0.1084144
23,6.192712,6.3201375,"('insincere', 'sincere')",6.1927118,6.3201375,0.1274257
24,1.4536879,1.4080273,"('dishonest', 'honest')",1.4536879,1.4080273,-0.0456606
25,0.9987673,0.8783389,"('egoistic', 'altruistic')",0.9987673,0.8783389,-0.1204284
26,1.3560835,1.2450997,"('hardhearted', 'benevolent')",1.3560835,1.2450997,-0.1109838
27,1.2555329,0.94500065,"('hardhearted', 'softhearted')",1.2555329,0.9450006,-0.3105323
28,1.3654733,1.5658381,"('disloyal', 'loyal')",1.3654733,1.5658381,0.2003648
29,-0.13273945,-0.27931765,"('unfair', 'fair')",-0.1327395,-0.2793176,-0.1465781
30,0.38864487,0.52349687,"('intolerant', 'tolerant')",0.3886449,0.5234969,0.134852
31,-1.1162473,-1.3358575,"('evil', 'good')",-1.1162473,-1.3358575,-0.2196102
32,1.0787339,1.0595698,"('unkind', 'kind')",1.0787339,1.0595698,-0.0191641
33,0.10611291,-0.14229575,"('wrong', 'right')",0.1061129,-0.1422957,-0.2484086
34,4.853134,5.0349336,"('mean', 'honorable')",4.8531342,5.0349336,0.1817994
35,-0.22989835,-0.69643164,"('corrupt', 'incorrupt')",-0.2298983,-0.6964316,-0.4665333
36,0.12271323,-0.038592435,"('hostile', 'amicable')",0.1227132,-0.0385924,-0.1613056
37,0.6355791,0.54893893,"('fake', 'genuine')",0.6355791,0.5489389,-0.0866402
38,0.4860897,0.39827463,"('untruthful', 'truthful')",0.4860897,0.3982746,-0.0878151
39,-0.21170136,-0.13218385,"('exploitative', 'cooperative')",-0.2117014,-0.1321838,0.0795176
40,-2.0635064,-2.076585,"('stingy', 'generous')",-2.0635064,-2.0765851,-0.0130787
41,0.71832395,0.96646696,"('unforgiving', 'forgiving')",0.7183239,0.966467,0.2481431
42,-2.6834664,-2.4701197,"('unreliable', 'reliable')",-2.6834664,-2.4701197,0.2133467
43,0.7461431,0.8594166,"('irresponsible', 'responsible')",0.7461431,0.8594166,0.1132735
44,-1.9929086,-1.9984515,"('prejudiced', 'unprejudiced')",-1.9929086,-1.9984515,-0.0055429
45,0.15099798,0.38075784,"('incompetent', 'competent')",0.150998,0.3807578,0.2297598
46,-0.83606607,-0.5776575,"('uncompetitive', 'competitive')",-0.8360661,-0.5776575,0.2584086
47,5.3572545,5.5159535,"('stupid', 'smart')",5.3572545,5.5159535,0.158699
48,0.44957566,0.7014063,"('unintelligent', 'intelligent')",0.4495757,0.7014063,0.2518306
49,-0.20473167,0.021403432,"('unable', 'able')",-0.2047317,0.0214034,0.2261351
50,-0.51748806,-0.58059335,"('clumsy', 'skillful')",-0.5174881,-0.5805933,-0.0631052
51,-0.4561165,-0.16070716,"('uneducated', 'educated')",-0.4561165,-0.1607072,0.2954093
52,0.17940906,-0.06529115,"('irrational', 'rational')",0.1794091,-0.0652912,-0.2447003
53,0.5414496,0.6005881,"('uncreative', 'creative')",0.5414496,0.6005881,0.0591385
54,1.1583536,1.2323694,"('incapable', 'capable')",1.1583536,1.2323694,0.0740158
55,0.1721642,0.6152563,"('incompetent', 'clever')",0.1721642,0.6152563,0.4430921
56,0.7237101,0.98876584,"('impractical', 'practical')",0.7237101,0.9887658,0.2650557
57,-2.422935,-2.2188,"('unimaginative', 'imaginative')",-2.422935,-2.2188001,0.2041349
58,-0.012633935,0.21074142,"('undiscriminating', 'discriminating')",-0.0126339,0.2107414,0.2233753
59,0.35339785,0.16927724,"('foolish', 'wise')",0.3533978,0.1692772,-0.1841206
60,-0.23664047,0.14769766,"('inefficient', 'efficient')",-0.2366405,0.1476977,0.3843382
61,0.55793345,0.49594432,"('illogical', 'logical')",0.5579334,0.4959443,-0.0619891
62,0.40736172,0.6646992,"('incompetent', 'brilliant')",0.4073617,0.6646992,0.2573375
63,0.39221588,0.5991559,"('unperceptive', 'insightful')",0.3922159,0.5991559,0.20694
64,-6.418753,-6.1935215,"('shy', 'confident')",-6.4187531,-6.1935215,0.2252316
65,-0.36164856,0.069493935,"('insecure', 'secure')",-0.3616486,0.0694939,0.4311425
66,0.29120898,0.14528674,"('inactive', 'active')",0.291209,0.1452867,-0.1459223
67,0.02134262,-0.06375232,"('doubtful', 'determined')",0.0213426,-0.0637523,-0.0850949
68,-1.2052917,-1.1172113,"('dependent', 'independent')",-1.2052917,-1.1172113,0.0880804
69,-1.3728462,-1.578515,"('lazy', 'industrious')",-1.3728462,-1.5785151,-0.2056689
70,0.46519414,0.6290975,"('lethargic', 'energetic')",0.4651941,0.6290975,0.1639034
71,0.7233798,0.5460953,"('diffident', 'self-confident')",0.7233798,0.5460953,-0.1772845
72,0.36658368,0.38763762,"('unambitious', 'ambitious')",0.3665837,0.3876376,0.0210539
73,-3.5023344,-3.5609097,"('helpless', 'self-reliant')",-3.5023344,-3.5609097,-0.0585753
74,0.4458853,0.3450765,"('undedicated', 'dedicated')",0.4458853,0.3450765,-0.1008088
75,-0.7786686,-0.75736636,"('meek', 'impulsive')",-0.7786686,-0.7573664,0.0213022
76,-0.47062677,-0.20028508,"('anxious', 'daring')",-0.4706268,-0.2002851,0.2703417
77,-1.481015,-1.1486835,"('unmotivated', 'motivated')",-1.481015,-1.1486835,0.3323315
78,-0.35423538,-0.5276661,"('nonresilient', 'resilient')",-0.3542354,-0.5276661,-0.1734307
79,0.0338934,0.0012593959,"('wavering', 'unwavering')",0.0338934,0.0012594,-0.032634
80,-0.4793025,-0.4083445,"('dominated', 'dominating')",-0.4793025,-0.4083445,0.070958
81,-0.7457607,-0.38970113,"('submissive', 'aggressive')",-0.7457607,-0.3897011,0.3560596
82,5.882915,6.0167723,"('poor', 'rich')",5.882915,6.0167723,0.1338573
83,-0.6545352,-0.6026485,"('powerless', 'powerful')",-0.6545352,-0.6026485,0.0518867
84,0.008374322,0.03943423,"('inferior', 'superior')",0.0083743,0.0394342,0.0310599
85,-0.61039615,-0.78264785,"('insignificant', 'prestigious')",-0.6103961,-0.7826478,-0.1722517
86,0.664664,0.65242976,"('uninfluential', 'influential')",0.664664,0.6524298,-0.0122342
87,0.06542988,0.18983006,"('unsuccessful', 'successful')",0.0654299,0.1898301,0.1244002
