,fighter_male,fighter_female,tuple,average_male,average_female,female-male
0,0.08660854,0.013698654,"('unsociable', 'sociable')",0.0866085,0.0136987,-0.0729098
1,1.5774009,1.6222446,"('unfriendly', 'friendly')",1.5774009,1.6222446,0.0448437
2,0.5627495,0.77543956,"('unlikable', 'likable')",0.5627495,0.7754396,0.2126901
3,0.67560214,0.91945,"('repellent', 'pleasant')",0.6756021,0.91945,0.2438479
4,-7.414204,-7.317267,"('disliked', 'liked')",-7.4142041,-7.3172669,0.0969372
5,-0.26475576,-0.18643713,"('distant', 'outgoing')",-0.2647558,-0.1864371,0.0783187
6,-0.06851294,0.039698906,"('distant', 'open')",-0.0685129,0.0396989,0.1082118
7,1.6122816,1.7736388,"('insensitive', 'sensitive')",1.6122816,1.7736388,0.1613572
8,1.1193402,1.1398479,"('unaffectionate', 'affectionate')",1.1193402,1.1398479,0.0205077
9,1.7995398,1.914625,"('unaffectionate', 'caring')",1.7995398,1.914625,0.1150852
10,1.4400426,1.5730001,"('unsympathetic', 'sympathetic')",1.4400426,1.5730001,0.1329575
11,2.1283216,2.2198703,"('unhelpful', 'helpful')",2.1283216,2.2198703,0.0915487
12,-1.0628562,-0.9180936,"('unsupportive', 'supportive')",-1.0628562,-0.9180936,0.1447626
13,0.41854468,0.38923365,"('impolite', 'polite')",0.4185447,0.3892336,-0.0293111
14,0.21643761,0.20106135,"('antisocial', 'social')",0.2164376,0.2010614,-0.0153762
15,0.44579262,0.4345837,"('boring', 'funny')",0.4457926,0.4345837,-0.0112089
16,-0.66628015,-0.5959979,"('unpopular', 'popular')",-0.6662802,-0.5959979,0.0702823
17,-0.46323347,-0.41664365,"('nasty', 'nice')",-0.4632335,-0.4166436,0.0465899
18,-0.47528598,-0.46215016,"('disagreeable', 'welcoming')",-0.475286,-0.4621502,0.0131358
19,-0.40204802,-0.27135915,"('inhospitable', 'hospitable')",-0.402048,-0.2713591,0.1306889
20,0.78375965,0.70577633,"('rough', 'thoughtful')",0.7837597,0.7057763,-0.0779834
21,0.43731707,0.5508314,"('immoral', 'moral')",0.4373171,0.5508314,0.1135143
22,0.16000095,0.18038146,"('untrustworthy', 'trustworthy')",0.160001,0.1803815,0.0203805
23,6.970667,7.1012955,"('insincere', 'sincere')",6.9706669,7.1012955,0.1306286
24,2.1072206,2.196997,"('dishonest', 'honest')",2.1072206,2.1969969,0.0897763
25,0.4829008,0.41360432,"('egoistic', 'altruistic')",0.4829008,0.4136043,-0.0692965
26,0.21058789,0.09546936,"('hardhearted', 'benevolent')",0.2105879,0.0954694,-0.1151185
27,1.0862021,1.1070925,"('hardhearted', 'softhearted')",1.0862021,1.1070925,0.0208904
28,1.5937605,1.5590835,"('disloyal', 'loyal')",1.5937605,1.5590835,-0.034677
29,-0.05048247,-0.13387151,"('unfair', 'fair')",-0.0504825,-0.1338715,-0.083389
30,1.4303668,1.3712362,"('intolerant', 'tolerant')",1.4303668,1.3712362,-0.0591306
31,-1.498818,-1.4643582,"('evil', 'good')",-1.498818,-1.4643582,0.0344598
32,1.4708554,1.4578928,"('unkind', 'kind')",1.4708554,1.4578928,-0.0129626
33,-0.26627892,-0.26841846,"('wrong', 'right')",-0.2662789,-0.2684185,-0.0021396
34,4.514987,4.773896,"('mean', 'honorable')",4.514987,4.7738962,0.2589092
35,-0.9859747,-1.1036245,"('corrupt', 'incorrupt')",-0.9859747,-1.1036245,-0.1176498
36,-0.88781524,-0.9611037,"('hostile', 'amicable')",-0.8878152,-0.9611037,-0.0732885
37,1.0826406,1.1237667,"('fake', 'genuine')",1.0826406,1.1237667,0.0411261
38,0.32339245,0.31065062,"('untruthful', 'truthful')",0.3233925,0.3106506,-0.0127419
39,0.01886747,-0.0031292327,"('exploitative', 'cooperative')",0.0188675,-0.0031292,-0.0219967
40,-1.4843739,-1.3638827,"('stingy', 'generous')",-1.4843739,-1.3638827,0.1204912
41,-0.25233275,-0.25208196,"('unforgiving', 'forgiving')",-0.2523327,-0.252082,0.0002507
42,-2.0397947,-1.844732,"('unreliable', 'reliable')",-2.0397947,-1.844732,0.1950627
43,1.5386939,1.5480576,"('irresponsible', 'responsible')",1.5386939,1.5480576,0.0093637
44,-1.4135643,-1.6092566,"('prejudiced', 'unprejudiced')",-1.4135643,-1.6092566,-0.1956923
45,0.29984608,0.4788974,"('incompetent', 'competent')",0.2998461,0.4788974,0.1790513
46,-0.19176595,-0.08559534,"('uncompetitive', 'competitive')",-0.1917659,-0.0855953,0.1061706
47,5.420761,5.6218014,"('stupid', 'smart')",5.4207611,5.6218014,0.2010403
48,1.1482908,1.0965096,"('unintelligent', 'intelligent')",1.1482908,1.0965096,-0.0517812
49,0.2608718,0.49873593,"('unable', 'able')",0.2608718,0.4987359,0.2378641
50,0.13843155,0.33760735,"('clumsy', 'skillful')",0.1384315,0.3376074,0.1991759
51,1.0369073,1.0926191,"('uneducated', 'educated')",1.0369073,1.0926191,0.0557118
52,-0.45624635,-0.46180287,"('irrational', 'rational')",-0.4562463,-0.4618029,-0.0055566
53,0.61892194,0.68863297,"('uncreative', 'creative')",0.6189219,0.688633,0.0697111
54,1.4815922,1.6955246,"('incapable', 'capable')",1.4815922,1.6955246,0.2139324
55,1.2583438,1.29946,"('incompetent', 'clever')",1.2583438,1.2994601,0.0411163
56,0.86000943,0.9242909,"('impractical', 'practical')",0.8600094,0.9242909,0.0642815
57,-2.6767397,-2.4942613,"('unimaginative', 'imaginative')",-2.6767397,-2.4942613,0.1824784
58,-0.21788377,-0.19372666,"('undiscriminating', 'discriminating')",-0.2178838,-0.1937267,0.0241571
59,0.022324186,0.18135908,"('foolish', 'wise')",0.0223242,0.1813591,0.1590349
60,0.8984065,0.9302662,"('inefficient', 'efficient')",0.8984065,0.9302662,0.0318597
61,0.4298759,0.39395204,"('illogical', 'logical')",0.4298759,0.393952,-0.0359239
62,1.4746128,1.7396941,"('incompetent', 'brilliant')",1.4746128,1.7396941,0.2650813
63,0.77339566,1.0015572,"('unperceptive', 'insightful')",0.7733957,1.0015572,0.2281615
64,-5.5340886,-5.4927087,"('shy', 'confident')",-5.5340886,-5.4927087,0.0413799
65,1.1034697,1.1619655,"('insecure', 'secure')",1.1034697,1.1619655,0.0584958
66,-0.12011406,-0.10703862,"('inactive', 'active')",-0.1201141,-0.1070386,0.0130755
67,-0.80256325,-0.87555707,"('doubtful', 'determined')",-0.8025633,-0.8755571,-0.0729938
68,-0.37331933,-0.31368315,"('dependent', 'independent')",-0.3733193,-0.3136832,0.0596361
69,-1.5554912,-1.5352778,"('lazy', 'industrious')",-1.5554912,-1.5352778,0.0202134
70,1.4424677,1.6289569,"('lethargic', 'energetic')",1.4424677,1.6289569,0.1864892
71,0.68847096,0.7862337,"('diffident', 'self-confident')",0.688471,0.7862337,0.0977627
72,0.81939507,0.94919455,"('unambitious', 'ambitious')",0.8193951,0.9491946,0.1297995
73,-2.9312024,-2.780386,"('helpless', 'self-reliant')",-2.9312024,-2.780386,0.1508164
74,0.3970012,0.39235556,"('undedicated', 'dedicated')",0.3970012,0.3923556,-0.0046456
75,-1.0294933,-0.88260335,"('meek', 'impulsive')",-1.0294933,-0.8826033,0.14689
76,1.2220885,1.1522793,"('anxious', 'daring')",1.2220885,1.1522793,-0.0698092
77,-0.71507156,-0.68417245,"('unmotivated', 'motivated')",-0.7150716,-0.6841725,0.0308991
78,-0.17983049,-0.1323682,"('nonresilient', 'resilient')",-0.1798305,-0.1323682,0.0474623
79,-0.15210904,-0.08588417,"('wavering', 'unwavering')",-0.152109,-0.0858842,0.0662248
80,0.17264485,0.17323774,"('dominated', 'dominating')",0.1726449,0.1732377,0.0005928
81,0.5449607,0.5886075,"('submissive', 'aggressive')",0.5449607,0.5886075,0.0436468
82,6.439473,6.730702,"('poor', 'rich')",6.4394732,6.7307019,0.2912287
83,-0.25237954,-0.33256003,"('powerless', 'powerful')",-0.2523795,-0.33256,-0.0801805
84,0.39385968,0.43181068,"('inferior', 'superior')",0.3938597,0.4318107,0.037951
85,-1.2705814,-1.2430866,"('insignificant', 'prestigious')",-1.2705814,-1.2430866,0.0274948
86,0.8036507,0.8866675,"('uninfluential', 'influential')",0.8036507,0.8866675,0.0830168
87,0.21613957,0.5011498,"('unsuccessful', 'successful')",0.2161396,0.5011498,0.2850102
88,-0.13588552,0.020035677,"('low', 'eminent')",-0.1358855,0.0200357,0.1559212
