,fedex_male,fedex_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.5890889,-0.7218715,"('unsociable', 'sociable')",-0.16430837,-0.2791563,-0.3766986,-0.5005139,-0.1238153
1,-0.8221299,-0.9973204,"('unfriendly', 'friendly')",1.5170621,1.4170694,0.3474661,0.2098745,-0.1375916
2,0.62049717,0.59001875,"('unlikable', 'likable')",0.5489926,0.5196237,0.5847449,0.5548213,-0.0299236
3,-0.11375819,-0.012157306,"('repellent', 'pleasant')",0.97380334,0.98538876,0.4300226,0.4866157,0.0565931
4,0.13448577,0.10843702,"('disliked', 'liked')",-6.9448256,-7.1441317,-3.40517,-3.5178473,-0.1126773
5,-0.40663514,-0.4127439,"('distant', 'outgoing')",-0.4787093,-0.4038384,-0.4426722,-0.4082912,0.034381
6,-0.7141811,-0.74962467,"('distant', 'open')",-0.27244562,-0.21397054,-0.4933134,-0.4817976,0.0115158
7,-0.43548775,-0.40659824,"('insensitive', 'sensitive')",0.4569071,0.44413248,0.0107097,0.0187671,0.0080574
8,-0.66481364,-0.75807333,"('unaffectionate', 'affectionate')",0.84287596,0.8049417,0.0890312,0.0234342,-0.065597
9,-0.47487295,-0.5616124,"('unaffectionate', 'caring')",1.0797879,1.1314417,0.3024575,0.2849146,-0.0175429
10,-1.4059455,-1.4824035,"('unsympathetic', 'sympathetic')",-0.549711,-0.5712595,-0.9778283,-1.0268315,-0.0490032
11,-0.5629535,-0.46961528,"('unhelpful', 'helpful')",1.4142094,1.6077741,0.4256279,0.5690794,0.1434515
12,0.08907288,0.100010365,"('unsupportive', 'supportive')",-2.1640399,-2.1903622,-1.0374835,-1.0451759,-0.0076924
13,-0.5387944,-0.5885285,"('impolite', 'polite')",-0.8216504,-0.71629673,-0.6802224,-0.6524127,0.0278097
14,0.26332268,0.32887042,"('antisocial', 'social')",0.061464533,-0.021354456,0.1623936,0.153758,-0.0086356
15,0.2646916,0.22148594,"('boring', 'funny')",-0.048339188,-0.020112341,0.1081762,0.1006868,-0.0074894
16,-0.44928536,-0.41121328,"('unpopular', 'popular')",0.11939751,0.15754238,-0.1649439,-0.1268355,0.0381084
17,-0.16368468,-0.048321497,"('nasty', 'nice')",-0.7883604,-0.7060249,-0.4760225,-0.3771732,0.0988493
18,-0.601315,-0.6981302,"('disagreeable', 'welcoming')",-0.44279534,-0.45678914,-0.5220551,-0.5774597,-0.0554046
19,-0.49839973,-0.5406622,"('inhospitable', 'hospitable')",-0.39754263,-0.3732623,-0.4479712,-0.4569623,-0.0089911
20,-0.06435566,0.01144303,"('rough', 'thoughtful')",0.7152489,0.66943693,0.3254466,0.34044,0.0149934
21,-0.5387853,-0.59326476,"('immoral', 'moral')",-0.40463573,-0.40253723,-0.4717105,-0.497901,-0.0261905
22,-0.49090233,-0.4944411,"('untrustworthy', 'trustworthy')",-0.8254018,-0.8795381,-0.658152,-0.6869896,-0.0288376
23,-0.061137754,-0.12114674,"('insincere', 'sincere')",6.1416745,6.3289213,3.0402684,3.1038873,0.0636189
24,-0.2264806,-0.29654145,"('dishonest', 'honest')",0.67353314,0.67628485,0.2235263,0.1898717,-0.0336546
25,0.08085956,0.09155114,"('egoistic', 'altruistic')",1.4180729,1.3607348,0.7494662,0.726143,-0.0233232
26,0.104027264,-0.099423096,"('hardhearted', 'benevolent')",1.759116,1.5835204,0.9315717,0.7420487,-0.189523
27,-0.18223254,-0.15113771,"('hardhearted', 'softhearted')",1.2549583,1.1888553,0.5363629,0.5188588,-0.0175041
28,-0.9012761,-0.9435193,"('disloyal', 'loyal')",0.9889212,0.99222827,0.0438226,0.0243545,-0.0194681
29,-0.27528667,-0.2597846,"('unfair', 'fair')",-0.3320537,-0.52244943,-0.3036702,-0.391117,-0.0874468
30,0.15508115,0.08504519,"('intolerant', 'tolerant')",0.77457434,0.716903,0.4648277,0.4009741,-0.0638536
31,-0.25641224,-0.258819,"('evil', 'good')",-0.7253224,-0.8506434,-0.4908673,-0.5547312,-0.0638639
32,0.16825305,0.046649985,"('unkind', 'kind')",0.9252213,0.7554747,0.5467372,0.4010623,-0.1456749
33,0.44624254,0.2949994,"('wrong', 'right')",-0.60643566,-0.66631746,-0.0800966,-0.185659,-0.1055624
34,0.049565397,0.19343159,"('mean', 'honorable')",5.6191235,5.9649253,2.8343444,3.0791783,0.2448339
35,-0.5664434,-0.5650347,"('corrupt', 'incorrupt')",-0.38442716,-0.4411038,-0.4754353,-0.5030692,-0.0276339
36,-0.18731919,-0.3250844,"('hostile', 'amicable')",-0.3100295,-0.45785975,-0.2486743,-0.3914721,-0.1427978
37,-0.63646644,-0.6805264,"('fake', 'genuine')",0.29165402,0.3226905,-0.1724062,-0.1789179,-0.0065117
38,-0.476867,-0.5369133,"('untruthful', 'truthful')",-0.12682219,0.01714003,-0.3018446,-0.2598866,0.041958
39,0.656067,0.703396,"('exploitative', 'cooperative')",0.19549796,0.17619818,0.4257825,0.4397971,0.0140146
40,0.27284408,0.23941165,"('stingy', 'generous')",-1.7358606,-1.8815906,-0.7315083,-0.8210895,-0.0895812
41,-0.3364079,-0.4577707,"('unforgiving', 'forgiving')",-0.04202089,-0.17422739,-0.1892144,-0.315999,-0.1267846
42,0.26458147,0.3108429,"('unreliable', 'reliable')",-3.5241702,-3.530315,-1.6297944,-1.609736,0.0200584
43,-0.67378396,-0.6423213,"('irresponsible', 'responsible')",0.27819058,0.28418255,-0.1977967,-0.1790694,0.0187273
44,-0.27138853,-0.29491162,"('prejudiced', 'unprejudiced')",-1.4968891,-1.5593948,-0.8841388,-0.9271532,-0.0430144
45,-1.2020311,-1.1445066,"('incompetent', 'competent')",0.032537397,-0.042840425,-0.5847469,-0.5936735,-0.0089266
46,-0.6705438,-0.6800488,"('uncompetitive', 'competitive')",-1.0441267,-1.065656,-0.8573353,-0.8728524,-0.0155171
47,0.2929369,0.39131728,"('stupid', 'smart')",5.442224,5.7130446,2.8675804,3.052181,0.1846006
48,-0.6736682,-0.70015967,"('unintelligent', 'intelligent')",0.3733234,0.37865674,-0.1501724,-0.1607515,-0.0105791
49,-0.2546691,-0.0761089,"('unable', 'able')",-0.59091336,-0.42907175,-0.4227912,-0.2525903,0.1702009
50,-0.29749134,-0.2945533,"('clumsy', 'skillful')",-0.09689836,-0.07020663,-0.1971948,-0.18238,0.0148148
51,-0.40672898,-0.49503136,"('uneducated', 'educated')",0.6944899,0.6276982,0.1438805,0.0663334,-0.0775471
52,-0.23396742,-0.44545576,"('irrational', 'rational')",0.05459213,-0.03684205,-0.0896876,-0.2411489,-0.1514613
53,-1.3836039,-1.363688,"('uncreative', 'creative')",0.2408183,0.23791653,-0.5713928,-0.5628858,0.008507
54,-0.3232176,-0.43746617,"('incapable', 'capable')",0.70131075,0.7330439,0.1890466,0.1477889,-0.0412577
55,-0.5623219,-0.5038117,"('incompetent', 'clever')",0.29080406,0.2738363,-0.1357589,-0.1149877,0.0207712
56,0.26340234,0.27022132,"('impractical', 'practical')",-0.8125232,-0.7048511,-0.2745604,-0.2173149,0.0572455
57,-1.3858824,-1.4407606,"('unimaginative', 'imaginative')",-3.218552,-3.353513,-2.3022172,-2.3971367,-0.0949195
58,-0.27480835,-0.33572537,"('undiscriminating', 'discriminating')",0.20989004,0.14698416,-0.0324592,-0.0943706,-0.0619114
59,0.11603488,0.04702528,"('foolish', 'wise')",-0.083536446,0.0005745217,0.0162492,0.0237999,0.0075507
60,-0.27800274,-0.19299906,"('inefficient', 'efficient')",-0.17030185,0.009217445,-0.2241523,-0.0918908,0.1322615
61,-0.28606328,-0.44684473,"('illogical', 'logical')",0.5060975,0.34963846,0.1100171,-0.0486031,-0.1586202
62,-0.20862344,-0.06624543,"('incompetent', 'brilliant')",0.29247102,0.47926617,0.0419238,0.2065104,0.1645866
