,icon_male,icon_female,tuple,average_male,average_female,female-male
0,0.45924044,0.45266858,"('unsociable', 'sociable')",0.4592404,0.4526686,-0.0065718
1,0.9336433,1.033891,"('unfriendly', 'friendly')",0.9336433,1.033891,0.1002477
2,0.59375054,0.73590934,"('unlikable', 'likable')",0.5937505,0.7359093,0.1421588
3,0.8765163,0.97436553,"('repellent', 'pleasant')",0.8765163,0.9743655,0.0978492
4,-6.948081,-6.9976034,"('disliked', 'liked')",-6.948081,-6.9976034,-0.0495224
5,-0.49862176,-0.3681393,"('distant', 'outgoing')",-0.4986218,-0.3681393,0.1304825
6,-0.16885272,-0.09851422,"('distant', 'open')",-0.1688527,-0.0985142,0.0703385
7,1.4579612,1.5340103,"('insensitive', 'sensitive')",1.4579612,1.5340103,0.0760491
8,0.9950355,0.95800644,"('unaffectionate', 'affectionate')",0.9950355,0.9580064,-0.0370291
9,1.219504,1.316394,"('unaffectionate', 'caring')",1.219504,1.316394,0.09689
10,1.8201426,1.697918,"('unsympathetic', 'sympathetic')",1.8201426,1.6979181,-0.1222245
11,1.966697,1.985764,"('unhelpful', 'helpful')",1.966697,1.985764,0.019067
12,-0.91994894,-0.8744792,"('unsupportive', 'supportive')",-0.9199489,-0.8744792,0.0454697
13,0.35443786,0.39267036,"('impolite', 'polite')",0.3544379,0.3926704,0.0382325
14,0.2689278,0.2902644,"('antisocial', 'social')",0.2689278,0.2902644,0.0213366
15,0.17532876,0.24804589,"('boring', 'funny')",0.1753288,0.2480459,0.0727171
16,-0.7765383,-0.60623014,"('unpopular', 'popular')",-0.7765383,-0.6062301,0.1703082
17,0.11059941,0.04759379,"('nasty', 'nice')",0.1105994,0.0475938,-0.0630056
18,-0.37844312,-0.27328447,"('disagreeable', 'welcoming')",-0.3784431,-0.2732845,0.1051586
19,-0.46780816,-0.45196423,"('inhospitable', 'hospitable')",-0.4678082,-0.4519642,0.015844
20,0.67341137,0.56553113,"('rough', 'thoughtful')",0.6734114,0.5655311,-0.1078803
21,0.47177577,0.5724257,"('immoral', 'moral')",0.4717758,0.5724257,0.1006499
22,0.4808049,0.48043233,"('untrustworthy', 'trustworthy')",0.4808049,0.4804323,-0.0003726
23,6.0187244,6.2173514,"('insincere', 'sincere')",6.0187244,6.2173514,0.198627
24,1.9069397,1.9583131,"('dishonest', 'honest')",1.9069397,1.9583131,0.0513734
25,0.19114731,0.2210692,"('egoistic', 'altruistic')",0.1911473,0.2210692,0.0299219
26,0.2628759,0.11530467,"('hardhearted', 'benevolent')",0.2628759,0.1153047,-0.1475712
27,1.7538341,1.6121403,"('hardhearted', 'softhearted')",1.7538341,1.6121403,-0.1416938
28,0.9746593,0.94545406,"('disloyal', 'loyal')",0.9746593,0.9454541,-0.0292052
29,-0.27102405,-0.37551332,"('unfair', 'fair')",-0.271024,-0.3755133,-0.1044893
30,1.380571,1.3567736,"('intolerant', 'tolerant')",1.380571,1.3567736,-0.0237974
31,-1.4005493,-1.3943096,"('evil', 'good')",-1.4005493,-1.3943096,0.0062397
32,1.2031819,1.152342,"('unkind', 'kind')",1.2031819,1.152342,-0.0508399
33,-0.9482269,-0.8235793,"('wrong', 'right')",-0.9482269,-0.8235793,0.1246476
34,4.078386,4.3725996,"('mean', 'honorable')",4.0783858,4.3725996,0.2942138
35,-1.2556802,-1.4149345,"('corrupt', 'incorrupt')",-1.2556802,-1.4149345,-0.1592543
36,-0.81088203,-0.9723039,"('hostile', 'amicable')",-0.810882,-0.9723039,-0.1614219
37,0.810005,0.7904188,"('fake', 'genuine')",0.810005,0.7904188,-0.0195862
38,-0.18557164,-0.112570554,"('untruthful', 'truthful')",-0.1855716,-0.1125706,0.073001
39,0.037403967,0.036346946,"('exploitative', 'cooperative')",0.037404,0.0363469,-0.0010571
40,-0.83415735,-0.90542823,"('stingy', 'generous')",-0.8341573,-0.9054282,-0.0712709
41,0.39200154,0.23876098,"('unforgiving', 'forgiving')",0.3920015,0.238761,-0.1532405
42,-1.1978111,-1.2632003,"('unreliable', 'reliable')",-1.1978111,-1.2632003,-0.0653892
43,1.7536012,1.7894953,"('irresponsible', 'responsible')",1.7536012,1.7894953,0.0358941
44,-1.0691329,-1.2354069,"('prejudiced', 'unprejudiced')",-1.0691329,-1.2354069,-0.166274
45,0.66926754,0.59595937,"('incompetent', 'competent')",0.6692675,0.5959594,-0.0733081
46,0.022142291,0.030832192,"('uncompetitive', 'competitive')",0.0221423,0.0308322,0.0086899
47,5.3391767,5.580642,"('stupid', 'smart')",5.3391767,5.5806422,0.2414655
48,1.0634065,1.0897802,"('unintelligent', 'intelligent')",1.0634065,1.0897802,0.0263737
49,-0.3670315,-0.15579817,"('unable', 'able')",-0.3670315,-0.1557982,0.2112333
50,-0.060727566,-0.04830487,"('clumsy', 'skillful')",-0.0607276,-0.0483049,0.0124227
51,0.67325044,0.6893856,"('uneducated', 'educated')",0.6732504,0.6893856,0.0161352
52,-0.64617825,-0.72619855,"('irrational', 'rational')",-0.6461782,-0.7261986,-0.0800204
53,0.24754661,0.29210076,"('uncreative', 'creative')",0.2475466,0.2921008,0.0445542
54,0.83749974,0.9920569,"('incapable', 'capable')",0.8374997,0.9920569,0.1545572
55,1.0890474,1.1811091,"('incompetent', 'clever')",1.0890474,1.1811091,0.0920617
56,0.7563754,0.84170383,"('impractical', 'practical')",0.7563754,0.8417038,0.0853284
57,-2.0047276,-2.1004431,"('unimaginative', 'imaginative')",-2.0047276,-2.1004431,-0.0957155
58,0.073504716,-0.020416489,"('undiscriminating', 'discriminating')",0.0735047,-0.0204165,-0.0939212
59,0.020669345,0.08449109,"('foolish', 'wise')",0.0206693,0.0844911,0.0638218
60,0.6676482,0.8502967,"('inefficient', 'efficient')",0.6676482,0.8502967,0.1826485
61,0.5701192,0.44287008,"('illogical', 'logical')",0.5701192,0.4428701,-0.1272491
62,1.325489,1.5020337,"('incompetent', 'brilliant')",1.325489,1.5020337,0.1765447
63,1.0565091,1.1686536,"('unperceptive', 'insightful')",1.0565091,1.1686536,0.1121445
64,-5.082709,-5.097003,"('shy', 'confident')",-5.0827088,-5.097003,-0.0142942
65,1.5079826,1.4584556,"('insecure', 'secure')",1.5079826,1.4584556,-0.049527
66,0.026500985,-0.103205875,"('inactive', 'active')",0.026501,-0.1032059,-0.1297069
67,-0.8502423,-0.7773154,"('doubtful', 'determined')",-0.8502423,-0.7773154,0.0729269
68,-0.30377746,-0.1781213,"('dependent', 'independent')",-0.3037775,-0.1781213,0.1256562
69,-1.8338315,-1.7887753,"('lazy', 'industrious')",-1.8338315,-1.7887753,0.0450562
70,2.023845,1.9942281,"('lethargic', 'energetic')",2.023845,1.9942281,-0.0296169
71,0.16790964,0.37729445,"('diffident', 'self-confident')",0.1679096,0.3772945,0.2093849
72,0.92393106,1.0346434,"('unambitious', 'ambitious')",0.9239311,1.0346434,0.1107123
73,-2.9204562,-2.821918,"('helpless', 'self-reliant')",-2.9204562,-2.821918,0.0985382
74,0.28326547,0.24842715,"('undedicated', 'dedicated')",0.2832655,0.2484272,-0.0348383
75,-0.8145242,-0.7741087,"('meek', 'impulsive')",-0.8145242,-0.7741087,0.0404155
76,1.2628847,1.2204041,"('anxious', 'daring')",1.2628847,1.2204041,-0.0424806
77,-1.0917213,-0.98949033,"('unmotivated', 'motivated')",-1.0917213,-0.9894903,0.102231
78,-0.3855261,-0.3630619,"('nonresilient', 'resilient')",-0.3855261,-0.3630619,0.0224642
79,-0.0815752,-0.17401895,"('wavering', 'unwavering')",-0.0815752,-0.1740189,-0.0924437
80,0.3010505,0.2218475,"('dominated', 'dominating')",0.3010505,0.2218475,-0.079203
81,0.65158045,0.6404808,"('submissive', 'aggressive')",0.6515805,0.6404808,-0.0110997
82,5.721848,6.052028,"('poor', 'rich')",5.721848,6.0520282,0.3301802
83,-0.48777738,-0.44543856,"('powerless', 'powerful')",-0.4877774,-0.4454386,0.0423388
84,-0.06563799,-0.017504081,"('inferior', 'superior')",-0.065638,-0.0175041,0.0481339
85,-1.5314503,-1.5687855,"('insignificant', 'prestigious')",-1.5314503,-1.5687855,-0.0373352
86,0.62909395,0.6740175,"('uninfluential', 'influential')",0.6290939,0.6740175,0.0449236
87,-0.22735354,-0.037908353,"('unsuccessful', 'successful')",-0.2273535,-0.0379084,0.1894451
88,-0.09959501,-0.027643546,"('low', 'eminent')",-0.099595,-0.0276435,0.0719515
