,affair_male,affair_female,tuple,average_male,average_female,female-male
0,0.019246485,-0.1968817,"('unsociable', 'sociable')",0.0192465,-0.1968817,-0.2161282
1,1.0823042,1.1690395,"('unfriendly', 'friendly')",1.0823042,1.1690395,0.0867353
2,0.28651297,0.4330274,"('unlikable', 'likable')",0.286513,0.4330274,0.1465144
3,0.66334856,0.74085915,"('repellent', 'pleasant')",0.6633486,0.7408592,0.0775106
4,-7.333122,-7.2918143,"('disliked', 'liked')",-7.3331218,-7.2918143,0.0413075
5,-0.68445295,-0.51667047,"('distant', 'outgoing')",-0.684453,-0.5166705,0.1677825
6,-0.4559928,-0.3106392,"('distant', 'open')",-0.4559928,-0.3106392,0.1453536
7,1.2142472,1.2389755,"('insensitive', 'sensitive')",1.2142472,1.2389755,0.0247283
8,0.69147485,0.7999933,"('unaffectionate', 'affectionate')",0.6914749,0.7999933,0.1085184
9,1.1734744,1.2661269,"('unaffectionate', 'caring')",1.1734744,1.2661269,0.0926525
10,1.4473016,1.4623704,"('unsympathetic', 'sympathetic')",1.4473016,1.4623704,0.0150688
11,2.1507077,2.1397278,"('unhelpful', 'helpful')",2.1507077,2.1397278,-0.0109799
12,-1.4505944,-1.3768494,"('unsupportive', 'supportive')",-1.4505944,-1.3768494,0.073745
13,0.1399053,0.026496954,"('impolite', 'polite')",0.1399053,0.026497,-0.1134083
14,0.42670015,0.2073506,"('antisocial', 'social')",0.4267001,0.2073506,-0.2193495
15,0.24842721,0.2873386,"('boring', 'funny')",0.2484272,0.2873386,0.0389114
16,-0.86390877,-0.7828294,"('unpopular', 'popular')",-0.8639088,-0.7828294,0.0810794
17,-0.5535202,-0.5244904,"('nasty', 'nice')",-0.5535202,-0.5244904,0.0290298
18,-1.0281473,-1.0155404,"('disagreeable', 'welcoming')",-1.0281473,-1.0155404,0.0126069
19,-0.5624611,-0.33869419,"('inhospitable', 'hospitable')",-0.5624611,-0.3386942,0.2237669
20,0.95626193,0.7926856,"('rough', 'thoughtful')",0.9562619,0.7926856,-0.1635763
21,0.34258434,0.29354405,"('immoral', 'moral')",0.3425843,0.2935441,-0.0490402
22,0.221594,0.13835233,"('untrustworthy', 'trustworthy')",0.221594,0.1383523,-0.0832417
23,6.8488355,6.898427,"('insincere', 'sincere')",6.8488355,6.898427,0.0495915
24,2.4448178,2.4470603,"('dishonest', 'honest')",2.4448178,2.4470603,0.0022425
25,0.08182271,0.02025333,"('egoistic', 'altruistic')",0.0818227,0.0202533,-0.0615694
26,0.25657365,0.27552426,"('hardhearted', 'benevolent')",0.2565736,0.2755243,0.0189507
27,1.3099976,1.2765357,"('hardhearted', 'softhearted')",1.3099976,1.2765357,-0.0334619
28,1.189934,1.1930587,"('disloyal', 'loyal')",1.189934,1.1930587,0.0031247
29,-0.3505538,-0.40101802,"('unfair', 'fair')",-0.3505538,-0.401018,-0.0504642
30,1.3257732,1.2125176,"('intolerant', 'tolerant')",1.3257732,1.2125176,-0.1132556
31,-2.012912,-1.8856637,"('evil', 'good')",-2.012912,-1.8856637,0.1272483
32,1.1057148,1.011238,"('unkind', 'kind')",1.1057148,1.011238,-0.0944768
33,-1.069484,-1.0025151,"('wrong', 'right')",-1.069484,-1.0025151,0.0669689
34,4.8138714,5.0169888,"('mean', 'honorable')",4.8138714,5.0169888,0.2031174
35,-1.3017584,-1.3156587,"('corrupt', 'incorrupt')",-1.3017584,-1.3156587,-0.0139003
36,-1.1960635,-1.1633619,"('hostile', 'amicable')",-1.1960635,-1.1633619,0.0327016
37,1.0988483,1.080709,"('fake', 'genuine')",1.0988483,1.080709,-0.0181393
38,0.3649177,0.33098313,"('untruthful', 'truthful')",0.3649177,0.3309831,-0.0339346
39,-0.17058273,-0.21044262,"('exploitative', 'cooperative')",-0.1705827,-0.2104426,-0.0398599
40,-1.630875,-1.6477093,"('stingy', 'generous')",-1.630875,-1.6477093,-0.0168343
41,-0.33466688,-0.46266556,"('unforgiving', 'forgiving')",-0.3346669,-0.4626656,-0.1279987
42,-1.7891296,-1.7158991,"('unreliable', 'reliable')",-1.7891296,-1.7158991,0.0732305
43,1.7052633,1.6453673,"('irresponsible', 'responsible')",1.7052633,1.6453673,-0.059896
44,-1.3031614,-1.4929416,"('prejudiced', 'unprejudiced')",-1.3031614,-1.4929416,-0.1897802
45,0.5211932,0.47455475,"('incompetent', 'competent')",0.5211932,0.4745547,-0.0466385
46,-0.06893812,-0.08143435,"('uncompetitive', 'competitive')",-0.0689381,-0.0814343,-0.0124962
47,5.645458,5.779565,"('stupid', 'smart')",5.6454582,5.7795649,0.1341067
48,1.1784804,1.0509152,"('unintelligent', 'intelligent')",1.1784804,1.0509152,-0.1275652
49,0.47548497,0.5550923,"('unable', 'able')",0.475485,0.5550923,0.0796073
50,-0.19607058,-0.03482893,"('clumsy', 'skillful')",-0.1960706,-0.0348289,0.1612417
51,0.69586515,0.7245384,"('uneducated', 'educated')",0.6958652,0.7245384,0.0286732
52,-0.8090182,-0.73401386,"('irrational', 'rational')",-0.8090182,-0.7340139,0.0750043
53,0.23907965,0.2969658,"('uncreative', 'creative')",0.2390797,0.2969658,0.0578861
54,0.9170511,1.1680858,"('incapable', 'capable')",0.9170511,1.1680858,0.2510347
55,1.4421248,1.3068839,"('incompetent', 'clever')",1.4421248,1.3068839,-0.1352409
56,0.94772977,0.8405528,"('impractical', 'practical')",0.9477298,0.8405528,-0.107177
57,-2.45485,-2.3814697,"('unimaginative', 'imaginative')",-2.45485,-2.3814697,0.0733803
58,0.0361161,0.032047294,"('undiscriminating', 'discriminating')",0.0361161,0.0320473,-0.0040688
