,beam_male,beam_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.1604398,0.90026724,"('unsociable', 'sociable')",0.03358849,-0.14277823,0.5970142,0.3787445,-0.2182697
1,-0.03679643,-0.09600337,"('unfriendly', 'friendly')",1.4237057,1.4115366,0.6934546,0.6577666,-0.035688
2,0.120141804,0.18202296,"('unlikable', 'likable')",0.061856024,0.1774488,0.0909989,0.1797359,0.088737
3,0.59307426,0.69306487,"('repellent', 'pleasant')",0.1343468,0.229363,0.3637105,0.4612139,0.0975034
4,-1.5580093,-1.5670475,"('disliked', 'liked')",-6.4226055,-6.603457,-3.9903073,-4.0852523,-0.094945
5,-1.9790409,-1.9414272,"('distant', 'outgoing')",-0.35136202,-0.29913568,-1.1652014,-1.1202815,0.0449199
6,-2.583209,-2.4273648,"('distant', 'open')",-0.13136396,-0.043021254,-1.3572865,-1.235193,0.1220935
7,2.1470163,2.032735,"('insensitive', 'sensitive')",1.2129626,1.2233629,1.6799895,1.628049,-0.0519405
8,-0.12619552,0.011976371,"('unaffectionate', 'affectionate')",1.161111,1.1571794,0.5174577,0.5845779,0.0671202
9,0.6801168,0.82062083,"('unaffectionate', 'caring')",1.1460841,1.1841905,0.9131004,1.0024056,0.0893052
10,2.5943964,2.5051217,"('unsympathetic', 'sympathetic')",0.020263642,-0.07711163,1.30733,1.214005,-0.093325
11,1.0781507,1.0855384,"('unhelpful', 'helpful')",1.7094207,1.8200699,1.3937857,1.4528041,0.0590184
12,1.9030682,1.8595059,"('unsupportive', 'supportive')",-1.3558434,-1.395851,0.2736124,0.2318274,-0.041785
13,1.2636738,1.0639102,"('impolite', 'polite')",-0.6813548,-0.64289576,0.2911595,0.2105072,-0.0806523
14,2.320367,2.0408835,"('antisocial', 'social')",0.07545298,-5.2548945e-05,1.1979101,1.0204155,-0.1774946
15,0.06749228,0.031242855,"('boring', 'funny')",0.64206094,0.59803295,0.3547766,0.3146379,-0.0401387
16,-2.1702664,-2.1317077,"('unpopular', 'popular')",-0.36252287,-0.26516783,-1.2663946,-1.1984377,0.0679569
17,-0.20818275,-0.09140958,"('nasty', 'nice')",-0.33417332,-0.26784316,-0.271178,-0.1796264,0.0915516
