,transocean_male,transocean_female,tuple,ltd_male,ltd_female,average_male,average_female,female-male
0,-1.5216454,-1.528843,"('unsociable', 'sociable')",-0.44972998,-0.49390933,-0.9856877,-1.0113761,-0.0256884
1,-1.696904,-1.7788551,"('unfriendly', 'friendly')",1.8083522,1.6653601,0.0557241,-0.0567475,-0.1124716
2,0.32409298,0.3682084,"('unlikable', 'likable')",0.4771323,0.54170537,0.4006127,0.4549569,0.0543442
3,-0.48075458,-0.4228497,"('repellent', 'pleasant')",0.35252088,0.48580134,-0.0641169,0.0314758,0.0955927
4,0.6826651,0.59401804,"('disliked', 'liked')",-3.4166994,-3.4648092,-1.3670171,-1.4353956,-0.0683785
5,-0.21063796,-0.23506117,"('distant', 'outgoing')",-0.26899728,-0.3725075,-0.2398176,-0.3037843,-0.0639667
6,-0.29291204,-0.34413305,"('distant', 'open')",0.2314967,0.06402449,-0.0307077,-0.1400543,-0.1093466
7,-0.6787631,-0.63765866,"('insensitive', 'sensitive')",0.04574881,0.12548353,-0.3165071,-0.2560876,0.0604195
8,-0.9007802,-0.9597494,"('unaffectionate', 'affectionate')",0.52692044,0.3715872,-0.1869299,-0.2940811,-0.1071512
9,-1.290111,-1.3115418,"('unaffectionate', 'caring')",0.6075859,0.51915735,-0.3412625,-0.3961922,-0.0549297
10,-2.8959503,-2.8319492,"('unsympathetic', 'sympathetic')",-0.30437762,-0.15292646,-1.6001639,-1.4924378,0.1077261
11,-1.3793757,-1.289349,"('unhelpful', 'helpful')",0.7615747,0.856255,-0.3089005,-0.216547,0.0923535
12,-0.8087286,-0.70935756,"('unsupportive', 'supportive')",-1.437236,-1.39438,-1.1229823,-1.0518688,0.0711135
13,-1.2093438,-1.1381271,"('impolite', 'polite')",-0.90615654,-0.85832995,-1.0577502,-0.9982285,0.0595217
14,-0.492489,-0.44174492,"('antisocial', 'social')",0.04089563,0.14231735,-0.2257967,-0.1497138,0.0760829
15,0.5112172,0.43229222,"('boring', 'funny')",0.51365626,0.4484137,0.5124367,0.440353,-0.0720837
16,0.013359584,-0.014943533,"('unpopular', 'popular')",0.5149843,0.43798158,0.264172,0.211519,-0.052653
17,-0.3595063,-0.33292112,"('nasty', 'nice')",-0.2411773,-0.2703548,-0.3003418,-0.3016379,-0.0012961
18,-0.39128634,-0.39269185,"('disagreeable', 'welcoming')",-0.9723953,-1.0336256,-0.6818408,-0.7131587,-0.0313179
19,-1.2733312,-1.298821,"('inhospitable', 'hospitable')",-0.64167243,-0.7193045,-0.9575018,-1.0090628,-0.051561
20,0.27912486,0.31753883,"('rough', 'thoughtful')",1.1526006,1.0953536,0.7158628,0.7064462,-0.0094166
21,-1.5128818,-1.4754794,"('immoral', 'moral')",-1.0671017,-0.9585732,-1.2899917,-1.2170262,0.0729655
22,-1.0415235,-1.0488032,"('untrustworthy', 'trustworthy')",-0.32824612,-0.2708161,-0.6848848,-0.6598096,0.0250752
23,-1.6652305,-1.6548462,"('insincere', 'sincere')",4.0107336,3.9542794,1.1727515,1.1497166,-0.0230349
24,-1.7640218,-1.778804,"('dishonest', 'honest')",0.26624078,0.21652761,-0.7488905,-0.7811382,-0.0322477
25,0.5933887,0.5328473,"('egoistic', 'altruistic')",0.81720275,0.66894877,0.7052957,0.600898,-0.1043977
26,0.23597366,0.15085422,"('hardhearted', 'benevolent')",2.5459797,2.4437585,1.3909767,1.2973063,-0.0936704
27,-0.665251,-0.6325801,"('hardhearted', 'softhearted')",0.36516678,0.15670587,-0.1500421,-0.2379371,-0.087895
