,enzyme_male,enzyme_female,tuple,average_male,average_female,female-male
0,-0.05373641,-0.2074406,"('unsociable', 'sociable')",-0.0537364,-0.2074406,-0.1537042
1,1.37147,1.3733164,"('unfriendly', 'friendly')",1.37147,1.3733164,0.0018464
2,0.16814038,0.18037438,"('unlikable', 'likable')",0.1681404,0.1803744,0.012234
3,0.097131036,0.19082215,"('repellent', 'pleasant')",0.097131,0.1908222,0.0936912
4,-8.053506,-8.114378,"('disliked', 'liked')",-8.0535059,-8.114378,-0.0608721
5,-0.5601759,-0.5045403,"('distant', 'outgoing')",-0.5601759,-0.5045403,0.0556356
6,-0.16345185,-0.085047394,"('distant', 'open')",-0.1634519,-0.0850474,0.0784045
7,0.5845473,0.6116657,"('insensitive', 'sensitive')",0.5845473,0.6116657,0.0271184
8,1.2933692,1.2585101,"('unaffectionate', 'affectionate')",1.2933692,1.2585101,-0.0348591
9,1.8988868,1.9184792,"('unaffectionate', 'caring')",1.8988868,1.9184792,0.0195924
10,0.6945433,0.67476946,"('unsympathetic', 'sympathetic')",0.6945433,0.6747695,-0.0197738
11,2.0062575,2.000492,"('unhelpful', 'helpful')",2.0062575,2.0004921,-0.0057654
12,-1.7448437,-1.8050836,"('unsupportive', 'supportive')",-1.7448437,-1.8050836,-0.0602399
13,-0.23184776,-0.33609396,"('impolite', 'polite')",-0.2318478,-0.336094,-0.1042462
14,-0.02880406,-0.20082454,"('antisocial', 'social')",-0.0288041,-0.2008245,-0.1720204
15,-0.046303302,-0.08129147,"('boring', 'funny')",-0.0463033,-0.0812915,-0.0349882
16,-0.82820797,-0.7307686,"('unpopular', 'popular')",-0.828208,-0.7307686,0.0974394
17,-0.31944942,-0.28597218,"('nasty', 'nice')",-0.3194494,-0.2859722,0.0334772
18,-0.25026596,-0.35224214,"('disagreeable', 'welcoming')",-0.250266,-0.3522421,-0.1019761
19,-0.53261554,-0.43731618,"('inhospitable', 'hospitable')",-0.5326155,-0.4373162,0.0952993
20,0.9745327,0.89632314,"('rough', 'thoughtful')",0.9745327,0.8963231,-0.0782096
21,-0.2482591,-0.36097565,"('immoral', 'moral')",-0.2482591,-0.3609757,-0.1127166
22,-0.9088328,-0.97216874,"('untrustworthy', 'trustworthy')",-0.9088328,-0.9721687,-0.0633359
23,6.8413916,6.877496,"('insincere', 'sincere')",6.8413916,6.8774958,0.0361042
24,1.7086734,1.6290717,"('dishonest', 'honest')",1.7086734,1.6290717,-0.0796017
25,0.9512692,0.89676124,"('egoistic', 'altruistic')",0.9512692,0.8967612,-0.054508
26,1.0286412,0.9078895,"('hardhearted', 'benevolent')",1.0286412,0.9078895,-0.1207517
27,1.7461151,1.6282383,"('hardhearted', 'softhearted')",1.7461151,1.6282383,-0.1178768
28,1.4368906,1.3618349,"('disloyal', 'loyal')",1.4368906,1.3618349,-0.0750557
29,-1.2439508,-1.2631513,"('unfair', 'fair')",-1.2439508,-1.2631513,-0.0192005
30,1.1205329,0.9977108,"('intolerant', 'tolerant')",1.1205329,0.9977108,-0.1228221
31,-1.6510813,-1.5000422,"('evil', 'good')",-1.6510813,-1.5000422,0.1510391
32,0.93075234,0.81806684,"('unkind', 'kind')",0.9307523,0.8180668,-0.1126855
33,-0.36559534,-0.41041863,"('wrong', 'right')",-0.3655953,-0.4104186,-0.0448233
34,5.3687887,5.484101,"('mean', 'honorable')",5.3687887,5.4841008,0.1153121
35,-0.6777667,-0.7488134,"('corrupt', 'incorrupt')",-0.6777667,-0.7488134,-0.0710467
36,-0.49276355,-0.5126581,"('hostile', 'amicable')",-0.4927635,-0.5126581,-0.0198946
37,0.83671844,0.842217,"('fake', 'genuine')",0.8367184,0.842217,0.0054986
38,0.3280295,0.26486984,"('untruthful', 'truthful')",0.3280295,0.2648698,-0.0631597
39,0.5360448,0.47122556,"('exploitative', 'cooperative')",0.5360448,0.4712256,-0.0648192
40,-1.7113905,-1.8291422,"('stingy', 'generous')",-1.7113905,-1.8291422,-0.1177517
41,0.2374671,0.062660076,"('unforgiving', 'forgiving')",0.2374671,0.0626601,-0.174807
42,-3.4902678,-3.4842403,"('unreliable', 'reliable')",-3.4902678,-3.4842403,0.0060275
43,1.1844816,1.1441714,"('irresponsible', 'responsible')",1.1844816,1.1441714,-0.0403102
44,-1.5046105,-1.4880793,"('prejudiced', 'unprejudiced')",-1.5046105,-1.4880793,0.0165312
45,-0.33573896,-0.35351378,"('incompetent', 'competent')",-0.335739,-0.3535138,-0.0177748
46,-0.87811744,-1.0047491,"('uncompetitive', 'competitive')",-0.8781174,-1.0047491,-0.1266317
47,5.6562667,5.7686405,"('stupid', 'smart')",5.6562667,5.7686405,0.1123738
48,1.0654097,0.89841104,"('unintelligent', 'intelligent')",1.0654097,0.898411,-0.1669987
49,0.42832896,0.44934946,"('unable', 'able')",0.428329,0.4493495,0.0210205
50,-0.25918677,-0.30913642,"('clumsy', 'skillful')",-0.2591868,-0.3091364,-0.0499496
51,0.25708815,0.22623532,"('uneducated', 'educated')",0.2570882,0.2262353,-0.0308529
52,-0.30200505,-0.3909043,"('irrational', 'rational')",-0.3020051,-0.3909043,-0.0888992
