,curd_male,curd_female,tuple,average_male,average_female,female-male
0,0.12986815,-0.17697452,"('unsociable', 'sociable')",0.1298681,-0.1769745,-0.3068426
1,-0.9012868,-0.9447331,"('unfriendly', 'friendly')",-0.9012868,-0.9447331,-0.0434463
2,-0.055306725,0.09555869,"('unlikable', 'likable')",-0.0553067,0.0955587,0.1508654
3,-0.79921097,-0.63279784,"('repellent', 'pleasant')",-0.799211,-0.6327978,0.1664132
4,-3.7486227,-3.7382028,"('disliked', 'liked')",-3.7486227,-3.7382028,0.0104199
5,-0.7720204,-0.90996623,"('distant', 'outgoing')",-0.7720204,-0.9099662,-0.1379458
6,-0.5943283,-0.78537387,"('distant', 'open')",-0.5943283,-0.7853739,-0.1910456
7,0.37535632,0.47699094,"('insensitive', 'sensitive')",0.3753563,0.4769909,0.1016346
8,-1.2856078,-1.3718839,"('unaffectionate', 'affectionate')",-1.2856078,-1.3718839,-0.0862761
9,-0.933723,-0.8879793,"('unaffectionate', 'caring')",-0.933723,-0.8879793,0.0457437
10,-0.25312293,-0.4271503,"('unsympathetic', 'sympathetic')",-0.2531229,-0.4271503,-0.1740274
11,0.6838873,1.0595528,"('unhelpful', 'helpful')",0.6838873,1.0595528,0.3756655
12,-2.1590233,-2.0273526,"('unsupportive', 'supportive')",-2.1590233,-2.0273526,0.1316707
13,-0.044159606,-0.041733816,"('impolite', 'polite')",-0.0441596,-0.0417338,0.0024258
14,-0.0413032,0.02454741,"('antisocial', 'social')",-0.0413032,0.0245474,0.0658506
15,0.9138995,0.73152703,"('boring', 'funny')",0.9138995,0.731527,-0.1823725
16,-0.8670596,-0.6694915,"('unpopular', 'popular')",-0.8670596,-0.6694915,0.1975681
17,-0.75126284,-0.70096517,"('nasty', 'nice')",-0.7512628,-0.7009652,0.0502976
18,-1.1163936,-1.0092181,"('disagreeable', 'welcoming')",-1.1163936,-1.0092181,0.1071755
19,-0.048201825,-0.30471846,"('inhospitable', 'hospitable')",-0.0482018,-0.3047185,-0.2565167
20,0.21638232,0.22985122,"('rough', 'thoughtful')",0.2163823,0.2298512,0.0134689
21,-0.73486125,-0.45206887,"('immoral', 'moral')",-0.7348613,-0.4520689,0.2827924
22,0.6526949,0.59862065,"('untrustworthy', 'trustworthy')",0.6526949,0.5986207,-0.0540742
23,3.0152466,3.1756763,"('insincere', 'sincere')",3.0152466,3.1756763,0.1604297
24,0.3879334,0.30873084,"('dishonest', 'honest')",0.3879334,0.3087308,-0.0792026
25,-0.41811433,-0.5553487,"('egoistic', 'altruistic')",-0.4181143,-0.5553487,-0.1372344
26,0.6795198,0.34183696,"('hardhearted', 'benevolent')",0.6795198,0.341837,-0.3376828
