,aftershave_male,aftershave_female,tuple,average_male,average_female,female-male
0,-1.3374523,-1.6355026,"('unsociable', 'sociable')",-1.3374523,-1.6355026,-0.2980503
1,-0.5482395,-0.7564608,"('unfriendly', 'friendly')",-0.5482395,-0.7564608,-0.2082213
2,0.6695704,0.714695,"('unlikable', 'likable')",0.6695704,0.714695,0.0451246
3,-1.2576791,-1.0586364,"('repellent', 'pleasant')",-1.2576791,-1.0586364,0.1990427
4,-0.6927157,-0.7708256,"('disliked', 'liked')",-0.6927157,-0.7708256,-0.0781099
5,0.45321423,0.5796403,"('distant', 'outgoing')",0.4532142,0.5796403,0.1264261
6,0.4712598,0.49189264,"('distant', 'open')",0.4712598,0.4918926,0.0206328
7,-0.85942423,-0.89110863,"('insensitive', 'sensitive')",-0.8594242,-0.8911086,-0.0316844
8,-0.44765788,-0.54173326,"('unaffectionate', 'affectionate')",-0.4476579,-0.5417333,-0.0940754
9,-0.2203492,-0.30868354,"('unaffectionate', 'caring')",-0.2203492,-0.3086835,-0.0883343
10,-2.3360314,-2.456176,"('unsympathetic', 'sympathetic')",-2.3360314,-2.456176,-0.1201446
11,-0.3323811,-0.32621557,"('unhelpful', 'helpful')",-0.3323811,-0.3262156,0.0061655
12,-1.159349,-1.1578668,"('unsupportive', 'supportive')",-1.159349,-1.1578668,0.0014822
13,-1.1445806,-1.261675,"('impolite', 'polite')",-1.1445806,-1.261675,-0.1170944
14,-1.5813167,-1.7220201,"('antisocial', 'social')",-1.5813167,-1.7220201,-0.1407034
15,1.2892741,1.1052709,"('boring', 'funny')",1.2892741,1.1052709,-0.1840032
16,-0.0010006018,0.083043575,"('unpopular', 'popular')",-0.0010006,0.0830436,0.0840442
17,0.120050475,0.13895106,"('nasty', 'nice')",0.1200505,0.1389511,0.0189006
18,-0.3601885,-0.29609242,"('disagreeable', 'welcoming')",-0.3601885,-0.2960924,0.0640961
19,-0.043380402,0.061284613,"('inhospitable', 'hospitable')",-0.0433804,0.0612846,0.104665
20,0.012829276,0.022255406,"('rough', 'thoughtful')",0.0128293,0.0222554,0.0094261
21,-0.9998356,-0.9479356,"('immoral', 'moral')",-0.9998356,-0.9479356,0.0519
22,-0.31698793,-0.42083374,"('untrustworthy', 'trustworthy')",-0.3169879,-0.4208337,-0.1038458
23,0.26157162,0.16398463,"('insincere', 'sincere')",0.2615716,0.1639846,-0.097587
24,-0.84483564,-0.9935602,"('dishonest', 'honest')",-0.8448356,-0.9935602,-0.1487246
25,0.46619913,0.4663518,"('egoistic', 'altruistic')",0.4661991,0.4663518,0.0001527
26,0.7220516,0.4106288,"('hardhearted', 'benevolent')",0.7220516,0.4106288,-0.3114228
27,-0.19170164,-0.22962248,"('hardhearted', 'softhearted')",-0.1917016,-0.2296225,-0.0379209
28,-1.1773245,-1.3578589,"('disloyal', 'loyal')",-1.1773245,-1.3578589,-0.1805344
29,-0.3326901,-0.29665637,"('unfair', 'fair')",-0.3326901,-0.2966564,0.0360337
30,-0.8273074,-0.90579957,"('intolerant', 'tolerant')",-0.8273074,-0.9057996,-0.0784922
31,-0.09170039,-0.004186811,"('evil', 'good')",-0.0917004,-0.0041868,0.0875136
32,0.03330809,-0.0673716,"('unkind', 'kind')",0.0333081,-0.0673716,-0.1006797
33,0.90027833,0.8543726,"('wrong', 'right')",0.9002783,0.8543726,-0.0459057
34,1.147473,1.2781562,"('mean', 'honorable')",1.147473,1.2781562,0.1306832
35,1.451784,1.443288,"('corrupt', 'incorrupt')",1.451784,1.443288,-0.008496
36,0.9596876,0.87948185,"('hostile', 'amicable')",0.9596876,0.8794819,-0.0802057
37,0.10417726,0.14737542,"('fake', 'genuine')",0.1041773,0.1473754,0.0431981
38,-0.10714337,-0.1505179,"('untruthful', 'truthful')",-0.1071434,-0.1505179,-0.0433745
39,-0.156852,-0.10890719,"('exploitative', 'cooperative')",-0.156852,-0.1089072,0.0479448
40,-1.1225735,-1.1815671,"('stingy', 'generous')",-1.1225735,-1.1815671,-0.0589936
41,-0.47540042,-0.71285814,"('unforgiving', 'forgiving')",-0.4754004,-0.7128581,-0.2374577
42,-0.31613773,-0.21244296,"('unreliable', 'reliable')",-0.3161377,-0.212443,0.1036947
43,-1.1200293,-1.1037118,"('irresponsible', 'responsible')",-1.1200293,-1.1037118,0.0163175
44,0.8547007,0.9894346,"('prejudiced', 'unprejudiced')",0.8547007,0.9894346,0.1347339
45,-0.4811994,-0.6176438,"('incompetent', 'competent')",-0.4811994,-0.6176438,-0.1364444
46,-1.5511112,-1.5928386,"('uncompetitive', 'competitive')",-1.5511112,-1.5928386,-0.0417274
