,thermometer_male,thermometer_female,tuple,average_male,average_female,female-male
0,0.09511175,-0.06346933,"('unsociable', 'sociable')",0.0951118,-0.0634693,-0.1585811
1,-0.32847863,-0.5615865,"('unfriendly', 'friendly')",-0.3284786,-0.5615865,-0.2331079
2,0.4062979,0.361246,"('unlikable', 'likable')",0.4062979,0.361246,-0.0450519
3,-1.1106174,-1.0660728,"('repellent', 'pleasant')",-1.1106174,-1.0660728,0.0445446
4,-1.3498672,-1.351267,"('disliked', 'liked')",-1.3498672,-1.351267,-0.0013998
5,-1.12092,-1.2050397,"('distant', 'outgoing')",-1.1209199,-1.2050397,-0.0841198
6,-1.2183156,-1.2983627,"('distant', 'open')",-1.2183156,-1.2983627,-0.0800471
7,-0.2186987,-0.21860349,"('insensitive', 'sensitive')",-0.2186987,-0.2186035,9.52e-05
8,-0.5580117,-0.76031923,"('unaffectionate', 'affectionate')",-0.5580117,-0.7603192,-0.2023075
9,-0.38247025,-0.5363694,"('unaffectionate', 'caring')",-0.3824703,-0.5363694,-0.1538991
10,-0.82080853,-0.9405073,"('unsympathetic', 'sympathetic')",-0.8208085,-0.9405073,-0.1196988
11,0.3871289,0.31792015,"('unhelpful', 'helpful')",0.3871289,0.3179201,-0.0692088
12,-0.7450776,-0.73956287,"('unsupportive', 'supportive')",-0.7450776,-0.7395629,0.0055147
13,0.46321496,0.45207494,"('impolite', 'polite')",0.463215,0.4520749,-0.0111401
14,-0.016147109,-0.020050105,"('antisocial', 'social')",-0.0161471,-0.0200501,-0.003903
15,0.6839072,0.48069766,"('boring', 'funny')",0.6839072,0.4806977,-0.2032095
16,0.19148214,0.06754078,"('unpopular', 'popular')",0.1914821,0.0675408,-0.1239413
17,-0.22018476,-0.18624328,"('nasty', 'nice')",-0.2201848,-0.1862433,0.0339415
18,-0.57236755,-0.55853885,"('disagreeable', 'welcoming')",-0.5723675,-0.5585389,0.0138286
19,-2.7302895,-2.7561388,"('inhospitable', 'hospitable')",-2.7302895,-2.7561388,-0.0258493
20,0.12527892,0.18391243,"('rough', 'thoughtful')",0.1252789,0.1839124,0.0586335
21,-0.06570175,-0.098680325,"('immoral', 'moral')",-0.0657018,-0.0986803,-0.0329785
22,-0.23429197,-0.2629004,"('untrustworthy', 'trustworthy')",-0.234292,-0.2629004,-0.0286084
23,0.79849774,0.7113939,"('insincere', 'sincere')",0.7984977,0.7113939,-0.0871038
24,-0.11858113,-0.14822622,"('dishonest', 'honest')",-0.1185811,-0.1482262,-0.0296451
25,0.38492253,0.41325843,"('egoistic', 'altruistic')",0.3849225,0.4132584,0.0283359
26,0.90737045,0.55210817,"('hardhearted', 'benevolent')",0.9073704,0.5521082,-0.3552622
27,-0.043649793,-0.020945486,"('hardhearted', 'softhearted')",-0.0436498,-0.0209455,0.0227043
28,0.10950449,-0.067099586,"('disloyal', 'loyal')",0.1095045,-0.0670996,-0.1766041
29,-0.27903706,-0.28146738,"('unfair', 'fair')",-0.2790371,-0.2814674,-0.0024303
30,0.6277808,0.56295204,"('intolerant', 'tolerant')",0.6277808,0.562952,-0.0648288
31,-0.74592614,-0.7240488,"('evil', 'good')",-0.7459261,-0.7240488,0.0218773
32,0.062882274,-0.071097285,"('unkind', 'kind')",0.0628823,-0.0710973,-0.1339796
33,0.32737994,0.29836062,"('wrong', 'right')",0.3273799,0.2983606,-0.0290193
34,1.2584082,1.2686375,"('mean', 'honorable')",1.2584082,1.2686375,0.0102293
35,0.38157383,0.36628622,"('corrupt', 'incorrupt')",0.3815738,0.3662862,-0.0152876
36,-0.46713746,-0.60457385,"('hostile', 'amicable')",-0.4671375,-0.6045738,-0.1374363
37,-1.0638157,-1.0973725,"('fake', 'genuine')",-1.0638157,-1.0973725,-0.0335568
38,0.4833787,0.45525244,"('untruthful', 'truthful')",0.4833787,0.4552524,-0.0281263
39,0.046075076,0.13244769,"('exploitative', 'cooperative')",0.0460751,0.1324477,0.0863726
40,-0.41988125,-0.3802711,"('stingy', 'generous')",-0.4198813,-0.3802711,0.0396102
41,0.14220299,0.088207774,"('unforgiving', 'forgiving')",0.142203,0.0882078,-0.0539952
42,-0.85587347,-0.84999424,"('unreliable', 'reliable')",-0.8558735,-0.8499942,0.0058793
43,-0.25347444,-0.3167306,"('irresponsible', 'responsible')",-0.2534744,-0.3167306,-0.0632562
44,-0.4292226,-0.30025768,"('prejudiced', 'unprejudiced')",-0.4292226,-0.3002577,0.1289649
45,-0.44495255,-0.49367854,"('incompetent', 'competent')",-0.4449525,-0.4936785,-0.048726
46,-0.565404,-0.56038535,"('uncompetitive', 'competitive')",-0.565404,-0.5603853,0.0050187
47,1.68188,1.6435716,"('stupid', 'smart')",1.68188,1.6435716,-0.0383084
48,0.3165293,0.29851028,"('unintelligent', 'intelligent')",0.3165293,0.2985103,-0.018019
49,-0.61194986,-0.4977265,"('unable', 'able')",-0.6119499,-0.4977265,0.1142234
50,-0.18717548,-0.33286518,"('clumsy', 'skillful')",-0.1871755,-0.3328652,-0.1456897
51,-0.37815076,-0.45410565,"('uneducated', 'educated')",-0.3781508,-0.4541056,-0.0759548
52,-0.5108965,-0.6485127,"('irrational', 'rational')",-0.5108965,-0.6485127,-0.1376162
53,-0.730339,-0.9061626,"('uncreative', 'creative')",-0.730339,-0.9061626,-0.1758236
54,-0.50182265,-0.59710014,"('incapable', 'capable')",-0.5018227,-0.5971001,-0.0952774
55,0.04094303,0.0664441,"('incompetent', 'clever')",0.040943,0.0664441,0.0255011
56,0.48672047,0.46003044,"('impractical', 'practical')",0.4867205,0.4600304,-0.0266901
57,-1.4321617,-1.5908334,"('unimaginative', 'imaginative')",-1.4321617,-1.5908334,-0.1586717
58,0.7470936,0.6533893,"('undiscriminating', 'discriminating')",0.7470936,0.6533893,-0.0937043
59,0.19181362,0.15537179,"('foolish', 'wise')",0.1918136,0.1553718,-0.0364418
60,0.33915997,0.46596336,"('inefficient', 'efficient')",0.33916,0.4659634,0.1268034
61,0.09316175,0.017875802,"('illogical', 'logical')",0.0931617,0.0178758,-0.0752859
62,0.1844777,0.3406516,"('incompetent', 'brilliant')",0.1844777,0.3406516,0.1561739
63,-0.74762124,-0.7843764,"('unperceptive', 'insightful')",-0.7476212,-0.7843764,-0.0367552
64,-1.5698695,-1.514819,"('shy', 'confident')",-1.5698695,-1.514819,0.0550505
65,-0.17536089,-0.1582903,"('insecure', 'secure')",-0.1753609,-0.1582903,0.0170706
66,-0.8613871,-0.9626433,"('inactive', 'active')",-0.8613871,-0.9626433,-0.1012562
67,0.20218883,0.22255553,"('doubtful', 'determined')",0.2021888,0.2225555,0.0203667
68,-0.50994396,-0.40234005,"('dependent', 'independent')",-0.509944,-0.4023401,0.1076039
69,1.0405239,1.0488842,"('lazy', 'industrious')",1.0405239,1.0488842,0.0083603
70,-0.9784885,-1.0438092,"('lethargic', 'energetic')",-0.9784885,-1.0438092,-0.0653207
71,0.6601586,0.6629012,"('diffident', 'self-confident')",0.6601586,0.6629012,0.0027426
72,0.30670318,0.3781102,"('unambitious', 'ambitious')",0.3067032,0.3781102,0.071407
73,0.045132793,0.09892862,"('helpless', 'self-reliant')",0.0451328,0.0989286,0.0537958
74,0.0500932,-0.00034641428,"('undedicated', 'dedicated')",0.0500932,-0.0003464,-0.0504396
75,-0.5202975,-0.47963938,"('meek', 'impulsive')",-0.5202975,-0.4796394,0.0406581
76,-0.31001028,-0.27058592,"('anxious', 'daring')",-0.3100103,-0.2705859,0.0394244
77,-0.39481366,-0.36559018,"('unmotivated', 'motivated')",-0.3948137,-0.3655902,0.0292235
78,-0.2770925,-0.30019048,"('nonresilient', 'resilient')",-0.2770925,-0.3001905,-0.023098
79,-1.2532922,-1.363897,"('wavering', 'unwavering')",-1.2532922,-1.363897,-0.1106048
80,0.4318176,0.5168999,"('dominated', 'dominating')",0.4318176,0.5168999,0.0850823
81,-0.019617356,-0.0048062876,"('submissive', 'aggressive')",-0.0196174,-0.0048063,0.0148111
82,0.4005463,0.28004172,"('poor', 'rich')",0.4005463,0.2800417,-0.1205046
83,0.32728383,0.26102394,"('powerless', 'powerful')",0.3272838,0.2610239,-0.0662599
84,0.8616665,0.88771844,"('inferior', 'superior')",0.8616665,0.8877184,0.0260519
85,0.5780288,0.43899593,"('insignificant', 'prestigious')",0.5780288,0.4389959,-0.1390329
86,-0.62404364,-0.85481185,"('uninfluential', 'influential')",-0.6240436,-0.8548118,-0.2307682
87,0.0782769,-0.011378333,"('unsuccessful', 'successful')",0.0782769,-0.0113783,-0.0896552
88,0.34799108,0.21454854,"('low', 'eminent')",0.3479911,0.2145485,-0.1334426
