,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.3040279,-0.4168211,"('unsociable', 'sociable')",0.8790771,0.7964425,0.10062337,0.026385557,0.2252242,0.1353357,-0.0898885
1,-0.07191104,-0.15774871,"('unfriendly', 'friendly')",0.92875916,0.86373585,1.4352368,1.2725638,0.7640283,0.659517,-0.1045113
2,0.70131713,0.82461864,"('unlikable', 'likable')",1.0325924,1.0766894,0.62174076,0.63938534,0.7852168,0.8468978,0.061681
3,-0.018792618,0.122534655,"('repellent', 'pleasant')",-0.3231473,-0.21510696,-0.07331186,0.03307295,-0.1384173,-0.0198331,0.1185842
4,-0.24371284,-0.17203988,"('disliked', 'liked')",-0.19309019,-0.25121933,-3.6815183,-3.9250267,-1.3727738,-1.4494286,-0.0766548
5,-0.8369746,-0.8058266,"('distant', 'outgoing')",0.14649592,0.19474778,-0.06371107,-0.18515903,-0.2513966,-0.2654126,-0.014016
6,-1.1740036,-1.1686509,"('distant', 'open')",0.189183,0.19445083,0.22199824,0.048173487,-0.2542741,-0.3086755,-0.0544014
7,0.16567075,0.1627753,"('insensitive', 'sensitive')",0.41200924,0.44169444,0.14537235,0.23598777,0.2410174,0.2801525,0.0391351
8,-1.7791617,-1.8075516,"('unaffectionate', 'affectionate')",-0.38279238,-0.42847311,0.6654543,0.5492316,-0.4988333,-0.5622644,-0.0634311
9,-0.4716626,-0.50577307,"('unaffectionate', 'caring')",0.37233952,0.32596815,0.68256,0.602955,0.1944123,0.14105,-0.0533623
10,-0.17139065,-0.15422122,"('unsympathetic', 'sympathetic')",-0.1823086,-0.120913155,-0.18148619,-0.041398518,-0.1783952,-0.105511,0.0728842
11,0.60177726,0.5677984,"('unhelpful', 'helpful')",1.3302433,1.3288546,2.0658824,2.0834174,1.3326344,1.3266901,-0.0059443
12,0.3203299,0.35950226,"('unsupportive', 'supportive')",0.99136436,1.032998,-0.9861888,-1.0853637,0.1085018,0.1023788,-0.006123
13,0.22746868,0.20157564,"('impolite', 'polite')",0.5913142,0.59139186,-0.57561696,-0.5127354,0.0810553,0.0934107,0.0123554
14,1.2697515,1.2997926,"('antisocial', 'social')",1.0357277,1.0253001,-0.3534066,-0.19430761,0.6506909,0.7102617,0.0595708
15,1.017276,0.90984744,"('boring', 'funny')",0.7663785,0.7457799,1.0184373,0.9763601,0.9340306,0.8773291,-0.0567015
16,-0.28573358,-0.3974575,"('unpopular', 'popular')",0.12576526,0.08849801,0.81798583,0.7056652,0.2193392,0.1322352,-0.087104
17,-0.9487902,-0.9163204,"('nasty', 'nice')",0.20504133,0.22412117,0.04881295,0.00935415,-0.2316453,-0.227615,0.0040303
18,-0.31639767,-0.26791817,"('disagreeable', 'welcoming')",-0.17484757,-0.11858377,-0.9075676,-1.0118511,-0.466271,-0.4661177,0.0001533
19,0.07375641,0.09223706,"('inhospitable', 'hospitable')",-0.8014146,-0.7972235,-0.069353014,-0.18501213,-0.2656704,-0.2966662,-0.0309958
20,-0.0078121456,-0.005079304,"('rough', 'thoughtful')",-0.22709547,-0.23178443,0.5650493,0.60770404,0.1100472,0.1236134,0.0135662
21,1.1918579,1.2703999,"('immoral', 'moral')",-0.32060194,-0.2626895,-0.80148643,-0.68300724,0.0232565,0.1082344,0.0849779
22,0.15415584,0.23154518,"('untrustworthy', 'trustworthy')",0.557084,0.52075046,-0.34688112,-0.29987854,0.1214529,0.1508057,0.0293528
23,0.6133605,0.55221355,"('insincere', 'sincere')",0.60233194,0.5976471,4.3805327,4.463583,1.8654084,1.8711478,0.0057394
24,0.97198266,0.9389714,"('dishonest', 'honest')",0.47956556,0.50451666,0.13254693,0.19137304,0.5280317,0.5449537,0.016922
25,-0.6952533,-0.79736686,"('egoistic', 'altruistic')",0.65518713,0.63941735,0.87595206,0.73123384,0.2786286,0.1910948,-0.0875338
26,0.57467574,0.51313376,"('hardhearted', 'benevolent')",0.559471,0.53648084,1.8487995,1.8534427,0.9943154,0.9676858,-0.0266296
27,-0.9242785,-0.9575238,"('hardhearted', 'softhearted')",0.49109873,0.46389446,0.47788057,0.37149996,0.0149003,-0.0407098,-0.0556101
28,-0.29484174,-0.46378067,"('disloyal', 'loyal')",0.33560982,0.24274272,0.65113616,0.5691133,0.2306347,0.1160251,-0.1146096
29,0.44670647,0.4288216,"('unfair', 'fair')",-0.22651789,-0.280607,-0.824217,-0.8882769,-0.2013428,-0.2466874,-0.0453446
30,0.8140542,0.82319456,"('intolerant', 'tolerant')",1.9568322,1.9612477,1.5075232,1.5347598,1.4261365,1.439734,0.0135975
31,-1.0713406,-0.9524507,"('evil', 'good')",-0.515868,-0.48214704,-0.31294435,-0.4313552,-0.6333843,-0.6219843,0.0114
32,0.65914154,0.594824,"('unkind', 'kind')",0.4420897,0.43196702,0.92161906,0.8691381,0.6742834,0.6319764,-0.042307
33,0.14775546,0.06225053,"('wrong', 'right')",0.91482973,0.86967945,-0.30374968,-0.44760633,0.2529452,0.1614412,-0.091504
34,0.20563291,0.30266866,"('mean', 'honorable')",0.7647637,0.8630688,4.717224,4.888318,1.8958735,2.0180186,0.1221451
35,-0.86402744,-0.97317946,"('corrupt', 'incorrupt')",-0.92982954,-1.0536289,0.31622043,0.064915664,-0.4925455,-0.6539642,-0.1614187
36,-0.5774377,-0.6017851,"('hostile', 'amicable')",0.33050668,0.23902954,0.8460015,0.58215183,0.1996902,0.0731321,-0.1265581
37,-0.573905,-0.5559929,"('fake', 'genuine')",-0.28295794,-0.30088207,-0.027293736,-0.027205303,-0.2947189,-0.2946934,2.55e-05
38,-0.23371491,-0.31939307,"('untruthful', 'truthful')",0.29405773,0.3004964,0.854051,0.832953,0.3047979,0.2713521,-0.0334458
39,1.7545041,1.7546937,"('exploitative', 'cooperative')",1.3655015,1.3887072,-0.13235937,-0.051579576,0.9958821,1.0306071,0.034725
40,-0.09096016,-0.054057404,"('stingy', 'generous')",0.235988,0.257669,-1.684934,-1.8166668,-0.513302,-0.5376851,-0.0243831
41,-0.19093613,-0.13570102,"('unforgiving', 'forgiving')",-0.18856005,-0.20187235,0.44234627,0.3629764,0.02095,0.0084677,-0.0124823
42,0.5662764,0.62639296,"('unreliable', 'reliable')",0.4355142,0.42377716,-2.0931838,-2.1444063,-0.3637977,-0.3647454,-0.0009477
43,1.1214999,1.1182986,"('irresponsible', 'responsible')",0.6014378,0.6049379,0.6280835,0.7089469,0.7836738,0.8107278,0.027054
44,0.074725874,0.15323806,"('prejudiced', 'unprejudiced')",-0.19916841,-0.11896363,-1.4664357,-1.43088,-0.5302927,-0.4655352,0.0647575
45,0.009409282,0.11955808,"('incompetent', 'competent')",0.24914095,0.32675594,0.1992648,0.25256968,0.152605,0.2329612,0.0803562
46,-0.36221734,-0.25456122,"('uncompetitive', 'competitive')",0.71941227,0.77425027,-0.10349743,-0.038813505,0.0845658,0.1602919,0.0757261
47,0.602702,0.65855014,"('stupid', 'smart')",0.5114612,0.5717361,4.411576,4.604635,1.8419129,1.9449736,0.1030607
