,fit_male,fit_female,tuple,average_male,average_female,female-male
0,0.5325791,0.43556076,"('unsociable', 'sociable')",0.5325791,0.4355608,-0.0970183
1,0.8449561,0.8488771,"('unfriendly', 'friendly')",0.8449561,0.8488771,0.003921
2,-0.095359996,0.04044995,"('unlikable', 'likable')",-0.09536,0.04045,0.13581
3,0.9375946,1.0739137,"('repellent', 'pleasant')",0.9375946,1.0739137,0.1363191
4,-7.2065816,-7.490981,"('disliked', 'liked')",-7.2065816,-7.4909811,-0.2843995
5,-0.8278927,-0.82246625,"('distant', 'outgoing')",-0.8278927,-0.8224663,0.0054264
6,-0.32732818,-0.44509864,"('distant', 'open')",-0.3273282,-0.4450986,-0.1177704
7,1.417069,1.5319037,"('insensitive', 'sensitive')",1.417069,1.5319037,0.1148347
8,0.7763588,0.70875067,"('unaffectionate', 'affectionate')",0.7763588,0.7087507,-0.0676081
9,1.268558,1.3846182,"('unaffectionate', 'caring')",1.268558,1.3846182,0.1160602
10,1.469541,1.5760254,"('unsympathetic', 'sympathetic')",1.469541,1.5760254,0.1064844
11,1.7342463,1.9462528,"('unhelpful', 'helpful')",1.7342463,1.9462528,0.2120065
12,-1.5374048,-1.4725668,"('unsupportive', 'supportive')",-1.5374048,-1.4725668,0.064838
13,0.21228957,0.44469354,"('impolite', 'polite')",0.2122896,0.4446935,0.2324039
14,0.663593,0.71449363,"('antisocial', 'social')",0.663593,0.7144936,0.0509006
15,0.39699373,0.34413403,"('boring', 'funny')",0.3969937,0.344134,-0.0528597
16,-0.8375628,-0.8060288,"('unpopular', 'popular')",-0.8375628,-0.8060288,0.031534
17,0.28327948,0.22519462,"('nasty', 'nice')",0.2832795,0.2251946,-0.0580849
18,-0.57179147,-0.49015498,"('disagreeable', 'welcoming')",-0.5717915,-0.490155,0.0816365
19,-0.9188577,-0.8869061,"('inhospitable', 'hospitable')",-0.9188577,-0.8869061,0.0319516
20,0.5348843,0.45419168,"('rough', 'thoughtful')",0.5348843,0.4541917,-0.0806926
21,0.16478401,0.40858662,"('immoral', 'moral')",0.164784,0.4085866,0.2438026
22,-0.062073775,-0.084580794,"('untrustworthy', 'trustworthy')",-0.0620738,-0.0845808,-0.022507
23,6.161886,6.5514913,"('insincere', 'sincere')",6.1618862,6.5514913,0.3896051
24,1.4549806,1.540582,"('dishonest', 'honest')",1.4549806,1.5405819,0.0856013
25,0.67634976,0.6760713,"('egoistic', 'altruistic')",0.6763498,0.6760713,-0.0002785
26,1.2721847,1.0414324,"('hardhearted', 'benevolent')",1.2721847,1.0414324,-0.2307523
27,1.6295866,1.4655869,"('hardhearted', 'softhearted')",1.6295866,1.4655869,-0.1639997
28,1.3366253,1.2214992,"('disloyal', 'loyal')",1.3366253,1.2214992,-0.1151261
29,-0.28918397,-0.47141522,"('unfair', 'fair')",-0.289184,-0.4714152,-0.1822312
30,1.0289195,1.1761819,"('intolerant', 'tolerant')",1.0289195,1.1761819,0.1472624
31,-1.6641493,-1.8299804,"('evil', 'good')",-1.6641493,-1.8299804,-0.1658311
32,1.2956268,1.3051674,"('unkind', 'kind')",1.2956268,1.3051674,0.0095406
33,-0.56264687,-0.58857584,"('wrong', 'right')",-0.5626469,-0.5885758,-0.0259289
34,4.2078238,4.6185756,"('mean', 'honorable')",4.2078238,4.6185756,0.4107518
35,-1.0315831,-1.4515651,"('corrupt', 'incorrupt')",-1.0315831,-1.4515651,-0.419982
36,-1.0786084,-1.3391411,"('hostile', 'amicable')",-1.0786084,-1.3391411,-0.2605327
37,1.1471368,1.0816292,"('fake', 'genuine')",1.1471368,1.0816292,-0.0655076
38,-0.39892685,-0.24078813,"('untruthful', 'truthful')",-0.3989269,-0.2407881,0.1581388
39,0.46032944,0.50927496,"('exploitative', 'cooperative')",0.4603294,0.509275,0.0489456
40,-1.1644433,-1.2637049,"('stingy', 'generous')",-1.1644433,-1.2637049,-0.0992616
41,0.50417185,0.3707983,"('unforgiving', 'forgiving')",0.5041718,0.3707983,-0.1333735
42,-1.8833987,-1.9431818,"('unreliable', 'reliable')",-1.8833987,-1.9431818,-0.0597831
43,1.0503707,1.2703254,"('irresponsible', 'responsible')",1.0503707,1.2703254,0.2199547
44,-1.11231,-1.2193216,"('prejudiced', 'unprejudiced')",-1.1123101,-1.2193216,-0.1070115
45,0.52298325,0.42771596,"('incompetent', 'competent')",0.5229833,0.427716,-0.0952673
46,-0.24870668,-0.25443187,"('uncompetitive', 'competitive')",-0.2487067,-0.2544319,-0.0057252
47,4.760591,5.037688,"('stupid', 'smart')",4.760591,5.0376878,0.2770968
48,0.39074695,0.56352097,"('unintelligent', 'intelligent')",0.390747,0.563521,0.172774
49,-0.46564618,-0.30464748,"('unable', 'able')",-0.4656462,-0.3046475,0.1609987
50,-0.50442815,-0.47078848,"('clumsy', 'skillful')",-0.5044281,-0.4707885,0.0336396
51,0.9022667,1.0103235,"('uneducated', 'educated')",0.9022667,1.0103235,0.1080568
52,-0.3351287,-0.5949025,"('irrational', 'rational')",-0.3351287,-0.5949025,-0.2597738
53,-0.18305574,-0.22903205,"('uncreative', 'creative')",-0.1830557,-0.2290321,-0.0459764
54,0.78031164,0.8993251,"('incapable', 'capable')",0.7803116,0.8993251,0.1190135
55,0.9877561,1.1772572,"('incompetent', 'clever')",0.9877561,1.1772572,0.1895011
56,0.39531958,0.5518889,"('impractical', 'practical')",0.3953196,0.5518889,0.1565693
57,-1.8078581,-2.0498824,"('unimaginative', 'imaginative')",-1.8078581,-2.0498824,-0.2420243
58,0.36339408,0.33533496,"('undiscriminating', 'discriminating')",0.3633941,0.335335,-0.0280591
59,-0.1784183,-0.20504633,"('foolish', 'wise')",-0.1784183,-0.2050463,-0.026628
60,0.55337816,0.9929459,"('inefficient', 'efficient')",0.5533782,0.9929459,0.4395677
61,0.38675174,0.2869946,"('illogical', 'logical')",0.3867517,0.2869946,-0.0997571
62,0.5859601,0.9384695,"('incompetent', 'brilliant')",0.5859601,0.9384695,0.3525094
63,0.09648691,0.30563623,"('unperceptive', 'insightful')",0.0964869,0.3056362,0.2091493
64,-5.939144,-5.915113,"('shy', 'confident')",-5.9391441,-5.915113,0.0240311
65,0.46823227,0.71512955,"('insecure', 'secure')",0.4682323,0.7151296,0.2468973
66,-0.096705936,-0.3326823,"('inactive', 'active')",-0.0967059,-0.3326823,-0.2359764
67,-0.6154301,-0.49848256,"('doubtful', 'determined')",-0.6154301,-0.4984826,0.1169475
68,-0.88729703,-0.7594788,"('dependent', 'independent')",-0.887297,-0.7594788,0.1278182
69,-2.1989224,-2.3168828,"('lazy', 'industrious')",-2.1989224,-2.3168828,-0.1179604
70,1.8903786,1.8870101,"('lethargic', 'energetic')",1.8903786,1.8870101,-0.0033685
71,0.19320005,0.1782179,"('diffident', 'self-confident')",0.1932001,0.1782179,-0.0149822
72,0.83841556,1.1076415,"('unambitious', 'ambitious')",0.8384156,1.1076415,0.2692259
73,-2.7959762,-2.8241415,"('helpless', 'self-reliant')",-2.7959762,-2.8241415,-0.0281653
74,0.28919715,0.1762846,"('undedicated', 'dedicated')",0.2891971,0.1762846,-0.1129125
75,-0.97979337,-1.0639077,"('meek', 'impulsive')",-0.9797934,-1.0639077,-0.0841143
76,0.783814,0.9511379,"('anxious', 'daring')",0.783814,0.9511379,0.1673239
77,-1.3853581,-1.1668683,"('unmotivated', 'motivated')",-1.3853581,-1.1668683,0.2184898
78,-1.0702659,-1.0923458,"('nonresilient', 'resilient')",-1.0702659,-1.0923458,-0.0220799
79,-0.51210374,-0.62070036,"('wavering', 'unwavering')",-0.5121037,-0.6207004,-0.1085967
80,0.33519188,0.2810881,"('dominated', 'dominating')",0.3351919,0.2810881,-0.0541038
81,0.39161932,0.53336227,"('submissive', 'aggressive')",0.3916193,0.5333623,0.141743
82,5.924555,6.1378393,"('poor', 'rich')",5.9245548,6.1378393,0.2132845
83,-0.3496096,-0.2897757,"('powerless', 'powerful')",-0.3496096,-0.2897757,0.0598339
84,0.2576394,0.26292947,"('inferior', 'superior')",0.2576394,0.2629295,0.0052901
85,-1.3397795,-1.4506807,"('insignificant', 'prestigious')",-1.3397795,-1.4506807,-0.1109012
86,0.710305,0.6774973,"('uninfluential', 'influential')",0.710305,0.6774973,-0.0328077
87,-0.18960169,-0.044987205,"('unsuccessful', 'successful')",-0.1896017,-0.0449872,0.1446145
88,0.041949425,0.07362063,"('low', 'eminent')",0.0419494,0.0736206,0.0316712
