,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.1159084,-1.2988908,"('unsociable', 'sociable')",-0.30824584,-0.47895142,-0.7120771,-0.8889211,-0.176844
1,-0.5470049,-0.88840085,"('unfriendly', 'friendly')",1.2983785,1.2156969,0.3756868,0.163648,-0.2120388
2,0.3111394,0.2708155,"('unlikable', 'likable')",0.91292816,0.91813326,0.6120338,0.5944744,-0.0175594
3,-0.7647588,-0.7034727,"('repellent', 'pleasant')",0.9068182,1.0015994,0.0710297,0.1490634,0.0780337
4,0.87890255,0.78031844,"('disliked', 'liked')",-6.805339,-6.918547,-2.9632182,-3.0691144,-0.1058962
5,0.5643907,0.4995159,"('distant', 'outgoing')",-0.5871179,-0.45401955,-0.0113636,0.0227482,0.0341118
6,0.608604,0.55882597,"('distant', 'open')",-0.72060895,-0.5679169,-0.0560025,-0.0045455,0.051457
7,-1.0647892,-1.0032504,"('insensitive', 'sensitive')",0.20663857,0.27413008,-0.4290753,-0.3645601,0.0645152
8,-0.6302604,-0.8249886,"('unaffectionate', 'affectionate')",0.68945575,0.6603733,0.0295977,-0.0823077,-0.1119054
9,-0.74898845,-0.9314995,"('unaffectionate', 'caring')",0.9402117,0.9866728,0.0956116,0.0275867,-0.0680249
10,-1.703375,-1.7368623,"('unsympathetic', 'sympathetic')",-0.69167936,-0.7488524,-1.1975272,-1.2428573,-0.0453301
11,-1.5583649,-1.6480408,"('unhelpful', 'helpful')",1.3934048,1.5073304,-0.08248,-0.0703552,0.0121248
12,-0.6145343,-0.5871469,"('unsupportive', 'supportive')",-2.1565723,-2.135392,-1.3855534,-1.3612695,0.0242839
13,-0.8844,-0.87232184,"('impolite', 'polite')",-0.962109,-0.9784657,-0.9232545,-0.9253938,-0.0021393
14,-0.9434682,-0.9024279,"('antisocial', 'social')",0.13797736,0.03213853,-0.4027454,-0.4351447,-0.0323993
15,1.0108452,0.9447777,"('boring', 'funny')",0.33497784,0.3062336,0.6729115,0.6255057,-0.0474058
16,0.0071535856,-0.18455026,"('unpopular', 'popular')",0.1471612,0.085633025,0.0771574,-0.0494586,-0.126616
17,-0.4240364,-0.38418776,"('nasty', 'nice')",-0.13172011,-0.14915982,-0.2778783,-0.2666738,0.0112045
18,0.03839188,0.11193271,"('disagreeable', 'welcoming')",-0.8154403,-0.7343242,-0.3885242,-0.3111958,0.0773284
19,0.24804541,0.1878234,"('inhospitable', 'hospitable')",-0.35151297,-0.29679197,-0.0517338,-0.0544843,-0.0027505
20,-0.5385819,-0.48165518,"('rough', 'thoughtful')",0.9928356,0.97747266,0.2271268,0.2479087,0.0207819
21,-0.71680766,-0.7987665,"('immoral', 'moral')",-0.37738073,-0.3700442,-0.5470942,-0.5844054,-0.0373112
