,range_male,range_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,female-male
0,0.46402133,0.43845567,"('unsociable', 'sociable')",0.9164809,0.84620064,-0.14171714,-0.17326008,0.4129283,0.3704654,-0.0424629
1,0.19039194,0.18964858,"('unfriendly', 'friendly')",0.060374353,-0.18528374,1.4597354,1.3375343,0.5701672,0.4472997,-0.1228675
2,0.55486786,0.6342808,"('unlikable', 'likable')",0.7456023,0.80704707,0.6971142,0.73075384,0.6658614,0.7240272,0.0581658
3,-0.35512614,-0.22856255,"('repellent', 'pleasant')",0.9820347,1.038519,1.0113221,1.0421295,0.5460769,0.617362,0.0712851
4,-0.70181686,-0.7584103,"('disliked', 'liked')",-0.32703656,-0.38156947,-7.5139904,-7.7312484,-2.8476146,-2.9570761,-0.1094615
5,-1.8836595,-1.9067229,"('distant', 'outgoing')",-0.41639808,-0.4199028,-0.39648387,-0.46435025,-0.8988472,-0.9303253,-0.0314781
6,-1.7962253,-1.8140593,"('distant', 'open')",-1.0672752,-1.1269159,-0.0936561,-0.15463325,-0.9857189,-1.0318695,-0.0461506
7,1.2943075,1.4038758,"('insensitive', 'sensitive')",1.0579752,1.0642893,0.4957872,0.5827562,0.9493566,1.0169738,0.0676172
8,0.0044432655,-0.011144478,"('unaffectionate', 'affectionate')",-0.80168027,-0.88862604,0.82450676,0.79145616,0.0090899,-0.0361048,-0.0451947
9,0.751072,0.7630972,"('unaffectionate', 'caring')",0.31042275,0.23222676,1.368355,1.3850607,0.8099499,0.7934616,-0.0164883
10,0.6938309,0.7557649,"('unsympathetic', 'sympathetic')",0.09171428,0.042005315,-0.10076666,0.076143,0.2282595,0.2913044,0.0630449
11,0.67463875,0.7376902,"('unhelpful', 'helpful')",1.2538571,1.324186,1.5788224,1.7380441,1.1691061,1.2666402,0.0975341
12,0.87217516,0.94110084,"('unsupportive', 'supportive')",1.1167873,1.1464545,-2.0678916,-2.0600762,-0.0263097,0.0091597,0.0354694
13,1.3211025,1.3295538,"('impolite', 'polite')",0.4328416,0.48637992,-0.5596093,-0.5126642,0.3981116,0.4344232,0.0363116
14,0.9406809,0.99303263,"('antisocial', 'social')",1.1054382,1.135223,-0.20975643,-0.25507334,0.6121209,0.6243941,0.0122732
15,1.0704626,0.99740887,"('boring', 'funny')",-0.41727182,-0.4251495,-0.26306632,-0.31585807,0.1300415,0.0854671,-0.0445744
16,-0.5725843,-0.63556737,"('unpopular', 'popular')",0.06439549,-0.010617375,0.2949769,0.2393449,-0.0710706,-0.1356133,-0.0645427
17,-0.26083204,-0.22736883,"('nasty', 'nice')",-0.31968617,-0.19274,-0.65697044,-0.56936044,-0.4124962,-0.3298231,0.0826731
18,-0.7824161,-0.73720366,"('disagreeable', 'welcoming')",-0.5687287,-0.5132956,-0.573715,-0.6391497,-0.6416199,-0.629883,0.0117369
