,cod_male,cod_female,tuple,average_male,average_female,female-male
0,0.15585825,0.14260595,"('unsociable', 'sociable')",0.1558582,0.1426059,-0.0132523
1,0.89541435,0.7143092,"('unfriendly', 'friendly')",0.8954144,0.7143092,-0.1811052
2,0.27194017,0.3495135,"('unlikable', 'likable')",0.2719402,0.3495135,0.0775733
3,0.8887278,0.96512777,"('repellent', 'pleasant')",0.8887278,0.9651278,0.0764
4,-7.0521865,-7.2236247,"('disliked', 'liked')",-7.0521865,-7.2236247,-0.1714382
5,-0.9719473,-1.0134581,"('distant', 'outgoing')",-0.9719473,-1.0134581,-0.0415108
6,-0.022982214,-0.20315868,"('distant', 'open')",-0.0229822,-0.2031587,-0.1801765
7,1.4983934,1.484122,"('insensitive', 'sensitive')",1.4983934,1.484122,-0.0142714
8,0.9350368,0.68963647,"('unaffectionate', 'affectionate')",0.9350368,0.6896365,-0.2454003
9,1.4665627,1.3971937,"('unaffectionate', 'caring')",1.4665627,1.3971937,-0.069369
10,1.4313864,1.4498287,"('unsympathetic', 'sympathetic')",1.4313864,1.4498287,0.0184423
11,1.5715334,1.6830178,"('unhelpful', 'helpful')",1.5715334,1.6830178,0.1114844
12,-1.28864,-1.3169044,"('unsupportive', 'supportive')",-1.28864,-1.3169044,-0.0282644
13,0.008078866,0.044056304,"('impolite', 'polite')",0.0080789,0.0440563,0.0359774
14,0.11539399,0.22642806,"('antisocial', 'social')",0.115394,0.2264281,0.1110341
15,0.6643551,0.49398795,"('boring', 'funny')",0.6643551,0.4939879,-0.1703672
16,-0.4078232,-0.4088717,"('unpopular', 'popular')",-0.4078232,-0.4088717,-0.0010485
17,-0.48841286,-0.47838277,"('nasty', 'nice')",-0.4884129,-0.4783828,0.0100301
18,-0.7810619,-0.80563545,"('disagreeable', 'welcoming')",-0.7810619,-0.8056355,-0.0245736
19,-1.0161816,-1.0348651,"('inhospitable', 'hospitable')",-1.0161816,-1.0348651,-0.0186835
20,0.95744437,0.93205553,"('rough', 'thoughtful')",0.9574444,0.9320555,-0.0253889
21,0.010994654,0.2451411,"('immoral', 'moral')",0.0109947,0.2451411,0.2341464
22,-0.38429788,-0.3705091,"('untrustworthy', 'trustworthy')",-0.3842979,-0.3705091,0.0137888
23,5.9195004,6.04586,"('insincere', 'sincere')",5.9195004,6.0458598,0.1263594
24,1.4950256,1.4260191,"('dishonest', 'honest')",1.4950256,1.4260191,-0.0690065
25,0.27227357,0.20384917,"('egoistic', 'altruistic')",0.2722736,0.2038492,-0.0684244
26,0.89235365,0.6776255,"('hardhearted', 'benevolent')",0.8923537,0.6776255,-0.2147282
27,1.7619898,1.4072671,"('hardhearted', 'softhearted')",1.7619898,1.4072671,-0.3547227
28,1.0695986,1.0125962,"('disloyal', 'loyal')",1.0695986,1.0125962,-0.0570024
29,-0.26482236,-0.34160525,"('unfair', 'fair')",-0.2648224,-0.3416052,-0.0767828
30,0.9462538,1.001255,"('intolerant', 'tolerant')",0.9462538,1.001255,0.0550012
31,-1.59191,-1.7372047,"('evil', 'good')",-1.59191,-1.7372047,-0.1452947
32,1.1046705,0.9939517,"('unkind', 'kind')",1.1046705,0.9939517,-0.1107188
33,-0.47780502,-0.5523904,"('wrong', 'right')",-0.477805,-0.5523904,-0.0745854
34,4.152963,4.352021,"('mean', 'honorable')",4.1529632,4.3520212,0.199058
35,-0.7698729,-1.1654363,"('corrupt', 'incorrupt')",-0.7698729,-1.1654363,-0.3955634
36,-0.7396324,-0.9327432,"('hostile', 'amicable')",-0.7396324,-0.9327432,-0.1931108
37,0.9677227,0.9088635,"('fake', 'genuine')",0.9677227,0.9088635,-0.0588592
38,-0.6787462,-0.6105176,"('untruthful', 'truthful')",-0.6787462,-0.6105176,0.0682286
39,0.62382185,0.69115895,"('exploitative', 'cooperative')",0.6238219,0.691159,0.0673371
40,-0.960998,-1.2168777,"('stingy', 'generous')",-0.960998,-1.2168777,-0.2558797
41,0.17560208,0.14015,"('unforgiving', 'forgiving')",0.1756021,0.14015,-0.0354521
42,-1.5346175,-1.5405167,"('unreliable', 'reliable')",-1.5346175,-1.5405167,-0.0058992
43,1.185305,1.321308,"('irresponsible', 'responsible')",1.185305,1.321308,0.136003
44,-1.2615312,-1.1955496,"('prejudiced', 'unprejudiced')",-1.2615312,-1.1955496,0.0659816
45,0.5495071,0.4141941,"('incompetent', 'competent')",0.5495071,0.4141941,-0.135313
46,-0.00078884326,0.04218028,"('uncompetitive', 'competitive')",-0.0007888,0.0421803,0.0429691
47,4.6931744,4.8758593,"('stupid', 'smart')",4.6931744,4.8758593,0.1826849
