,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,female-male
0,-2.087155,-2.3216078,"('unsociable', 'sociable')",1.0198148,0.73493123,0.33464393,0.010958531,0.11104574,-0.043302286,-0.1554126,-0.4047551,-0.2493425
1,-3.1055095,-3.0759625,"('unfriendly', 'friendly')",-1.6802019,-1.7376169,-1.3776909,-1.4280885,1.4354225,1.3221939,-1.1819949,-1.2298687,-0.0478738
2,0.6676604,0.5466991,"('unlikable', 'likable')",0.7582027,0.75373155,1.3606324,1.3442543,1.01164,1.0400063,0.9495338,0.9211727,-0.0283611
3,-0.335862,-0.29506648,"('repellent', 'pleasant')",0.47922507,0.58056176,0.5634173,0.6697794,1.1161745,1.1194637,0.4557387,0.5186846,0.0629459
4,-0.05330932,-0.014765328,"('disliked', 'liked')",-1.7267425,-1.5530423,-0.63841826,-0.49001533,-6.19568,-6.157009,-2.1535375,-2.0537081,0.0998294
5,-0.96026134,-0.8757652,"('distant', 'outgoing')",-3.0488355,-2.7880654,-2.3114173,-2.2250955,-1.0735765,-0.94389623,-1.8485228,-1.7082057,0.1403171
6,-1.4643815,-1.3687048,"('distant', 'open')",-3.6494353,-3.395312,-2.8785963,-2.7454572,-1.2223629,-1.1381332,-2.303694,-2.161902,0.141792
7,-0.62927514,-0.6272278,"('insensitive', 'sensitive')",0.93657863,1.0773475,0.678619,0.7441431,0.5780987,0.73918575,0.3910053,0.4833621,0.0923568
8,-2.4769304,-2.428969,"('unaffectionate', 'affectionate')",-1.3068125,-1.3077363,-0.9372404,-0.8888703,0.49623498,0.4537356,-1.0561872,-1.0429599,0.0132273
9,-2.3645525,-2.3659549,"('unaffectionate', 'caring')",-0.8078887,-0.8001489,-1.0065316,-0.95342296,1.1846714,1.2519495,-0.7485753,-0.7168943,0.031681
10,-1.5832701,-1.7485124,"('unsympathetic', 'sympathetic')",0.6818209,0.46830207,-0.082329914,-0.3108077,0.1153767,-0.062063016,-0.2171006,-0.4132702,-0.1961696
11,-0.06045188,-0.2427811,"('unhelpful', 'helpful')",2.6289465,2.3906925,0.68004984,0.53222847,2.4206831,2.3107278,1.4173069,1.2477169,-0.16959
12,-0.65472305,-0.6067132,"('unsupportive', 'supportive')",0.6980784,0.8272991,-0.26872924,-0.18574496,-1.940857,-1.8049583,-0.5415577,-0.4425294,0.0990283
13,-0.772711,-1.02757,"('impolite', 'polite')",1.6671966,1.4242601,1.4304821,1.2350659,-0.38934526,-0.33392495,0.4839056,0.3244578,-0.1594478
14,0.011472426,-0.13595603,"('antisocial', 'social')",2.4856513,2.4511328,1.6215659,1.4620005,0.18389748,0.14933686,1.0756468,0.9816285,-0.0940183
15,0.6625612,0.561098,"('boring', 'funny')",-0.5799556,-0.6795811,0.26190227,0.1848608,-0.029967727,0.048691966,0.078635,0.0287674,-0.0498676
16,-0.2018493,-0.19115762,"('unpopular', 'popular')",-1.1064922,-1.0659033,-0.3165125,-0.36812076,0.36063254,0.41449708,-0.3160554,-0.3026711,0.0133843
17,-0.17896748,-0.1534666,"('nasty', 'nice')",-0.42385474,-0.33343357,0.09150887,0.13869418,-0.6075101,-0.5439136,-0.2797059,-0.2230299,0.056676
18,-0.19039685,-0.1337671,"('disagreeable', 'welcoming')",-0.28422704,-0.15890089,-0.26959097,-0.13587476,-0.25316915,-0.26351747,-0.249346,-0.1730151,0.0763309
19,-1.4235637,-1.407319,"('inhospitable', 'hospitable')",-2.328469,-2.3178492,-1.3303071,-1.2676396,-0.6132276,-0.5672166,-1.4238918,-1.3900061,0.0338857
20,0.66864973,0.62272584,"('rough', 'thoughtful')",1.6341681,1.5629411,0.24705438,0.19174069,0.5736746,0.5389431,0.7808867,0.7290877,-0.051799
21,0.20860733,-0.009032793,"('immoral', 'moral')",2.0804532,1.8396715,1.6661124,1.4213877,-0.2174134,-0.25321174,0.9344399,0.7497036,-0.1847363
22,-0.06797152,-0.14481695,"('untrustworthy', 'trustworthy')",0.43693462,0.3675076,0.5132746,0.42964333,-1.0083183,-0.98311996,-0.0315202,-0.0826965,-0.0511763
23,-0.9018418,-0.98253447,"('insincere', 'sincere')",1.3236097,1.1621351,0.69596153,0.56436265,5.9680767,5.9277177,1.7714515,1.6679202,-0.1035313
24,-1.4707221,-1.5780517,"('dishonest', 'honest')",-0.7226608,-0.78589225,-0.72145164,-0.8181651,1.1653028,1.0902133,-0.4373829,-0.522974,-0.0855911
25,-0.86476016,-0.8411714,"('egoistic', 'altruistic')",-1.027003,-0.9959877,-0.281955,-0.19135737,1.047882,0.93538725,-0.2814591,-0.2732823,0.0081768
26,-0.61104006,-0.6738912,"('hardhearted', 'benevolent')",-0.47546753,-0.4761822,0.16959077,0.003673043,1.4336237,1.2126173,0.1291767,0.0165542,-0.1126225
27,-1.6344364,-1.4745957,"('hardhearted', 'softhearted')",-1.3122125,-1.1819851,-0.3963809,-0.23821248,0.7423116,0.76967907,-0.6501795,-0.5312786,0.1189009
28,-1.2998676,-1.3135816,"('disloyal', 'loyal')",0.9382011,0.86770064,-0.27768433,-0.2963826,1.6862074,1.5797598,0.2617142,0.2093741,-0.0523401
29,-0.11417525,0.0042444915,"('unfair', 'fair')",-1.1097214,-1.0197443,-1.1430743,-1.07847,-0.688998,-0.7544742,-0.7639922,-0.712111,0.0518812
30,0.05857914,-0.05613858,"('intolerant', 'tolerant')",2.3030877,2.1891894,1.5683767,1.3966969,1.4028838,1.4021643,1.3332319,1.2329781,-0.1002538
31,-1.3452581,-1.2519172,"('evil', 'good')",-2.9908226,-2.7807958,-1.9407592,-1.7672261,-1.4801285,-1.4299552,-1.9392421,-1.8074737,0.1317684
32,-0.4438827,-0.54407865,"('unkind', 'kind')",0.93613803,0.7354593,0.78038114,0.6153765,1.3655202,1.1758845,0.6595392,0.4956604,-0.1638788
33,-0.19982085,-0.2387071,"('wrong', 'right')",-0.42068392,-0.45886648,-0.38190204,-0.405813,-1.0601566,-0.9863283,-0.5156409,-0.5224287,-0.0067878
34,0.054294102,0.06445947,"('mean', 'honorable')",0.48506436,0.5365373,-0.124992,-0.13578719,5.5942636,5.711082,1.5021574,1.5440729,0.0419155
35,0.9238104,1.0298767,"('corrupt', 'incorrupt')",-2.4226167,-2.306929,-1.0599259,-0.90284777,-1.0117652,-1.0394418,-0.8926243,-0.8048355,0.0877888
36,-0.584081,-0.5000441,"('hostile', 'amicable')",-2.3850873,-2.2890716,-1.8786852,-1.7312176,-0.48046267,-0.53104573,-1.3320791,-1.2628448,0.0692343
37,-0.59162885,-0.554806,"('fake', 'genuine')",-0.50687283,-0.52480584,-0.09334586,-0.05904123,0.14181817,0.13441354,-0.2625073,-0.2510599,0.0114474
38,-0.4566919,-0.5413701,"('untruthful', 'truthful')",0.10442981,-0.0051243566,-0.45235392,-0.47078642,0.27400076,0.33918715,-0.1326538,-0.1695234,-0.0368696
39,0.24110134,0.15299164,"('exploitative', 'cooperative')",0.92169553,0.9503607,1.1400955,1.1302592,0.18012682,0.17050163,0.6207548,0.6010283,-0.0197265
40,-0.23450764,-0.09748204,"('stingy', 'generous')",-0.6245021,-0.32775602,-0.25624934,-0.083185926,-1.641885,-1.5889053,-0.689286,-0.5243323,0.1649537
41,-0.5483446,-0.5898741,"('unforgiving', 'forgiving')",-0.20011923,-0.14146596,0.68124247,0.72736275,0.14868094,0.21516803,0.0203649,0.0527977,0.0324328
42,0.9312053,0.9554751,"('unreliable', 'reliable')",-0.9191157,-0.89679205,0.43974507,0.4245118,-2.935023,-2.8514175,-0.6207971,-0.5920557,0.0287414
43,-0.86571527,-1.0120927,"('irresponsible', 'responsible')",0.633283,0.4476181,-0.06881059,-0.21669735,0.7337801,0.65177095,0.1081343,-0.0323502,-0.1404845
44,1.7751998,1.6361206,"('prejudiced', 'unprejudiced')",-0.13056313,-0.17181563,-0.06411184,-0.16070329,-1.523113,-1.6768271,0.0143529,-0.0933064,-0.1076593
45,-1.4412217,-1.5117067,"('incompetent', 'competent')",0.31744373,0.30900285,0.21915877,0.11050083,0.28161305,0.23635985,-0.1557515,-0.2139608,-0.0582093
46,-0.8411808,-0.9520463,"('uncompetitive', 'competitive')",1.7816589,1.6333901,0.56997126,0.3769216,-0.4826563,-0.49940044,0.2569483,0.1397163,-0.117232
47,-0.29288322,-0.22652091,"('stupid', 'smart')",1.345236,1.4550298,0.945599,0.9712615,5.3117404,5.4718933,1.8274231,1.9179159,0.0904928
48,-0.32755655,-0.36131528,"('unintelligent', 'intelligent')",2.7740073,2.6797912,0.68336165,0.64598227,1.163531,1.1920489,1.0733358,1.0391268,-0.034209
49,0.32727653,0.5193477,"('unable', 'able')",0.9073931,1.0790966,0.39550295,0.606492,-0.3321934,-0.093080856,0.3244948,0.5279639,0.2034691
50,1.0939269,1.2099577,"('clumsy', 'skillful')",0.34141123,0.39212364,0.64116615,0.81041425,0.24320996,0.24912438,0.5799285,0.665405,0.0854765
51,-0.17036775,-0.29347748,"('uneducated', 'educated')",1.7686597,1.5671805,1.1072724,1.0008149,0.75978386,0.68401545,0.8663371,0.7396334,-0.1267037
52,-0.6576651,-0.6899406,"('irrational', 'rational')",-1.9256696,-1.9690653,-1.1251173,-1.1476464,-0.37873584,-0.44445443,-1.0217969,-1.0627767,-0.0409798
53,-1.4964205,-1.4811398,"('uncreative', 'creative')",0.39691946,0.41020182,-0.7283682,-0.6156018,1.112642,1.0906003,-0.1788068,-0.1489849,0.0298219
54,-0.6713864,-0.7157869,"('incapable', 'capable')",-0.39082858,-0.55492246,-0.40880078,-0.4818178,0.6619346,0.65119785,-0.2022703,-0.2753323,-0.073062
55,-0.38755256,-0.52411574,"('incompetent', 'clever')",2.9160438,2.69553,1.1965159,1.055057,0.96471316,0.86220354,1.17243,1.0221686,-0.1502614
56,0.20496598,0.018855222,"('impractical', 'practical')",2.1292787,1.8881398,1.1934386,0.96896946,-0.20384413,-0.17165767,0.8309598,0.6760768,-0.154883
57,-0.6791594,-0.8691241,"('unimaginative', 'imaginative')",1.1204152,0.9570855,-0.75759417,-0.895288,-2.588619,-2.6952648,-0.7262393,-0.8756478,-0.1494085
58,-0.73285174,-0.7473565,"('undiscriminating', 'discriminating')",0.15350647,0.09815232,-0.6116772,-0.6926912,0.0922489,0.07804585,-0.2746934,-0.3159624,-0.041269
59,0.12664159,0.32716915,"('foolish', 'wise')",-1.1501364,-0.92381483,-0.2247401,0.0028715953,-0.23303147,-0.06939788,-0.3703166,-0.165793,0.2045236
60,-0.19543128,-0.26137012,"('inefficient', 'efficient')",3.4339097,3.2956634,1.5250225,1.3744924,0.5941868,0.63567585,1.339422,1.2611154,-0.0783066
61,-1.019527,-1.1319479,"('illogical', 'logical')",0.8249799,0.56298596,0.024559423,-0.099456884,0.36504623,0.25708923,0.0487646,-0.1028324,-0.151597
62,0.03520558,0.03449896,"('incompetent', 'brilliant')",2.490478,2.5173378,1.2322843,1.2647799,0.79149246,0.988088,1.1373651,1.2011762,0.0638111
63,-0.7049125,-0.78393507,"('unperceptive', 'insightful')",0.8596943,0.83047307,0.4859859,0.48371622,0.6981238,0.8581781,0.3347229,0.3471081,0.0123852
64,0.5960865,0.49877575,"('shy', 'confident')",0.08995086,0.12009435,-0.28151917,-0.36990178,-6.2912645,-6.250502,-1.4716866,-1.5003835,-0.0286969
65,-0.0059481934,-0.11041631,"('insecure', 'secure')",1.1353087,0.94229007,1.1927557,1.0241425,-0.06300678,-0.04314132,0.5647774,0.4532187,-0.1115587
66,-1.1152331,-1.2193592,"('inactive', 'active')",-2.097706,-2.1070309,-1.6963865,-1.7432162,-0.24672973,-0.2045874,-1.2890139,-1.3185484,-0.0295345
67,1.2753347,1.1676581,"('doubtful', 'determined')",0.6550605,0.60260844,0.8551098,0.701073,-0.33414975,-0.3512336,0.6128388,0.5300264,-0.0828124
68,0.17033139,0.12690508,"('dependent', 'independent')",-0.29343888,-0.33854166,-0.31096858,-0.29553226,-0.7423014,-0.63524675,-0.2940944,-0.2856039,0.0084905
69,1.2720375,1.3520458,"('lazy', 'industrious')",-1.0743638,-0.8772638,-0.9790919,-0.84502596,-1.140265,-0.9858782,-0.4804208,-0.3390306,0.1413902
70,-0.3496809,-0.41796896,"('lethargic', 'energetic')",0.51785666,0.47289327,0.6478953,0.548594,0.59333795,0.6670796,0.3523523,0.3176495,-0.0347028
71,-0.32474333,-0.2286813,"('diffident', 'self-confident')",0.051838264,0.21506579,-0.45307094,-0.38976458,0.049791757,0.12136403,-0.1690461,-0.070504,0.0985421
72,-0.30839977,-0.39088756,"('unambitious', 'ambitious')",0.68873876,0.6398853,-0.35082892,-0.39177105,-0.43172717,-0.30802846,-0.1005543,-0.1127004,-0.0121461
73,1.3810979,1.3174033,"('helpless', 'self-reliant')",-0.09542365,-0.10690668,-0.29916143,-0.18817341,-3.5446448,-3.4338589,-0.639533,-0.6028839,0.0366491
74,-0.55511415,-0.59305966,"('undedicated', 'dedicated')",0.47308022,0.458402,0.36498785,0.34848854,-0.070036486,-0.14858127,0.0532294,0.0163124,-0.036917
75,1.0592483,1.0101442,"('meek', 'impulsive')",-0.44264647,-0.44924825,-0.9719249,-0.93833834,-0.7187324,-0.6311178,-0.2685139,-0.25214,0.0163739
76,0.51390463,0.46547395,"('anxious', 'daring')",1.3398334,1.2264755,1.1335876,1.0709592,0.42827582,0.324839,0.8539004,0.7719369,-0.0819635
77,-0.22054364,-0.27762622,"('unmotivated', 'motivated')",1.5793271,1.4950583,0.2784892,0.17730293,-1.0949739,-1.0730906,0.1355747,0.0804111,-0.0551636
78,-0.7911961,-0.6220363,"('nonresilient', 'resilient')",0.65069735,0.7796204,-0.4169823,-0.36274207,-0.2756173,-0.17085949,-0.2082746,-0.0940044,0.1142702
79,-0.59170717,-0.5494556,"('wavering', 'unwavering')",-2.2893863,-2.3073413,-1.5347397,-1.4894905,-0.69949484,-0.7363668,-1.2788321,-1.2706636,0.0081685
80,0.2916646,0.18174931,"('dominated', 'dominating')",1.3275083,1.3150848,1.0085037,0.9641542,-0.9580643,-0.9090422,0.417403,0.3879865,-0.0294165
81,0.6804732,0.35008648,"('submissive', 'aggressive')",2.7583668,2.4743464,1.2292542,0.9430092,-0.08193639,-0.080926724,1.1465394,0.9216288,-0.2249106
82,-0.38775393,-0.43704474,"('poor', 'rich')",0.7393526,0.5920799,0.39490074,0.32986575,6.8467584,6.840227,1.8983145,1.831282,-0.0670325
83,0.176241,0.108632244,"('powerless', 'powerful')",1.0071242,0.9378287,-0.5791273,-0.74370915,-0.90552926,-0.9813272,-0.0753228,-0.1696438,-0.094321
84,0.95878214,0.94776523,"('inferior', 'superior')",-0.19924788,-0.22397071,0.21086733,0.17629164,0.7395869,0.7794317,0.4274971,0.4198795,-0.0076176
85,-0.6232956,-0.6160059,"('insignificant', 'prestigious')",-2.2461052,-2.2111921,-0.7268116,-0.8378637,-0.14592685,-0.3035305,-0.9355348,-0.992148,-0.0566132
86,-2.6059828,-2.7215357,"('uninfluential', 'influential')",0.5534145,0.34417823,-0.7920891,-0.96858394,-0.14636949,-0.21524942,-0.7477567,-0.8902978,-0.1425411
87,-0.39872417,-0.5764774,"('unsuccessful', 'successful')",0.14469215,0.08506915,0.16927624,0.024889171,0.28171104,0.318576,0.0492388,-0.0369858,-0.0862246
88,0.17500535,0.0392745,"('low', 'eminent')",0.6215844,0.37350684,-0.20717654,-0.4138861,0.12329433,-0.040714014,0.1781769,-0.0104547,-0.1886316
