,sweets_male,sweets_female,tuple,average_male,average_female,female-male
0,-0.0019150786,-0.076170996,"('unsociable', 'sociable')",-0.0019151,-0.076171,-0.0742559
1,1.7603437,1.7869852,"('unfriendly', 'friendly')",1.7603437,1.7869852,0.0266415
2,0.031229654,0.17998545,"('unlikable', 'likable')",0.0312297,0.1799854,0.1487557
3,0.48999205,0.7466911,"('repellent', 'pleasant')",0.4899921,0.7466911,0.256699
4,-6.8898854,-6.8930974,"('disliked', 'liked')",-6.8898854,-6.8930974,-0.003212
5,-0.084035836,0.1005498,"('distant', 'outgoing')",-0.0840358,0.1005498,0.1845856
6,0.11076786,0.2822812,"('distant', 'open')",0.1107679,0.2822812,0.1715133
7,0.9572758,1.1783514,"('insensitive', 'sensitive')",0.9572758,1.1783514,0.2210756
8,1.4617125,1.431206,"('unaffectionate', 'affectionate')",1.4617125,1.431206,-0.0305065
9,1.706567,1.9036028,"('unaffectionate', 'caring')",1.706567,1.9036028,0.1970358
10,0.7974755,0.8946621,"('unsympathetic', 'sympathetic')",0.7974755,0.8946621,0.0971866
11,2.0193012,2.1792605,"('unhelpful', 'helpful')",2.0193012,2.1792605,0.1599593
12,-1.3222235,-1.1175799,"('unsupportive', 'supportive')",-1.3222235,-1.1175799,0.2046436
13,0.051002286,0.07158532,"('impolite', 'polite')",0.0510023,0.0715853,0.020583
14,-0.047049057,-0.18917595,"('antisocial', 'social')",-0.0470491,-0.1891759,-0.1421268
15,0.5349582,0.5702825,"('boring', 'funny')",0.5349582,0.5702825,0.0353243
16,-0.38991416,-0.29996574,"('unpopular', 'popular')",-0.3899142,-0.2999657,0.0899485
17,-0.13921914,-0.12813258,"('nasty', 'nice')",-0.1392191,-0.1281326,0.0110865
18,-0.2701226,-0.2882222,"('disagreeable', 'welcoming')",-0.2701226,-0.2882222,-0.0180996
19,-0.50974065,-0.3100859,"('inhospitable', 'hospitable')",-0.5097407,-0.3100859,0.1996548
20,0.55464536,0.29618093,"('rough', 'thoughtful')",0.5546454,0.2961809,-0.2584645
21,-0.1445045,0.061038107,"('immoral', 'moral')",-0.1445045,0.0610381,0.2055426
22,-0.6170958,-0.46018156,"('untrustworthy', 'trustworthy')",-0.6170958,-0.4601816,0.1569142
23,6.257648,6.4888763,"('insincere', 'sincere')",6.257648,6.4888763,0.2312283
24,1.501077,1.6628525,"('dishonest', 'honest')",1.5010771,1.6628525,0.1617754
25,1.055959,0.9709548,"('egoistic', 'altruistic')",1.055959,0.9709548,-0.0850042
26,1.1570855,0.684428,"('hardhearted', 'benevolent')",1.1570855,0.684428,-0.4726575
27,1.7184874,1.6064162,"('hardhearted', 'softhearted')",1.7184874,1.6064162,-0.1120712
28,1.4110191,1.2175195,"('disloyal', 'loyal')",1.4110191,1.2175195,-0.1934996
29,-0.6832802,-0.81871444,"('unfair', 'fair')",-0.6832802,-0.8187144,-0.1354342
30,0.73546225,0.76709455,"('intolerant', 'tolerant')",0.7354622,0.7670946,0.0316324
31,-1.357835,-1.3872414,"('evil', 'good')",-1.3578351,-1.3872414,-0.0294063
32,1.3113085,1.2612422,"('unkind', 'kind')",1.3113085,1.2612422,-0.0500663
33,-0.0038456842,0.056551564,"('wrong', 'right')",-0.0038457,0.0565516,0.0603973
34,4.2070003,4.663593,"('mean', 'honorable')",4.2070003,4.6635928,0.4565925
35,-1.077985,-1.295443,"('corrupt', 'incorrupt')",-1.077985,-1.2954431,-0.2174581
36,-0.6504823,-0.8589801,"('hostile', 'amicable')",-0.6504823,-0.8589801,-0.2084978
37,0.99901783,1.0421511,"('fake', 'genuine')",0.9990178,1.0421511,0.0431333
38,0.09088634,0.16133818,"('untruthful', 'truthful')",0.0908863,0.1613382,0.0704519
39,0.26199362,0.18007809,"('exploitative', 'cooperative')",0.2619936,0.1800781,-0.0819155
40,-1.2969002,-1.1642195,"('stingy', 'generous')",-1.2969002,-1.1642195,0.1326807
41,0.29681945,0.031620305,"('unforgiving', 'forgiving')",0.2968194,0.0316203,-0.2651991
42,-2.5811203,-2.339712,"('unreliable', 'reliable')",-2.5811203,-2.3397119,0.2414084
43,0.87006307,0.9415056,"('irresponsible', 'responsible')",0.8700631,0.9415056,0.0714425
44,-1.2509848,-1.4578857,"('prejudiced', 'unprejudiced')",-1.2509848,-1.4578857,-0.2069009
45,-0.13468781,-0.03082154,"('incompetent', 'competent')",-0.1346878,-0.0308215,0.1038663
46,-0.902198,-0.799842,"('uncompetitive', 'competitive')",-0.902198,-0.799842,0.102356
47,4.7587347,4.9781704,"('stupid', 'smart')",4.7587347,4.9781704,0.2194357
48,0.42319012,0.43416598,"('unintelligent', 'intelligent')",0.4231901,0.434166,0.0109759
49,0.06425758,0.22854167,"('unable', 'able')",0.0642576,0.2285417,0.1642841
50,-0.27916032,-0.168162,"('clumsy', 'skillful')",-0.2791603,-0.168162,0.1109983
51,0.66547906,0.7377944,"('uneducated', 'educated')",0.6654791,0.7377944,0.0723153
52,0.102936946,0.071260214,"('irrational', 'rational')",0.1029369,0.0712602,-0.0316767
53,-0.112150006,-0.14308779,"('uncreative', 'creative')",-0.11215,-0.1430878,-0.0309378
54,1.0258054,1.2616328,"('incapable', 'capable')",1.0258054,1.2616328,0.2358274
55,0.74658406,0.85456514,"('incompetent', 'clever')",0.7465841,0.8545651,0.107981
56,0.10303567,0.3950272,"('impractical', 'practical')",0.1030357,0.3950272,0.2919915
57,-2.483138,-2.4134202,"('unimaginative', 'imaginative')",-2.4831381,-2.4134202,0.0697179
58,0.28961223,0.1728835,"('undiscriminating', 'discriminating')",0.2896122,0.1728835,-0.1167287
59,0.2551505,0.29050568,"('foolish', 'wise')",0.2551505,0.2905057,0.0353552
60,0.18206751,0.35141832,"('inefficient', 'efficient')",0.1820675,0.3514183,0.1693508
61,0.22985658,0.043747008,"('illogical', 'logical')",0.2298566,0.043747,-0.1861096
62,0.647677,1.1030481,"('incompetent', 'brilliant')",0.647677,1.1030481,0.4553711
63,0.25569284,0.55067784,"('unperceptive', 'insightful')",0.2556928,0.5506778,0.294985
64,-6.606825,-6.2981496,"('shy', 'confident')",-6.6068249,-6.2981496,0.3086753
65,-0.1289172,0.18187834,"('insecure', 'secure')",-0.1289172,0.1818783,0.3107955
66,-0.32104635,-0.39153296,"('inactive', 'active')",-0.3210464,-0.391533,-0.0704866
67,-0.72625387,-0.8615722,"('doubtful', 'determined')",-0.7262539,-0.8615722,-0.1353183
68,-0.81334436,-0.6497535,"('dependent', 'independent')",-0.8133444,-0.6497535,0.1635909
69,-1.892054,-1.8557634,"('lazy', 'industrious')",-1.892054,-1.8557634,0.0362906
70,0.8457607,1.0672123,"('lethargic', 'energetic')",0.8457607,1.0672123,0.2214516
71,0.15604332,0.2661178,"('diffident', 'self-confident')",0.1560433,0.2661178,0.1100745
72,0.69246966,0.9990807,"('unambitious', 'ambitious')",0.6924697,0.9990807,0.306611
73,-2.7205732,-2.4199944,"('helpless', 'self-reliant')",-2.7205732,-2.4199944,0.3005788
74,0.20542507,0.07326153,"('undedicated', 'dedicated')",0.2054251,0.0732615,-0.1321636
