,furnace_male,furnace_female,tuple,average_male,average_female,female-male
0,-0.054176763,-0.07702476,"('unsociable', 'sociable')",-0.0541768,-0.0770248,-0.022848
1,1.6777378,1.6363387,"('unfriendly', 'friendly')",1.6777378,1.6363387,-0.0413991
2,0.26166555,0.3927233,"('unlikable', 'likable')",0.2616656,0.3927233,0.1310577
3,-0.6095615,-0.26768938,"('repellent', 'pleasant')",-0.6095615,-0.2676894,0.3418721
4,-7.2102637,-7.420561,"('disliked', 'liked')",-7.2102637,-7.4205608,-0.2102971
5,0.18926182,0.043341536,"('distant', 'outgoing')",0.1892618,0.0433415,-0.1459203
6,0.6132939,0.45894137,"('distant', 'open')",0.6132939,0.4589414,-0.1543525
7,0.81449926,1.0528963,"('insensitive', 'sensitive')",0.8144993,1.0528963,0.238397
8,1.8181987,1.7006569,"('unaffectionate', 'affectionate')",1.8181987,1.7006569,-0.1175418
9,1.7478669,1.7354504,"('unaffectionate', 'caring')",1.7478669,1.7354504,-0.0124165
10,-0.2721758,0.0028299205,"('unsympathetic', 'sympathetic')",-0.2721758,0.0028299,0.2750057
11,1.1610079,1.3210233,"('unhelpful', 'helpful')",1.1610079,1.3210233,0.1600154
12,-1.5339583,-1.4616401,"('unsupportive', 'supportive')",-1.5339583,-1.4616401,0.0723182
13,-1.4726609,-1.1012248,"('impolite', 'polite')",-1.4726609,-1.1012248,0.3714361
14,-0.5770873,-0.27956444,"('antisocial', 'social')",-0.5770873,-0.2795644,0.2975229
15,0.71917677,0.582201,"('boring', 'funny')",0.7191768,0.582201,-0.1369758
16,0.097326964,-0.1663879,"('unpopular', 'popular')",0.097327,-0.1663879,-0.2637149
17,-0.20231889,-0.11459774,"('nasty', 'nice')",-0.2023189,-0.1145977,0.0877212
18,-0.9211287,-0.68629175,"('disagreeable', 'welcoming')",-0.9211287,-0.6862918,0.2348369
19,0.008378081,-0.021262402,"('inhospitable', 'hospitable')",0.0083781,-0.0212624,-0.0296405
20,-0.24684359,-0.15768072,"('rough', 'thoughtful')",-0.2468436,-0.1576807,0.0891629
21,-1.369093,-0.9822694,"('immoral', 'moral')",-1.3690929,-0.9822694,0.3868235
22,-1.0386989,-0.98906493,"('untrustworthy', 'trustworthy')",-1.0386989,-0.9890649,0.049634
23,5.995767,6.2858496,"('insincere', 'sincere')",5.9957671,6.2858496,0.2900825
24,1.0822395,1.194865,"('dishonest', 'honest')",1.0822395,1.194865,0.1126255
25,1.3119974,1.2114763,"('egoistic', 'altruistic')",1.3119974,1.2114763,-0.1005211
26,2.1364331,2.0254483,"('hardhearted', 'benevolent')",2.1364331,2.0254483,-0.1109848
27,1.2577099,1.2276412,"('hardhearted', 'softhearted')",1.2577099,1.2276412,-0.0300687
28,1.2228922,1.1657323,"('disloyal', 'loyal')",1.2228922,1.1657323,-0.0571599
