,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.1732752,-1.220686,"('unsociable', 'sociable')",0.36507472,0.13978162,-0.16720092,-0.2709949,-0.3251338,-0.4506331,-0.1254993
1,-1.5964055,-1.5685545,"('unfriendly', 'friendly')",-0.058371045,-0.17155474,1.6464716,1.5247592,-0.0027683,-0.0717833,-0.069015
2,-0.5943624,-0.5179702,"('unlikable', 'likable')",1.274063,1.3506539,0.73476475,0.82110125,0.4714885,0.5512617,0.0797732
3,-0.014459595,0.11020616,"('repellent', 'pleasant')",0.8333761,0.82405734,0.31947124,0.29988036,0.3794626,0.4113813,0.0319187
4,-0.7209265,-0.7308081,"('disliked', 'liked')",-0.3799435,-0.39008242,-5.9830484,-6.0277133,-2.3613062,-2.382868,-0.0215618
5,-1.7427409,-1.6589394,"('distant', 'outgoing')",-1.0020745,-0.9059692,-0.31431246,-0.29225242,-1.0197093,-0.952387,0.0673223
6,-2.3536649,-2.2702873,"('distant', 'open')",-1.3456663,-1.2834965,0.37382138,0.33576667,-1.1085033,-1.0726724,0.0358309
7,0.89446634,0.9095013,"('insensitive', 'sensitive')",1.0098339,0.96659887,0.7374944,0.6882716,0.8805982,0.8547906,-0.0258076
8,-1.4352071,-1.441438,"('unaffectionate', 'affectionate')",-0.8417258,-0.85333604,0.5599475,0.46323833,-0.5723285,-0.6105119,-0.0381834
9,-1.0383972,-1.0105402,"('unaffectionate', 'caring')",-0.045790687,-0.09555347,1.044708,1.0121931,-0.01316,-0.0313002,-0.0181402
10,-0.40699935,-0.37093085,"('unsympathetic', 'sympathetic')",0.17243992,0.0801108,-0.21950528,-0.2635529,-0.1513549,-0.184791,-0.0334361
11,0.15450272,0.21578816,"('unhelpful', 'helpful')",-0.35126388,-0.35700887,1.6077383,1.6548623,0.4703257,0.5045472,0.0342215
12,-0.14647119,-0.023762649,"('unsupportive', 'supportive')",0.6224611,0.70820594,-1.5113895,-1.4994481,-0.3451332,-0.2716683,0.0734649
13,0.09993892,0.019333564,"('impolite', 'polite')",0.52957636,0.44534433,-0.11532499,-0.18177125,0.1713968,0.0943022,-0.0770946
14,0.1501583,0.16414982,"('antisocial', 'social')",2.0488052,2.0297093,-0.5327345,-0.5538893,0.5554097,0.5466566,-0.0087531
15,0.3615477,0.28210065,"('boring', 'funny')",-1.0285163,-1.03616,0.4299687,0.41041923,-0.079,-0.1145467,-0.0355467
16,-0.83655363,-0.83762264,"('unpopular', 'popular')",-1.0635878,-0.9677147,0.28993356,0.33635715,-0.536736,-0.4896601,0.0470759
17,-0.71032614,-0.64913183,"('nasty', 'nice')",-1.2049172,-1.1156235,-0.44484967,-0.40759823,-0.7866977,-0.7241178,0.0625799
18,-0.5653595,-0.50785506,"('disagreeable', 'welcoming')",0.053898096,0.096270025,-0.32150543,-0.3887463,-0.2776556,-0.2667771,0.0108785
19,-1.7586706,-1.6336863,"('inhospitable', 'hospitable')",-1.1265548,-1.047045,-0.07823573,-0.02548374,-0.9878203,-0.9020717,0.0857486
20,-0.04497163,0.058705065,"('rough', 'thoughtful')",0.6286296,0.74621576,1.2064146,1.1844436,0.5966909,0.6631215,0.0664306
21,0.47447863,0.46646646,"('immoral', 'moral')",0.92783403,0.87067986,-0.43766043,-0.386529,0.3215507,0.3168724,-0.0046783
22,0.117198035,0.10755657,"('untrustworthy', 'trustworthy')",0.46819264,0.4161666,-0.6808651,-0.7861506,-0.0318248,-0.0874758,-0.055651
23,0.26928005,0.30800748,"('insincere', 'sincere')",0.1542049,0.016769186,5.349516,5.229808,1.9243336,1.8515282,-0.0728054
24,-0.24840134,-0.2852942,"('dishonest', 'honest')",-0.71848834,-0.8130985,0.33843172,0.22098023,-0.209486,-0.2924708,-0.0829848
25,-0.31604907,-0.33242682,"('egoistic', 'altruistic')",0.56383204,0.57924396,1.5987655,1.5759058,0.6155161,0.6075743,-0.0079418
26,-0.4819835,-0.5292208,"('hardhearted', 'benevolent')",1.6660103,1.6333919,1.6900033,1.6248333,0.95801,0.9096681,-0.0483419
27,-0.090905085,-0.020107377,"('hardhearted', 'softhearted')",0.31758583,0.30252045,1.6267377,1.5112602,0.6178062,0.5978911,-0.0199151
28,-0.86843675,-0.97287655,"('disloyal', 'loyal')",-0.03908315,-0.23468111,1.0389853,0.92235076,0.0438218,-0.095069,-0.1388908
29,-0.038047224,-0.07021763,"('unfair', 'fair')",-0.63226676,-0.6281928,-0.2510649,-0.37505656,-0.3071263,-0.3578223,-0.050696
30,1.3183151,1.3520998,"('intolerant', 'tolerant')",1.8492934,1.76237,1.0921977,1.0219008,1.4199354,1.3787902,-0.0411452
31,-1.5743173,-1.4857304,"('evil', 'good')",-1.6495252,-1.5386524,-1.0742685,-1.1555555,-1.4327037,-1.3933128,0.0393909
32,-0.32884368,-0.3346637,"('unkind', 'kind')",0.54912585,0.42400628,0.8930545,0.7853569,0.3711122,0.2915665,-0.0795457
33,0.6352484,0.58948064,"('wrong', 'right')",0.36842406,0.39751467,-0.5700673,-0.60322195,0.1445351,0.1279245,-0.0166106
34,-0.009376161,0.15126397,"('mean', 'honorable')",0.1670945,0.24507776,6.0147314,6.06724,2.0574832,2.1545273,0.0970441
35,-0.4544815,-0.4893387,"('corrupt', 'incorrupt')",-1.8297973,-1.7765604,-0.035460554,-0.14677623,-0.7732464,-0.8042251,-0.0309787
36,-1.3158071,-1.2887071,"('hostile', 'amicable')",-1.4599911,-1.4965184,0.6147349,0.44388914,-0.7203545,-0.7804454,-0.0600909
37,0.4405492,0.49733135,"('fake', 'genuine')",0.093756765,0.12745911,0.41066802,0.39610773,0.3149913,0.3402994,0.0253081
38,-1.1643581,-1.1468043,"('untruthful', 'truthful')",-0.88812053,-0.8842585,-0.2293321,-0.24752137,-0.7606037,-0.7595281,0.0010756
39,1.3501307,1.3731977,"('exploitative', 'cooperative')",0.25278154,0.27970713,-0.16101629,-0.1671291,0.480632,0.4952586,0.0146266
40,0.38689756,0.39774948,"('stingy', 'generous')",0.8037527,0.8017278,-1.1012195,-1.2144915,0.0298102,-0.0050048,-0.034815
41,-0.8629397,-0.8571985,"('unforgiving', 'forgiving')",0.06497709,0.08203532,0.38073993,0.2574414,-0.1390742,-0.1725739,-0.0334997
42,0.84144264,0.89993256,"('unreliable', 'reliable')",1.2954974,1.3839577,-2.6760478,-2.6714592,-0.1797026,-0.1291897,0.0505129
43,-0.27346522,-0.22898953,"('irresponsible', 'responsible')",0.27980763,0.3104989,0.3530501,0.33181235,0.1197975,0.1377739,0.0179764
44,-0.33229214,-0.23727028,"('prejudiced', 'unprejudiced')",-0.80220413,-0.6658499,-1.4569522,-1.4300776,-0.8638161,-0.7777326,0.0860835
45,-0.5003698,-0.39475375,"('incompetent', 'competent')",0.10062367,0.0042464957,-0.2578024,-0.31669638,-0.2191828,-0.2357345,-0.0165517
46,0.5891874,0.6438221,"('uncompetitive', 'competitive')",1.7381144,1.7110476,-0.13755108,-0.14496773,0.7299169,0.736634,0.0067171
47,0.6812461,0.76825005,"('stupid', 'smart')",0.75442076,0.80609256,5.4799943,5.5385027,2.3052203,2.3709485,0.0657282
48,-0.16761377,-0.20302477,"('unintelligent', 'intelligent')",0.14031518,0.051940493,0.50875396,0.49268013,0.1604851,0.1138653,-0.0466198
49,-0.32429424,-0.19576904,"('unable', 'able')",-0.66558146,-0.56524986,-0.17624822,-0.031896062,-0.388708,-0.264305,0.124403
50,0.5169735,0.5445107,"('clumsy', 'skillful')",-0.2032122,-0.16206047,0.10360094,0.07576641,0.1391207,0.1527389,0.0136182
51,-0.7722383,-0.86997706,"('uneducated', 'educated')",0.860477,0.7247026,0.5106964,0.46207395,0.199645,0.1055998,-0.0940452
52,-1.2320166,-1.3528118,"('irrational', 'rational')",-1.180886,-1.2573327,0.18411803,0.08444909,-0.7429282,-0.8418985,-0.0989703
53,-0.30787697,-0.26505154,"('uncreative', 'creative')",0.68232155,0.62241757,1.1398976,1.0432315,0.5047807,0.4668659,-0.0379148
54,-0.7819539,-0.75070405,"('incapable', 'capable')",-0.14115174,-0.052347433,0.8414446,0.9254291,-0.0272203,0.0407925,0.0680128
55,-0.05765926,-0.0106053725,"('incompetent', 'clever')",0.5763962,0.49104708,0.08381353,0.08572328,0.2008502,0.1887217,-0.0121285
56,1.1662897,1.2251899,"('impractical', 'practical')",0.68808097,0.6582009,-0.34973508,-0.33684984,0.5015452,0.5155137,0.0139685
57,0.23063487,0.23602489,"('unimaginative', 'imaginative')",0.6200295,0.5523476,-2.1769936,-2.217075,-0.4421097,-0.4762342,-0.0341245
58,0.00080028176,0.08583298,"('undiscriminating', 'discriminating')",0.920043,0.988902,0.31433532,0.29486138,0.4117262,0.4565321,0.0448059
59,0.09082016,0.05224912,"('foolish', 'wise')",-0.49160287,-0.45880735,0.2440066,0.26352924,-0.0522587,-0.0476763,0.0045824
60,1.2616851,1.3250501,"('inefficient', 'efficient')",1.2853948,1.2093997,-0.19245315,-0.12112318,0.7848756,0.8044422,0.0195666
61,0.4075203,0.32275692,"('illogical', 'logical')",0.07220535,-0.088705696,0.49222532,0.37643462,0.3239837,0.2034953,-0.1204884
62,-0.11835935,0.0037614666,"('incompetent', 'brilliant')",0.44792667,0.46678853,-0.29463735,-0.18657787,0.0116433,0.0946574,0.0830141
63,0.17528746,0.25854298,"('unperceptive', 'insightful')",1.7867774,1.8380178,1.1420333,1.2354089,1.0346994,1.1106566,0.0759572
64,0.43075278,0.34923404,"('shy', 'confident')",1.2858447,1.2394905,-6.1931553,-6.17308,-1.4921859,-1.5281185,-0.0359326
65,1.0782169,0.9918676,"('insecure', 'secure')",1.1162883,0.9878399,-0.10215359,-0.11982725,0.6974506,0.6199601,-0.0774905
66,-0.7820045,-0.7193675,"('inactive', 'active')",0.5572385,0.6304371,1.4066269,1.3977501,0.3939536,0.4362733,0.0423197
67,0.73828995,0.6764396,"('doubtful', 'determined')",0.64283955,0.68895453,-0.6487191,-0.5972025,0.2441368,0.2560639,0.0119271
68,0.24230683,0.2451418,"('dependent', 'independent')",-0.07576758,-0.08689073,-0.27810407,-0.28857523,-0.0371883,-0.0434414,-0.0062531
69,0.230637,0.26809812,"('lazy', 'industrious')",0.20880035,0.3333639,-0.52867895,-0.47072825,-0.0297472,0.0435779,0.0733251
70,0.27257994,0.33464208,"('lethargic', 'energetic')",1.3408678,1.4054066,0.6748967,0.69702446,0.7627815,0.8123577,0.0495762
71,0.6746816,0.745834,"('diffident', 'self-confident')",0.7209584,0.75069726,0.70863783,0.73448247,0.7014259,0.7436713,0.0422454
72,-0.41182536,-0.42913333,"('unambitious', 'ambitious')",-0.1836814,-0.19115801,-1.3485962,-1.351008,-0.6480343,-0.6570998,-0.0090655
73,0.8125566,0.8420209,"('helpless', 'self-reliant')",0.16362895,0.25922954,-3.2745094,-3.2510178,-0.766108,-0.7165891,0.0495189
74,0.09933697,0.24475747,"('undedicated', 'dedicated')",0.30259204,0.34012315,0.15589374,0.15585996,0.1859409,0.2469135,0.0609726
75,-0.1495285,-0.13468239,"('meek', 'impulsive')",-0.56997764,-0.43166766,-0.27742288,-0.21966922,-0.3323097,-0.2620064,0.0703033
76,1.197012,1.2594081,"('anxious', 'daring')",1.0047939,1.0728014,0.26431394,0.31960484,0.8220399,0.8839382,0.0618983
77,0.02548039,-0.012988118,"('unmotivated', 'motivated')",0.95063525,0.90624326,-1.0820557,-0.92967695,-0.0353133,-0.0121406,0.0231727
78,-0.67915475,-0.57215375,"('nonresilient', 'resilient')",0.7224629,0.7736645,0.528593,0.6555777,0.1906337,0.2856961,0.0950624
79,-1.0383393,-0.99525404,"('wavering', 'unwavering')",-1.7535988,-1.6772346,-0.007969115,-0.00066255033,-0.9333024,-0.8910504,0.042252
80,1.0203254,0.9820923,"('dominated', 'dominating')",0.8545841,0.8338742,-1.1065893,-0.9965211,0.2561067,0.2731485,0.0170418
81,0.4409852,0.31800583,"('submissive', 'aggressive')",1.4815514,1.3641187,-0.6668891,-0.61696726,0.4185492,0.3550524,-0.0634968
82,-0.67932576,-0.5978293,"('poor', 'rich')",0.34020597,0.33637938,5.6297956,5.639457,1.7635585,1.7926691,0.0291106
83,0.17065088,0.14488325,"('powerless', 'powerful')",0.40471768,0.48566246,-0.910069,-0.86400205,-0.1115668,-0.0778188,0.033748
84,0.5802489,0.48652002,"('inferior', 'superior')",0.1934288,0.20814812,0.8986979,0.895088,0.5574586,0.5299188,-0.0275398
85,-0.7998032,-0.7864477,"('insignificant', 'prestigious')",-0.3288014,-0.22042106,0.7669977,0.7943299,-0.1205357,-0.0708463,0.0496894
86,-0.43889037,-0.53963876,"('uninfluential', 'influential')",0.30165365,0.11256498,-0.0047450867,-0.11399607,-0.0473273,-0.1803566,-0.1330293
87,0.17719147,0.15123114,"('unsuccessful', 'successful')",0.4812052,0.49488235,0.72697353,0.9017818,0.4617901,0.5159651,0.054175
88,-0.6702261,-0.68003106,"('low', 'eminent')",-0.017651677,-0.07509806,0.18689887,0.21345574,-0.166993,-0.1805578,-0.0135648
