,shop_male,shop_female,tuple,average_male,average_female,female-male
0,0.57241464,0.4671499,"('unsociable', 'sociable')",0.5724146,0.4671499,-0.1052647
1,1.2950759,1.3815658,"('unfriendly', 'friendly')",1.2950759,1.3815658,0.0864899
2,0.35921723,0.54154426,"('unlikable', 'likable')",0.3592172,0.5415443,0.1823271
3,0.7589358,0.8702832,"('repellent', 'pleasant')",0.7589358,0.8702832,0.1113474
4,-7.2868276,-7.208333,"('disliked', 'liked')",-7.2868276,-7.208333,0.0784946
5,-0.6796823,-0.5880965,"('distant', 'outgoing')",-0.6796823,-0.5880965,0.0915858
6,-0.07464621,-0.053120237,"('distant', 'open')",-0.0746462,-0.0531202,0.021526
7,1.4946609,1.5939776,"('insensitive', 'sensitive')",1.4946609,1.5939776,0.0993167
8,1.3400402,1.2761726,"('unaffectionate', 'affectionate')",1.3400402,1.2761726,-0.0638676
9,1.8408091,1.872942,"('unaffectionate', 'caring')",1.8408091,1.872942,0.0321329
10,1.5343647,1.4182085,"('unsympathetic', 'sympathetic')",1.5343647,1.4182085,-0.1161562
11,2.1511157,2.1828382,"('unhelpful', 'helpful')",2.1511157,2.1828382,0.0317225
12,-1.2668614,-1.1883986,"('unsupportive', 'supportive')",-1.2668614,-1.1883986,0.0784628
13,0.2241886,0.22793823,"('impolite', 'polite')",0.2241886,0.2279382,0.0037496
14,0.3539321,0.35215694,"('antisocial', 'social')",0.3539321,0.3521569,-0.0017752
15,0.24609475,0.3084478,"('boring', 'funny')",0.2460947,0.3084478,0.0623531
16,-0.36110994,-0.11970025,"('unpopular', 'popular')",-0.3611099,-0.1197003,0.2414096
17,0.08415198,0.042943843,"('nasty', 'nice')",0.084152,0.0429438,-0.0412082
18,-0.66435355,-0.56653315,"('disagreeable', 'welcoming')",-0.6643535,-0.5665331,0.0978204
19,-0.38143316,-0.3702456,"('inhospitable', 'hospitable')",-0.3814332,-0.3702456,0.0111876
20,0.65902853,0.63856435,"('rough', 'thoughtful')",0.6590285,0.6385643,-0.0204642
21,0.06941514,0.20956552,"('immoral', 'moral')",0.0694151,0.2095655,0.1401504
22,-0.051257048,-0.012701206,"('untrustworthy', 'trustworthy')",-0.051257,-0.0127012,0.0385558
23,6.858005,6.932219,"('insincere', 'sincere')",6.858005,6.932219,0.074214
24,1.9146993,1.8954686,"('dishonest', 'honest')",1.9146993,1.8954686,-0.0192307
25,0.27582675,0.33461398,"('egoistic', 'altruistic')",0.2758268,0.334614,0.0587872
26,0.5758422,0.47564632,"('hardhearted', 'benevolent')",0.5758422,0.4756463,-0.1001959
27,1.6226614,1.4910297,"('hardhearted', 'softhearted')",1.6226614,1.4910297,-0.1316317
28,1.2691975,1.157937,"('disloyal', 'loyal')",1.2691975,1.157937,-0.1112605
29,-0.15687703,-0.31095308,"('unfair', 'fair')",-0.156877,-0.3109531,-0.1540761
30,1.4033571,1.3963844,"('intolerant', 'tolerant')",1.4033571,1.3963844,-0.0069727
31,-1.4244492,-1.3613399,"('evil', 'good')",-1.4244492,-1.3613399,0.0631093
32,1.5601156,1.4643872,"('unkind', 'kind')",1.5601156,1.4643872,-0.0957284
33,-0.80823326,-0.6573776,"('wrong', 'right')",-0.8082333,-0.6573776,0.1508557
34,4.8481803,5.001705,"('mean', 'honorable')",4.8481803,5.0017052,0.1535249
35,-1.36953,-1.5040169,"('corrupt', 'incorrupt')",-1.36953,-1.5040169,-0.1344869
36,-0.7002048,-0.80036145,"('hostile', 'amicable')",-0.7002048,-0.8003615,-0.1001567
37,0.77436936,0.7717625,"('fake', 'genuine')",0.7743694,0.7717625,-0.0026069
38,-0.043480493,-0.060343638,"('untruthful', 'truthful')",-0.0434805,-0.0603436,-0.0168631
39,-0.06894926,-0.017856218,"('exploitative', 'cooperative')",-0.0689493,-0.0178562,0.0510931
40,-1.4278117,-1.4422067,"('stingy', 'generous')",-1.4278117,-1.4422067,-0.014395
41,0.2606121,0.12679277,"('unforgiving', 'forgiving')",0.2606121,0.1267928,-0.1338193
42,-1.8892998,-1.8273551,"('unreliable', 'reliable')",-1.8892998,-1.8273551,0.0619447
43,1.8558791,1.832276,"('irresponsible', 'responsible')",1.8558791,1.832276,-0.0236031
44,-1.3075454,-1.392143,"('prejudiced', 'unprejudiced')",-1.3075454,-1.392143,-0.0845976
45,0.6257461,0.56397545,"('incompetent', 'competent')",0.6257461,0.5639755,-0.0617706
46,-0.20584068,-0.19609208,"('uncompetitive', 'competitive')",-0.2058407,-0.1960921,0.0097486
47,5.9215636,6.116977,"('stupid', 'smart')",5.9215636,6.1169772,0.1954136
48,0.9015225,0.8839733,"('unintelligent', 'intelligent')",0.9015225,0.8839733,-0.0175492
49,-0.1902635,0.039351657,"('unable', 'able')",-0.1902635,0.0393517,0.2296152
50,-0.32742685,-0.25368506,"('clumsy', 'skillful')",-0.3274269,-0.2536851,0.0737418
51,0.58820885,0.5708956,"('uneducated', 'educated')",0.5882089,0.5708956,-0.0173133
52,-0.422176,-0.45803946,"('irrational', 'rational')",-0.422176,-0.4580395,-0.0358635
53,0.4727205,0.56045187,"('uncreative', 'creative')",0.4727205,0.5604519,0.0877314
54,1.3380716,1.4729077,"('incapable', 'capable')",1.3380716,1.4729077,0.1348361
55,1.2009337,1.2573614,"('incompetent', 'clever')",1.2009337,1.2573614,0.0564277
56,0.7894255,0.8659705,"('impractical', 'practical')",0.7894255,0.8659705,0.076545
57,-2.3136442,-2.2703464,"('unimaginative', 'imaginative')",-2.3136442,-2.2703464,0.0432978
58,0.34335393,0.2964609,"('undiscriminating', 'discriminating')",0.3433539,0.2964609,-0.046893
59,-0.09635518,0.029800922,"('foolish', 'wise')",-0.0963552,0.0298009,0.1261561
60,0.8285709,0.9448978,"('inefficient', 'efficient')",0.8285709,0.9448978,0.1163269
61,0.75251985,0.60329676,"('illogical', 'logical')",0.7525198,0.6032968,-0.149223
62,1.2813894,1.4691635,"('incompetent', 'brilliant')",1.2813894,1.4691635,0.1877741
63,0.6638823,0.74680763,"('unperceptive', 'insightful')",0.6638823,0.7468076,0.0829253
64,-6.1314416,-6.0811477,"('shy', 'confident')",-6.1314416,-6.0811477,0.0502939
65,1.0583916,1.0289123,"('insecure', 'secure')",1.0583916,1.0289123,-0.0294793
66,-0.12650931,-0.2349742,"('inactive', 'active')",-0.1265093,-0.2349742,-0.1084649
67,-0.7620598,-0.73542285,"('doubtful', 'determined')",-0.7620598,-0.7354228,0.026637
68,-0.7822548,-0.6837116,"('dependent', 'independent')",-0.7822548,-0.6837116,0.0985432
69,-2.2161233,-2.1162465,"('lazy', 'industrious')",-2.2161233,-2.1162465,0.0998768
70,1.5954366,1.555249,"('lethargic', 'energetic')",1.5954366,1.555249,-0.0401876
71,0.31436652,0.47964385,"('diffident', 'self-confident')",0.3143665,0.4796439,0.1652774
72,0.97757596,1.093686,"('unambitious', 'ambitious')",0.977576,1.093686,0.11611
73,-2.8827398,-2.6813784,"('helpless', 'self-reliant')",-2.8827398,-2.6813784,0.2013614
74,0.11566188,0.11727562,"('undedicated', 'dedicated')",0.1156619,0.1172756,0.0016137
75,-1.0121114,-0.9298803,"('meek', 'impulsive')",-1.0121114,-0.9298803,0.0822311
76,0.90453786,0.86280036,"('anxious', 'daring')",0.9045379,0.8628004,-0.0417375
77,-1.1419917,-1.0820388,"('unmotivated', 'motivated')",-1.1419917,-1.0820388,0.0599529
78,-0.74383056,-0.6619555,"('nonresilient', 'resilient')",-0.7438306,-0.6619555,0.0818751
79,-0.3121949,-0.38933605,"('wavering', 'unwavering')",-0.3121949,-0.389336,-0.0771411
80,-0.08401517,-0.148154,"('dominated', 'dominating')",-0.0840152,-0.148154,-0.0641388
81,0.4210962,0.42160535,"('submissive', 'aggressive')",0.4210962,0.4216053,0.0005091
82,6.667629,6.893301,"('poor', 'rich')",6.6676288,6.893301,0.2256722
83,-0.47040284,-0.4589482,"('powerless', 'powerful')",-0.4704028,-0.4589482,0.0114546
84,0.0020146966,0.029776767,"('inferior', 'superior')",0.0020147,0.0297768,0.0277621
85,-1.582528,-1.5663639,"('insignificant', 'prestigious')",-1.582528,-1.5663639,0.0161641
86,0.7210785,0.69506586,"('uninfluential', 'influential')",0.7210785,0.6950659,-0.0260126
87,0.1393931,0.4193672,"('unsuccessful', 'successful')",0.1393931,0.4193672,0.2799741
88,-0.17820834,-0.10259579,"('low', 'eminent')",-0.1782083,-0.1025958,0.0756125
