,construction_male,construction_female,tuple,average_male,average_female,female-male
0,-0.28235346,-0.33895108,"('unsociable', 'sociable')",-0.2823535,-0.3389511,-0.0565976
1,1.2153317,1.2363092,"('unfriendly', 'friendly')",1.2153317,1.2363092,0.0209775
2,0.54376024,0.5863635,"('unlikable', 'likable')",0.5437602,0.5863635,0.0426033
3,0.027096007,0.19810478,"('repellent', 'pleasant')",0.027096,0.1981048,0.1710088
4,-6.683694,-6.790058,"('disliked', 'liked')",-6.6836939,-6.7900581,-0.1063642
5,-0.43715137,-0.3286538,"('distant', 'outgoing')",-0.4371514,-0.3286538,0.1084976
6,-0.72842014,-0.56342655,"('distant', 'open')",-0.7284201,-0.5634266,0.1649935
7,0.67621636,0.77938676,"('insensitive', 'sensitive')",0.6762164,0.7793868,0.1031704
8,0.9757156,0.941085,"('unaffectionate', 'affectionate')",0.9757156,0.941085,-0.0346306
9,1.5270946,1.6658555,"('unaffectionate', 'caring')",1.5270946,1.6658555,0.1387609
10,0.2840008,0.30570653,"('unsympathetic', 'sympathetic')",0.2840008,0.3057065,0.0217057
11,2.28085,2.2636716,"('unhelpful', 'helpful')",2.2808499,2.2636716,-0.0171783
12,-1.109416,-1.0784642,"('unsupportive', 'supportive')",-1.109416,-1.0784642,0.0309518
13,-0.020059042,-0.1377108,"('impolite', 'polite')",-0.020059,-0.1377108,-0.1176518
14,0.9048082,0.81350565,"('antisocial', 'social')",0.9048082,0.8135056,-0.0913026
15,-0.0889014,-0.19933668,"('boring', 'funny')",-0.0889014,-0.1993367,-0.1104353
16,-0.38130873,-0.364835,"('unpopular', 'popular')",-0.3813087,-0.364835,0.0164737
17,-0.09832578,-0.07075322,"('nasty', 'nice')",-0.0983258,-0.0707532,0.0275726
18,-0.70419824,-0.6640254,"('disagreeable', 'welcoming')",-0.7041982,-0.6640254,0.0401728
19,-0.723482,-0.6306207,"('inhospitable', 'hospitable')",-0.723482,-0.6306207,0.0928613
20,0.3036117,0.31903985,"('rough', 'thoughtful')",0.3036117,0.3190399,0.0154282
21,0.0855554,0.10160118,"('immoral', 'moral')",0.0855554,0.1016012,0.0160458
22,-0.85264313,-0.8072416,"('untrustworthy', 'trustworthy')",-0.8526431,-0.8072416,0.0454015
23,6.742705,6.903231,"('insincere', 'sincere')",6.7427049,6.9032311,0.1605262
24,1.3825545,1.510701,"('dishonest', 'honest')",1.3825545,1.5107009,0.1281464
25,1.0447383,1.1173279,"('egoistic', 'altruistic')",1.0447383,1.1173279,0.0725896
26,1.5140256,1.1821405,"('hardhearted', 'benevolent')",1.5140256,1.1821405,-0.3318851
27,0.6914462,0.80889356,"('hardhearted', 'softhearted')",0.6914462,0.8088936,0.1174474
28,1.1160376,1.0586436,"('disloyal', 'loyal')",1.1160376,1.0586436,-0.057394
29,-1.1165918,-1.2485927,"('unfair', 'fair')",-1.1165918,-1.2485927,-0.1320009
30,0.85926926,0.87749976,"('intolerant', 'tolerant')",0.8592693,0.8774998,0.0182305
31,-2.0657432,-1.9604801,"('evil', 'good')",-2.0657432,-1.9604801,0.1052631
32,1.4365437,1.2323666,"('unkind', 'kind')",1.4365437,1.2323666,-0.2041771
33,0.32421002,0.21970531,"('wrong', 'right')",0.32421,0.2197053,-0.1045047
34,4.8917975,5.145878,"('mean', 'honorable')",4.8917975,5.1458778,0.2540803
35,-1.3374401,-1.4355884,"('corrupt', 'incorrupt')",-1.3374401,-1.4355884,-0.0981483
36,-0.81742907,-0.9434969,"('hostile', 'amicable')",-0.8174291,-0.9434969,-0.1260678
37,0.45535892,0.51046073,"('fake', 'genuine')",0.4553589,0.5104607,0.0551018
38,0.78140545,0.7777711,"('untruthful', 'truthful')",0.7814054,0.7777711,-0.0036343
39,-0.3432267,-0.26041824,"('exploitative', 'cooperative')",-0.3432267,-0.2604182,0.0828085
40,-1.8692381,-1.7860931,"('stingy', 'generous')",-1.8692381,-1.7860931,0.083145
41,0.3318695,0.1902025,"('unforgiving', 'forgiving')",0.3318695,0.1902025,-0.141667
42,-3.2379498,-3.0664866,"('unreliable', 'reliable')",-3.2379498,-3.0664866,0.1714632
43,0.85459626,0.92253137,"('irresponsible', 'responsible')",0.8545963,0.9225314,0.0679351
44,-1.1667513,-1.2138746,"('prejudiced', 'unprejudiced')",-1.1667513,-1.2138746,-0.0471233
45,0.03137888,0.0033394955,"('incompetent', 'competent')",0.0313789,0.0033395,-0.0280394
46,-1.0600048,-1.0856487,"('uncompetitive', 'competitive')",-1.0600048,-1.0856487,-0.0256439
47,5.151922,5.283736,"('stupid', 'smart')",5.1519222,5.2837362,0.131814
48,0.3830551,0.33753926,"('unintelligent', 'intelligent')",0.3830551,0.3375393,-0.0455158
49,-0.79936194,-0.59751105,"('unable', 'able')",-0.7993619,-0.5975111,0.2018508
50,-0.4378054,-0.45280254,"('clumsy', 'skillful')",-0.4378054,-0.4528025,-0.0149971
51,0.16516165,0.035264608,"('uneducated', 'educated')",0.1651617,0.0352646,-0.1298971
52,-0.06793036,-0.21414721,"('irrational', 'rational')",-0.0679304,-0.2141472,-0.1462168
53,0.32178223,0.37066704,"('uncreative', 'creative')",0.3217822,0.370667,0.0488848
54,0.8206181,0.8944889,"('incapable', 'capable')",0.8206181,0.8944889,0.0738708
55,0.13868208,0.2423394,"('incompetent', 'clever')",0.1386821,0.2423394,0.1036573
56,0.79865247,0.85939974,"('impractical', 'practical')",0.7986525,0.8593997,0.0607472
57,-2.5318215,-2.6570036,"('unimaginative', 'imaginative')",-2.5318215,-2.6570036,-0.1251821
58,-0.11651366,-0.09589237,"('undiscriminating', 'discriminating')",-0.1165137,-0.0958924,0.0206213
59,0.11339063,0.068278804,"('foolish', 'wise')",0.1133906,0.0682788,-0.0451118
60,0.74826086,0.94717824,"('inefficient', 'efficient')",0.7482609,0.9471782,0.1989173
61,0.040952433,-0.057014983,"('illogical', 'logical')",0.0409524,-0.057015,-0.0979674
62,0.6273489,0.91102934,"('incompetent', 'brilliant')",0.6273489,0.9110293,0.2836804
63,0.60843956,0.6694598,"('unperceptive', 'insightful')",0.6084396,0.6694598,0.0610202
64,-5.5988665,-5.707222,"('shy', 'confident')",-5.5988665,-5.707222,-0.1083555
65,-0.23902678,-0.16613011,"('insecure', 'secure')",-0.2390268,-0.1661301,0.0728967
66,-0.7723419,-0.92528373,"('inactive', 'active')",-0.7723419,-0.9252837,-0.1529418
67,0.05179219,-0.1269845,"('doubtful', 'determined')",0.0517922,-0.1269845,-0.1787767
68,-1.6044211,-1.5168552,"('dependent', 'independent')",-1.6044211,-1.5168552,0.0875659
69,-1.1012166,-1.2195116,"('lazy', 'industrious')",-1.1012166,-1.2195116,-0.118295
70,0.25666878,0.34451193,"('lethargic', 'energetic')",0.2566688,0.3445119,0.0878431
71,0.35759768,0.41840464,"('diffident', 'self-confident')",0.3575977,0.4184046,0.0608069
72,1.1241453,1.2359774,"('unambitious', 'ambitious')",1.1241453,1.2359774,0.1118321
73,-3.4735003,-3.2495084,"('helpless', 'self-reliant')",-3.4735003,-3.2495084,0.2239919
74,-0.49977276,-0.44438294,"('undedicated', 'dedicated')",-0.4997728,-0.4443829,0.0553899
