,sportsman_male,sportsman_female,tuple,average_male,average_female,female-male
0,0.4362456,0.42450494,"('unsociable', 'sociable')",0.4362456,0.4245049,-0.0117407
1,1.0689573,1.0016408,"('unfriendly', 'friendly')",1.0689573,1.0016408,-0.0673165
2,0.75220555,0.84047145,"('unlikable', 'likable')",0.7522056,0.8404714,0.0882658
3,1.1649882,1.334181,"('repellent', 'pleasant')",1.1649882,1.334181,0.1691928
4,-6.8686767,-6.8220797,"('disliked', 'liked')",-6.8686767,-6.8220797,0.046597
5,-0.49085906,-0.4129121,"('distant', 'outgoing')",-0.4908591,-0.4129121,0.077947
6,-0.3771494,-0.3238502,"('distant', 'open')",-0.3771494,-0.3238502,0.0532992
7,1.5752493,1.6380546,"('insensitive', 'sensitive')",1.5752493,1.6380546,0.0628053
8,0.7135121,0.64000535,"('unaffectionate', 'affectionate')",0.7135121,0.6400054,-0.0735067
9,1.1243849,1.1593109,"('unaffectionate', 'caring')",1.1243849,1.1593109,0.034926
10,1.8507142,1.8694658,"('unsympathetic', 'sympathetic')",1.8507142,1.8694658,0.0187516
11,2.221232,2.230402,"('unhelpful', 'helpful')",2.2212319,2.230402,0.0091701
12,-0.8829797,-0.79673195,"('unsupportive', 'supportive')",-0.8829797,-0.7967319,0.0862478
13,0.5215565,0.5307232,"('impolite', 'polite')",0.5215565,0.5307232,0.0091667
14,0.53947425,0.5402121,"('antisocial', 'social')",0.5394742,0.5402121,0.0007379
15,0.22326428,0.19534609,"('boring', 'funny')",0.2232643,0.1953461,-0.0279182
16,-0.6781365,-0.5121514,"('unpopular', 'popular')",-0.6781365,-0.5121514,0.1659851
17,0.024220355,0.034144074,"('nasty', 'nice')",0.0242204,0.0341441,0.0099237
18,-0.12707397,-0.15264986,"('disagreeable', 'welcoming')",-0.127074,-0.1526499,-0.0255759
19,-0.34342325,-0.3120324,"('inhospitable', 'hospitable')",-0.3434232,-0.3120324,0.0313908
20,0.8291807,0.689326,"('rough', 'thoughtful')",0.8291807,0.689326,-0.1398547
21,0.70637965,0.81436557,"('immoral', 'moral')",0.7063797,0.8143656,0.1079859
22,0.46607846,0.40291357,"('untrustworthy', 'trustworthy')",0.4660785,0.4029136,-0.0631649
23,6.7087665,6.748824,"('insincere', 'sincere')",6.7087665,6.7488241,0.0400576
24,2.281744,2.310702,"('dishonest', 'honest')",2.281744,2.3107021,0.0289581
25,0.3368972,0.26756305,"('egoistic', 'altruistic')",0.3368972,0.267563,-0.0693342
26,-0.16051838,-0.23823625,"('hardhearted', 'benevolent')",-0.1605184,-0.2382362,-0.0777178
27,1.3422158,1.2153304,"('hardhearted', 'softhearted')",1.3422158,1.2153304,-0.1268854
28,1.2590404,1.2612913,"('disloyal', 'loyal')",1.2590404,1.2612913,0.0022509
29,-0.14289656,-0.24986434,"('unfair', 'fair')",-0.1428966,-0.2498643,-0.1069677
30,1.3497036,1.3094319,"('intolerant', 'tolerant')",1.3497036,1.3094319,-0.0402717
31,-1.4675945,-1.5043223,"('evil', 'good')",-1.4675945,-1.5043223,-0.0367278
32,1.438875,1.3567597,"('unkind', 'kind')",1.438875,1.3567597,-0.0821153
33,-0.9352003,-0.8249819,"('wrong', 'right')",-0.9352003,-0.8249819,0.1102184
34,4.3709974,4.5645065,"('mean', 'honorable')",4.3709974,4.5645065,0.1935091
35,-1.2872249,-1.3984101,"('corrupt', 'incorrupt')",-1.2872249,-1.3984101,-0.1111852
36,-1.2400974,-1.3527347,"('hostile', 'amicable')",-1.2400974,-1.3527347,-0.1126373
37,1.1745547,1.097591,"('fake', 'genuine')",1.1745547,1.097591,-0.0769637
38,0.21863395,0.19304895,"('untruthful', 'truthful')",0.2186339,0.193049,-0.0255849
