,civilian_male,civilian_female,tuple,average_male,average_female,female-male
0,0.24325238,0.06708223,"('unsociable', 'sociable')",0.2432524,0.0670822,-0.1761702
1,0.55886924,0.70466053,"('unfriendly', 'friendly')",0.5588692,0.7046605,0.1457913
2,0.47035155,0.64218056,"('unlikable', 'likable')",0.4703515,0.6421806,0.1718291
3,0.59188944,0.64635974,"('repellent', 'pleasant')",0.5918894,0.6463597,0.0544703
4,-7.3686733,-7.509581,"('disliked', 'liked')",-7.3686733,-7.5095811,-0.1409078
5,-1.2908581,-0.9769819,"('distant', 'outgoing')",-1.2908581,-0.9769819,0.3138762
6,-1.0450875,-0.66226363,"('distant', 'open')",-1.0450875,-0.6622636,0.3828239
7,0.67868316,0.63190436,"('insensitive', 'sensitive')",0.6786832,0.6319044,-0.0467788
8,0.97345954,1.1986706,"('unaffectionate', 'affectionate')",0.9734595,1.1986706,0.2252111
9,1.8652278,2.0774016,"('unaffectionate', 'caring')",1.8652278,2.0774016,0.2121738
10,1.0585856,1.0523714,"('unsympathetic', 'sympathetic')",1.0585856,1.0523714,-0.0062142
11,2.3192098,2.1909046,"('unhelpful', 'helpful')",2.3192098,2.1909046,-0.1283052
12,-1.4829028,-1.478669,"('unsupportive', 'supportive')",-1.4829028,-1.478669,0.0042338
13,0.42332286,0.22732484,"('impolite', 'polite')",0.4233229,0.2273248,-0.1959981
14,0.46364388,0.22985649,"('antisocial', 'social')",0.4636439,0.2298565,-0.2337874
15,-0.05012861,-0.07453902,"('boring', 'funny')",-0.0501286,-0.074539,-0.0244104
16,-0.59978616,-0.55044556,"('unpopular', 'popular')",-0.5997862,-0.5504456,0.0493406
17,-0.33513305,-0.34760654,"('nasty', 'nice')",-0.335133,-0.3476065,-0.0124735
18,-0.87507355,-0.70653003,"('disagreeable', 'welcoming')",-0.8750736,-0.70653,0.1685436
19,-0.8882396,-0.6954159,"('inhospitable', 'hospitable')",-0.8882396,-0.6954159,0.1928237
