,evil_male,evil_female,tuple,average_male,average_female,female-male
0,-0.10023856,-0.23594059,"('unsociable', 'sociable')",-0.1002386,-0.2359406,-0.135702
1,1.5706036,1.7078817,"('unfriendly', 'friendly')",1.5706036,1.7078817,0.1372781
2,-0.077862486,-0.020762987,"('unlikable', 'likable')",-0.0778625,-0.020763,0.0570995
3,1.1978437,1.184089,"('repellent', 'pleasant')",1.1978437,1.1840889,-0.0137548
4,-7.555308,-7.404292,"('disliked', 'liked')",-7.5553079,-7.4042921,0.1510158
5,-0.12395293,0.2287619,"('distant', 'outgoing')",-0.1239529,0.2287619,0.3527148
6,0.07071231,0.39668545,"('distant', 'open')",0.0707123,0.3966855,0.3259732
7,1.0860071,1.1273206,"('insensitive', 'sensitive')",1.0860071,1.1273206,0.0413135
8,1.2516731,1.3860401,"('unaffectionate', 'affectionate')",1.2516731,1.3860401,0.134367
9,2.0686438,2.292926,"('unaffectionate', 'caring')",2.0686438,2.2929261,0.2242823
10,1.1740246,1.1024687,"('unsympathetic', 'sympathetic')",1.1740246,1.1024687,-0.0715559
11,2.3066645,2.3609385,"('unhelpful', 'helpful')",2.3066645,2.3609385,0.054274
12,-1.3238658,-1.0860258,"('unsupportive', 'supportive')",-1.3238658,-1.0860258,0.23784
13,0.27763206,0.05888854,"('impolite', 'polite')",0.2776321,0.0588885,-0.2187436
14,-0.4569212,-0.725958,"('antisocial', 'social')",-0.4569212,-0.725958,-0.2690368
15,0.41788873,0.42394826,"('boring', 'funny')",0.4178887,0.4239483,0.0060596
16,-0.670742,-0.5069742,"('unpopular', 'popular')",-0.670742,-0.5069742,0.1637678
17,-0.7479377,-0.7137227,"('nasty', 'nice')",-0.7479377,-0.7137227,0.034215
18,-0.47403738,-0.52160716,"('disagreeable', 'welcoming')",-0.4740374,-0.5216072,-0.0475698
19,-0.35852665,-0.000308536,"('inhospitable', 'hospitable')",-0.3585266,-0.0003085,0.3582181
20,0.4904109,0.2730113,"('rough', 'thoughtful')",0.4904109,0.2730113,-0.2173996
21,0.06926293,0.038574822,"('immoral', 'moral')",0.0692629,0.0385748,-0.0306881
22,-0.8200132,-0.87218547,"('untrustworthy', 'trustworthy')",-0.8200132,-0.8721855,-0.0521723
23,7.259547,7.315213,"('insincere', 'sincere')",7.2595472,7.3152132,0.055666
24,1.9032204,1.8954183,"('dishonest', 'honest')",1.9032204,1.8954183,-0.0078021
25,0.86952835,0.7797134,"('egoistic', 'altruistic')",0.8695284,0.7797134,-0.089815
26,0.44065374,0.30992687,"('hardhearted', 'benevolent')",0.4406537,0.3099269,-0.1307268
27,1.8954611,1.7117485,"('hardhearted', 'softhearted')",1.8954611,1.7117485,-0.1837126
28,1.3804253,1.2789543,"('disloyal', 'loyal')",1.3804253,1.2789543,-0.101471
29,-1.023014,-1.0906876,"('unfair', 'fair')",-1.0230139,-1.0906876,-0.0676737
30,1.2137027,1.2140963,"('intolerant', 'tolerant')",1.2137027,1.2140963,0.0003936
31,-2.4152555,-2.3236334,"('evil', 'good')",-2.4152555,-2.3236334,0.0916221
32,1.4275141,1.2387421,"('unkind', 'kind')",1.4275141,1.2387421,-0.188772
33,-0.224002,-0.09859176,"('wrong', 'right')",-0.224002,-0.0985918,0.1254102
34,5.2047253,5.4983177,"('mean', 'honorable')",5.2047253,5.4983177,0.2935924
35,-1.2278157,-1.1469643,"('corrupt', 'incorrupt')",-1.2278157,-1.1469643,0.0808514
36,-1.2729353,-1.1504037,"('hostile', 'amicable')",-1.2729353,-1.1504037,0.1225316
37,1.010487,0.9106193,"('fake', 'genuine')",1.010487,0.9106193,-0.0998677
38,0.048995636,0.22782665,"('untruthful', 'truthful')",0.0489956,0.2278267,0.1788311
39,-0.21346954,-0.34384567,"('exploitative', 'cooperative')",-0.2134695,-0.3438457,-0.1303762
40,-1.2976977,-1.4332033,"('stingy', 'generous')",-1.2976977,-1.4332033,-0.1355056
41,-0.20675424,-0.38478285,"('unforgiving', 'forgiving')",-0.2067542,-0.3847829,-0.1780287
42,-2.6317885,-2.6765928,"('unreliable', 'reliable')",-2.6317885,-2.6765928,-0.0448043
43,1.2480788,1.2598876,"('irresponsible', 'responsible')",1.2480788,1.2598876,0.0118088
44,-1.7492272,-1.9554998,"('prejudiced', 'unprejudiced')",-1.7492272,-1.9554998,-0.2062726
45,0.003885284,-0.0318055,"('incompetent', 'competent')",0.0038853,-0.0318055,-0.0356908
46,-0.33150595,-0.40092397,"('uncompetitive', 'competitive')",-0.331506,-0.400924,-0.069418
47,5.0896883,5.209635,"('stupid', 'smart')",5.0896883,5.2096348,0.1199465
48,0.9255956,0.8649777,"('unintelligent', 'intelligent')",0.9255956,0.8649777,-0.0606179
49,0.500634,0.75638473,"('unable', 'able')",0.500634,0.7563847,0.2557507
50,-0.17828454,-0.09009463,"('clumsy', 'skillful')",-0.1782845,-0.0900946,0.0881899
51,1.2775998,1.2013364,"('uneducated', 'educated')",1.2775998,1.2013364,-0.0762634
52,-0.45446566,-0.35069028,"('irrational', 'rational')",-0.4544657,-0.3506903,0.1037754
53,0.24299015,0.3616411,"('uncreative', 'creative')",0.2429902,0.3616411,0.1186509
54,1.4113759,1.844227,"('incapable', 'capable')",1.4113759,1.844227,0.4328511
55,1.078958,0.9320532,"('incompetent', 'clever')",1.078958,0.9320532,-0.1469048
56,0.5090053,0.5645932,"('impractical', 'practical')",0.5090053,0.5645932,0.0555879
57,-2.3368008,-2.2917783,"('unimaginative', 'imaginative')",-2.3368008,-2.2917783,0.0450225
58,-0.15632391,-0.16475877,"('undiscriminating', 'discriminating')",-0.1563239,-0.1647588,-0.0084349
59,-0.28649235,0.0055013224,"('foolish', 'wise')",-0.2864923,0.0055013,0.2919936
60,1.1668466,0.9814458,"('inefficient', 'efficient')",1.1668466,0.9814458,-0.1854008
61,0.35024455,0.09462481,"('illogical', 'logical')",0.3502446,0.0946248,-0.2556198
62,1.4128752,1.5038159,"('incompetent', 'brilliant')",1.4128752,1.5038159,0.0909407
63,0.6739746,0.802771,"('unperceptive', 'insightful')",0.6739746,0.802771,0.1287964
64,-6.8587465,-6.7818704,"('shy', 'confident')",-6.8587465,-6.7818704,0.0768761
65,0.36076593,0.16738072,"('insecure', 'secure')",0.3607659,0.1673807,-0.1933852
66,-0.7857173,-0.65641636,"('inactive', 'active')",-0.7857173,-0.6564164,0.1293009
67,-0.9693281,-0.9748261,"('doubtful', 'determined')",-0.9693281,-0.9748261,-0.005498
