,travel_male,travel_female,tuple,average_male,average_female,female-male
0,0.31297985,0.26822957,"('unsociable', 'sociable')",0.3129798,0.2682296,-0.0447502
1,2.185518,2.1582093,"('unfriendly', 'friendly')",2.185518,2.1582093,-0.0273087
2,0.79107076,0.88828474,"('unlikable', 'likable')",0.7910708,0.8882847,0.0972139
3,0.06698793,0.07874183,"('repellent', 'pleasant')",0.0669879,0.0787418,0.0117539
4,-6.4278965,-6.4348083,"('disliked', 'liked')",-6.4278965,-6.4348083,-0.0069118
5,0.30151916,0.310852,"('distant', 'outgoing')",0.3015192,0.310852,0.0093328
6,0.49364686,0.4795875,"('distant', 'open')",0.4936469,0.4795875,-0.0140594
7,0.75572014,0.84038734,"('insensitive', 'sensitive')",0.7557201,0.8403873,0.0846672
8,1.4324138,1.3439872,"('unaffectionate', 'affectionate')",1.4324138,1.3439872,-0.0884266
9,2.116621,2.1304834,"('unaffectionate', 'caring')",2.116621,2.1304834,0.0138624
10,0.21712986,0.3040706,"('unsympathetic', 'sympathetic')",0.2171299,0.3040706,0.0869407
11,2.0678272,2.232973,"('unhelpful', 'helpful')",2.0678272,2.2329731,0.1651459
12,-1.2349263,-1.1115342,"('unsupportive', 'supportive')",-1.2349263,-1.1115342,0.1233921
13,-0.11514048,-0.026056614,"('impolite', 'polite')",-0.1151405,-0.0260566,0.0890839
14,0.3514026,0.36572883,"('antisocial', 'social')",0.3514026,0.3657288,0.0143262
15,0.121633396,0.12541004,"('boring', 'funny')",0.1216334,0.12541,0.0037766
16,0.33161408,0.32006335,"('unpopular', 'popular')",0.3316141,0.3200634,-0.0115507
17,-0.15946831,-0.1492039,"('nasty', 'nice')",-0.1594683,-0.1492039,0.0102644
18,-0.8149099,-0.78899336,"('disagreeable', 'welcoming')",-0.8149099,-0.7889934,0.0259165
19,-0.5151837,-0.44334096,"('inhospitable', 'hospitable')",-0.5151837,-0.443341,0.0718427
20,0.3831556,0.37447232,"('rough', 'thoughtful')",0.3831556,0.3744723,-0.0086833
21,-0.63034904,-0.3906003,"('immoral', 'moral')",-0.630349,-0.3906003,0.2397487
22,-0.43601137,-0.39914766,"('untrustworthy', 'trustworthy')",-0.4360114,-0.3991477,0.0368637
23,6.1318827,6.1840034,"('insincere', 'sincere')",6.1318827,6.1840034,0.0521207
24,1.603181,1.5918409,"('dishonest', 'honest')",1.603181,1.5918409,-0.0113401
25,1.0197833,0.9444679,"('egoistic', 'altruistic')",1.0197833,0.9444679,-0.0753154
