,healthpeak_male,healthpeak_female,tuple,properties_male,properties_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5365641,-1.6157994,"('unsociable', 'sociable')",0.8688445,0.7387501,-0.65866596,-0.7719319,-0.4421285,-0.5496604,-0.1075319
1,-1.0860319,-1.0186139,"('unfriendly', 'friendly')",-0.421968,-0.45177576,1.8688098,1.7761014,0.12027,0.1019039,-0.0183661
2,0.5156931,0.55847126,"('unlikable', 'likable')",1.0820727,1.1824923,0.70609236,0.83126,0.7679528,0.8574078,0.089455
3,-1.182664,-1.0606103,"('repellent', 'pleasant')",0.24906984,0.30561036,-0.053610496,-0.028610555,-0.3290682,-0.2612035,0.0678647
4,0.63451266,0.6679189,"('disliked', 'liked')",-0.65923905,-0.61680293,-5.5998273,-5.6053214,-1.8748512,-1.8514018,0.0234494
5,0.6250986,0.7131117,"('distant', 'outgoing')",-1.4783489,-1.4045732,0.14380191,0.13337626,-0.2364828,-0.1860284,0.0504544
6,0.47862506,0.60717297,"('distant', 'open')",-1.8035442,-1.7070076,0.6535634,0.60597295,-0.2237852,-0.1646206,0.0591646
7,-0.54871815,-0.53754073,"('insensitive', 'sensitive')",1.3273209,1.3624,0.6872497,0.68200964,0.4886175,0.5022897,0.0136722
8,-0.98649645,-0.98727703,"('unaffectionate', 'affectionate')",-1.0689803,-1.0670273,0.73087215,0.657331,-0.4415348,-0.4656578,-0.024123
9,-0.74948627,-0.7200015,"('unaffectionate', 'caring')",0.20680365,0.2410092,1.0656582,1.0794011,0.1743252,0.2001363,0.0258111
10,-2.0534651,-2.036125,"('unsympathetic', 'sympathetic')",0.7408875,0.77464324,-0.572993,-0.5320525,-0.6285235,-0.5978448,0.0306787
11,-0.66459084,-0.65463924,"('unhelpful', 'helpful')",0.8507084,0.895801,1.560352,1.6847037,0.5821565,0.6419551,0.0597986
12,0.40417072,0.5536814,"('unsupportive', 'supportive')",1.3468983,1.5349448,-1.305046,-1.1914028,0.1486744,0.2990745,0.1504001
