,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,female-male
0,-0.8887874,-1.0600791,"('unsociable', 'sociable')",0.03360054,0.029229384,-0.71381783,-0.77845496,-0.5230016,-0.6031016,-0.0801
1,0.98012805,0.952049,"('unfriendly', 'friendly')",1.6349955,1.605679,2.6787903,2.5622714,1.7646379,1.7066665,-0.0579714
2,-0.295014,-0.26608926,"('unlikable', 'likable')",-0.029902842,-0.018597253,0.29533175,0.39117658,-0.0098617,0.0354967,0.0453584
3,-1.1464239,-1.0778149,"('repellent', 'pleasant')",-1.6478684,-1.6288999,0.30478087,0.2992459,-0.8298372,-0.8024897,0.0273475
4,0.09923936,0.05392378,"('disliked', 'liked')",-0.22736618,-0.25563776,-7.455549,-7.4814086,-2.5278918,-2.5610409,-0.0331491
5,1.5950658,1.5719526,"('distant', 'outgoing')",1.1136568,1.0723764,0.52251536,0.49127614,1.0770793,1.0452018,-0.0318775
6,1.652527,1.6560111,"('distant', 'open')",1.5658594,1.5371456,0.9493708,0.89183474,1.3892523,1.3616638,-0.0275885
7,-1.0266603,-0.94366634,"('insensitive', 'sensitive')",-1.0256195,-0.8793137,-0.32725555,-0.25024715,-0.7931785,-0.6910757,0.1021028
8,0.007296592,0.025769673,"('unaffectionate', 'affectionate')",0.47777182,0.43817157,1.0018882,0.9231993,0.4956522,0.4623802,-0.033272
9,1.249462,1.2605567,"('unaffectionate', 'caring')",0.8530793,0.8159734,1.4639962,1.4152844,1.1888459,1.1639381,-0.0249078
10,-0.86163175,-0.8292126,"('unsympathetic', 'sympathetic')",-1.0603921,-0.9701272,-1.4365605,-1.4095773,-1.1195281,-1.069639,0.0498891
11,-1.4568962,-1.4063779,"('unhelpful', 'helpful')",-0.555214,-0.51389164,1.0645274,1.1108437,-0.3158609,-0.2698086,0.0460523
12,0.3647067,0.43479016,"('unsupportive', 'supportive')",0.49407023,0.58809423,-2.2833755,-2.2932227,-0.4748662,-0.4234461,0.0514201
13,-1.0337152,-1.0402747,"('impolite', 'polite')",-0.017615043,-0.014313206,-1.0281107,-1.0665343,-0.693147,-0.7070408,-0.0138938
14,-0.92596805,-0.9313405,"('antisocial', 'social')",-1.0287373,-1.0101076,-1.2376008,-1.2162668,-1.064102,-1.0525716,0.0115304
15,0.45102578,0.41917804,"('boring', 'funny')",0.53165454,0.48588032,0.27146554,0.29501334,0.4180486,0.4000239,-0.0180247
16,-1.252101,-1.2648646,"('unpopular', 'popular')",-1.1061746,-1.0666645,0.074939564,0.04835701,-0.761112,-0.7610574,5.46e-05
17,-1.4646125,-1.4182277,"('nasty', 'nice')",-0.80727565,-0.77797824,-0.50433886,-0.44953793,-0.925409,-0.8819146,0.0434944
18,-0.955582,-0.8882112,"('disagreeable', 'welcoming')",-0.38441408,-0.3105285,-0.7522655,-0.8386875,-0.6974205,-0.6791424,0.0182781
19,0.8054565,0.8397406,"('inhospitable', 'hospitable')",0.14444987,0.13270524,0.21702293,0.22822922,0.3889765,0.400225,0.0112485
20,0.13065642,0.20780209,"('rough', 'thoughtful')",-0.09049773,-0.038427636,0.27243388,0.21664819,0.1041975,0.1286742,0.0244767
