,example_male,example_female,tuple,average_male,average_female,female-male
0,0.034994528,-0.08368629,"('unsociable', 'sociable')",0.0349945,-0.0836863,-0.1186808
1,1.3886833,1.4466197,"('unfriendly', 'friendly')",1.3886833,1.4466197,0.0579364
2,0.25646904,0.4101745,"('unlikable', 'likable')",0.256469,0.4101745,0.1537055
3,0.90902007,0.8486675,"('repellent', 'pleasant')",0.9090201,0.8486675,-0.0603526
4,-7.3963776,-7.157839,"('disliked', 'liked')",-7.3963776,-7.1578388,0.2385388
5,-0.28469366,-0.186845,"('distant', 'outgoing')",-0.2846937,-0.186845,0.0978487
6,-0.036074203,0.102250054,"('distant', 'open')",-0.0360742,0.1022501,0.1383243
7,0.94254947,0.9297043,"('insensitive', 'sensitive')",0.9425495,0.9297043,-0.0128452
8,0.82832545,0.8242678,"('unaffectionate', 'affectionate')",0.8283255,0.8242678,-0.0040577
9,1.6798875,1.7429221,"('unaffectionate', 'caring')",1.6798875,1.7429221,0.0630346
10,1.4488914,1.4442923,"('unsympathetic', 'sympathetic')",1.4488914,1.4442923,-0.0045991
11,2.5738006,2.5838945,"('unhelpful', 'helpful')",2.5738006,2.5838945,0.0100939
12,-1.2986426,-1.2455345,"('unsupportive', 'supportive')",-1.2986426,-1.2455345,0.0531081
13,0.642659,0.55228484,"('impolite', 'polite')",0.642659,0.5522848,-0.0903742
14,-0.07211963,-0.25392884,"('antisocial', 'social')",-0.0721196,-0.2539288,-0.1818092
15,0.6355176,0.7014941,"('boring', 'funny')",0.6355176,0.7014941,0.0659765
16,-0.39071274,-0.3194065,"('unpopular', 'popular')",-0.3907127,-0.3194065,0.0713062
17,-0.106218554,-0.091369644,"('nasty', 'nice')",-0.1062186,-0.0913696,0.014849
18,-0.65437686,-0.72224677,"('disagreeable', 'welcoming')",-0.6543769,-0.7222468,-0.0678699
19,-0.68965256,-0.4675691,"('inhospitable', 'hospitable')",-0.6896526,-0.4675691,0.2220835
20,0.9070665,0.732699,"('rough', 'thoughtful')",0.9070665,0.732699,-0.1743675
21,0.3700196,0.4451008,"('immoral', 'moral')",0.3700196,0.4451008,0.0750812
22,-0.033926904,-0.02687549,"('untrustworthy', 'trustworthy')",-0.0339269,-0.0268755,0.0070514
23,7.129159,7.007521,"('insincere', 'sincere')",7.129159,7.0075212,-0.1216378
24,2.3842936,2.3749826,"('dishonest', 'honest')",2.3842936,2.3749826,-0.009311
25,0.38185704,0.36830634,"('egoistic', 'altruistic')",0.381857,0.3683063,-0.0135507
26,0.58224595,0.5325904,"('hardhearted', 'benevolent')",0.5822459,0.5325904,-0.0496555
27,1.2659582,1.115116,"('hardhearted', 'softhearted')",1.2659582,1.115116,-0.1508422
28,1.4386889,1.425335,"('disloyal', 'loyal')",1.4386889,1.425335,-0.0133539
29,-0.6000902,-0.65869176,"('unfair', 'fair')",-0.6000902,-0.6586918,-0.0586016
30,0.92232144,0.92540663,"('intolerant', 'tolerant')",0.9223214,0.9254066,0.0030852
31,-1.7802352,-1.6471012,"('evil', 'good')",-1.7802352,-1.6471012,0.133134
32,1.2645906,1.2516303,"('unkind', 'kind')",1.2645906,1.2516303,-0.0129603
33,-0.63418156,-0.59988976,"('wrong', 'right')",-0.6341816,-0.5998898,0.0342918
34,5.122889,5.153641,"('mean', 'honorable')",5.122889,5.1536412,0.0307522
35,-1.2843846,-1.3493326,"('corrupt', 'incorrupt')",-1.2843846,-1.3493326,-0.064948
36,-1.2894086,-1.2452214,"('hostile', 'amicable')",-1.2894086,-1.2452214,0.0441872
37,0.6081002,0.66749686,"('fake', 'genuine')",0.6081002,0.6674969,0.0593967
38,0.027824119,0.1276913,"('untruthful', 'truthful')",0.0278241,0.1276913,0.0998672
39,0.20226629,0.17872095,"('exploitative', 'cooperative')",0.2022663,0.178721,-0.0235453
40,-1.6615351,-1.7629997,"('stingy', 'generous')",-1.6615351,-1.7629997,-0.1014646
41,-0.39664352,-0.38034832,"('unforgiving', 'forgiving')",-0.3966435,-0.3803483,0.0162952
42,-2.024979,-1.9260643,"('unreliable', 'reliable')",-2.0249791,-1.9260643,0.0989148
43,1.4995507,1.5035838,"('irresponsible', 'responsible')",1.4995507,1.5035838,0.0040331
44,-1.7128767,-1.7718316,"('prejudiced', 'unprejudiced')",-1.7128767,-1.7718316,-0.0589549
45,0.5112786,0.50275576,"('incompetent', 'competent')",0.5112786,0.5027558,-0.0085228
46,-0.20675045,-0.23616618,"('uncompetitive', 'competitive')",-0.2067505,-0.2361662,-0.0294157
47,5.4593396,5.496303,"('stupid', 'smart')",5.4593396,5.4963031,0.0369635
48,1.2281984,1.0368437,"('unintelligent', 'intelligent')",1.2281984,1.0368437,-0.1913547
49,0.34952548,0.491591,"('unable', 'able')",0.3495255,0.491591,0.1420655
50,0.19056441,0.22961792,"('clumsy', 'skillful')",0.1905644,0.2296179,0.0390535
51,0.7530455,0.77041876,"('uneducated', 'educated')",0.7530455,0.7704188,0.0173733
52,-0.6924211,-0.71825993,"('irrational', 'rational')",-0.6924211,-0.7182599,-0.0258388
53,0.4263065,0.471284,"('uncreative', 'creative')",0.4263065,0.471284,0.0449775
54,1.3236363,1.5208507,"('incapable', 'capable')",1.3236363,1.5208507,0.1972144
55,1.4062605,1.3028725,"('incompetent', 'clever')",1.4062605,1.3028725,-0.103388
56,1.2762789,1.2509426,"('impractical', 'practical')",1.2762789,1.2509426,-0.0253363
57,-2.3616955,-2.2554207,"('unimaginative', 'imaginative')",-2.3616955,-2.2554207,0.1062748
58,0.017887186,0.01689196,"('undiscriminating', 'discriminating')",0.0178872,0.016892,-0.0009952
59,-0.16122958,-0.008167803,"('foolish', 'wise')",-0.1612296,-0.0081678,0.1530618
60,1.2162113,1.1166099,"('inefficient', 'efficient')",1.2162113,1.1166099,-0.0996014
61,0.5981317,0.36282948,"('illogical', 'logical')",0.5981317,0.3628295,-0.2353022
62,1.7796018,1.794226,"('incompetent', 'brilliant')",1.7796018,1.7942261,0.0146243
63,1.0148845,1.0812166,"('unperceptive', 'insightful')",1.0148845,1.0812166,0.0663321
64,-6.311438,-6.2447095,"('shy', 'confident')",-6.3114381,-6.2447095,0.0667286
65,1.0324254,0.9173522,"('insecure', 'secure')",1.0324254,0.9173522,-0.1150732
66,-0.49230796,-0.45300484,"('inactive', 'active')",-0.492308,-0.4530048,0.0393032
67,-0.66794866,-0.62991005,"('doubtful', 'determined')",-0.6679487,-0.6299101,0.0380386
68,-0.3067069,-0.33851698,"('dependent', 'independent')",-0.3067069,-0.338517,-0.0318101
69,-2.2370322,-2.1547012,"('lazy', 'industrious')",-2.2370322,-2.1547012,0.082331
70,1.7540678,1.702588,"('lethargic', 'energetic')",1.7540678,1.702588,-0.0514798
71,0.32736808,0.42186448,"('diffident', 'self-confident')",0.3273681,0.4218645,0.0944964
72,0.96014005,1.0109199,"('unambitious', 'ambitious')",0.96014,1.0109199,0.0507799
73,-3.0030212,-2.8254344,"('helpless', 'self-reliant')",-3.0030212,-2.8254344,0.1775868
74,0.02298601,-0.014074162,"('undedicated', 'dedicated')",0.022986,-0.0140742,-0.0370602
75,-1.0864735,-0.88268024,"('meek', 'impulsive')",-1.0864735,-0.8826802,0.2037933
76,1.1512803,1.045929,"('anxious', 'daring')",1.1512803,1.045929,-0.1053513
77,-1.1249989,-1.1206177,"('unmotivated', 'motivated')",-1.1249989,-1.1206177,0.0043812
78,-0.60073286,-0.64633775,"('nonresilient', 'resilient')",-0.6007329,-0.6463377,-0.0456048
79,-0.30391395,-0.19517298,"('wavering', 'unwavering')",-0.303914,-0.195173,0.108741
80,0.006144339,-0.05049858,"('dominated', 'dominating')",0.0061443,-0.0504986,-0.0566429
81,0.5829897,0.6038989,"('submissive', 'aggressive')",0.5829897,0.6038989,0.0209092
82,6.9048367,7.004164,"('poor', 'rich')",6.9048367,7.0041642,0.0993275
83,-0.42117068,-0.3932404,"('powerless', 'powerful')",-0.4211707,-0.3932404,0.0279303
84,0.17728877,0.20219265,"('inferior', 'superior')",0.1772888,0.2021926,0.0249038
85,-1.3857028,-1.4153119,"('insignificant', 'prestigious')",-1.3857028,-1.4153119,-0.0296091
86,0.7613323,0.829739,"('uninfluential', 'influential')",0.7613323,0.829739,0.0684067
87,0.031160854,0.15754636,"('unsuccessful', 'successful')",0.0311609,0.1575464,0.1263855
88,0.48328185,0.5191704,"('low', 'eminent')",0.4832819,0.5191704,0.0358885
