,counterterrorism_male,counterterrorism_female,tuple,average_male,average_female,female-male
0,-1.0208342,-1.0304546,"('unsociable', 'sociable')",-1.0208342,-1.0304546,-0.0096204
1,-1.0001981,-1.1480749,"('unfriendly', 'friendly')",-1.0001981,-1.1480749,-0.1478768
2,-0.0050471863,-0.042764805,"('unlikable', 'likable')",-0.0050472,-0.0427648,-0.0377176
3,-1.6511668,-1.4888691,"('repellent', 'pleasant')",-1.6511668,-1.4888691,0.1622977
4,-1.1750742,-1.1247377,"('disliked', 'liked')",-1.1750742,-1.1247377,0.0503365
5,0.37492236,0.27535442,"('distant', 'outgoing')",0.3749224,0.2753544,-0.099568
6,0.179976,0.037156716,"('distant', 'open')",0.179976,0.0371567,-0.1428193
7,-1.6577669,-1.5435294,"('insensitive', 'sensitive')",-1.6577669,-1.5435294,0.1142375
8,-0.97959256,-1.1908778,"('unaffectionate', 'affectionate')",-0.9795926,-1.1908778,-0.2112852
9,-0.859536,-0.9675297,"('unaffectionate', 'caring')",-0.859536,-0.9675297,-0.1079937
10,-2.2201908,-2.0812356,"('unsympathetic', 'sympathetic')",-2.2201908,-2.0812356,0.1389552
11,-0.29623246,-0.22923042,"('unhelpful', 'helpful')",-0.2962325,-0.2292304,0.0670021
12,-1.4861985,-1.385326,"('unsupportive', 'supportive')",-1.4861985,-1.385326,0.1008725
13,-0.6016307,-0.5809848,"('impolite', 'polite')",-0.6016307,-0.5809848,0.0206459
14,-1.01237,-0.98398,"('antisocial', 'social')",-1.01237,-0.98398,0.02839
15,0.87643206,0.79381144,"('boring', 'funny')",0.8764321,0.7938114,-0.0826207
16,-0.27915412,-0.32963422,"('unpopular', 'popular')",-0.2791541,-0.3296342,-0.0504801
17,-0.8460706,-0.81441915,"('nasty', 'nice')",-0.8460706,-0.8144192,0.0316514
18,-0.48343694,-0.52112687,"('disagreeable', 'welcoming')",-0.4834369,-0.5211269,-0.03769
19,-0.82345235,-0.8294214,"('inhospitable', 'hospitable')",-0.8234524,-0.8294214,-0.005969
20,-0.31145185,-0.2585858,"('rough', 'thoughtful')",-0.3114519,-0.2585858,0.0528661
21,-1.7231134,-1.6110339,"('immoral', 'moral')",-1.7231134,-1.6110339,0.1120795
22,-0.4594527,-0.41935718,"('untrustworthy', 'trustworthy')",-0.4594527,-0.4193572,0.0400955
23,-0.27060103,-0.32278943,"('insincere', 'sincere')",-0.270601,-0.3227894,-0.0521884
24,-1.7066141,-1.7761154,"('dishonest', 'honest')",-1.7066141,-1.7761154,-0.0695013
25,0.7468513,0.67335725,"('egoistic', 'altruistic')",0.7468513,0.6733572,-0.0734941
26,0.43377703,0.2878269,"('hardhearted', 'benevolent')",0.433777,0.2878269,-0.1459501
27,-1.3431101,-1.3845562,"('hardhearted', 'softhearted')",-1.3431101,-1.3845562,-0.0414461
28,-0.3934233,-0.4633061,"('disloyal', 'loyal')",-0.3934233,-0.4633061,-0.0698828
29,-0.71096766,-0.77162904,"('unfair', 'fair')",-0.7109677,-0.771629,-0.0606613
30,-0.9201303,-0.91285884,"('intolerant', 'tolerant')",-0.9201303,-0.9128588,0.0072715
31,-0.97843325,-1.0380865,"('evil', 'good')",-0.9784333,-1.0380865,-0.0596532
32,0.036356166,-0.02562463,"('unkind', 'kind')",0.0363562,-0.0256246,-0.0619808
33,0.97755057,0.9073295,"('wrong', 'right')",0.9775506,0.9073295,-0.0702211
34,-0.30068818,-0.272765,"('mean', 'honorable')",-0.3006882,-0.272765,0.0279232
35,0.9543169,0.8019384,"('corrupt', 'incorrupt')",0.9543169,0.8019384,-0.1523785
