,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.6964947,-1.7805356,"('unsociable', 'sociable')",-1.0866568,-1.1468444,-0.676959,-0.6848087,-0.6535189,-0.7218927,-1.0284073,-1.0835204,-0.0551131
1,1.694884,1.5465256,"('unfriendly', 'friendly')",1.8459684,1.7462702,1.417518,1.354694,1.8540332,1.639924,1.7031009,1.5718534,-0.1312475
2,1.1778196,1.3005017,"('unlikable', 'likable')",0.65239,0.7253974,1.5383981,1.6268128,0.76514924,0.8911066,1.0334393,1.1359546,0.1025153
3,-0.6604612,-0.65468925,"('repellent', 'pleasant')",-1.2579701,-1.205458,-0.95300657,-0.90582645,0.39650905,0.41952407,-0.6187322,-0.5866123,0.0321199
4,0.51492256,0.48697713,"('disliked', 'liked')",0.49177527,0.4896647,0.5759692,0.5630641,-6.0543118,-5.84211,-1.1179111,-1.0756011,0.04231
5,1.7441427,1.7660335,"('distant', 'outgoing')",2.392546,2.3562806,1.8348191,1.822431,0.80316615,0.8286774,1.6936686,1.6933556,-0.000313
6,1.3389883,1.3486362,"('distant', 'open')",2.1828318,2.1487665,1.6391174,1.6124957,0.82899415,0.76663315,1.4974829,1.4691329,-0.02835
7,-0.6506999,-0.62867004,"('insensitive', 'sensitive')",-1.1069475,-1.072695,-0.96401477,-0.91663736,-0.697309,-0.70224184,-0.8547428,-0.8300611,0.0246817
8,0.4197334,0.29312548,"('unaffectionate', 'affectionate')",1.1668053,1.0606859,0.77302337,0.7035693,0.7220925,0.5258037,0.7704136,0.6457961,-0.1246175
9,0.9479627,0.84427863,"('unaffectionate', 'caring')",1.4214616,1.3559333,0.6541312,0.60075945,1.0704118,0.9355304,1.0234919,0.9341255,-0.0893664
10,-1.5088854,-1.504131,"('unsympathetic', 'sympathetic')",-1.8249198,-1.8359225,-1.4697039,-1.5091517,-0.91034544,-0.95906806,-1.4284636,-1.4520683,-0.0236047
11,-1.0581461,-1.075096,"('unhelpful', 'helpful')",-0.85683244,-0.8755264,-1.5336645,-1.5282019,1.3181605,1.294505,-0.5326206,-0.5460799,-0.0134593
12,0.35333395,0.42135295,"('unsupportive', 'supportive')",0.50498253,0.52338403,1.0355144,1.0883662,-1.8452543,-1.819978,0.0121441,0.0532812,0.0411371
13,-1.4401287,-1.4367301,"('impolite', 'polite')",-0.9727643,-0.9855794,-0.95339,-0.9133807,-0.7926784,-0.7701408,-1.0397403,-1.0264577,0.0132826
