,express_male,express_female,tuple,scripts_male,scripts_female,holding_male,holding_female,co_male,co_female,average_male,average_female,female-male
0,-0.128128,-0.38273132,"('unsociable', 'sociable')",1.0532166,0.8603467,0.5321454,0.37432173,0.49610463,0.31357926,0.4883346,0.2913791,-0.1969555
1,-0.3005853,-0.38161635,"('unfriendly', 'friendly')",0.7166979,0.7077644,0.69440305,0.65807,1.4518244,1.3532966,0.640585,0.5843787,-0.0562063
2,0.9637009,1.1095498,"('unlikable', 'likable')",0.28888845,0.3484455,1.426589,1.5387563,0.7303706,0.8456085,0.8523872,0.96059,0.1082028
3,-0.8482485,-0.8019462,"('repellent', 'pleasant')",0.0658091,0.050545506,-0.26846915,-0.2239716,0.48096702,0.48930237,-0.1424854,-0.1215175,0.0209679
4,0.008098701,0.057978407,"('disliked', 'liked')",-0.14833254,-0.10097271,0.48139766,0.44821313,-6.041439,-6.0035458,-1.4250689,-1.3995817,0.0254872
5,-0.14642018,0.00015731901,"('distant', 'outgoing')",-0.20224531,-0.08495964,-1.2267696,-1.1569937,-0.792745,-0.7066963,-0.592045,-0.4871231,0.1049219
6,-0.3298186,-0.18411806,"('distant', 'open')",-0.56198984,-0.43532845,-1.0173534,-0.9727708,-0.4116152,-0.35043967,-0.5801942,-0.4856642,0.09453
7,0.18023375,0.0012140251,"('insensitive', 'sensitive')",-0.064414635,-0.19356114,0.013353806,-0.061840344,0.15890826,0.12619443,0.0720203,-0.0319983,-0.1040186
8,0.2890525,0.3257963,"('unaffectionate', 'affectionate')",-0.08012956,0.033910513,0.61901176,0.6605605,0.56368226,0.54331225,0.3479042,0.3908949,0.0429907
9,-0.052784335,-0.0907506,"('unaffectionate', 'caring')",1.0337352,1.1357504,0.6722716,0.6606424,0.99315745,0.9979884,0.661595,0.6759077,0.0143127
10,-0.31925577,-0.47325206,"('unsympathetic', 'sympathetic')",0.25879082,0.14578643,-0.30053636,-0.4167955,-0.09003744,-0.11583403,-0.1127597,-0.2150238,-0.1022641
11,0.10016446,0.042478696,"('unhelpful', 'helpful')",0.9732943,0.94571066,-0.16587844,-0.19319265,1.9266719,1.9111838,0.7085631,0.6765451,-0.032018
12,-0.0827566,-0.021420434,"('unsupportive', 'supportive')",0.7266496,0.84099275,-0.10764736,-0.023120278,-2.1361847,-2.0876892,-0.3999848,-0.3228093,0.0771755
13,0.5558371,0.32243323,"('impolite', 'polite')",0.4947553,0.392382,-0.17567223,-0.26993316,-0.2839329,-0.35576183,0.1477468,0.0222801,-0.1254667
14,0.34353814,0.18914391,"('antisocial', 'social')",0.91970754,0.70617497,2.1744747,1.9694191,0.09911751,-0.059630897,0.8842095,0.7012768,-0.1829327
15,2.133124,2.0605252,"('boring', 'funny')",2.9838614,3.021352,0.9831204,1.0813348,0.87780505,0.8873588,1.7444777,1.7626426,0.0181649
16,-1.3745967,-1.3364706,"('unpopular', 'popular')",-1.0932544,-1.0058035,-1.0924381,-1.0170696,0.19802727,0.13374777,-0.8405655,-0.806399,0.0341665
17,-0.12614055,-0.105658084,"('nasty', 'nice')",-0.27219504,-0.17719755,-0.43134975,-0.44466192,0.09674603,0.114853956,-0.1832348,-0.1531659,0.0300689
18,-0.10073717,-0.048967898,"('disagreeable', 'welcoming')",-0.8788442,-0.82750463,0.12551588,0.18653691,-1.0756514,-1.1073768,-0.4824292,-0.4493281,0.0331011
19,0.01859871,0.1557089,"('inhospitable', 'hospitable')",-0.28013292,-0.16247615,-1.1242282,-0.98131335,-0.4844358,-0.44216263,-0.4675496,-0.3575608,0.1099888
20,-0.7380116,-0.72416013,"('rough', 'thoughtful')",-0.7782968,-0.808639,-0.19287352,-0.18131661,0.22023192,0.15864755,-0.3722375,-0.3888671,-0.0166296
21,-0.5834132,-0.7248189,"('immoral', 'moral')",1.466302,1.4372439,-0.17801088,-0.20624754,-0.7499546,-0.7919492,-0.0112692,-0.0714429,-0.0601737
22,0.5678494,0.47889808,"('untrustworthy', 'trustworthy')",0.7666857,0.680349,0.2838601,0.32646927,-0.3407244,-0.31763268,0.3194177,0.2920209,-0.0273968
23,0.2526044,0.1312161,"('insincere', 'sincere')",1.2105069,1.0860928,-0.23186919,-0.31902492,5.61271,5.4065156,1.710988,1.5761999,-0.1347881
24,1.0225166,0.89591265,"('dishonest', 'honest')",0.69059056,0.623436,-0.32062817,-0.3531804,0.7604795,0.7182875,0.5382396,0.4711139,-0.0671257
25,-0.13284318,-0.21935518,"('egoistic', 'altruistic')",0.036929034,0.045562513,0.38456258,0.3966368,1.3549595,1.3233913,0.410902,0.3865589,-0.0243431
26,1.2560664,1.1937498,"('hardhearted', 'benevolent')",0.93286604,0.85832286,2.906168,2.8586648,1.713114,1.6858722,1.7020535,1.6491523,-0.0529012
27,-0.47331887,-0.47513485,"('hardhearted', 'softhearted')",0.12366513,0.08921878,-0.40642083,-0.39960384,0.77480096,0.65880156,0.0046816,-0.0316796,-0.0363612
28,-0.585106,-0.8546738,"('disloyal', 'loyal')",0.036619447,-0.09890281,-0.08318025,-0.25241548,0.9086483,0.72845364,0.0692454,-0.1193846,-0.18863
29,-0.9093734,-0.961159,"('unfair', 'fair')",-0.5094643,-0.56032354,-1.1762993,-1.1848644,-0.94287133,-1.0747845,-0.8845021,-0.9452829,-0.0607808
30,1.1652093,1.0745872,"('intolerant', 'tolerant')",1.3606977,1.2750375,0.7741036,0.7128943,0.7836613,0.74625415,1.020918,0.9521933,-0.0687247
31,-1.2474798,-1.0638499,"('evil', 'good')",-1.2060431,-1.0519505,-1.1226735,-0.9756603,-0.99107075,-1.0154904,-1.1418169,-1.0267378,0.1150791
32,-0.8029792,-0.9354145,"('unkind', 'kind')",0.1299989,0.028118217,0.44544515,0.28954533,1.1348469,1.0435747,0.2268279,0.1064559,-0.120372
33,0.100846246,0.07242407,"('wrong', 'right')",0.7561586,0.8490963,0.37239873,0.36756074,-0.8115452,-0.84208125,0.1044646,0.11175,0.0072854
34,-0.45702887,-0.32162786,"('mean', 'honorable')",0.41900644,0.5708492,-0.2881103,-0.10185093,5.076091,5.102675,1.1874895,1.3125113,0.1250218
35,-0.3431646,-0.30746984,"('corrupt', 'incorrupt')",-1.116282,-1.0282798,-1.1310084,-1.0305948,-0.48294616,-0.54666144,-0.7683503,-0.7282515,0.0400988
36,0.08865701,0.17790762,"('hostile', 'amicable')",-0.5450147,-0.3881215,-0.6794293,-0.61469966,-0.054524116,-0.1476189,-0.2975778,-0.2431331,0.0544447
37,0.028231822,0.04987254,"('fake', 'genuine')",0.11637459,0.18455702,-0.8010381,-0.70235443,-0.16632564,-0.14702354,-0.2056893,-0.1537371,0.0519522
38,-0.39588484,-0.38031572,"('untruthful', 'truthful')",0.303627,0.39425242,-0.8779291,-0.88312876,-0.29845065,-0.27294415,-0.3171594,-0.2855341,0.0316253
39,1.0035876,0.9530107,"('exploitative', 'cooperative')",0.110452205,0.083728306,0.33476934,0.34499723,0.8923133,0.94201577,0.5852806,0.580938,-0.0043426
40,0.2058002,0.1885658,"('stingy', 'generous')",-0.39580363,-0.40566874,0.056345075,0.02270766,-2.3947933,-2.4612627,-0.6321129,-0.6639145,-0.0318016
41,0.2824772,0.25212553,"('unforgiving', 'forgiving')",0.4841869,0.40640458,0.77884567,0.6983331,0.47619116,0.37067908,0.5054252,0.4318856,-0.0735396
42,0.7747393,0.81556016,"('unreliable', 'reliable')",0.62906724,0.625162,1.0030466,1.052693,-2.5897782,-2.5101702,-0.0457312,-0.0041887,0.0415425
43,0.15319827,0.11871083,"('irresponsible', 'responsible')",0.23097764,0.17317915,-0.32370526,-0.32074666,0.46700013,0.506556,0.1318677,0.1194248,-0.0124429
44,-0.2058211,-0.13736644,"('prejudiced', 'unprejudiced')",-1.1888458,-1.1527231,-0.36101687,-0.3250176,-1.1876045,-1.1416105,-0.7358221,-0.6891794,0.0466427
45,0.51637113,0.4012169,"('incompetent', 'competent')",0.7928134,0.59752357,0.87162197,0.79442304,0.15385625,0.09005952,0.5836657,0.4708058,-0.1128599
46,0.3977713,0.28955644,"('uncompetitive', 'competitive')",-0.0068973675,-0.12701061,0.39480674,0.30157456,-0.40324804,-0.4353384,0.0956082,0.0071955,-0.0884127
47,-0.29231676,-0.22405517,"('stupid', 'smart')",0.98880523,0.9849352,1.2247224,1.2223101,5.361933,5.356937,1.820786,1.8350317,0.0142457
48,-0.50242853,-0.68872684,"('unintelligent', 'intelligent')",0.22939186,0.095058896,-1.0571195,-1.1034087,-0.5562007,-0.66360563,-0.4715892,-0.5901706,-0.1185814
49,-0.7920151,-0.7764517,"('unable', 'able')",-0.5487535,-0.4723504,-0.5196181,-0.41055566,-0.37763897,-0.34539914,-0.5595064,-0.5011892,0.0583172
50,-1.2226526,-1.1713204,"('clumsy', 'skillful')",-1.5003871,-1.465866,-1.0183042,-0.996458,-0.7662378,-0.82972616,-1.1268954,-1.1158427,0.0110527
51,0.6304381,0.50693643,"('uneducated', 'educated')",-0.21351695,-0.40404356,0.46953878,0.2620619,0.35378087,0.13931526,0.3100602,0.1260675,-0.1839927
52,-0.9802024,-0.98832095,"('irrational', 'rational')",0.351786,0.36575204,-0.14093873,-0.16911215,-0.15146515,-0.25303906,-0.2302051,-0.26118,-0.0309749
53,-0.8961823,-0.9444074,"('uncreative', 'creative')",0.86351866,0.9725329,-0.07700865,-0.09676323,0.33800143,0.30242157,0.0570823,0.058446,0.0013637
