,united_male,united_female,tuple,parcel_male,parcel_female,service_male,service_female,inc_male,inc_female,average_male,average_female,female-male
0,0.75305074,0.7218534,"('unsociable', 'sociable')",-0.5133842,-0.5708406,0.51505953,0.45353648,-0.3030489,-0.4000034,0.1129193,0.0511365,-0.0617828
1,-1.0708538,-1.1245829,"('unfriendly', 'friendly')",0.97000194,0.8882519,-0.5557584,-0.60038114,2.2702312,2.136084,0.4034052,0.324843,-0.0785622
2,0.2948429,0.35927147,"('unlikable', 'likable')",0.07009041,0.11605497,0.48398164,0.4807313,0.74427766,0.8061019,0.3982981,0.4405399,0.0422418
3,-0.16098419,-0.0371578,"('repellent', 'pleasant')",-1.5028117,-1.5014049,-0.7155566,-0.6151976,0.004029667,0.05305945,-0.5938307,-0.5251752,0.0686555
4,-0.04373669,-0.16635767,"('disliked', 'liked')",0.81048983,0.7372555,-0.4501604,-0.47908998,-6.1212378,-6.1862755,-1.4511613,-1.5236169,-0.0724556
5,-0.28434417,-0.33031133,"('distant', 'outgoing')",0.84759533,0.8603568,-0.6710595,-0.7091081,-0.0307838,-0.0767808,-0.034648,-0.0639609,-0.0293129
6,-0.42896146,-0.47442544,"('distant', 'open')",1.047336,1.0392195,-0.6926731,-0.7157848,0.6538273,0.57581455,0.1448822,0.106206,-0.0386762
7,0.65302604,0.66603726,"('insensitive', 'sensitive')",0.17576566,0.13887551,0.08969117,0.14313301,0.7841502,0.7727149,0.4256583,0.4301902,0.0045319
8,-1.6519955,-1.6668545,"('unaffectionate', 'affectionate')",0.9597652,0.9508835,-0.7599737,-0.8157086,0.91492474,0.80713266,-0.1343198,-0.1811367,-0.0468169
9,-0.15813416,-0.17622615,"('unaffectionate', 'caring')",1.1318893,1.0939945,-0.09342925,-0.15229237,1.3991504,1.3377064,0.569869,0.5257956,-0.0440734
10,0.91834784,1.0014533,"('unsympathetic', 'sympathetic')",-1.3275663,-1.3706509,-0.33962402,-0.3141099,-0.3405789,-0.3351127,-0.2723553,-0.2546051,0.0177502
11,0.6834709,0.7621966,"('unhelpful', 'helpful')",-1.0590447,-1.015347,0.49628872,0.46699938,1.653187,1.7235488,0.4434755,0.4843494,0.0408739
12,1.554775,1.6585084,"('unsupportive', 'supportive')",0.6889324,0.6823075,0.07591364,0.124136925,-1.6037962,-1.5951445,0.1789562,0.2174521,0.0384959
13,0.5065111,0.49862918,"('impolite', 'polite')",-0.7530688,-0.75459105,1.2461618,1.2349584,-0.224184,-0.2689738,0.193855,0.1775057,-0.0163493
14,0.35824057,0.42154628,"('antisocial', 'social')",-0.60652107,-0.62478554,0.11608642,0.11185377,-0.66881794,-0.67251337,-0.200253,-0.1909747,0.0092783
15,-0.1997569,-0.33414805,"('boring', 'funny')",0.752454,0.7865886,-0.7271457,-0.83131546,0.5751762,0.52653253,0.1001819,0.0369144,-0.0632675
16,-0.51062906,-0.5239552,"('unpopular', 'popular')",-0.6732844,-0.6898036,-0.70807844,-0.7042369,0.51191837,0.47868282,-0.3450184,-0.3598282,-0.0148098
17,0.12582904,0.16048534,"('nasty', 'nice')",0.84375757,0.8331946,0.43517548,0.43428773,-0.18145987,-0.12552106,0.3058255,0.3256117,0.0197862
