,graft_male,graft_female,tuple,average_male,average_female,female-male
0,0.19741003,-0.1735475,"('unsociable', 'sociable')",0.19741,-0.1735475,-0.3709575
1,-1.7976822,-1.8191684,"('unfriendly', 'friendly')",-1.7976822,-1.8191684,-0.0214862
2,0.16291732,0.17817777,"('unlikable', 'likable')",0.1629173,0.1781778,0.0152605
3,-0.5524157,-0.45199534,"('repellent', 'pleasant')",-0.5524157,-0.4519953,0.1004204
4,-3.0395525,-2.6419487,"('disliked', 'liked')",-3.0395525,-2.6419487,0.3976038
5,-2.2615108,-2.1350505,"('distant', 'outgoing')",-2.2615108,-2.1350505,0.1264603
6,-2.3209784,-2.199307,"('distant', 'open')",-2.3209784,-2.199307,0.1216714
7,0.4464912,0.30770272,"('insensitive', 'sensitive')",0.4464912,0.3077027,-0.1387885
8,-1.1181238,-1.0230904,"('unaffectionate', 'affectionate')",-1.1181238,-1.0230904,0.0950334
9,-1.0873724,-0.97968984,"('unaffectionate', 'caring')",-1.0873724,-0.9796898,0.1076826
10,0.9246602,0.5063616,"('unsympathetic', 'sympathetic')",0.9246602,0.5063616,-0.4182986
11,0.9167326,0.8453075,"('unhelpful', 'helpful')",0.9167326,0.8453075,-0.0714251
12,-1.1874393,-1.0644164,"('unsupportive', 'supportive')",-1.1874393,-1.0644164,0.1230229
13,0.49066672,0.14788091,"('impolite', 'polite')",0.4906667,0.1478809,-0.3427858
14,1.2116183,0.87196344,"('antisocial', 'social')",1.2116183,0.8719634,-0.3396549
15,0.4247821,0.28237447,"('boring', 'funny')",0.4247821,0.2823745,-0.1424076
16,-1.2172242,-1.0609374,"('unpopular', 'popular')",-1.2172242,-1.0609374,0.1562868
17,0.12924337,0.0008744169,"('nasty', 'nice')",0.1292434,0.0008744,-0.128369
18,-1.3449187,-1.1480981,"('disagreeable', 'welcoming')",-1.3449187,-1.1480981,0.1968206
19,-1.3772867,-1.5596969,"('inhospitable', 'hospitable')",-1.3772867,-1.5596969,-0.1824102
20,0.43942228,0.50540996,"('rough', 'thoughtful')",0.4394223,0.50541,0.0659877
21,0.46182853,0.46849924,"('immoral', 'moral')",0.4618285,0.4684992,0.0066707
22,0.40842935,0.2531781,"('untrustworthy', 'trustworthy')",0.4084294,0.2531781,-0.1552513
23,2.3916726,2.027054,"('insincere', 'sincere')",2.3916726,2.0270541,-0.3646185
24,0.22374918,-0.070926234,"('dishonest', 'honest')",0.2237492,-0.0709262,-0.2946754
25,-0.5565781,-0.3701782,"('egoistic', 'altruistic')",-0.5565781,-0.3701782,0.1863999
26,0.52951694,0.14466807,"('hardhearted', 'benevolent')",0.5295169,0.1446681,-0.3848488
27,-0.14436333,-0.33607972,"('hardhearted', 'softhearted')",-0.1443633,-0.3360797,-0.1917164
28,0.4843779,0.25842053,"('disloyal', 'loyal')",0.4843779,0.2584205,-0.2259574
29,-1.0485251,-1.101405,"('unfair', 'fair')",-1.0485251,-1.101405,-0.0528799
30,1.3760617,1.1230867,"('intolerant', 'tolerant')",1.3760617,1.1230867,-0.252975
31,-2.6330152,-2.5121703,"('evil', 'good')",-2.6330152,-2.5121703,0.1208449
32,0.7202649,0.40470386,"('unkind', 'kind')",0.7202649,0.4047039,-0.315561
33,-0.5820287,-0.55378985,"('wrong', 'right')",-0.5820287,-0.5537899,0.0282388
34,1.7426769,1.7603582,"('mean', 'honorable')",1.7426769,1.7603582,0.0176813
35,-1.2563965,-1.274569,"('corrupt', 'incorrupt')",-1.2563965,-1.274569,-0.0181725
36,-1.5540409,-1.536518,"('hostile', 'amicable')",-1.5540409,-1.536518,0.0175229
37,0.080383025,-0.056722507,"('fake', 'genuine')",0.080383,-0.0567225,-0.1371055
38,0.06871251,-0.013783839,"('untruthful', 'truthful')",0.0687125,-0.0137838,-0.0824963
39,0.020701082,0.034472406,"('exploitative', 'cooperative')",0.0207011,0.0344724,0.0137713
40,-1.3129069,-1.2243255,"('stingy', 'generous')",-1.3129069,-1.2243255,0.0885814
41,0.36854827,0.120483235,"('unforgiving', 'forgiving')",0.3685483,0.1204832,-0.2480651
42,0.24945095,0.17492132,"('unreliable', 'reliable')",0.249451,0.1749213,-0.0745297
43,0.2740512,0.08611256,"('irresponsible', 'responsible')",0.2740512,0.0861126,-0.1879386
44,-0.5346216,-0.28916746,"('prejudiced', 'unprejudiced')",-0.5346216,-0.2891675,0.2454541
45,0.8688664,0.39161196,"('incompetent', 'competent')",0.8688664,0.391612,-0.4772544
46,0.105988845,0.016914133,"('uncompetitive', 'competitive')",0.1059888,0.0169141,-0.0890747
47,2.0470889,1.7583289,"('stupid', 'smart')",2.0470889,1.7583289,-0.28876
48,0.0991876,0.2997688,"('unintelligent', 'intelligent')",0.0991876,0.2997688,0.2005812
49,-0.41972324,-0.02496145,"('unable', 'able')",-0.4197232,-0.0249614,0.3947618
50,0.40068287,0.44198644,"('clumsy', 'skillful')",0.4006829,0.4419864,0.0413035
51,0.4614851,0.1907236,"('uneducated', 'educated')",0.4614851,0.1907236,-0.2707615
52,-1.4016092,-1.2607454,"('irrational', 'rational')",-1.4016092,-1.2607454,0.1408638
53,-1.7054353,-1.7671472,"('uncreative', 'creative')",-1.7054353,-1.7671472,-0.0617119
54,-0.6657049,-0.78622955,"('incapable', 'capable')",-0.6657049,-0.7862296,-0.1205247
55,1.0775038,1.0593309,"('incompetent', 'clever')",1.0775038,1.0593309,-0.0181729
56,1.5768325,1.1055163,"('impractical', 'practical')",1.5768325,1.1055163,-0.4713162
57,-0.82867855,-0.9928049,"('unimaginative', 'imaginative')",-0.8286785,-0.9928049,-0.1641264
58,0.19778387,-0.08742763,"('undiscriminating', 'discriminating')",0.1977839,-0.0874276,-0.2852115
59,-0.4602413,-0.27929327,"('foolish', 'wise')",-0.4602413,-0.2792933,0.180948
60,1.6086386,1.6903813,"('inefficient', 'efficient')",1.6086386,1.6903813,0.0817427
61,0.23151952,0.02383455,"('illogical', 'logical')",0.2315195,0.0238346,-0.2076849
62,0.84698784,0.90834445,"('incompetent', 'brilliant')",0.8469878,0.9083444,0.0613566
