,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
22,0.7472956,0.6166438,"('untrustworthy', 'trustworthy')",0.7472956,0.6166438,-0.1306518
23,6.1966887,6.354317,"('insincere', 'sincere')",6.1966887,6.3543172,0.1576285
24,1.4205062,1.4874699,"('dishonest', 'honest')",1.4205062,1.4874699,0.0669637
25,0.41016626,0.4034195,"('egoistic', 'altruistic')",0.4101663,0.4034195,-0.0067468
26,1.5090102,1.344702,"('hardhearted', 'benevolent')",1.5090102,1.344702,-0.1643082
27,0.61803484,0.5469193,"('hardhearted', 'softhearted')",0.6180348,0.5469193,-0.0711155
28,1.9042741,1.8773183,"('disloyal', 'loyal')",1.9042741,1.8773183,-0.0269558
29,-0.8902048,-0.9974904,"('unfair', 'fair')",-0.8902048,-0.9974904,-0.1072856
30,1.8604338,1.9171948,"('intolerant', 'tolerant')",1.8604338,1.9171948,0.056761
31,-2.974068,-2.9722185,"('evil', 'good')",-2.9740679,-2.9722185,0.0018494
32,1.394843,1.2975175,"('unkind', 'kind')",1.394843,1.2975175,-0.0973255
33,-0.41139513,-0.55263543,"('wrong', 'right')",-0.4113951,-0.5526354,-0.1412403
34,4.10288,4.471259,"('mean', 'honorable')",4.10288,4.4712591,0.3683791
35,-2.399365,-2.5029974,"('corrupt', 'incorrupt')",-2.3993649,-2.5029974,-0.1036325
36,-1.5349389,-1.5437665,"('hostile', 'amicable')",-1.5349389,-1.5437665,-0.0088276
37,0.80253965,0.79119384,"('fake', 'genuine')",0.8025396,0.7911938,-0.0113458
38,1.0324473,0.98482925,"('untruthful', 'truthful')",1.0324473,0.9848292,-0.0476181
39,2.2490885,2.2564027,"('exploitative', 'cooperative')",2.2490885,2.2564027,0.0073142
40,-1.7956045,-1.898957,"('stingy', 'generous')",-1.7956045,-1.898957,-0.1033525
41,0.9448903,0.92817736,"('unforgiving', 'forgiving')",0.9448903,0.9281774,-0.0167129
42,-1.5441985,-1.6748726,"('unreliable', 'reliable')",-1.5441985,-1.6748726,-0.1306741
43,2.0682247,2.078644,"('irresponsible', 'responsible')",2.0682247,2.078644,0.0104193
44,-1.2511235,-1.2410791,"('prejudiced', 'unprejudiced')",-1.2511235,-1.2410791,0.0100444
45,1.0198816,0.92368084,"('incompetent', 'competent')",1.0198816,0.9236808,-0.0962008
46,0.55554944,0.44104406,"('uncompetitive', 'competitive')",0.5555494,0.4410441,-0.1145053
47,4.843387,5.0842285,"('stupid', 'smart')",4.8433871,5.0842285,0.2408414
48,1.1020483,1.0483801,"('unintelligent', 'intelligent')",1.1020483,1.0483801,-0.0536682
49,0.86354905,0.80376446,"('unable', 'able')",0.8635491,0.8037645,-0.0597846
50,-0.533575,-0.6635177,"('clumsy', 'skillful')",-0.533575,-0.6635177,-0.1299427
51,0.7038151,0.68597895,"('uneducated', 'educated')",0.7038151,0.6859789,-0.0178362
52,-0.71924037,-0.7659737,"('irrational', 'rational')",-0.7192404,-0.7659737,-0.0467333
53,-0.17714314,-0.24888474,"('uncreative', 'creative')",-0.1771431,-0.2488847,-0.0717416
54,0.7354931,0.6989326,"('incapable', 'capable')",0.7354931,0.6989326,-0.0365605
55,1.9380757,1.8880209,"('incompetent', 'clever')",1.9380757,1.8880209,-0.0500548
56,2.2263205,2.245615,"('impractical', 'practical')",2.2263205,2.245615,0.0192945
57,-1.190032,-1.3302754,"('unimaginative', 'imaginative')",-1.190032,-1.3302754,-0.1402434
58,0.72161096,0.70019555,"('undiscriminating', 'discriminating')",0.721611,0.7001956,-0.0214154
59,-0.41249055,-0.46229693,"('foolish', 'wise')",-0.4124905,-0.4622969,-0.0498064
60,2.285106,2.309002,"('inefficient', 'efficient')",2.2851059,2.3090019,0.023896
61,0.9490624,0.83353585,"('illogical', 'logical')",0.9490624,0.8335359,-0.1155265
62,2.02447,2.0409906,"('incompetent', 'brilliant')",2.0244701,2.0409906,0.0165205
63,1.5999273,1.5155283,"('unperceptive', 'insightful')",1.5999273,1.5155283,-0.084399
64,-4.3323007,-4.499346,"('shy', 'confident')",-4.3323007,-4.4993458,-0.1670451
65,1.8244199,1.8405606,"('insecure', 'secure')",1.8244199,1.8405606,0.0161407
66,-0.828982,-0.8391207,"('inactive', 'active')",-0.828982,-0.8391207,-0.0101387
67,0.08106863,0.06724911,"('doubtful', 'determined')",0.0810686,0.0672491,-0.0138195
68,-0.8263696,-0.8799364,"('dependent', 'independent')",-0.8263696,-0.8799364,-0.0535668
69,-1.9488876,-2.0209455,"('lazy', 'industrious')",-1.9488876,-2.0209455,-0.0720579
70,1.5714095,1.5945653,"('lethargic', 'energetic')",1.5714095,1.5945653,0.0231558
71,-0.0021148715,0.031826116,"('diffident', 'self-confident')",-0.0021149,0.0318261,0.033941
72,0.98336506,0.9507808,"('unambitious', 'ambitious')",0.9833651,0.9507808,-0.0325843
73,-3.158827,-3.2529662,"('helpless', 'self-reliant')",-3.1588271,-3.2529662,-0.0941391
74,0.6889407,0.656389,"('undedicated', 'dedicated')",0.6889407,0.656389,-0.0325517
75,-1.8194238,-1.8121965,"('meek', 'impulsive')",-1.8194238,-1.8121965,0.0072273
76,1.0639563,1.0165013,"('anxious', 'daring')",1.0639563,1.0165013,-0.047455
77,0.084486276,0.09254431,"('unmotivated', 'motivated')",0.0844863,0.0925443,0.008058
78,0.60160714,0.40377012,"('nonresilient', 'resilient')",0.6016071,0.4037701,-0.197837
79,-0.90139127,-0.9331055,"('wavering', 'unwavering')",-0.9013913,-0.9331055,-0.0317142
80,1.3708699,1.2317412,"('dominated', 'dominating')",1.3708699,1.2317412,-0.1391287
81,1.7074705,1.7283834,"('submissive', 'aggressive')",1.7074705,1.7283834,0.0209129
82,4.1628714,4.446903,"('poor', 'rich')",4.1628714,4.4469032,0.2840318
83,0.30819854,0.21228291,"('powerless', 'powerful')",0.3081985,0.2122829,-0.0959156
84,0.5169854,0.46896797,"('inferior', 'superior')",0.5169854,0.468968,-0.0480174
85,-0.89389205,-0.95247024,"('insignificant', 'prestigious')",-0.893892,-0.9524702,-0.0585782
86,0.63290316,0.5295327,"('uninfluential', 'influential')",0.6329032,0.5295327,-0.1033705
87,0.58589,0.5164517,"('unsuccessful', 'successful')",0.58589,0.5164517,-0.0694383
88,0.78859836,0.74272364,"('low', 'eminent')",0.7885984,0.7427236,-0.0458748
