,alexion_male,alexion_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5882398,-1.7937089,"('unsociable', 'sociable')",0.3103775,0.14754486,-0.84206164,-1.0627942,-0.7066414,-0.902986,-0.1963446
1,0.46926624,0.8819232,"('unfriendly', 'friendly')",0.31773466,0.29680738,1.9503541,1.876289,0.9124517,1.0183399,0.1058882
2,0.452031,0.47009942,"('unlikable', 'likable')",0.39089903,0.30797648,0.83958465,0.84637284,0.5608382,0.5414829,-0.0193553
3,-1.47397,-1.5284425,"('repellent', 'pleasant')",-0.71844107,-0.5948209,-0.21704203,-0.12882455,-0.8031511,-0.7506959,0.0524552
4,0.39603186,0.5524647,"('disliked', 'liked')",0.010994187,-0.06053466,-6.0452523,-6.0821676,-1.8794088,-1.8634125,0.0159963
5,0.17640947,0.62876445,"('distant', 'outgoing')",-0.39889058,-0.36365727,0.2714409,0.38979486,0.0163199,0.2183007,0.2019808
6,0.26817536,0.75240636,"('distant', 'open')",-0.5588554,-0.48388425,0.9110752,1.07673,0.2067984,0.4484174,0.241619
7,-1.1620847,-1.2853379,"('insensitive', 'sensitive')",-0.6502288,-0.5710724,0.647356,0.5774533,-0.3883192,-0.426319,-0.0379998
8,2.4104276,2.6905723,"('unaffectionate', 'affectionate')",0.02048055,0.045620147,1.0816811,1.1090493,1.1708632,1.2817473,0.1108841
9,1.5487074,1.8831177,"('unaffectionate', 'caring')",0.1935223,0.31767106,1.4025134,1.4823546,1.0482477,1.2277145,0.1794668
10,-2.4307256,-2.7703757,"('unsympathetic', 'sympathetic')",-1.0213393,-1.1116112,-1.1160326,-1.3193299,-1.5226992,-1.7337723,-0.2110731
11,-0.8794092,-1.0290117,"('unhelpful', 'helpful')",-0.35332268,-0.45129207,1.3459368,1.2292228,0.037735,-0.0836937,-0.1214287
12,0.6877504,0.7652271,"('unsupportive', 'supportive')",0.74579316,0.8042649,-1.8427142,-1.8435729,-0.1363902,-0.0913603,0.0450299
13,-2.6520834,-3.0123878,"('impolite', 'polite')",-1.4785196,-1.720438,-0.7312888,-1.028137,-1.6206306,-1.9203208,-0.2996902
14,-1.6238413,-1.9300287,"('antisocial', 'social')",0.42536274,0.51892424,-0.66235393,-0.77683395,-0.6202775,-0.7293128,-0.1090353
15,-0.037186936,0.15972887,"('boring', 'funny')",-0.7194341,-0.7872815,0.37186813,0.2248231,-0.128251,-0.1342432,-0.0059922
16,-0.3592972,-0.17953232,"('unpopular', 'popular')",0.27482843,0.3281114,0.7898598,0.8863733,0.2351303,0.3449841,0.1098538
17,-0.7443369,-0.6135431,"('nasty', 'nice')",-1.1695172,-1.1791999,-0.7420923,-0.6952721,-0.8853155,-0.8293384,0.0559771
18,0.62238115,0.6068076,"('disagreeable', 'welcoming')",0.18767615,0.2216458,0.120343804,0.14846335,0.3101337,0.3256389,0.0155052
19,-0.23947184,0.23272803,"('inhospitable', 'hospitable')",-0.8984952,-0.9156875,0.14849833,0.22321343,-0.3298229,-0.1532487,0.1765742
20,-0.63295066,-0.7715354,"('rough', 'thoughtful')",0.66383696,0.7308289,0.8700844,0.87248725,0.3003236,0.2772602,-0.0230634
21,-1.2067158,-1.4854524,"('immoral', 'moral')",-0.23530728,-0.3749123,-1.2640042,-1.4208966,-0.9020091,-1.0937538,-0.1917447
22,-0.7864531,-1.020402,"('untrustworthy', 'trustworthy')",-0.7646631,-0.8698449,-1.007886,-1.1156198,-0.8530008,-1.0019555,-0.1489547
23,-0.84694326,-0.929235,"('insincere', 'sincere')",-0.16363229,-0.20758745,5.6014347,5.5414233,1.5302865,1.4682004,-0.0620861
24,-0.8614878,-1.0299587,"('dishonest', 'honest')",-1.3589908,-1.3856963,0.6006319,0.47891468,-0.5399489,-0.6455801,-0.1056312
25,1.0535773,1.2647527,"('egoistic', 'altruistic')",0.6560517,0.84668815,1.9792218,1.978594,1.229617,1.363345,0.133728
26,1.0067593,1.1669092,"('hardhearted', 'benevolent')",1.0266918,0.975441,1.2981437,1.0558313,1.1105316,1.0660605,-0.0444711
27,-0.31662214,-0.335398,"('hardhearted', 'softhearted')",-0.2061983,-0.2125272,1.8850231,1.7332371,0.4540675,0.395104,-0.0589635
28,0.74391556,0.79844564,"('disloyal', 'loyal')",0.3268491,0.34705055,1.1947081,1.1711842,0.7551576,0.7722268,0.0170692
29,-0.1292102,0.038230315,"('unfair', 'fair')",-0.47854117,-0.42586517,-0.3153261,-0.45267382,-0.3076925,-0.2801029,0.0275896
30,-0.99347246,-1.2225409,"('intolerant', 'tolerant')",0.45279536,0.39067817,0.59327817,0.41406214,0.0175337,-0.1392668,-0.1568005
31,0.68012786,1.254176,"('evil', 'good')",-0.7543417,-0.7501732,-0.60151255,-0.5499553,-0.2252421,-0.0153175,0.2099246
