,cry_male,cry_female,tuple,average_male,average_female,female-male
0,0.19641328,0.03223501,"('unsociable', 'sociable')",0.1964133,0.032235,-0.1641783
1,1.6446832,1.7336532,"('unfriendly', 'friendly')",1.6446832,1.7336532,0.08897
2,0.6939442,0.7531579,"('unlikable', 'likable')",0.6939442,0.7531579,0.0592137
3,1.0084732,1.0432771,"('repellent', 'pleasant')",1.0084732,1.0432771,0.0348039
4,-7.146708,-7.0771103,"('disliked', 'liked')",-7.146708,-7.0771103,0.0695977
5,0.03435316,0.21300438,"('distant', 'outgoing')",0.0343532,0.2130044,0.1786512
6,0.18346629,0.37452203,"('distant', 'open')",0.1834663,0.374522,0.1910557
7,1.5774473,1.5130562,"('insensitive', 'sensitive')",1.5774473,1.5130562,-0.0643911
8,1.3025726,1.417157,"('unaffectionate', 'affectionate')",1.3025726,1.4171571,0.1145845
9,1.7679209,1.9111134,"('unaffectionate', 'caring')",1.7679209,1.9111134,0.1431925
10,1.6096231,1.571576,"('unsympathetic', 'sympathetic')",1.6096231,1.571576,-0.0380471
11,2.2477248,2.217604,"('unhelpful', 'helpful')",2.2477248,2.2176039,-0.0301209
12,-0.8404488,-0.82127637,"('unsupportive', 'supportive')",-0.8404488,-0.8212764,0.0191724
13,0.26906243,0.07150959,"('impolite', 'polite')",0.2690624,0.0715096,-0.1975528
14,0.35565513,0.14193171,"('antisocial', 'social')",0.3556551,0.1419317,-0.2137234
15,0.39447296,0.39485866,"('boring', 'funny')",0.394473,0.3948587,0.0003857
16,-0.6048691,-0.5722778,"('unpopular', 'popular')",-0.6048691,-0.5722778,0.0325913
17,-0.24363011,-0.26739943,"('nasty', 'nice')",-0.2436301,-0.2673994,-0.0237693
18,-0.15389611,-0.20879178,"('disagreeable', 'welcoming')",-0.1538961,-0.2087918,-0.0548957
19,-0.14211775,0.021494836,"('inhospitable', 'hospitable')",-0.1421178,0.0214948,0.1636126
20,0.70134026,0.55433804,"('rough', 'thoughtful')",0.7013403,0.554338,-0.1470023
21,0.4867169,0.4387607,"('immoral', 'moral')",0.4867169,0.4387607,-0.0479562
22,0.12671407,-0.006730614,"('untrustworthy', 'trustworthy')",0.1267141,-0.0067306,-0.1334447
23,7.0422277,6.979678,"('insincere', 'sincere')",7.0422277,6.9796782,-0.0625495
24,2.4097068,2.3938117,"('dishonest', 'honest')",2.4097068,2.3938117,-0.0158951
25,0.25844264,0.22744323,"('egoistic', 'altruistic')",0.2584426,0.2274432,-0.0309994
26,0.14967343,0.20746914,"('hardhearted', 'benevolent')",0.1496734,0.2074691,0.0577957
27,1.6531756,1.6097435,"('hardhearted', 'softhearted')",1.6531756,1.6097435,-0.0434321
28,1.4842526,1.4834396,"('disloyal', 'loyal')",1.4842526,1.4834396,-0.000813
29,-0.0169426,-0.081198685,"('unfair', 'fair')",-0.0169426,-0.0811987,-0.0642561
30,1.1337811,0.9685033,"('intolerant', 'tolerant')",1.1337811,0.9685033,-0.1652778
31,-1.2450442,-1.1639744,"('evil', 'good')",-1.2450442,-1.1639744,0.0810698
32,1.4921473,1.3927964,"('unkind', 'kind')",1.4921473,1.3927964,-0.0993509
33,-0.62085164,-0.5260711,"('wrong', 'right')",-0.6208516,-0.5260711,0.0947805
34,4.5098076,4.6120315,"('mean', 'honorable')",4.5098076,4.6120315,0.1022239
35,-0.84094876,-0.7772684,"('corrupt', 'incorrupt')",-0.8409488,-0.7772684,0.0636804
36,-1.148381,-1.0294144,"('hostile', 'amicable')",-1.148381,-1.0294144,0.1189666
37,1.1420897,1.136872,"('fake', 'genuine')",1.1420897,1.1368721,-0.0052176
38,0.29388237,0.32104522,"('untruthful', 'truthful')",0.2938824,0.3210452,0.0271628
39,0.20297244,0.11552708,"('exploitative', 'cooperative')",0.2029724,0.1155271,-0.0874453
40,-1.0191127,-1.1212107,"('stingy', 'generous')",-1.0191127,-1.1212107,-0.102098
41,-0.034621302,-0.0978664,"('unforgiving', 'forgiving')",-0.0346213,-0.0978664,-0.0632451
42,-1.5273695,-1.5809225,"('unreliable', 'reliable')",-1.5273695,-1.5809225,-0.053553
43,1.745602,1.6036689,"('irresponsible', 'responsible')",1.745602,1.6036689,-0.1419331
44,-1.4701775,-1.6081836,"('prejudiced', 'unprejudiced')",-1.4701775,-1.6081836,-0.1380061
45,0.43953353,0.38425717,"('incompetent', 'competent')",0.4395335,0.3842572,-0.0552763
46,-0.07830174,-0.18377845,"('uncompetitive', 'competitive')",-0.0783017,-0.1837784,-0.1054767
47,5.5691223,5.63074,"('stupid', 'smart')",5.5691223,5.6307402,0.0616179
48,1.1773158,1.1076604,"('unintelligent', 'intelligent')",1.1773158,1.1076604,-0.0696554
49,0.60486907,0.73621863,"('unable', 'able')",0.6048691,0.7362186,0.1313495
50,0.23769882,0.33036745,"('clumsy', 'skillful')",0.2376988,0.3303674,0.0926686
51,0.9072549,0.85654813,"('uneducated', 'educated')",0.9072549,0.8565481,-0.0507068
52,-0.43504772,-0.32722944,"('irrational', 'rational')",-0.4350477,-0.3272294,0.1078183
53,0.6634135,0.6545569,"('uncreative', 'creative')",0.6634135,0.6545569,-0.0088566
54,1.4842616,1.6320531,"('incapable', 'capable')",1.4842616,1.6320531,0.1477915
55,1.2786723,1.089325,"('incompetent', 'clever')",1.2786723,1.089325,-0.1893473
56,1.05128,0.97793597,"('impractical', 'practical')",1.05128,0.977936,-0.073344
57,-2.520458,-2.5374784,"('unimaginative', 'imaginative')",-2.520458,-2.5374784,-0.0170204
58,-0.14019156,-0.12949564,"('undiscriminating', 'discriminating')",-0.1401916,-0.1294956,0.010696
59,0.27921546,0.5080613,"('foolish', 'wise')",0.2792155,0.5080613,0.2288458
60,0.87449914,0.7047936,"('inefficient', 'efficient')",0.8744991,0.7047936,-0.1697055
61,0.71296245,0.59804726,"('illogical', 'logical')",0.7129624,0.5980473,-0.1149151
62,1.9339507,1.8015796,"('incompetent', 'brilliant')",1.9339507,1.8015796,-0.1323711
63,1.4602484,1.4480314,"('unperceptive', 'insightful')",1.4602484,1.4480314,-0.012217
64,-5.3194847,-5.3884706,"('shy', 'confident')",-5.3194847,-5.3884706,-0.0689859
65,1.1304086,0.9186511,"('insecure', 'secure')",1.1304086,0.9186511,-0.2117575
66,0.102577366,0.17976703,"('inactive', 'active')",0.1025774,0.179767,0.0771896
67,-0.93286353,-0.91714615,"('doubtful', 'determined')",-0.9328635,-0.9171461,0.0157174
68,0.0046291426,0.025425758,"('dependent', 'independent')",0.0046291,0.0254258,0.0207967
69,-1.6643902,-1.5566014,"('lazy', 'industrious')",-1.6643902,-1.5566014,0.1077888
70,1.7541181,1.6213697,"('lethargic', 'energetic')",1.7541181,1.6213697,-0.1327484
71,0.7549157,0.91109085,"('diffident', 'self-confident')",0.7549157,0.9110909,0.1561752
72,0.9727081,0.98040104,"('unambitious', 'ambitious')",0.9727081,0.980401,0.0076929
73,-2.792722,-2.726941,"('helpless', 'self-reliant')",-2.792722,-2.7269411,0.0657809
74,0.47110397,0.3954212,"('undedicated', 'dedicated')",0.471104,0.3954212,-0.0756828
75,-0.8562081,-0.76291895,"('meek', 'impulsive')",-0.8562081,-0.7629189,0.0932892
76,1.0672174,0.8827018,"('anxious', 'daring')",1.0672174,0.8827018,-0.1845156
77,-0.9316942,-0.968378,"('unmotivated', 'motivated')",-0.9316942,-0.968378,-0.0366838
78,-0.095837526,-0.10180201,"('nonresilient', 'resilient')",-0.0958375,-0.101802,-0.0059645
79,-0.13791646,0.02634879,"('wavering', 'unwavering')",-0.1379165,0.0263488,0.1642653
80,0.3177032,0.18369834,"('dominated', 'dominating')",0.3177032,0.1836983,-0.1340049
81,0.56117344,0.5137729,"('submissive', 'aggressive')",0.5611734,0.5137729,-0.0474005
82,6.4147,6.5316415,"('poor', 'rich')",6.4147,6.5316415,0.1169415
83,-0.24814786,-0.2539667,"('powerless', 'powerful')",-0.2481479,-0.2539667,-0.0058188
84,-0.001876384,0.04007676,"('inferior', 'superior')",-0.0018764,0.0400768,0.0419532
85,-1.4120581,-1.2863158,"('insignificant', 'prestigious')",-1.4120581,-1.2863158,0.1257423
86,0.7780171,0.75292,"('uninfluential', 'influential')",0.7780171,0.75292,-0.0250971
87,0.45441544,0.557855,"('unsuccessful', 'successful')",0.4544154,0.557855,0.1034396
88,0.24518576,0.35035706,"('low', 'eminent')",0.2451858,0.3503571,0.1051713
