,rowan_male,rowan_female,tuple,companies_male,companies_female,plc_male,plc_female,average_male,average_female,female-male
0,2.797101,2.81161,"('unsociable', 'sociable')",1.4638051,1.2846379,-0.65535885,-0.71781725,1.2018491,1.1261435,-0.0757056
1,-1.4152201,-1.5510753,"('unfriendly', 'friendly')",0.055300385,-0.32279766,2.6343148,2.5095744,0.4247983,0.2119005,-0.2128978
2,0.113619104,0.16394848,"('unlikable', 'likable')",0.5385033,0.58270776,0.15720692,0.2258261,0.2697764,0.3241608,0.0543844
3,0.6055675,0.7308235,"('repellent', 'pleasant')",0.80498,0.7953665,-0.33352584,-0.23427711,0.3590072,0.4306376,0.0716304
4,-2.6030035,-2.7329376,"('disliked', 'liked')",0.026246918,-0.022635132,-4.3059764,-4.235852,-2.2942443,-2.3304749,-0.0362306
5,-3.550736,-3.6331193,"('distant', 'outgoing')",-0.86366963,-0.9503012,0.69940567,0.656488,-1.2383334,-1.3089776,-0.0706442
6,-3.9103217,-4.083201,"('distant', 'open')",-1.1891243,-1.3522835,1.053694,0.9772601,-1.3485842,-1.4860748,-0.1374906
7,4.584112,4.654529,"('insensitive', 'sensitive')",1.0313143,1.1170931,0.8267016,0.87051105,2.1473761,2.2140444,0.0666683
8,-0.8264616,-0.9295285,"('unaffectionate', 'affectionate')",0.05702614,-0.11756079,1.6206863,1.4230648,0.2837503,0.1253252,-0.1584251
9,0.7273253,0.6789302,"('unaffectionate', 'caring')",0.63521385,0.45810384,1.9540043,1.8514553,1.1055145,0.9961631,-0.1093514
10,5.4035935,5.522193,"('unsympathetic', 'sympathetic')",1.6321707,1.4925002,-0.38743284,-0.32022887,2.2161104,2.2314881,0.0153777
11,2.2614098,2.436107,"('unhelpful', 'helpful')",0.82374454,0.9257533,1.1404108,1.1924772,1.4085217,1.5181125,0.1095908
12,2.7668118,2.8326192,"('unsupportive', 'supportive')",1.5010396,1.5798128,-0.9452342,-0.8998509,1.107539,1.1708603,0.0633213
13,3.215794,3.3326926,"('impolite', 'polite')",1.0267797,1.1978822,-0.97140145,-0.9575827,1.0903908,1.1909974,0.1006066
14,5.1026235,5.151877,"('antisocial', 'social')",2.3122077,2.3651953,0.16959278,0.23047602,2.5281413,2.582516,0.0543747
15,0.37383842,0.2663733,"('boring', 'funny')",-0.5129634,-0.54544246,0.1282551,0.0787602,-0.0036233,-0.0667696,-0.0631463
16,-2.8642602,-2.8123221,"('unpopular', 'popular')",-1.5631541,-1.6099199,-0.06920463,-0.13561204,-1.4988731,-1.5192847,-0.0204116
17,-0.092925146,-0.14502034,"('nasty', 'nice')",-0.04079137,-0.067068785,-0.846924,-0.9004866,-0.3268802,-0.3708586,-0.0439784
18,-1.0071591,-0.9260255,"('disagreeable', 'welcoming')",-0.68388975,-0.52315575,-0.7286023,-0.7816435,-0.8065503,-0.7436083,0.062942
19,-2.5320115,-2.6046035,"('inhospitable', 'hospitable')",-1.2886407,-1.3353978,0.13601609,0.08840925,-1.228212,-1.2838641,-0.0556521
20,0.8796827,0.9858398,"('rough', 'thoughtful')",-0.3568567,-0.25389504,1.2021785,1.1738117,0.5750015,0.6352522,0.0602507
21,2.9260771,3.049418,"('immoral', 'moral')",0.9435051,0.952864,-1.5338907,-1.4050844,0.7785638,0.8657326,0.0871688
22,2.6217864,2.6756372,"('untrustworthy', 'trustworthy')",0.46761855,0.5261982,-0.6061144,-0.60715014,0.8277635,0.8648951,0.0371316
23,2.731987,2.9280324,"('insincere', 'sincere')",0.6597326,0.6658477,4.4812126,4.3488092,2.6243108,2.6475631,0.0232523
24,2.5498722,2.6230016,"('dishonest', 'honest')",0.4702518,0.47868142,0.9404029,0.8572741,1.3201756,1.3196523,-0.0005233
25,-1.2250203,-1.3745724,"('egoistic', 'altruistic')",0.8671043,0.58326197,1.610621,1.4792007,0.4175683,0.2292968,-0.1882715
26,1.860656,1.759099,"('hardhearted', 'benevolent')",1.9711895,1.9209874,3.1922374,3.0917037,2.341361,2.2572633,-0.0840977
27,-0.42392522,-0.5828061,"('hardhearted', 'softhearted')",0.46584755,0.35475844,0.8189076,0.5062189,0.2869433,0.0927237,-0.1942196
28,1.3897549,1.378823,"('disloyal', 'loyal')",0.5299676,0.34677115,1.0922266,1.0435481,1.003983,0.9230474,-0.0809356
29,-1.3722818,-1.5560095,"('unfair', 'fair')",-1.3594544,-1.3974537,-0.23204938,-0.42128408,-0.9879285,-1.1249158,-0.1369873
30,2.7348924,2.860064,"('intolerant', 'tolerant')",2.1789923,2.2326992,0.28501007,0.3175937,1.7329648,1.8034522,0.0704874
31,-5.7795777,-5.909865,"('evil', 'good')",-0.8465617,-0.9270698,0.30538818,0.257028,-2.1069172,-2.1933022,-0.086385
32,2.2013664,2.2794995,"('unkind', 'kind')",1.0946082,1.045352,0.7694713,0.69763047,1.3551486,1.3408273,-0.0143213
33,-0.532266,-0.64007616,"('wrong', 'right')",0.03353626,-0.013431875,0.57706714,0.42811108,0.0261125,-0.0751323,-0.1012448
34,-0.9306666,-0.79353327,"('mean', 'honorable')",0.14018764,0.22480302,4.1599836,4.233196,1.1231682,1.2214885,0.0983203
35,-4.8498774,-5.1355815,"('corrupt', 'incorrupt')",-1.771012,-1.9614813,0.15243955,-0.046942145,-2.1561499,-2.3813351,-0.2251852
36,-5.6934667,-5.9398966,"('hostile', 'amicable')",-1.4123635,-1.8220582,1.5204117,1.3473295,-1.8618062,-2.1382084,-0.2764022
37,1.4579717,1.5312392,"('fake', 'genuine')",0.1529792,0.21212971,0.8054943,0.7582637,0.8054818,0.8338776,0.0283958
38,-0.39191738,-0.36407086,"('untruthful', 'truthful')",0.17916025,0.108258694,0.5358126,0.58209515,0.1076852,0.108761,0.0010758
39,2.8263993,2.9200196,"('exploitative', 'cooperative')",1.4041605,1.575194,0.6649464,0.65520525,1.6318355,1.7168063,0.0849708
40,0.81681633,0.74564964,"('stingy', 'generous')",0.92631423,0.89972615,-1.1256196,-1.229266,0.205837,0.1387032,-0.0671338
41,0.4387464,0.52990025,"('unforgiving', 'forgiving')",-0.06299356,-0.093603626,0.5658265,0.55496603,0.3138598,0.3304209,0.0165611
42,2.1499717,2.2809923,"('unreliable', 'reliable')",0.62172246,0.8214923,-1.4714749,-1.4270226,0.4334064,0.5584874,0.125081
43,3.1627507,3.3607335,"('irresponsible', 'responsible')",1.080286,1.2089645,0.9696143,1.0005767,1.7375504,1.8567581,0.1192077
44,-1.4955535,-1.5501993,"('prejudiced', 'unprejudiced')",-0.721442,-0.54039234,-1.7736179,-1.7413076,-1.3302045,-1.2772997,0.0529048
45,4.430612,4.463449,"('incompetent', 'competent')",1.7121632,1.6035879,0.76086015,0.8079638,2.3012118,2.2916668,-0.009545
46,5.166915,5.366406,"('uncompetitive', 'competitive')",2.329664,2.3736024,-0.74119925,-0.6731796,2.2517932,2.3556096,0.1038164
47,1.2558973,1.3095001,"('stupid', 'smart')",0.43093747,0.52907,4.737531,4.76613,2.1414553,2.2015667,0.0601114
48,2.0225356,2.077859,"('unintelligent', 'intelligent')",0.26426613,0.10682687,-0.21105684,-0.21356939,0.691915,0.6570388,-0.0348762
49,-0.46014795,-0.3804742,"('unable', 'able')",-0.5015569,-0.38895372,-0.6567221,-0.55925137,-0.5394757,-0.4428931,0.0965826
50,-1.6718602,-1.6120131,"('clumsy', 'skillful')",-1.2825745,-1.3713561,-0.29424334,-0.41343957,-1.0828927,-1.1322696,-0.0493769
51,2.6020687,2.6762373,"('uneducated', 'educated')",0.15383321,0.10786312,-0.1684986,-0.18126717,0.8624678,0.8676111,0.0051433
52,-4.36682,-4.520479,"('irrational', 'rational')",-1.378495,-1.6650299,0.37532014,0.17312348,-1.7899982,-2.0041286,-0.2141304
53,0.05001817,0.04615614,"('uncreative', 'creative')",0.63858837,0.5058921,1.5387304,1.483348,0.7424456,0.6784654,-0.0639802
54,-0.5303173,-0.57252455,"('incapable', 'capable')",-0.35572052,-0.36515334,0.80283904,0.77535474,-0.0277329,-0.0541077,-0.0263748
55,5.7176723,5.7940674,"('incompetent', 'clever')",1.9230489,1.9465686,-0.23428078,-0.12818325,2.4688136,2.5374842,0.0686706
56,4.283576,4.4195223,"('impractical', 'practical')",1.9080677,1.9627799,0.54219663,0.70514643,2.2446135,2.3624829,0.1178694
57,2.8850923,2.98538,"('unimaginative', 'imaginative')",1.1432272,0.98409444,-1.088615,-0.93951106,0.9799015,1.0099878,0.0300863
58,1.0930219,1.1623306,"('undiscriminating', 'discriminating')",0.7847883,0.68372434,1.0372909,1.0624328,0.9717004,0.9694959,-0.0022045
