,arista_male,arista_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6775088,-1.7933959,"('unsociable', 'sociable')",0.57289,0.34328303,-0.64245963,-0.83348095,-0.5823595,-0.7611979,-0.1788384
1,-1.0663145,-1.0639613,"('unfriendly', 'friendly')",0.17321488,-0.08207049,1.3887217,1.152062,0.1652074,0.0020101,-0.1631973
2,1.4706502,1.5396125,"('unlikable', 'likable')",1.2642194,1.4272286,0.9631923,1.0864495,1.2326872,1.3510969,0.1184097
3,-0.42703646,-0.36605832,"('repellent', 'pleasant')",0.5860761,0.7570956,-0.30522227,-0.2342297,-0.0487276,0.0522692,0.1009968
4,-0.24617475,-0.17496297,"('disliked', 'liked')",-1.2097968,-1.3029183,-4.9612384,-4.960329,-2.1390699,-2.1460702,-0.0070003
5,0.14926364,0.19570482,"('distant', 'outgoing')",-0.55633616,-0.7446113,-0.031684335,-0.020162508,-0.1462523,-0.1896897,-0.0434374
6,0.2606062,0.3097068,"('distant', 'open')",-1.3500197,-1.594172,0.24510477,0.2037867,-0.2814362,-0.3602262,-0.07879
7,-0.95633274,-0.86648697,"('insensitive', 'sensitive')",0.060438894,0.26103336,0.09448159,0.110449135,-0.2671374,-0.1650015,0.1021359
8,-0.37242737,-0.32171592,"('unaffectionate', 'affectionate')",-0.75216985,-0.90157497,0.024426714,-0.122317195,-0.3667235,-0.448536,-0.0818125
9,-0.29841924,-0.20057726,"('unaffectionate', 'caring')",0.11695608,0.08929476,0.4072333,0.37120497,0.0752567,0.0866408,0.0113841
10,-1.6089922,-1.633342,"('unsympathetic', 'sympathetic')",0.12010808,0.21141022,-0.7224182,-0.7629524,-0.7371008,-0.7282947,0.0088061
11,-0.9602102,-0.99223644,"('unhelpful', 'helpful')",0.9460326,0.9962129,1.5079478,1.5351045,0.4979234,0.513027,0.0151036
12,-0.39299545,-0.20352224,"('unsupportive', 'supportive')",0.59830636,0.7409151,-1.5541533,-1.4801956,-0.4496141,-0.3142676,0.1353465
13,-1.2759821,-1.3700458,"('impolite', 'polite')",0.3191734,0.28029633,-0.09593877,-0.09995281,-0.3509158,-0.3965674,-0.0456516
14,-0.51536256,-0.46556702,"('antisocial', 'social')",1.7275699,1.8370413,-0.68575984,-0.672018,0.1754825,0.2331521,0.0576696
15,0.26673564,0.13214152,"('boring', 'funny')",-0.67405707,-0.8033223,0.6468211,0.5983247,0.0798332,-0.0242854,-0.1041186
16,-0.39448982,-0.30217582,"('unpopular', 'popular')",-0.7151367,-0.68103355,0.67364436,0.712489,-0.1453274,-0.0902401,0.0550873
17,-0.24361537,-0.12776856,"('nasty', 'nice')",-0.9495082,-0.8844402,-0.28517705,-0.21141644,-0.4927669,-0.4078751,0.0848918
18,0.16393536,0.24309973,"('disagreeable', 'welcoming')",-0.060205355,-0.14787336,-0.24164495,-0.3113189,-0.0459716,-0.0720308,-0.0260592
19,-0.7064855,-0.69044,"('inhospitable', 'hospitable')",-1.2633969,-1.3968624,-0.05318546,-0.06424755,-0.6743559,-0.7171834,-0.0428275
20,-0.12568685,-0.07410431,"('rough', 'thoughtful')",0.2678156,0.37870318,0.77422255,0.69895273,0.3054504,0.3345172,0.0290668
21,-0.23545353,-0.3543821,"('immoral', 'moral')",0.53776526,0.5330899,-0.77461964,-0.7934755,-0.157436,-0.2049226,-0.0474866
22,-0.20507108,-0.20548733,"('untrustworthy', 'trustworthy')",0.61281663,0.59307575,-1.1788061,-1.2046124,-0.2570202,-0.2723413,-0.0153211
23,-0.93556607,-0.98316956,"('insincere', 'sincere')",0.9638799,1.0401566,4.529662,4.478407,1.5193253,1.5117979,-0.0075274
24,0.13859476,0.092614844,"('dishonest', 'honest')",-0.36802363,-0.3716173,0.49444473,0.46670863,0.0883386,0.0625687,-0.0257699
25,0.33570307,0.39527717,"('egoistic', 'altruistic')",0.22801375,0.17127699,1.2984078,1.2004788,0.6207082,0.589011,-0.0316972
26,0.60926837,0.59143406,"('hardhearted', 'benevolent')",0.038647264,-0.109258935,1.3222842,1.0833881,0.6567333,0.5218544,-0.1348789
27,0.21985531,0.36408135,"('hardhearted', 'softhearted')",-0.041730393,-0.019230545,1.1097107,1.0168283,0.4292785,0.453893,0.0246145
28,-0.5570985,-0.6336168,"('disloyal', 'loyal')",-0.2541654,-0.4413159,0.3815995,0.193088,-0.1432215,-0.2939482,-0.1507267
