,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
0,0.34525698,0.27894288,"('unsociable', 'sociable')",-0.11764769,-0.172994,-0.20510235,-0.16620283,0.0075023,-0.0200846,-0.0275869
1,-0.35146147,-0.5104325,"('unfriendly', 'friendly')",0.8833513,0.78420836,1.2530557,1.1415968,0.5949818,0.4717909,-0.1231909
2,1.2473632,1.3008525,"('unlikable', 'likable')",1.531087,1.596887,0.6607389,0.6831492,1.1463964,1.1936296,0.0472332
3,0.25338233,0.3766142,"('repellent', 'pleasant')",-0.850606,-0.7650163,0.4486354,0.55444914,-0.0495294,0.055349,0.1048784
4,-0.3136911,-0.3423315,"('disliked', 'liked')",0.34962183,0.41096902,-7.659235,-7.6548038,-2.5411015,-2.5287221,0.0123794
5,-0.7284686,-0.7963965,"('distant', 'outgoing')",1.5617813,1.5506958,0.01746076,-0.076741174,0.2835912,0.2258527,-0.0577385
6,-0.70136076,-0.7697125,"('distant', 'open')",1.2992787,1.267222,0.42222452,0.3106091,0.3400475,0.2693729,-0.0706746
7,0.5428839,0.5528953,"('insensitive', 'sensitive')",-0.3107243,-0.21397215,0.82870764,1.0126123,0.3536224,0.4505119,0.0968895
8,-0.6538897,-0.78671706,"('unaffectionate', 'affectionate')",0.31556413,0.21823226,0.98888683,0.898687,0.2168537,0.1100674,-0.1067863
9,0.6931335,0.64227194,"('unaffectionate', 'caring')",1.2271821,1.1717533,1.4540116,1.4029537,1.1247757,1.0723263,-0.0524494
10,1.2386659,1.2653553,"('unsympathetic', 'sympathetic')",-2.0736966,-2.0711813,0.8353268,0.9815404,9.87e-05,0.0585715,0.0584728
11,1.725841,1.8642286,"('unhelpful', 'helpful')",-0.53436124,-0.47939426,1.7858136,1.8261584,0.9924312,1.0703309,0.0778997
12,1.6999638,1.743994,"('unsupportive', 'supportive')",0.027023215,0.07946082,-1.4984815,-1.4294741,0.0761685,0.1313269,0.0551584
13,0.84227866,0.8809025,"('impolite', 'polite')",-0.01799342,0.011928204,0.06838253,0.15466452,0.2975559,0.3491651,0.0516092
14,0.6486519,0.73947877,"('antisocial', 'social')",-0.6070767,-0.5013114,0.07691319,0.1398644,0.0394961,0.1260106,0.0865145
15,0.16442579,0.19417465,"('boring', 'funny')",1.4548861,1.4370847,0.5276199,0.5282831,0.7156439,0.7198475,0.0042036
16,-0.9739138,-0.9946597,"('unpopular', 'popular')",0.16403869,0.19850689,-0.072055146,-0.18298994,-0.2939768,-0.3263809,-0.0324041
17,0.01278014,0.100469075,"('nasty', 'nice')",0.4675749,0.565256,-0.3722338,-0.35167646,0.0360404,0.1046829,0.0686425
18,0.36838377,0.35426304,"('disagreeable', 'welcoming')",-0.056817114,-0.06777392,-0.47152933,-0.5150013,-0.0533209,-0.0761707,-0.0228498
19,-0.32704777,-0.3724289,"('inhospitable', 'hospitable')",-0.7737787,-0.7853321,-0.36622155,-0.3706425,-0.489016,-0.5094678,-0.0204518
20,0.061330363,0.07388693,"('rough', 'thoughtful')",-0.32653654,-0.2636225,0.07065716,0.046088487,-0.0648497,-0.0478824,0.0169673
21,1.0639379,1.112463,"('immoral', 'moral')",-1.1099405,-1.0588344,-0.42790696,-0.21779788,-0.1579699,-0.0547231,0.1032468
22,0.24583544,0.30186445,"('untrustworthy', 'trustworthy')",-1.4406996,-1.4039364,-0.6387558,-0.5017517,-0.6112067,-0.5346079,0.0765988
23,1.0997448,1.1871247,"('insincere', 'sincere')",0.08424175,0.0481786,6.182502,6.209397,2.4554962,2.4815667,0.0260705
24,0.9412141,0.9158248,"('dishonest', 'honest')",-0.78465533,-0.7708348,1.2476766,1.2652724,0.4680785,0.4700874,0.0020089
25,-0.42927635,-0.4572877,"('egoistic', 'altruistic')",1.1021218,1.1052794,0.24671069,0.11743246,0.3065187,0.2551414,-0.0513773
26,0.18031496,0.090661824,"('hardhearted', 'benevolent')",1.3789812,1.3241429,0.8022062,0.6762465,0.7871675,0.697017,-0.0901505
27,0.65068454,0.6490381,"('hardhearted', 'softhearted')",-0.15027544,-0.095449075,1.4642571,1.3766067,0.6548887,0.6433986,-0.0114901
28,0.8621976,0.7794616,"('disloyal', 'loyal')",-0.47088033,-0.54501504,0.4601753,0.37189353,0.2838308,0.2021134,-0.0817174
29,-0.4926654,-0.5562168,"('unfair', 'fair')",-0.40125063,-0.3584593,-0.38535103,-0.5063742,-0.4264224,-0.4736834,-0.047261
30,0.9913908,1.0396138,"('intolerant', 'tolerant')",-0.7665287,-0.727481,0.7155595,0.77595484,0.3134739,0.3626959,0.049222
31,-0.92890686,-1.0384119,"('evil', 'good')",0.5752927,0.605415,-1.0049247,-1.1165384,-0.4528463,-0.5165118,-0.0636655
32,1.0498434,0.9794078,"('unkind', 'kind')",0.08989772,0.07121756,1.4643157,1.4139988,0.8680189,0.8215414,-0.0464775
33,0.16146274,0.11524146,"('wrong', 'right')",1.7465655,1.7261906,-0.42280316,-0.48046574,0.495075,0.4536554,-0.0414196
34,-0.057185795,0.03929988,"('mean', 'honorable')",0.67367864,0.69612026,4.779425,4.818268,1.7986393,1.8512293,0.05259
35,-1.8133502,-1.9745903,"('corrupt', 'incorrupt')",0.60362595,0.5866108,-1.0471646,-1.2663536,-0.7522963,-0.8847777,-0.1324814
36,-1.8108195,-1.9451984,"('hostile', 'amicable')",1.862551,1.7336731,-0.79231817,-0.99630934,-0.2468622,-0.4026116,-0.1557494
37,-0.81591475,-0.82910216,"('fake', 'genuine')",-1.6406593,-1.6131703,0.16774075,0.26530096,-0.7629444,-0.7256571,0.0372873
38,0.76008254,0.8073911,"('untruthful', 'truthful')",0.8760428,0.9075845,-0.0835416,-0.104851216,0.5175279,0.5367081,0.0191802
39,1.8306844,1.9083985,"('exploitative', 'cooperative')",0.85961753,0.9263104,-0.045891777,-0.034848683,0.88147,0.9332867,0.0518167
40,1.0811497,1.162173,"('stingy', 'generous')",1.2923633,1.2980952,-1.6832087,-1.7262894,0.2301014,0.2446596,0.0145582
41,0.7211757,0.7358243,"('unforgiving', 'forgiving')",0.7775098,0.7427523,0.0021176506,0.006089094,0.5002677,0.4948886,-0.0053791
42,1.4688525,1.5981004,"('unreliable', 'reliable')",0.45646337,0.5036836,-2.484545,-2.3374429,-0.1864097,-0.078553,0.1078567
43,1.3841699,1.471462,"('irresponsible', 'responsible')",-0.6690256,-0.64305896,0.8582122,0.96723026,0.5244522,0.5985444,0.0740922
44,-0.6277526,-0.57857245,"('prejudiced', 'unprejudiced')",-0.42944688,-0.33228496,-1.5909339,-1.6088196,-0.8827111,-0.8398924,0.0428187
45,0.3655991,0.4768606,"('incompetent', 'competent')",-1.5824358,-1.5111157,-0.35757574,-0.24297586,-0.5248042,-0.4257436,0.0990606
46,0.3771417,0.51282084,"('uncompetitive', 'competitive')",-0.8144273,-0.77187675,-1.1822548,-1.0290351,-0.5398468,-0.4293636,0.1104832
47,0.45621812,0.569961,"('stupid', 'smart')",-0.061821647,-0.042581916,5.9083986,6.0943155,2.1009316,2.2072315,0.1062999
48,0.5127696,0.45778695,"('unintelligent', 'intelligent')",-1.0594305,-1.0865765,0.2539847,0.29744208,-0.0975587,-0.1104492,-0.0128905
49,-0.47713354,-0.46071026,"('unable', 'able')",-0.5487003,-0.51146674,-0.2679777,-0.18929128,-0.4312705,-0.3871561,0.0441144
50,-0.4995692,-0.5434951,"('clumsy', 'skillful')",0.1649679,0.17001238,0.025548192,0.029761624,-0.1030177,-0.1145737,-0.011556
51,1.5021869,1.4417284,"('uneducated', 'educated')",-1.6141967,-1.6098803,0.23628384,0.2534062,0.0414247,0.0284181,-0.0130066
52,-0.027834596,-0.10605434,"('irrational', 'rational')",0.8238244,0.72398394,-0.15993653,-0.33536506,0.2120178,0.0941882,-0.1178296
53,-0.1231672,-0.17507042,"('uncreative', 'creative')",-0.011658011,-0.0938423,0.33389762,0.20882726,0.0663575,-0.0200285,-0.086386
